,country,number,item,item_id,shortform,pageid_x,pageid_y,wikipedia_summary,wikipedia_url
8,Afghanistan,8,Warina Hussain,http://www.wikidata.org/entity/Q55180724,wd:Q55180724,59540078,59540078,error,error
