country,number,item,item_id,shortform,pageid,wikidata_description
Afghanistan,27,Friday Mosque of Herat,http://www.wikidata.org/entity/Q1291612,wd:Q1291612,19858944,mosque in Afghanistan
Albania,30,Et'hem Bey Mosque,http://www.wikidata.org/entity/Q798610,wd:Q798610,1443312,mosque in Albania
Algeria,21,Notre Dame d'Afrique,http://www.wikidata.org/entity/Q2088381,wd:Q2088381,9958848,building in Algeria
Andorra,13,església de Santa Coloma d'Andorra,http://www.wikidata.org/entity/Q3780675,wd:Q3780675,33954786,"church building in Andorra la Vella, Andorra"
Angola,10,"Cathedral of the Holy Saviour, Luanda",http://www.wikidata.org/entity/Q15043323,wd:Q15043323,21409597,"cathedral in Luanda, Angola"
Antigua and Barbuda,7,St. John's Cathedral,http://www.wikidata.org/entity/Q4265706,wd:Q4265706,16910659,Cathedral in Saint John
Argentina,27,Jesuit Block and Estancias of Córdoba,http://www.wikidata.org/entity/Q837642,wd:Q837642,6347809,UNESCO World Heritage Site
Armenia,46,Geghard,http://www.wikidata.org/entity/Q499285,wd:Q499285,907531,cultural heritage monument of Armenia
Australia,23,Hillsong Church,http://www.wikidata.org/entity/Q1145348,wd:Q1145348,4704988,"Charismatic megachurch in Sydney, New South Wales, Australia"
Austria,60,St. Stephen's Cathedral,http://www.wikidata.org/entity/Q5943,wd:Q5943,214393,"church in Vienna, Austria"
Azerbaijan,31,David Gareja monastery complex,http://www.wikidata.org/entity/Q1178627,wd:Q1178627,590397,Monastery in Georgia
Bahrain,25,Al Fateh Grand Mosque,http://www.wikidata.org/entity/Q2086076,wd:Q2086076,4724317,mosque in Bahrain (Juffair)
Bangladesh,51,Somapura Mahavihara,http://www.wikidata.org/entity/Q305044,wd:Q305044,12694418,Buddhist Monastery
Barbados,9,Nidhe Israel Synagogue,http://www.wikidata.org/entity/Q2975704,wd:Q2975704,7815318,"establishment in Bridgetown, Barbados"
Belarus,26,Church of Saints Simon and Helena,http://www.wikidata.org/entity/Q1742825,wd:Q1742825,14448343,"church building in Minsk, Belarus"
Belgium,46,Tournai Cathedral,http://www.wikidata.org/entity/Q391229,wd:Q391229,5196041,cathedral
Belize,7,St. John's Cathedral,http://www.wikidata.org/entity/Q4163413,wd:Q4163413,23286355,"19th century Anglican cathedral in Belize City, Belize"
Benin,7,Basilique de l'Immaculée Conception,http://www.wikidata.org/entity/Q2091236,wd:Q2091236,24435436,building in Benin
