country,number,item,item_id
Afghanistan,22,Afghanistan–Uzbekistan Friendship Bridge,http://www.wikidata.org/entity/Q509824
Afghanistan,12,Tajik–Afghan Friendship Bridge,http://www.wikidata.org/entity/Q7676856
Afghanistan,7,Tajik–Afghan bridge at Tem-Demogan,http://www.wikidata.org/entity/Q7676857
Afghanistan,6,Tajikistan–Afghanistan bridge at Panji Poyon,http://www.wikidata.org/entity/Q7676850
Afghanistan,4,Malan bridge,http://www.wikidata.org/entity/Q63181121
Afghanistan,3,Guryak Truck Bridge,http://www.wikidata.org/entity/Q5620591
Afghanistan,2,Teshkan Bridge,http://www.wikidata.org/entity/Q7705486
Afghanistan,1,Q25380134,http://www.wikidata.org/entity/Q25380134
Afghanistan,1,Q25380102,http://www.wikidata.org/entity/Q25380102
Afghanistan,1,Behsud Bridge,http://www.wikidata.org/entity/Q99454461
Albania,20,Mes Bridge,http://www.wikidata.org/entity/Q856285
Albania,16,Tanners' Bridge,http://www.wikidata.org/entity/Q1630016
Albania,7,Gorica Bridge,http://www.wikidata.org/entity/Q1319245
Albania,4,Zogu Bridge,http://www.wikidata.org/entity/Q13047231
Albania,3,Kordhocë bridge,http://www.wikidata.org/entity/Q1308969
Albania,3,new swing bridge over the Buna river in Shkodër,http://www.wikidata.org/entity/Q85327425
Albania,3,Dragoti Bridge,http://www.wikidata.org/entity/Q85213779
Albania,3,Old bridge over the Buna river in Shkodër,http://www.wikidata.org/entity/Q85225991
Albania,2,Bushtrica bridge,http://www.wikidata.org/entity/Q28115654
Albania,2,Ura e Kadiut,http://www.wikidata.org/entity/Q16360562
Albania,2,Ura e Kasabashit,http://www.wikidata.org/entity/Q16360571
Albania,2,Q16360584,http://www.wikidata.org/entity/Q16360584
Albania,2,Gomsiqe Bridge,http://www.wikidata.org/entity/Q85231182
Albania,1,Ura e Brarit,http://www.wikidata.org/entity/Q13047224
Albania,1,Q16360599,http://www.wikidata.org/entity/Q16360599
Albania,1,Q27240005,http://www.wikidata.org/entity/Q27240005
Albania,1,Q27240137,http://www.wikidata.org/entity/Q27240137
Albania,1,Q27240273,http://www.wikidata.org/entity/Q27240273
Albania,1,Q27240411,http://www.wikidata.org/entity/Q27240411
Albania,1,Q27240548,http://www.wikidata.org/entity/Q27240548
Albania,1,Q27955034,http://www.wikidata.org/entity/Q27955034
Albania,1,Q27955035,http://www.wikidata.org/entity/Q27955035
Albania,1,Q27955036,http://www.wikidata.org/entity/Q27955036
Albania,1,Q27955061,http://www.wikidata.org/entity/Q27955061
Albania,1,Q27955063,http://www.wikidata.org/entity/Q27955063
Albania,1,Q27955066,http://www.wikidata.org/entity/Q27955066
Albania,1,Q27955067,http://www.wikidata.org/entity/Q27955067
Albania,1,Q27955069,http://www.wikidata.org/entity/Q27955069
Albania,1,Q27955071,http://www.wikidata.org/entity/Q27955071
Albania,1,Q30184912,http://www.wikidata.org/entity/Q30184912
Albania,1,Q30185803,http://www.wikidata.org/entity/Q30185803
Albania,1,Q30216808,http://www.wikidata.org/entity/Q30216808
