scientist,scientistLabel,sitelinks,countryLabel,deathdate
http://www.wikidata.org/entity/Q23441,Octave Mirbeau,162,France,1917-02-16T00:00:00Z
http://www.wikidata.org/entity/Q23842,Jean Gabin,76,France,1976-11-15T00:00:00Z
http://www.wikidata.org/entity/Q25320,Paul Langevin,54,France,1946-12-19T00:00:00Z
http://www.wikidata.org/entity/Q26456,Rashi,51,France,1105-07-20T00:00:00Z
http://www.wikidata.org/entity/Q26702,Cardinal Richelieu,99,France,1642-12-04T00:00:00Z
http://www.wikidata.org/entity/Q27764,Louis Antoine de Saint-Just,60,France,1794-07-28T00:00:00Z
http://www.wikidata.org/entity/Q28556,Michel Hazanavicius,55,France,
http://www.wikidata.org/entity/Q28937,Alexis Clairaut,51,France,1765-05-17T00:00:00Z
http://www.wikidata.org/entity/Q30449,Avril Lavigne,133,France,
http://www.wikidata.org/entity/Q30578,Urban II,91,France,1099-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30578,Urban II,91,France,1099-08-04T00:00:00Z
http://www.wikidata.org/entity/Q30755,Auguste Rodin,118,France,1917-11-17T00:00:00Z
http://www.wikidata.org/entity/Q33477,Eugﾃｨne Delacroix,111,France,1863-08-13T00:00:00Z
http://www.wikidata.org/entity/Q33977,Jules Verne,170,France,1905-03-24T00:00:00Z
http://www.wikidata.org/entity/Q34013,Georges Seurat,69,France,1891-03-29T00:00:00Z
http://www.wikidata.org/entity/Q34428,Philip II of France,70,France,1223-07-21T00:00:00Z
http://www.wikidata.org/entity/Q34618,Gustave Courbet,75,France,1877-12-31T00:00:00Z
http://www.wikidata.org/entity/Q34670,Albert Camus,186,France,1960-01-04T00:00:00Z
http://www.wikidata.org/entity/Q35548,Paul Cﾃｩzanne,124,France,1906-10-22T00:00:00Z
http://www.wikidata.org/entity/Q36268,Brigitte Bardot,130,France,
http://www.wikidata.org/entity/Q37327,Samuel Beckett,135,France,1989-12-22T00:00:00Z
http://www.wikidata.org/entity/Q37463,Pierre Curie,116,France,1906-04-19T00:00:00Z
http://www.wikidata.org/entity/Q37693,Paul Gauguin,117,France,1903-01-01T00:00:00Z
http://www.wikidata.org/entity/Q37693,Paul Gauguin,117,France,1903-05-08T00:00:00Z
http://www.wikidata.org/entity/Q37693,Paul Gauguin,117,France,1903-05-09T00:00:00Z
http://www.wikidata.org/entity/Q38337,Alexandre Dumas,164,France,1870-12-05T00:00:00Z
http://www.wikidata.org/entity/Q39637,Nicolas Appert,83,France,1841-06-01T00:00:00Z
http://www.wikidata.org/entity/Q39931,Pierre-Auguste Renoir,105,France,1919-12-03T00:00:00Z
http://www.wikidata.org/entity/Q39978,Nostradamus,115,France,1566-07-12T00:00:00Z
http://www.wikidata.org/entity/Q40116,Nadar,61,France,1910-03-20T00:00:00Z
http://www.wikidata.org/entity/Q40116,Nadar,61,France,1910-03-21T00:00:00Z
http://www.wikidata.org/entity/Q40599,ﾃ・douard Manet,102,France,1883-01-01T00:00:00Z
http://www.wikidata.org/entity/Q40599,ﾃ・douard Manet,102,France,1883-04-30T00:00:00Z
http://www.wikidata.org/entity/Q40756,Michel Ney,54,France,1815-12-07T00:00:00Z
http://www.wikidata.org/entity/Q41269,Henri Becquerel,100,France,1908-08-25T00:00:00Z
http://www.wikidata.org/entity/Q41554,Nicolas Poussin,83,France,1665-11-19T00:00:00Z
http://www.wikidata.org/entity/Q41555,Jacques Offenbach,97,France,1880-10-04T00:00:00Z
http://www.wikidata.org/entity/Q41555,Jacques Offenbach,97,France,1880-10-05T00:00:00Z
http://www.wikidata.org/entity/Q41568,Michel de Montaigne,130,France,1592-09-13T00:00:00Z
http://www.wikidata.org/entity/Q42037,Jean-Marie Gustave Le Clﾃｩzio,97,France,
http://www.wikidata.org/entity/Q42156,Henri Bergson,125,France,1941-01-04T00:00:00Z
http://www.wikidata.org/entity/Q42247,Sully Prudhomme,115,France,1907-09-07T00:00:00Z
http://www.wikidata.org/entity/Q42443,Anatole France,147,France,1924-10-12T00:00:00Z
http://www.wikidata.org/entity/Q42596,Frﾃｩdﾃｩric Mistral,115,France,1914-03-25T00:00:00Z
http://www.wikidata.org/entity/Q43252,Sophia Loren,119,France,
http://www.wikidata.org/entity/Q43444,Gustave Flaubert,148,France,1880-05-08T00:00:00Z
http://www.wikidata.org/entity/Q43697,Jean Reno,79,France,
http://www.wikidata.org/entity/Q43939,Anselm of Canterbury,86,France,1109-04-28T00:00:00Z
http://www.wikidata.org/entity/Q43939,Anselm of Canterbury,86,France,1109-05-05T00:00:00Z
http://www.wikidata.org/entity/Q44073,Bixente Lizarazu,57,France,
http://www.wikidata.org/entity/Q44122,Django Reinhardt,62,France,1953-05-16T00:00:00Z
http://www.wikidata.org/entity/Q44197,Maximilien Robespierre,121,France,1794-07-28T00:00:00Z
http://www.wikidata.org/entity/Q44272,Michel Foucault,115,France,1984-06-25T00:00:00Z
http://www.wikidata.org/entity/Q44403,Heinrich Heine,151,France,1856-02-17T00:00:00Z
http://www.wikidata.org/entity/Q44481,Pierre-Simon Laplace,118,France,1827-03-05T00:00:00Z
http://www.wikidata.org/entity/Q44977,Pierre-Emerick Aubameyang,62,France,
http://www.wikidata.org/entity/Q45661,Coco Chanel,105,France,1971-01-10T00:00:00Z
http://www.wikidata.org/entity/Q45901,Thierry Henry,95,France,
http://www.wikidata.org/entity/Q46139,Man Ray,67,France,1976-11-18T00:00:00Z
http://www.wikidata.org/entity/Q46347,Patrick Vieira,66,France,
http://www.wikidata.org/entity/Q46373,Edgar Degas,103,France,1917-09-27T00:00:00Z
http://www.wikidata.org/entity/Q46602,Ivan Bunin,112,France,1953-11-08T00:00:00Z
http://www.wikidata.org/entity/Q47162,Romain Rolland,130,France,1944-12-30T00:00:00Z
http://www.wikidata.org/entity/Q47365,Marie Antoinette,111,France,1793-10-16T00:00:00Z
http://www.wikidata.org/entity/Q157,Franﾃｧois Hollande,211,France,
http://www.wikidata.org/entity/Q260,Jean-Franﾃｧois Champollion,78,France,1832-03-04T00:00:00Z
http://www.wikidata.org/entity/Q296,Claude Monet,136,France,1926-12-05T00:00:00Z
http://www.wikidata.org/entity/Q329,Nicolas Sarkozy,180,France,
http://www.wikidata.org/entity/Q346,Louis IX of France,86,France,1270-09-01T00:00:00Z
http://www.wikidata.org/entity/Q448,Denis Diderot,134,France,1784-07-31T00:00:00Z
http://www.wikidata.org/entity/Q449,Georges Brassens,51,France,1981-10-29T00:00:00Z
http://www.wikidata.org/entity/Q493,Arthur Rimbaud,131,France,1891-11-10T00:00:00Z
http://www.wikidata.org/entity/Q501,Charles Baudelaire,167,France,1867-08-31T00:00:00Z
http://www.wikidata.org/entity/Q502,Stendhal,128,France,1842-03-23T00:00:00Z
http://www.wikidata.org/entity/Q504,ﾃ・mile Zola,159,France,1902-09-29T00:00:00Z
http://www.wikidata.org/entity/Q529,Louis Pasteur,184,France,1895-09-28T00:00:00Z
http://www.wikidata.org/entity/Q535,Victor Hugo,239,France,1885-05-22T00:00:00Z
http://www.wikidata.org/entity/Q675,Andrﾃｩ-Marie Ampﾃｨre,112,France,1836-06-10T00:00:00Z
http://www.wikidata.org/entity/Q755,Paul Verlaine,105,France,1896-01-08T00:00:00Z
http://www.wikidata.org/entity/Q767,Stﾃｩphane Mallarmﾃｩ,82,France,1898-09-09T00:00:00Z
http://www.wikidata.org/entity/Q1151,Hector Berlioz,129,France,1869-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1178,Maurice Ravel,100,France,1937-12-28T00:00:00Z
http://www.wikidata.org/entity/Q1268,Frﾃｩdﾃｩric Chopin,177,France,1849-10-17T00:00:00Z
http://www.wikidata.org/entity/Q1631,ﾃ・dith Piaf,137,France,1963-10-10T00:00:00Z
http://www.wikidata.org/entity/Q1646,Franﾃｧoise Sagan,77,France,2004-09-24T00:00:00Z
http://www.wikidata.org/entity/Q1698,Serge Gainsbourg,64,France,1991-03-02T00:00:00Z
http://www.wikidata.org/entity/Q1785,Charles Aznavour,94,France,2018-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1835,Zinedine Zidane,130,France,
http://www.wikidata.org/entity/Q1839,Laurent Blanc,57,France,
http://www.wikidata.org/entity/Q1907,Hugo Lloris,73,France,
http://www.wikidata.org/entity/Q1908,Mathieu Debuchy,52,France,
http://www.wikidata.org/entity/Q1909,Adil Rami,54,France,
http://www.wikidata.org/entity/Q1911,Olivier Giroud,79,France,
http://www.wikidata.org/entity/Q1912,Karim Benzema,94,France,
http://www.wikidata.org/entity/Q1913,Florent Malouda,59,France,
http://www.wikidata.org/entity/Q1915,Laurent Koscielny,53,France,
http://www.wikidata.org/entity/Q1916,Patrice Evra,68,France,
http://www.wikidata.org/entity/Q1917,Philippe Mexﾃｨs,52,France,
http://www.wikidata.org/entity/Q1918,Franck Ribﾃｩry,84,France,
http://www.wikidata.org/entity/Q1919,Mathieu Valbue,53,France,
http://www.wikidata.org/entity/Q1920,Samir Nasri,63,France,
http://www.wikidata.org/entity/Q1921,Blaise Matuidi,59,France,
http://www.wikidata.org/entity/Q1924,Steve Mandanda,55,France,
http://www.wikidata.org/entity/Q1928,Hatem Ben Arfa,51,France,
http://www.wikidata.org/entity/Q1929,Gaﾃｫl Clichy,52,France,
http://www.wikidata.org/entity/Q1935,Eric Abidal,63,France,
http://www.wikidata.org/entity/Q1936,Djibril Cissﾃｩ,52,France,
http://www.wikidata.org/entity/Q1937,William Gallas,57,France,
http://www.wikidata.org/entity/Q1938,Bacary Sagna,64,France,
http://www.wikidata.org/entity/Q1939,Nicolas Anelka,66,France,
http://www.wikidata.org/entity/Q2038,Franﾃｧois Mitterrand,123,France,1996-01-08T00:00:00Z
http://www.wikidata.org/entity/Q2042,Charles de Gaulle,193,France,1970-11-09T00:00:00Z
http://www.wikidata.org/entity/Q2105,Jacques Chirac,144,France,2019-09-26T00:00:00Z
http://www.wikidata.org/entity/Q2124,Valﾃｩry Giscard d'Estaing,111,France,2020-12-02T00:00:00Z
http://www.wikidata.org/entity/Q2185,Georges Pompidou,133,France,1974-04-02T00:00:00Z
http://www.wikidata.org/entity/Q2737,Louis de Funﾃｨs,83,France,1983-01-27T00:00:00Z
http://www.wikidata.org/entity/Q2908,Antoine de Saint-Exupﾃｩry,157,France,1944-07-31T00:00:00Z
http://www.wikidata.org/entity/Q3816,George Sand,119,France,1876-06-08T00:00:00Z
http://www.wikidata.org/entity/Q4128,Louis Aragon,78,France,1982-12-24T00:00:00Z
http://www.wikidata.org/entity/Q4261,Michel Platini,97,France,
http://www.wikidata.org/entity/Q4295,Peter Abelard,97,France,1142-04-28T00:00:00Z
http://www.wikidata.org/entity/Q4302,Chrﾃｩtien de Troyes,66,France,1181-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4605,Sarah Bernhardt,171,France,1923-03-26T00:00:00Z
http://www.wikidata.org/entity/Q4724,Le Corbusier,170,France,1965-08-27T00:00:00Z
http://www.wikidata.org/entity/Q5396,Louis Blﾃｩriot,54,France,1936-08-01T00:00:00Z
http://www.wikidata.org/entity/Q5589,Henri Matisse,159,France,1954-11-03T00:00:00Z
http://www.wikidata.org/entity/Q5721,Philippe Pﾃｩtain,85,France,1951-07-23T00:00:00Z
http://www.wikidata.org/entity/Q5738,Adolphe Thiers,73,France,1877-09-03T00:00:00Z
http://www.wikidata.org/entity/Q5749,Pierre-Joseph Proudhon,96,France,1865-01-19T00:00:00Z
http://www.wikidata.org/entity/Q5829,Jean-Luc Mﾃｩlenchon,55,France,
http://www.wikidata.org/entity/Q5912,Marcel Duchamp,83,France,1968-10-02T00:00:00Z
http://www.wikidata.org/entity/Q6682,Gustave Dorﾃｩ,72,France,1883-01-23T00:00:00Z
http://www.wikidata.org/entity/Q7068,Julien Offray de La Mettrie,56,France,1751-11-11T00:00:00Z
http://www.wikidata.org/entity/Q7091,ﾃ・variste Galois,94,France,1832-05-31T00:00:00Z
http://www.wikidata.org/entity/Q7103,Sophie Germain,64,France,1831-06-27T00:00:00Z
http://www.wikidata.org/entity/Q7104,Baron d'Holbach,77,France,1789-01-01T00:00:00Z
http://www.wikidata.org/entity/Q7104,Baron d'Holbach,77,France,1789-01-21T00:00:00Z
http://www.wikidata.org/entity/Q7104,Baron d'Holbach,77,France,1789-06-21T00:00:00Z
http://www.wikidata.org/entity/Q7177,Jean-Marie Le Pen,72,France,
http://www.wikidata.org/entity/Q7186,Marie Curie,213,France,1934-07-04T00:00:00Z
http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,159,France,1986-04-14T00:00:00Z
http://www.wikidata.org/entity/Q7199,Marcel Proust,176,France,1922-11-18T00:00:00Z
http://www.wikidata.org/entity/Q7286,ﾃ・milie du Chﾃ｢telet,59,France,1749-09-10T00:00:00Z
http://www.wikidata.org/entity/Q7314,Igor Stravinsky,144,France,1971-04-06T00:00:00Z
http://www.wikidata.org/entity/Q7504,Irﾃｨne Joliot-Curie,101,France,1956-03-17T00:00:00Z
http://www.wikidata.org/entity/Q7711,Jean-Marc Ayrault,67,France,
http://www.wikidata.org/entity/Q7721,Napoleon III,116,France,1873-01-09T00:00:00Z
http://www.wikidata.org/entity/Q7723,Napoleon II,71,France,1832-07-22T00:00:00Z
http://www.wikidata.org/entity/Q7726,Joseph Bonaparte,63,France,1844-07-28T00:00:00Z
http://www.wikidata.org/entity/Q7729,Louis Bonaparte,58,France,1846-07-25T00:00:00Z
http://www.wikidata.org/entity/Q7732,Louis XVI of France,111,France,1793-01-21T00:00:00Z
http://www.wikidata.org/entity/Q7738,Louis XV of France,93,France,1774-05-10T00:00:00Z
http://www.wikidata.org/entity/Q7750,Louis XVIII of France,83,France,1824-09-16T00:00:00Z
http://www.wikidata.org/entity/Q7758,Charles X of France,78,France,1836-11-06T00:00:00Z
http://www.wikidata.org/entity/Q7771,Louis Philippe I,77,France,1850-08-26T00:00:00Z
http://www.wikidata.org/entity/Q7833,Boris Vian,70,France,1959-06-23T00:00:00Z
http://www.wikidata.org/entity/Q7841,Alfred Jarry,52,France,1907-11-01T00:00:00Z
http://www.wikidata.org/entity/Q8058,Louis XI of France,78,France,1483-09-08T00:00:00Z
http://www.wikidata.org/entity/Q8298,David Guetta,84,France,
http://www.wikidata.org/entity/Q8384,Louis X of France,60,France,1316-06-13T00:00:00Z
http://www.wikidata.org/entity/Q8404,John I of France,54,France,1316-11-28T00:00:00Z
http://www.wikidata.org/entity/Q8433,Philip V of France,55,France,1322-01-11T00:00:00Z
http://www.wikidata.org/entity/Q8772,Joseph Fourier,126,France,1830-05-16T00:00:00Z
http://www.wikidata.org/entity/Q57348,Isaias Afwerki,68,Eritrea,
http://www.wikidata.org/entity/Q169288,Innocent VI,70,France,1362-09-20T00:00:00Z
http://www.wikidata.org/entity/Q169305,Urban IV,72,France,1264-10-09T00:00:00Z
http://www.wikidata.org/entity/Q169502,ﾃ・mile Loubet,51,France,1929-12-20T00:00:00Z
http://www.wikidata.org/entity/Q169594,Gregory XI,73,France,1378-04-04T00:00:00Z
http://www.wikidata.org/entity/Q169594,Gregory XI,73,France,1378-04-12T00:00:00Z
http://www.wikidata.org/entity/Q169906,Jacques Lacan,74,France,1981-09-09T00:00:00Z
http://www.wikidata.org/entity/Q169992,John II of France,59,France,1364-04-16T00:00:00Z
http://www.wikidata.org/entity/Q170076,Jean Dubuffet,62,France,1985-05-12T00:00:00Z
http://www.wikidata.org/entity/Q170328,Eric Cantona,75,France,
http://www.wikidata.org/entity/Q170389,Benedict XII,70,France,1342-05-03T00:00:00Z
http://www.wikidata.org/entity/Q170586,Philip VI of France,65,France,1350-08-30T00:00:00Z
http://www.wikidata.org/entity/Q170654,Callixtus II,72,France,1124-12-20T00:00:00Z
http://www.wikidata.org/entity/Q170863,Clement VI,71,France,1352-12-14T00:00:00Z
http://www.wikidata.org/entity/Q170871,Innocent V,68,France,1276-06-29T00:00:00Z
http://www.wikidata.org/entity/Q171480,Josﾃｩphine de Beauharnais,70,France,1814-05-29T00:00:00Z
http://www.wikidata.org/entity/Q171556,Yves Saint Laurent,65,France,2008-06-01T00:00:00Z
http://www.wikidata.org/entity/Q171730,Georges Clemenceau,87,France,1929-11-24T00:00:00Z
http://www.wikidata.org/entity/Q171826,Alfred Dreyfus,68,France,1935-07-12T00:00:00Z
http://www.wikidata.org/entity/Q171969,Georges Cuvier,78,France,1832-01-01T00:00:00Z
http://www.wikidata.org/entity/Q171969,Georges Cuvier,78,France,1832-05-13T00:00:00Z
http://www.wikidata.org/entity/Q172083,Omar Bongo,65,France,2009-06-08T00:00:00Z
http://www.wikidata.org/entity/Q172203,Philip III of France,64,France,1285-10-12T00:00:00Z
http://www.wikidata.org/entity/Q172254,Ilya Mechnikov,79,France,1916-07-15T00:00:00Z
http://www.wikidata.org/entity/Q172254,Ilya Mechnikov,79,France,1916-07-16T00:00:00Z
http://www.wikidata.org/entity/Q173994,Jean Tirole,62,France,
http://www.wikidata.org/entity/Q174210,Julio Cortﾃ｡zar,81,France,1984-02-12T00:00:00Z
http://www.wikidata.org/entity/Q174964,Charles IV of France,60,France,1328-02-09T00:00:00Z
http://www.wikidata.org/entity/Q177310,Boris Spassky,72,France,
http://www.wikidata.org/entity/Q177411,Jean Giono,52,France,1970-10-08T00:00:00Z
http://www.wikidata.org/entity/Q177411,Jean Giono,52,France,1970-10-09T00:00:00Z
http://www.wikidata.org/entity/Q178908,Henry I of France,57,France,1060-08-04T00:00:00Z
http://www.wikidata.org/entity/Q178918,Robert II of France,58,France,1031-07-26T00:00:00Z
http://www.wikidata.org/entity/Q179025,Jean Anouilh,73,France,1987-10-03T00:00:00Z
http://www.wikidata.org/entity/Q179109,Roland Barthes,79,France,1980-03-25T00:00:00Z
http://www.wikidata.org/entity/Q179109,Roland Barthes,79,France,1980-03-26T00:00:00Z
http://www.wikidata.org/entity/Q179680,Alfred de Musset,93,France,1857-05-02T00:00:00Z
http://www.wikidata.org/entity/Q179888,Aristide Briand,70,France,1932-03-07T00:00:00Z
http://www.wikidata.org/entity/Q179908,Ahmed Ben Bella,72,France,2012-04-11T00:00:00Z
http://www.wikidata.org/entity/Q180278,Charles Gounod,70,France,1893-10-18T00:00:00Z
http://www.wikidata.org/entity/Q180326,Lilian Thuram,70,France,
http://www.wikidata.org/entity/Q180409,Frﾃｩdﾃｩric Passy,71,France,1912-06-12T00:00:00Z
http://www.wikidata.org/entity/Q180872,Amﾃｩlie Mauresmo,67,France,
http://www.wikidata.org/entity/Q180932,Franﾃｧois Boucher,56,France,1770-05-30T00:00:00Z
http://www.wikidata.org/entity/Q181685,Nicolas Carnot,72,France,1832-08-24T00:00:00Z
http://www.wikidata.org/entity/Q181707,Charles Fourier,72,France,1837-10-10T00:00:00Z
http://www.wikidata.org/entity/Q181715,Thﾃｩrﾃｨse of Lisieux,75,France,1897-09-30T00:00:00Z
http://www.wikidata.org/entity/Q182021,Marie de' Medici,59,France,1642-07-03T00:00:00Z
http://www.wikidata.org/entity/Q182260,Jeanne Calment,64,France,1997-08-04T00:00:00Z
http://www.wikidata.org/entity/Q182847,Jean Baudrillard,78,France,2007-03-06T00:00:00Z
http://www.wikidata.org/entity/Q182882,John James Audubon,66,France,1851-01-27T00:00:00Z
http://www.wikidata.org/entity/Q183221,Jean-Antoine Watteau,65,France,1721-07-18T00:00:00Z
http://www.wikidata.org/entity/Q183471,Claude Jade,54,France,2006-12-01T00:00:00Z
http://www.wikidata.org/entity/Q183713,Thﾃｩophile Gautier,85,France,1872-10-23T00:00:00Z
http://www.wikidata.org/entity/Q183967,David Trezeguet,67,France,
http://www.wikidata.org/entity/Q184169,Louis Althusser,65,France,1990-10-22T00:00:00Z
http://www.wikidata.org/entity/Q184212,Thﾃｩodore Gﾃｩricault,65,France,1824-01-26T00:00:00Z
http://www.wikidata.org/entity/Q184226,Gilles Deleuze,77,France,1995-11-04T00:00:00Z
http://www.wikidata.org/entity/Q184362,Claude Makﾃｩlﾃｩlﾃｩ,55,France,
http://www.wikidata.org/entity/Q184622,Jean Genet,60,France,1986-04-15T00:00:00Z
http://www.wikidata.org/entity/Q184623,Georges Danton,85,France,1794-04-05T00:00:00Z
http://www.wikidata.org/entity/Q184656,Nikolai Berdyaev,65,France,1948-03-24T00:00:00Z
http://www.wikidata.org/entity/Q185002,Mylﾃｨne Farmer,51,France,
http://www.wikidata.org/entity/Q185105,Fernand Braudel,62,France,1985-11-27T00:00:00Z
http://www.wikidata.org/entity/Q185777,Alexis Carrel,77,France,1944-11-05T00:00:00Z
http://www.wikidata.org/entity/Q186429,Gaﾃｫl Monfils,52,France,
http://www.wikidata.org/entity/Q186652,"Gilbert du Motier, Marquis de Lafayette",71,France,1834-05-20T00:00:00Z
http://www.wikidata.org/entity/Q187099,Lionel Jospin,61,France,
http://www.wikidata.org/entity/Q187166,Antonin Artaud,68,France,1948-03-04T00:00:00Z
http://www.wikidata.org/entity/Q187192,Erik Satie,75,France,1925-07-01T00:00:00Z
http://www.wikidata.org/entity/Q187224,Pierre-Gilles de Gennes,60,France,2007-05-18T00:00:00Z
http://www.wikidata.org/entity/Q187241,Augustin-Jean Fresnel,67,France,1827-07-14T00:00:00Z
http://www.wikidata.org/entity/Q187506,Honorﾃｩ Daumier,58,France,1879-02-10T00:00:00Z
http://www.wikidata.org/entity/Q187519,Charles the Simple,59,France,0929-10-12T00:00:00Z
http://www.wikidata.org/entity/Q187966,Lﾃｩon Foucault,76,France,1868-02-11T00:00:00Z
http://www.wikidata.org/entity/Q188342,Nicﾃｩphore Niﾃｩpce,59,France,1833-07-05T00:00:00Z
http://www.wikidata.org/entity/Q188411,Bernard of Clairvaux,89,France,1153-08-27T00:00:00Z
http://www.wikidata.org/entity/Q188623,Franﾃｧois Viﾃｨte,64,France,1603-02-23T00:00:00Z
http://www.wikidata.org/entity/Q188623,Franﾃｧois Viﾃｨte,64,France,1603-12-13T00:00:00Z
http://www.wikidata.org/entity/Q188663,Marin Mersenne,58,France,1648-09-01T00:00:00Z
http://www.wikidata.org/entity/Q188697,Alphonse de Lamartine,99,France,1869-02-28T00:00:00Z
http://www.wikidata.org/entity/Q188857,Nicolas Boileau-Desprﾃｩaux,76,France,1711-03-13T00:00:00Z
http://www.wikidata.org/entity/Q188965,Madame de Pompadour,65,France,1764-04-15T00:00:00Z
http://www.wikidata.org/entity/Q188971,Jean-Baptiste Colbert,59,France,1683-09-06T00:00:00Z
http://www.wikidata.org/entity/Q189006,Charles Louis Alphonse Laveran,70,France,1922-05-18T00:00:00Z
http://www.wikidata.org/entity/Q189012,Alex Song,52,France,
http://www.wikidata.org/entity/Q189422,Jean Dujardin,65,France,
http://www.wikidata.org/entity/Q189544,Adolphe Adam,52,France,1856-05-03T00:00:00Z
http://www.wikidata.org/entity/Q189564,Pierre Teilhard de Chardin,65,France,1955-04-10T00:00:00Z
http://www.wikidata.org/entity/Q189714,Franﾃｧois-Noﾃｫl Babeuf,55,France,1797-05-27T00:00:00Z
http://www.wikidata.org/entity/Q190058,Margaret of Valois-Angoulﾃｪme,61,France,1549-12-31T00:00:00Z
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvﾃｩtius,71,France,1771-01-01T00:00:00Z
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvﾃｩtius,71,France,1771-12-16T00:00:00Z
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvﾃｩtius,71,France,1771-12-26T00:00:00Z
http://www.wikidata.org/entity/Q190697,Claude Cohen-Tannoudji,64,France,
http://www.wikidata.org/entity/Q190772,Simﾃｩon Denis Poisson,59,France,1840-04-25T00:00:00Z
http://www.wikidata.org/entity/Q190944,Jean Bodin,58,France,1596-01-01T00:00:00Z
http://www.wikidata.org/entity/Q191003,Carloman I,52,France,0771-12-04T00:00:00Z
http://www.wikidata.org/entity/Q191003,Carloman I,52,France,0771-12-08T00:00:00Z
http://www.wikidata.org/entity/Q191021,Adrien-Marie Legendre,54,France,1833-01-09T00:00:00Z
http://www.wikidata.org/entity/Q191139,Fabien Barthez,59,France,
http://www.wikidata.org/entity/Q57356,Yahya Jammeh,65,The Gambia,
http://www.wikidata.org/entity/Q63263,Jean-Pierre Raffarin,51,France,
http://www.wikidata.org/entity/Q68529,Samuel de Champlain,66,France,1635-12-25T00:00:00Z
http://www.wikidata.org/entity/Q70326,Pierre Beaumarchais,85,France,1799-05-18T00:00:00Z
http://www.wikidata.org/entity/Q71023,Alfred Kastler,68,France,1984-01-07T00:00:00Z
http://www.wikidata.org/entity/Q71452,Mireille Mathieu,65,France,
