samplepainter,country,countryLabel,numsitelinks,painterlabel
http://www.wikidata.org/entity/Q1362745,http://www.wikidata.org/entity/Q757,Saint Vincent and the Grenadines,12,Kevin Lyttle
http://www.wikidata.org/entity/Q1346832,http://www.wikidata.org/entity/Q242,Belize,12,Shyne
http://www.wikidata.org/entity/Q1350877,http://www.wikidata.org/entity/Q6581823,Southern Netherlands,12,Jacobus de Kerle
http://www.wikidata.org/entity/Q4165378,http://www.wikidata.org/entity/Q851,Saudi Arabia,12,Talal Maddah
http://www.wikidata.org/entity/Q2024466,http://www.wikidata.org/entity/Q16150196,Donetsk People's Republic,11,Yulia Chicherina
http://www.wikidata.org/entity/Q2024466,http://www.wikidata.org/entity/Q16746854,Luhansk People's Republic,11,Yulia Chicherina
http://www.wikidata.org/entity/Q2026869,http://www.wikidata.org/entity/Q16150196,Donetsk People's Republic,11,Nikita Dzhigurda
http://www.wikidata.org/entity/Q4246167,http://www.wikidata.org/entity/Q874,Turkmenistan,11,Maya Kuliyeva
http://www.wikidata.org/entity/Q1041828,http://www.wikidata.org/entity/Q153529,Duchy of Milan,11,Carlo Ambrogio Lonati
http://www.wikidata.org/entity/Q129310,http://www.wikidata.org/entity/Q207272,Second Polish Republic,10,Witold Conti
http://www.wikidata.org/entity/Q470354,http://www.wikidata.org/entity/Q810,Jordan,10,Diana Karazon
http://www.wikidata.org/entity/Q466102,http://www.wikidata.org/entity/Q750,Bolivia,10,Luzmila Carpio
http://www.wikidata.org/entity/Q463240,http://www.wikidata.org/entity/Q750,Bolivia,10,Betty Veizaga
http://www.wikidata.org/entity/Q3028098,http://www.wikidata.org/entity/Q1025,Mauritania,10,Dimi Mint Abba
http://www.wikidata.org/entity/Q4663558,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,10,Ulaia binte Almadi
http://www.wikidata.org/entity/Q5129126,http://www.wikidata.org/entity/Q750,Bolivia,10,Claudia Arce
http://www.wikidata.org/entity/Q12284802,http://www.wikidata.org/entity/Q11196,Republika Srpska,10,Lepi Mića
http://www.wikidata.org/entity/Q19518233,http://www.wikidata.org/entity/Q12536,Abbasid Caliphate,10,Arib al-Ma'muniyya
http://www.wikidata.org/entity/Q2430407,http://www.wikidata.org/entity/Q199442,Kingdom of Aragon,10,Berenguier de Palazol
http://www.wikidata.org/entity/Q79099,http://www.wikidata.org/entity/Q699964,Archduchy of Austria,10,Caterina Cavalieri
http://www.wikidata.org/entity/Q322350,http://www.wikidata.org/entity/Q811,Nicaragua,9,Luis Enrique
http://www.wikidata.org/entity/Q710937,http://www.wikidata.org/entity/Q18097,Korea,9,Akiko Wada
http://www.wikidata.org/entity/Q485059,http://www.wikidata.org/entity/Q18097,Korea,9,Shin Hae Chul
http://www.wikidata.org/entity/Q698781,http://www.wikidata.org/entity/Q9903,Ming dynasty,9,Chen Yuanyuan
http://www.wikidata.org/entity/Q7225539,http://www.wikidata.org/entity/Q9683,Tang Empire,9,Du Qiuniang
http://www.wikidata.org/entity/Q12199113,http://www.wikidata.org/entity/Q805,Yemen,9,Balqees Ahmed Fathi
http://www.wikidata.org/entity/Q18191462,http://www.wikidata.org/entity/Q218272,Algeria,9,Berthe Bénichou-Aboulker
http://www.wikidata.org/entity/Q21791432,http://www.wikidata.org/entity/Q813,Kyrgyzstan,9,Jiidesh İdirisova
http://www.wikidata.org/entity/Q3899680,http://www.wikidata.org/entity/Q174306,Republic of Genoa,9,Perceval Doria
http://www.wikidata.org/entity/Q1779302,http://www.wikidata.org/entity/Q45670,Kingdom of Portugal,9,João Soares de Paiva
http://www.wikidata.org/entity/Q2376601,http://www.wikidata.org/entity/Q8192007,PLANT,9,Lacus Clyne
http://www.wikidata.org/entity/Q2376601,http://www.wikidata.org/entity/Q10851959,Orb Union,9,Lacus Clyne
http://www.wikidata.org/entity/Q2559763,http://www.wikidata.org/entity/Q577867,Kingdom of Poland,9,John Jagiellon
http://www.wikidata.org/entity/Q2559763,http://www.wikidata.org/entity/Q49683,Grand Duchy of Lithuania,9,John Jagiellon
http://www.wikidata.org/entity/Q91728,http://www.wikidata.org/entity/Q27306,Kingdom of Prussia,9,Erika Wedekind
http://www.wikidata.org/entity/Q54921856,http://www.wikidata.org/entity/Q963,Botswana,9,Katlego Kai Kolanyane-Kesupile
http://www.wikidata.org/entity/Q4073561,http://www.wikidata.org/entity/Q555994,Aq Qoyunlu,8,Ashiq Qurbani
http://www.wikidata.org/entity/Q3084964,http://www.wikidata.org/entity/Q254960,Breton,8,François Jaffrennou
http://www.wikidata.org/entity/Q445599,http://www.wikidata.org/entity/Q1030,Namibia,8,Juanita du Plessis
http://www.wikidata.org/entity/Q3296425,http://www.wikidata.org/entity/Q18606521,Mexicana,8,Maria Antonieta de las Nieves
http://www.wikidata.org/entity/Q3666326,http://www.wikidata.org/entity/Q41470,Kurdistan,8,Adnan Karim
http://www.wikidata.org/entity/Q3335478,http://www.wikidata.org/entity/Q711,Mongolia,8,Namjilyn Norovbanzad
http://www.wikidata.org/entity/Q3247454,http://www.wikidata.org/entity/Q792,El Salvador,8,Álvaro Torres
http://www.wikidata.org/entity/Q3874840,http://www.wikidata.org/entity/Q711,Mongolia,8,Serchmaa
http://www.wikidata.org/entity/Q12248386,http://www.wikidata.org/entity/Q8472668,Algeria,8,Nesreen Tafesh
http://www.wikidata.org/entity/Q18216386,http://www.wikidata.org/entity/Q518101,First Republic of Austria,8,Anny Felbermayer
http://www.wikidata.org/entity/Q163061,http://www.wikidata.org/entity/Q256961,Electorate of Bavaria,7,Valentin Adamberger
http://www.wikidata.org/entity/Q1147484,http://www.wikidata.org/entity/Q9305106,Redania,7,Dandelion
http://www.wikidata.org/entity/Q2661222,http://www.wikidata.org/entity/Q215530,Kingdom of Ireland,7,Antoine Ó Raifteiri
http://www.wikidata.org/entity/Q444162,http://www.wikidata.org/entity/Q1016,Libya,7,Fatima Hamroush
,,,,
http://www.wikidata.org/entity/Q2978797,http://www.wikidata.org/entity/Q217169,Rhodesia,7,Clem Tholet
http://www.wikidata.org/entity/Q3061106,http://www.wikidata.org/entity/Q1019,Madagascar,7,Eusèbe Jaojoby
http://www.wikidata.org/entity/Q2909834,http://www.wikidata.org/entity/Q193714,Mandatory Palestine,7,Bracha Tzfira
http://www.wikidata.org/entity/Q3617710,http://www.wikidata.org/entity/Q693570,Duchy of Ferrara,7,Anna Guarini
http://www.wikidata.org/entity/Q4165823,http://www.wikidata.org/entity/Q914712,.مصر,7,Ismail Yasin
http://www.wikidata.org/entity/Q4119052,http://www.wikidata.org/entity/Q817,Kuwait,7,Ema Shah
http://www.wikidata.org/entity/Q6231187,http://www.wikidata.org/entity/Q217169,Rhodesia,7,John Edmond
http://www.wikidata.org/entity/Q8061207,http://www.wikidata.org/entity/Q28233,Korean Empire,7,Yun Sim-deok
http://www.wikidata.org/entity/Q13426131,http://www.wikidata.org/entity/Q2685298,Romanian People's Republic,7,Corina Chiriac
http://www.wikidata.org/entity/Q546961,http://www.wikidata.org/entity/Q2219448,Duchy of Saxony,7,Johannes Galliculus
http://www.wikidata.org/entity/Q6680571,http://www.wikidata.org/entity/Q62633,Grand Duchy of Finland,7,Lorenz Nikolai Achté
http://www.wikidata.org/entity/Q205876,http://www.wikidata.org/entity/Q769,Grenada,6,Mighty Sparrow
http://www.wikidata.org/entity/Q375888,http://www.wikidata.org/entity/Q25305,British Virgin Islands,6,Lord Invader
http://www.wikidata.org/entity/Q467774,http://www.wikidata.org/entity/Q1020,Malawi,6,Malia
http://www.wikidata.org/entity/Q706717,http://www.wikidata.org/entity/Q137816,Taiwan under Japanese rule,6,Sun-sun
http://www.wikidata.org/entity/Q1727817,http://www.wikidata.org/entity/Q186096,Tsardom of Russia,6,Vasily Titov
http://www.wikidata.org/entity/Q2349488,http://www.wikidata.org/entity/Q213510,Belgian Congo,6,Dieudonné Kabongo
http://www.wikidata.org/entity/Q2349488,http://www.wikidata.org/entity/Q618399,Republic of the Congo (Léopoldville),6,Dieudonné Kabongo
http://www.wikidata.org/entity/Q3466333,http://www.wikidata.org/entity/Q21447936,Uruguaya,6,Juan Carlos Mareco
http://www.wikidata.org/entity/Q4119731,http://www.wikidata.org/entity/Q205047,Kurdistan Region,6,Dilshad Said
http://www.wikidata.org/entity/Q6530907,http://www.wikidata.org/entity/Q769,Grenada,6,Leslie Hutchinson
http://www.wikidata.org/entity/Q7399816,http://www.wikidata.org/entity/Q836,Myanmar,6,Sai Sai Kham Leng
http://www.wikidata.org/entity/Q17385631,http://www.wikidata.org/entity/Q117,Ghana,6,Becca
http://www.wikidata.org/entity/Q20011599,http://www.wikidata.org/entity/Q953,Zambia,6,B'Flow
http://www.wikidata.org/entity/Q21139334,http://www.wikidata.org/entity/Q4317274,Nepali people,6,Ashishma Nakarmi
http://www.wikidata.org/entity/Q64604849,http://www.wikidata.org/entity/Q14773,Macau,6,Wong Kunhang
http://www.wikidata.org/entity/Q658850,http://www.wikidata.org/entity/Q15581,Principality of Catalonia,6,Ponç de la Guàrdia
http://www.wikidata.org/entity/Q3524820,http://www.wikidata.org/entity/Q2316556,Andor,6,Thom Merrilin
http://www.wikidata.org/entity/Q3182925,http://www.wikidata.org/entity/Q778,The Bahamas,6,Johnny Kemp
http://www.wikidata.org/entity/Q1986053,http://www.wikidata.org/entity/Q965,Burkina Faso,6,Nicodème Anani Barrigah-Benissan
http://www.wikidata.org/entity/Q24255633,http://www.wikidata.org/entity/Q15102440,"Kingdom of Serbs, Croats and Slovenes",6,Vaska Bidzhova
http://www.wikidata.org/entity/Q1474294,http://www.wikidata.org/entity/Q10957559,Principality of Moldavia,6,Velvel Zbarjer
http://www.wikidata.org/entity/Q4073559,http://www.wikidata.org/entity/Q210198,Erivan Khanate,5,Aşıq Alı
http://www.wikidata.org/entity/Q978026,http://www.wikidata.org/entity/Q691,Papua New Guinea,5,Telek
http://www.wikidata.org/entity/Q668684,http://www.wikidata.org/entity/Q842,Oman,5,Lamya
http://www.wikidata.org/entity/Q2955934,http://www.wikidata.org/entity/Q970,Comoros,5,Chamsia Sagaf
http://www.wikidata.org/entity/Q3509699,http://www.wikidata.org/entity/Q39193,Bohemia,5,Katerina Veronika Anna Dusíkova
http://www.wikidata.org/entity/Q4057574,http://www.wikidata.org/entity/Q131337,Azerbaijan Soviet Socialist Republic,5,Rauf Adigozalov
http://www.wikidata.org/entity/Q3991246,http://www.wikidata.org/entity/Q1747689,Ancient Rome,5,Tigellius
http://www.wikidata.org/entity/Q4868142,http://www.wikidata.org/entity/Q3041595,Iraqi Republic (1958–1968),5,Basim al-Karbalaei
http://www.wikidata.org/entity/Q4868142,http://www.wikidata.org/entity/Q3108185,Ba'athist Iraq,5,Basim al-Karbalaei
http://www.wikidata.org/entity/Q5218533,http://www.wikidata.org/entity/Q712,Fiji,5,Daniel Rae Costello
http://www.wikidata.org/entity/Q6821845,http://www.wikidata.org/entity/Q121842,French,5,Messaoud El Mediouni
http://www.wikidata.org/entity/Q16517578,http://www.wikidata.org/entity/Q171150,Kingdom of Hungary,5,László Bakó
http://www.wikidata.org/entity/Q15632340,http://www.wikidata.org/entity/Q958,South Sudan,5,Pepsy Jay
http://www.wikidata.org/entity/Q5986416,http://www.wikidata.org/entity/Q221457,Congress Poland,4,Władysław Mierzwiński
http://www.wikidata.org/entity/Q321737,http://www.wikidata.org/entity/Q784,Dominica,4,Nasio Fontaine
http://www.wikidata.org/entity/Q425135,http://www.wikidata.org/entity/Q945,Togo,4,Bella Bellow
http://www.wikidata.org/entity/Q934435,http://www.wikidata.org/entity/Q686,Vanuatu,4,Vanessa Quai
http://www.wikidata.org/entity/Q1799363,http://www.wikidata.org/entity/Q1005,The Gambia,4,Laba Sosseh
http://www.wikidata.org/entity/Q5249116,http://www.wikidata.org/entity/Q917,Bhutan,4,Dechen Pem
http://www.wikidata.org/entity/Q5671610,http://www.wikidata.org/entity/Q31747,Irish Free State,4,Harry Plunket Greene
http://www.wikidata.org/entity/Q6299877,http://www.wikidata.org/entity/Q80702,Spanish Empire,4,Juan García de Zéspedes
http://www.wikidata.org/entity/Q6309032,http://www.wikidata.org/entity/Q1290149,Federal People's Republic of Yugoslavia,4,Julij Betetto
http://www.wikidata.org/entity/Q5944365,http://www.wikidata.org/entity/Q170072,Dutch Republic,4,Maria van Utrecht
http://www.wikidata.org/entity/Q6288443,http://www.wikidata.org/entity/Q154195,kingdom of Bavaria,4,Josephine Schefsky
http://www.wikidata.org/entity/Q7461841,http://www.wikidata.org/entity/Q2006542,Dominion of Pakistan,4,Shahnaz Rahmatullah
http://www.wikidata.org/entity/Q7198061,http://www.wikidata.org/entity/Q188712,Empire of Japan,4,Chen Da
http://www.wikidata.org/entity/Q8863463,http://www.wikidata.org/entity/Q221457,Congress Poland,4,Bolesław Mierzejewski
http://www.wikidata.org/entity/Q15724226,http://www.wikidata.org/entity/Q6052975,Orrisa,4,Tapu Mishra
http://www.wikidata.org/entity/Q20652756,http://www.wikidata.org/entity/Q1005,The Gambia,4,Kumba
http://www.wikidata.org/entity/Q27144809,http://www.wikidata.org/entity/Q977,Djibouti,4,Abdallah Lee
http://www.wikidata.org/entity/Q57558971,http://www.wikidata.org/entity/Q8680,British Empire,4,Paulette del Baye
http://www.wikidata.org/entity/Q87104168,http://www.wikidata.org/entity/Q34754,Somaliland,4,Sahra Halgan
http://www.wikidata.org/entity/Q62089227,http://www.wikidata.org/entity/Q1005,The Gambia,4,Marie Samuel Njie
http://www.wikidata.org/entity/Q97959357,http://www.wikidata.org/entity/Q7032790,Nigeria,4,Zayn Africa
http://www.wikidata.org/entity/Q3808793,http://www.wikidata.org/entity/Q3908,Galicia,4,Johan Fernandez de Ardeleiro
http://www.wikidata.org/entity/Q18702543,http://www.wikidata.org/entity/Q781,Antigua and Barbuda,4,Claudette Peters
http://www.wikidata.org/entity/Q30122752,http://www.wikidata.org/entity/Q1014,Liberia,4,Adina
http://www.wikidata.org/entity/Q52385422,http://www.wikidata.org/entity/Q241748,Kingdom of Serbia,4,Elvira Amazar
http://www.wikidata.org/entity/Q19947754,http://www.wikidata.org/entity/Q2037576,Republic of San Marco,4,Ebe Treves
http://www.wikidata.org/entity/Q7356081,http://www.wikidata.org/entity/Q860430,bicycle kick,4,Rocío Marengo
http://www.wikidata.org/entity/Q47013,http://www.wikidata.org/entity/Q2073,Komi Republic,3,Lidija Loginova
http://www.wikidata.org/entity/Q2221082,http://www.wikidata.org/entity/Q574,Timor-Leste,3,Sandra Pires
http://www.wikidata.org/entity/Q2911028,http://www.wikidata.org/entity/Q9299,Serbian,3,Boris Režak
http://www.wikidata.org/entity/Q3316324,http://www.wikidata.org/entity/Q23635,Bermuda,3,Mishka
http://www.wikidata.org/entity/Q6438261,http://www.wikidata.org/entity/Q783489,Later Liang dynasty,3,Li Cunshen
http://www.wikidata.org/entity/Q6438261,http://www.wikidata.org/entity/Q1143126,Later Tang Dynasty,3,Li Cunshen
http://www.wikidata.org/entity/Q6760967,http://www.wikidata.org/entity/Q921,Brunei,3,Maria
http://www.wikidata.org/entity/Q5512716,http://www.wikidata.org/entity/Q179248,Albanians,3,G4SHI
http://www.wikidata.org/entity/Q5945326,http://www.wikidata.org/entity/Q107258515,Pahlavi Iran,3,Gholam Kuwaitipour
http://www.wikidata.org/entity/Q6680872,http://www.wikidata.org/entity/Q79918,Durango,3,Lorenzo de Monteclaro
http://www.wikidata.org/entity/Q11904736,http://www.wikidata.org/entity/Q157070,County of Flanders,3,Alard du Gaucquier
http://www.wikidata.org/entity/Q12177902,http://www.wikidata.org/entity/Q74608399,Saudi Arabia,3,Abu Bakr Salem
http://www.wikidata.org/entity/Q12300838,http://www.wikidata.org/entity/Q223050,statelessness,3,Al Agami
http://www.wikidata.org/entity/Q11922930,http://www.wikidata.org/entity/Q180393,Kingdom of the Two Sicilies,3,Francesco Pandolfini
http://www.wikidata.org/entity/Q12804502,http://www.wikidata.org/entity/Q391980,Free Territory of Trieste,3,Tulio Furlanič
http://www.wikidata.org/entity/Q17043439,http://www.wikidata.org/entity/Q2895,Byelorussian Soviet Socialist Republic,3,Arkadij Sawczenko
http://www.wikidata.org/entity/Q18357235,http://www.wikidata.org/entity/Q826,Maldives,3,Unoosha
http://www.wikidata.org/entity/Q16940020,http://www.wikidata.org/entity/Q1039,São Tomé and Príncipe,3,Filipe Santo
http://www.wikidata.org/entity/Q28128893,http://www.wikidata.org/entity/Q574,Timor-Leste,3,Maria Vitória
http://www.wikidata.org/entity/Q51049834,http://www.wikidata.org/entity/Q12950806,.المغرب,3,Zouhair Bahaoui
http://www.wikidata.org/entity/Q65448985,http://www.wikidata.org/entity/Q33823,Nepali,3,Sindhu Malla
http://www.wikidata.org/entity/Q3607189,http://www.wikidata.org/entity/Q217196,Crown of Castile,3,Airas Peres Vuitoron
http://www.wikidata.org/entity/Q3742845,http://www.wikidata.org/entity/Q175276,Kingdom of León,3,Fernan Soares de Quinhones
http://www.wikidata.org/entity/Q18507354,http://www.wikidata.org/entity/Q179293,Kingdom of Castile,3,Afonso Fernandes Cebolhilha
http://www.wikidata.org/entity/Q2739572,http://www.wikidata.org/entity/Q1044,Sierra Leone,3,Bai Kamara
http://www.wikidata.org/entity/Q28653820,http://www.wikidata.org/.well-known/genid/0a6ca12191d17dab5177029206132f74,http://www.wikidata.org/.well-known/genid/0a6ca12191d17dab5177029206132f74,3,Jean Bertot
http://www.wikidata.org/entity/Q63869810,http://www.wikidata.org/entity/Q940741,Republic of Hungary,2,Miklós Sebő
http://www.wikidata.org/entity/Q63869810,http://www.wikidata.org/entity/Q16410,People's Republic of Hungary,2,Miklós Sebő
http://www.wikidata.org/entity/Q1588690,http://www.wikidata.org/entity/Q683,Samoa,2,Mavis Chloe Rivers
http://www.wikidata.org/entity/Q1334223,http://www.wikidata.org/entity/Q132856,Armenian Soviet Socialist Republic,2,Elvina Makarian
http://www.wikidata.org/entity/Q2101713,http://www.wikidata.org/entity/Q1031430,Habsburg Netherlands,2,Christiaan van der Ameijden
http://www.wikidata.org/entity/Q2821133,http://www.wikidata.org/entity/Q2741121,Mohammedia,2,Abdellah Daoudi
http://www.wikidata.org/entity/Q3942209,http://www.wikidata.org/entity/Q221921,Comodoro Rivadavia,2,Rubén Patagonia
http://www.wikidata.org/entity/Q6552819,http://www.wikidata.org/.well-known/genid/2df976016b80235df32b5552d5349f5a,http://www.wikidata.org/.well-known/genid/2df976016b80235df32b5552d5349f5a,2,Lindsay Tasman Ride
http://www.wikidata.org/entity/Q7456036,http://www.wikidata.org/entity/Q760,Saint Lucia,2,Sesenne
http://www.wikidata.org/entity/Q6916416,http://www.wikidata.org/entity/Q1013,Lesotho,2,Mosotho Chakela
http://www.wikidata.org/entity/Q7285070,http://www.wikidata.org/entity/Q5971,Altai Republic,2,Raisa Modorova
http://www.wikidata.org/entity/Q10807035,http://www.wikidata.org/entity/Q10841085,Đại Cồ Việt,2,Phạm Thị Trân
http://www.wikidata.org/entity/Q11836085,http://www.wikidata.org/entity/Q154401,Slovak State (1939-1945),2,Dušan Grúň
http://www.wikidata.org/entity/Q12222415,http://www.wikidata.org/entity/Q35178,Kuwait City,2,Abadi al-Gohar
http://www.wikidata.org/entity/Q18757418,http://www.wikidata.org/entity/Q12950813,فلسطين,2,Hani Mitwasi
http://www.wikidata.org/entity/Q19547897,http://www.wikidata.org/entity/Q862086,Indians,2,Kothamangalam Seenu
http://www.wikidata.org/entity/Q25455216,http://www.wikidata.org/entity/Q275491,Rif,2,Mohamed Chacha
http://www.wikidata.org/entity/Q23061164,http://www.wikidata.org/entity/Q158835,Prince-Bishopric of Liège,2,Adam Rener
http://www.wikidata.org/entity/Q26425627,http://www.wikidata.org/entity/Q1042,Seychelles,2,Sandra Esparon
http://www.wikidata.org/entity/Q31794203,http://www.wikidata.org/entity/Q132754,Erbil,2,Awat Bukani
http://www.wikidata.org/entity/Q55935760,http://www.wikidata.org/entity/Q180573,Republic of Vietnam,2,Kim Anh
http://www.wikidata.org/entity/Q84816445,http://www.wikidata.org/entity/Q1196645,Canadians,2,Angus Reynolds Walker
http://www.wikidata.org/entity/Q94890711,http://www.wikidata.org/entity/Q11972,Canton Aargau,2,Karl Schmid
http://www.wikidata.org/entity/Q87651974,http://www.wikidata.org/entity/Q2742584,Veldhuizen,2,Laila Chakir
http://www.wikidata.org/entity/Q60648636,http://www.wikidata.org/entity/Q1196645,Canadians,2,ahad chaudhry
http://www.wikidata.org/entity/Q107470471,http://www.wikidata.org/entity/Q234,Flanders,2,Wim Ravell
http://www.wikidata.org/entity/Q91880857,http://www.wikidata.org/entity/Q184172,French franc,2,سعيدة شارفة
http://www.wikidata.org/entity/Q107295169,http://www.wikidata.org/entity/Q846570,Americans,2,Cole Preston
http://www.wikidata.org/entity/Q109416948,http://www.wikidata.org/entity/Q31354462,Republic of Abkhazia,2,Boris Alexandrovich Amichba
http://www.wikidata.org/entity/Q106416356,http://www.wikidata.org/entity/Q168811,Kazakh Soviet Socialist Republic,2,Saltanat Akhmetova
http://www.wikidata.org/entity/Q42909578,http://www.wikidata.org/entity/Q940741,Republic of Hungary,2,Károly Hajagos
http://www.wikidata.org/entity/Q42909578,http://www.wikidata.org/entity/Q16410,People's Republic of Hungary,2,Károly Hajagos
http://www.wikidata.org/entity/Q74449107,http://www.wikidata.org/entity/Q209857,Kingdom of Lombardy–Venetia,1,Ambrogio Dagnini
http://www.wikidata.org/entity/Q74449107,http://www.wikidata.org/entity/Q223936,Kingdom of Italy,1,Ambrogio Dagnini
http://www.wikidata.org/entity/Q197647,http://www.wikidata.org/.well-known/genid/0d8b9e0d613006fa3f326db7a5c09c8b,http://www.wikidata.org/.well-known/genid/0d8b9e0d613006fa3f326db7a5c09c8b,1,Zheng Zhou
http://www.wikidata.org/entity/Q73257418,http://www.wikidata.org/entity/Q9192331,Cidaris,1,Essi Daven
http://www.wikidata.org/entity/Q1225767,http://www.wikidata.org/.well-known/genid/7ca88c8de8612114738400d35b9e2175,http://www.wikidata.org/.well-known/genid/7ca88c8de8612114738400d35b9e2175,1,Dimi Palos
http://www.wikidata.org/entity/Q3156951,http://www.wikidata.org/entity/Q207353,Acadia,1,JP Leblanc
http://www.wikidata.org/entity/Q5702135,http://www.wikidata.org/entity/Q156418,Kingdom of Hawaiʻi,1,Helen Desha Beamer
http://www.wikidata.org/entity/Q5680078,http://www.wikidata.org/entity/Q35581,Hokkaidō,1,Rin Asami
http://www.wikidata.org/entity/Q13143237,http://www.wikidata.org/entity/Q13275,Somali,1,Haymanot Girma
http://www.wikidata.org/entity/Q16169153,http://www.wikidata.org/entity/Q4648,Bali,1,Ayu Handayani
http://www.wikidata.org/entity/Q19628699,http://www.wikidata.org/.well-known/genid/e049ed64ceeb4fb3c65ad117d33284d1,http://www.wikidata.org/.well-known/genid/e049ed64ceeb4fb3c65ad117d33284d1,1,Patrick Mason
http://www.wikidata.org/entity/Q18549694,http://www.wikidata.org/entity/Q7913,Romanian,1,Nicolae Rotaru
http://www.wikidata.org/entity/Q20609348,http://www.wikidata.org/entity/Q199711,Tajik Soviet Socialist Republic,1,Muqaddas Nabieva
http://www.wikidata.org/entity/Q27660160,http://www.wikidata.org/entity/Q913582,Roman Italy,1,Nicolina Giordani
http://www.wikidata.org/entity/Q29638009,http://www.wikidata.org/entity/Q164079,Kingdom of Hanover,1,Joseph Schott
http://www.wikidata.org/entity/Q21500120,http://www.wikidata.org/entity/Q50001,Italians,1,Luisa Satanela
http://www.wikidata.org/entity/Q50816318,http://www.wikidata.org/entity/Q753898,Argentino Lake,1,Martín Podestá
http://www.wikidata.org/entity/Q47471572,http://www.wikidata.org/entity/Q156418,Kingdom of Hawaiʻi,1,Juliana Walanika
http://www.wikidata.org/entity/Q56120068,http://www.wikidata.org/entity/Q753110,songwriter,1,Ana-Maria Bell
http://www.wikidata.org/entity/Q63385748,http://www.wikidata.org/entity/Q17252,Tibet,1,Pema Wangchen
http://www.wikidata.org/entity/Q85983349,http://www.wikidata.org/entity/Q12892,Antwerp,1,Vlăduța Lupău
http://www.wikidata.org/entity/Q48781482,http://www.wikidata.org/entity/Q123559,al-Andalus,1,Mut'a
http://www.wikidata.org/entity/Q93938596,http://www.wikidata.org/entity/Q600524,Sokoto Caliphate,1,Salihu Jankiɗi
http://www.wikidata.org/entity/Q93938596,http://www.wikidata.org/entity/Q2046345,Colonial Nigeria,1,Salihu Jankiɗi
http://www.wikidata.org/entity/Q98547938,http://www.wikidata.org/entity/Q2580491,British Pakistanis,1,Yasir Akhtar
http://www.wikidata.org/entity/Q97072342,http://www.wikidata.org/entity/Q12223,Kurds,1,Mariwan Safadin
http://www.wikidata.org/entity/Q108513621,http://www.wikidata.org/entity/Q80252,Sinaloa,1,Luis Ángel Franco
http://www.wikidata.org/entity/Q100778996,http://www.wikidata.org/entity/Q5705,Catalonia,1,Júlia Serrasolsas
http://www.wikidata.org/entity/Q107061442,http://www.wikidata.org/entity/Q9240,Indonesian,1,Tenny Amelia Putri
http://www.wikidata.org/entity/Q110069864,http://www.wikidata.org/entity/Q79797,Armenians,1,Խաչիկ Դունամալյան (Խչո)
http://www.wikidata.org/entity/Q110272942,http://www.wikidata.org/entity/Q13160,Jalisco,1,Gutty Quezada
http://www.wikidata.org/entity/Q110381475,http://www.wikidata.org/entity/Q95010,Gipuzkoa,1,Aitor Badiola
http://www.wikidata.org/entity/Q109955217,http://www.wikidata.org/entity/Q1007,Guinea-Bissau,1,Karyna Gomes
http://www.wikidata.org/entity/Q6043215,http://www.wikidata.org/entity/Q1007,Guinea-Bissau,1,Nino Galissa
http://www.wikidata.org/entity/Q5764241,http://www.wikidata.org/entity/Q60176,Yucatán,1,Chalín Cámara
http://www.wikidata.org/entity/Q94381735,http://www.wikidata.org/entity/Q842931,East Pakistan,1,Shantanu Biswas
http://www.wikidata.org/entity/Q109313236,http://www.wikidata.org/entity/Q55951057,South Africa,1,Mvzzle
http://www.wikidata.org/entity/Q106594798,http://www.wikidata.org/entity/Q79754,Querétaro,1,Margarito Estrada Espinoza
http://www.wikidata.org/entity/Q104715156,http://www.wikidata.org/entity/Q4412,West Africa,1,Kalam Kunde
http://www.wikidata.org/entity/Q107166904,http://www.wikidata.org/entity/Q1439,Texas,1,Freddie Martinez Sr.
http://www.wikidata.org/entity/Q3605037,http://www.wikidata.org/entity/Q209857,Kingdom of Lombardy–Venetia,1,Adamo Bianchi
http://www.wikidata.org/entity/Q25820426,http://www.wikidata.org/entity/Q1259201,Third Polish Republic,1,Zdzisław Klimek
http://www.wikidata.org/entity/Q92731204,http://www.wikidata.org/entity/Q25395037,Kingdom of Hungary,1,Julius Katona
-,-,Central African Republic,1,Laetitia Zonzambé
