country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Lesotho,4,Desmond Dube,http://www.wikidata.org/entity/Q5264704,wd:Q5264704,16276101,South African actor,"Desmond Dube is a South African singer, actor, mime artist and entertainer. He is known for his work in The No. 1 Ladies' Detective Agency, Hotel Rwanda, Friends Indeed, Suburban Bliss and Joburg Blues.
He is a trained theatrical actor and has appeared in both commercial and street theatre. On stage he played the lead in Jozi Jozi, Peto and the musical Street Sisters, and also appeared in the poorly received stage play Joseph and the Amazing Technicolour Dreamcoat. He appeared in industrial theatre productions for Eskom, Siyabonga and the AIDS Show. He is best known for his role in the ""Amaglugglug"" commercial for SASOL.
Dube starred in the feature film Inside and Tarzan: The Epic Adventures, and starred alongside Leon Schuster in Panic Mechanic and Millennium Menace.
In 2002, he starred opposite Oscar nominee Armin Mueller-Stahl and Nthati Moshesh in The Long Run, which was produced by Anant Singh. The film was acquired by Universal Focus, the speciality division of Universal Films for distribution worldwide excluding Africa.
Dube on Monday, one of the most popular comedy variety shows on television in South Africa, is broadcast on SABC 3. It is billed as South African television's first local post-weekend ""beat the Monday blues"" comedy variety show which appeals to all South Africans. However, poor reviews from a number of critics have led to continued calls for the show to be cancelled.Dube has received the Avanti Award for Best Comedy Actor in Joburg Blues, an Avanti Award nomination for Best Supporting Actor in Suburban Bliss, a Stellenbosch Festival Best Supporting Actor and Promising Writer Award, and a Loerie Award for Best Contribution for his role in the SASOL ""Amaglugglug"" commercial.
In 2004, he was cast in a lead role in the Academy Award-nominated Hotel Rwanda, starring alongside Nick Nolte and Don Cheadle.
In 2008, Dube starred as BK alongside Jill Scott, Anika Noni Rose and Lucian Msamati in The No. 1 Ladies' Detective Agency, directed by Anthony Minghella.",https://en.wikipedia.org/wiki/Desmond_Dube
Liberia,4,Adina,http://www.wikidata.org/entity/Q30122752,wd:Q30122752,54037189,Ghanaian female musician,"Adina Thembi Ndamse (born 3 October) better known by her stage name Adina is a Ghanaian-South African singer, songwriter, actress and sometimes a model. She was the winner of music reality show Stars of the Future in 2008. Her eighth music single titled ""Too Late"" won her two awards – Record of the Year and Best Female Vocalist of the Year at the 2018 Vodafone Ghana Music Awards in Ghana. In March 2021, she was among the Top 30 Most Influential Women in Music by the 3Music Awards Women’s Brunch.",https://en.wikipedia.org/wiki/Adina_(singer)
Libya,32,Nadia Ali,http://www.wikidata.org/entity/Q239940,wd:Q239940,7919201,American singer-songwriter,"Nadia Ali (Urdu: نادیہ علی, Arabic: نادية علي; born August 3, 1980) is an American singer-songwriter based in New York City.

Ali gained prominence in 2001 as the frontwoman and songwriter of the band iiO after their debut single ""Rapture"" reached No. 2 on the UK Singles Chart. The song also charted across several countries in Europe. Their 2006 single, ""Is It Love?"", reached the top of the Billboard Hot Dance Club Play Chart.After embarking on a solo career in 2005, Ali became a vocalist in electronic dance music. She released her debut album Embers in 2009. Three singles from the album reached the top-ten of the Billboard Hot Dance Club Play Chart, including the No. 1 hit, ""Love Story"".In 2010, Ali released a remix album series titled ""Queen of Clubs Trilogy"" to mark her decade-long career as a singer. ""Rapture"" was re-released as the only single from the trilogy and the song was once again a chart success in Europe. Ali released the single ""Pressure"" with Starkillers and Alex Kenji in 2011, which became a club and festival anthem and received an International Dance Music Award. In 2012, she collaborated with BT and Arty on the single ""Must Be the Love"". She released the song ""Almost Home"" with Sultan + Shepard in 2017, which reached No. 4 on the Billboard Dance/Mix Show Airplay and received a Juno Award nomination.In 2018, she debuted a new direction and sound under the experimental project titled HYLLS, which saw her departing from electronic dance music toward the indie pop genre.In 2022, she collaborated with Michael Calfan and released a song called 3, 2, 1.",https://en.wikipedia.org/wiki/Nadia_Ali_(singer)
Liechtenstein,16,Prince Hubertus of Hohenlohe-Langenburg,http://www.wikidata.org/entity/Q113007,wd:Q113007,2694529,Mexican alpine skier,"Prince Hubertus of Hohenlohe-Langenburg (born 2 February 1959 in Mexico City, as Hubertus Rudolph zu Hohenlohe-Langenburg; Spanish pronunciation: [uˈβeɾt̪us ruˈðolf su oẽnˈloe.lãŋxẽmˈbuɾɣ]) is a Mexican alpine skier, photographer, businessman, and a pop singer known as Andy Himalaya and Royal Disaster. He belongs to a family which, until the early 19th century, reigned over the territory of Hohenlohe-Langenburg in what is now northeastern Baden-Württemberg, Germany.",https://en.wikipedia.org/wiki/Prince_Hubertus_of_Hohenlohe-Langenburg
Lithuania,40,Al Jolson,http://www.wikidata.org/entity/Q128532,wd:Q128532,19563640,"American entertainer, actor, and singer (1886-1950)","Al Jolson (born Asa Yoelson; May 26, 1886 – October 23, 1950) was an American singer, comedian, actor, and vaudevillian. Self-billed as ""The World's Greatest Entertainer"", Jolson is credited with being America's most famous and highest-paid star of the 1920s. He was known for his ""shamelessly sentimental, melodramatic approach"", and for popularizing many of the songs he performed. Jolson has been referred to by modern critics as ""the king of blackface performers"".Although best remembered today as the star of the first talking picture, The Jazz Singer (1927), he starred in a series of successful musical films during the 1930s. After the attack on Pearl Harbor in December 1941, he was the first star to entertain troops overseas during World War II. After a period of inactivity, his stardom returned with The Jolson Story (1946), in which Larry Parks played Jolson, with the singer dubbing for Parks. The formula was repeated in a sequel, Jolson Sings Again (1949). In 1950, he again became the first star to entertain GIs on active service in the Korean War, performing 42 shows in 16 days. He died weeks after returning to the U.S., partly owing to the physical exhaustion from the performance schedule. Defense Secretary George Marshall posthumously awarded him the Medal for Merit.According to music historian Larry Stempel, ""No one had heard anything quite like it before on Broadway."" Stephen Banfield wrote that Jolson's style was ""arguably the single most important factor in defining the modern musical"".With his dynamic style of singing jazz and blues, he became widely successful by extracting traditionally African-American music and popularizing it for white American audiences who would be unwilling to listen to it when performed by black artists. Despite his promotion and perpetuation of black stereotypes, his work was often well-regarded by black publications and he has been credited for fighting against black discrimination on Broadway as early as 1911. In an essay written in 2000, music critic Ted Gioia remarked, ""If blackface has its shameful poster boy, it is Al Jolson"", showcasing Jolson's complex legacy in American society.",https://en.wikipedia.org/wiki/Al_Jolson
Luxembourg,20,Camillo Felgen,http://www.wikidata.org/entity/Q1029363,wd:Q1029363,6197518,"Luxembourgian singer, lyricist, disc jockey, and television presenter","Camillo Jean Nicolas Felgen (17 November 1920 – 16 July 2005) was a Luxembourgish singer, lyricist, disc jockey, and television presenter, who represented Luxembourg in the Eurovision Song Contest 1960 and in 1962.",https://en.wikipedia.org/wiki/Camillo_Felgen
Madagascar,10,Rohff,http://www.wikidata.org/entity/Q1347550,wd:Q1347550,3762008,Franco-Comorian rapper,"Housni M'Kouboi (French: [usni (ɛ)mkubwa]; born 15 December 1977), better known as Rohff and at times stylized as Roh2f, is a French rapper.
Born in Antananarivo, Madagascar, to a family of Comoran origin, he immigrated in 1985 to France living  in Vitry-sur-Seine, in south suburbs of Paris. His stage name Rohff (French pronunciation: ​[ʁɔf]) stands for ""Rimeur Original Hardcore Flow Fluide"".
Rohff began rapping around 1990 and in 1994, he participated in the production of the album Première Classe (First Class), working on the track ""On fait les choses"" alongside Neg'Marrons, Mystik, and Pit Baccardi, and started becoming known to a larger audience. He is a member of the Mafia K'1 Fry, a group of rappers from Val-de-Marne composed. The group released the album Légendaire (Legendary) in 1999.
The same year, Rohff began to write his first solo album to be released in 1999 under the title Le Code de l'Honneur (The Code of Honor). Tracks included ""Appelle-moi Rohff,"" ""Catastrohff,"" ""Skyrohff,"" ""Rohff Vs l'État,"", ""Les Nerfs à Vifs"", ""Génération sacrifiée,"" and ""Manimal."" Encouraged by the success of his first album, in September 2001, he released a second album La Vie Avant la Mort (Life Before Death). The album sold around 250,000 copies with tracks like ""TDSI"" ""Get Down, Sam'di Soir"" and ""5-9-1"" as a duet with Assia, and a single off the album.
But it was the single ""Qui est l'exemple?"", released in the spring of 2002, that gave him his big breakthrough, selling roughly 750,000 copies. It also became his debut on the major national radio stations in France.
In 2006, he recorded ""La Resurrection"" as one of the soundtracks for the video game Scarface: The World is Yours.
In 2008, Rohff released his fifth album Le Code de l'horreur ending up selling 200,000 copies followed by the album La Cuenta in 2010 with sale of 80,000 copies and a gold certification.
After a three-year hiatus, he returned in 2013 for his seventh album P.D.R.G., making it his third double album release.",https://en.wikipedia.org/wiki/Rohff
Malawi,6,Malia,http://www.wikidata.org/entity/Q467774,wd:Q467774,11493111,Malawian musician,Malia (born 1978) is a singer from Malawi. She has released seven studio albums.,https://en.wikipedia.org/wiki/Malia_(singer)
Malaysia,68,Siti Nurhaliza,http://www.wikidata.org/entity/Q2725555,wd:Q2725555,1730738,Malaysian singer and actress,"Dato' Sri Hajah Siti Nurhaliza Tarudin  (Jawi: سيتي نورهاليزا بنت تارودين ; IPA: [ˈsiti nʊrhaˈliza ˈbinti taˈrudɪn]; born 11 January 1979)  is a Malaysian singer, songwriter, actress and businesswoman with more than 300 local and international awards. She made her debut after she won a local singing competition show, ""Bintang HMI"" in 1995 when she was 16. Her debut single, Jerat Percintaan, won the 11th Anugerah Juara Lagu and another two awards for Best Performance and Best Ballad. The album, as of 2005, has sold more than 800,000 units in Malaysia. She has recorded and sung in multiple languages, including Malaysian, Javanese, English,and Mandarin.
Throughout her career, Siti has received an unprecedented number of music awards in Malaysia and its neighbouring countries: 42 Anugerah Industri Muzik, 25 Anugerah Bintang Popular, 28 Anugerah Planet Muzik, 21 Anugerah Juara Lagu, four MTV Asia Awards, three World Music Awards, two Anugerah Musik Indonesia (Indonesian Music Awards), and two records in the Malaysia Book of Records. Having 19 studio albums, she is one of the most popular artists in the Malay Archipelago and Nusantara region – she has been voted for Regional Most Popular Artiste ten times in a row beating other fellow artists from Malaysia, Indonesia, and Singapore in the Anugerah Planet Muzik since 2001. Currently listed as one of Malaysia's richest, most-influential, most award-winning, and most single-produced artist. She is also one of Malaysia's best selling artists, with her album sales having contributed to 10 percent of Malaysia's total album sales for 2001. To date, she has sold more than 6 million in record sales.
At international stage, Siti has won the Gold Award in Asia New Singer Competition at Shanghai Asia Music Festival in 1999, two awards from 'South Pacific International Song and Singing Competition 1999' held in Gold Coast, Queensland, Australia, and the Grand Prix Champion title in Voice of Asia in 2002 held in Almaty, Kazakhstan. In 2020, after receiving a record breaking of votes, she won the public choice for Adelaide Festival Centre's Walk of Fame 2019.Besides musical awards, she has various other achievements. In 1998, Siti was chosen to perform during the closing ceremony of 1998 Commonwealth Games in front of Queen Elizabeth II and her consort, Prince Philip, among other dignitaries and officials from 70 countries including those from the Commonwealth of Nations. In 2005, Siti became the first Southeast Asian singer, and third Asian singer to perform a solo concert at the Royal Albert Hall, London, while being backed by the London Symphony Orchestra. She was listed second by MTV Asia in Asia's Best Musical Artiste and Channel V's Biggest Asian Artiste in 2005. Later in 2008, she was named as one of Asia's Idol by Asia News Network. She also has been listed as one of The Muslim 500 - The World's 500 Most Influential Muslims from year 2015 to 2022. Her success in the Asian region has gained her honorific titles including the ""Voice of Asia"" and ""Asia's Celine Dion"".",https://en.wikipedia.org/wiki/Siti_Nurhaliza
Maldives,3,Unoosha,http://www.wikidata.org/entity/Q18357235,wd:Q18357235,44142504,Maldivian singer,"Mariyam Unoosha (born 6 October 1985), known mononymously as Unoosha is a Maldivian female singer and songwriter. She is from a prominent Maldivian singing family. Her parents were in the 90s famous band "" Olympians"".  She has won many awards and has performed in various high caliber shows in Maldives and abroad.

",https://en.wikipedia.org/wiki/Unoosha
Mali,47,Salif Keita,http://www.wikidata.org/entity/Q313318,wd:Q313318,734004,Malian singer,"Salif Keïta (IPA: [salif keita]) (born 25 August 1949) is an African singer-songwriter from Mali. He is notable not only because of his reputation as the ""Golden Voice of Africa"" but also because he has albinism. He is a member of the Keita royal family of Mali.",https://en.wikipedia.org/wiki/Salif_Keita
Malta,35,Destiny Chukunyere,http://www.wikidata.org/entity/Q21524985,wd:Q21524985,47215587,Maltese singer,"Destiny Chukunyere MQR (born 29 August 2002) is a Maltese singer. She won the Junior Eurovision Song Contest 2015, where she represented Malta with the song ""Not My Soul"".
In 2017, she participated in the eleventh series of Britain's Got Talent and finished 6th in the second semi-final and thus was eliminated. She won the second season of the Maltese version of The X Factor and was chosen to represent Malta in the Eurovision Song Contest 2020 in Rotterdam with the song ""All of My Love"" however the contest was canceled due to the COVID-19 pandemic. Instead, Destiny represented Malta in the Eurovision Song Contest 2021, this time with the song ""Je me casse"", where she finished in 7th place with 255 points.",https://en.wikipedia.org/wiki/Destiny_(singer)
Mauritania,10,Dimi Mint Abba,http://www.wikidata.org/entity/Q3028098,wd:Q3028098,7992581,Mauritanian singer,"Dimi Mint Abba (Arabic: ديمي منت آبا‎; 25 December 1958 – June 2011) was one of Mauritania's most famous musicians. She was born Loula Bint Siddaty Ould Abba in Tidikdja Mauritania in 1958, into a low-caste (""iggawin"") family specializing in the griot tradition.",https://en.wikipedia.org/wiki/Dimi_Mint_Abba
Mauritius,21,Havana Brown,http://www.wikidata.org/entity/Q610701,wd:Q610701,31772948,"Australian DJ, singer, recording artist, record producer, songwriter and dancer","Angelique Frances Meunier (born 14 February 1985), known professionally as Havana Brown or DJ Havana Brown, is a Mauritian–born Australian DJ, singer, recording artist, record producer, songwriter and dancer. In 2008, Brown signed with Island Records Australia as a DJ for the record company, and began releasing her Crave compilation album series, which featured remixes of songs from other artists. This led to her touring with international artists, including Britney Spears, Rihanna, the Pussycat Dolls, Chris Brown and Enrique Iglesias.Brown made her debut as a recording artist in 2011, with the single ""We Run the Night"", which reached number five on the Australian ARIA Singles Chart and was certified triple platinum by the Australian Recording Industry Association (ARIA). The single earned Brown two ARIA Music Award nominations for Breakthrough Artist Single and Highest Selling Single. Following this success, Brown signed a US record deal with Universal Republic via producer RedOne's label 2101 Records. A remix of ""We Run the Night"", featuring American rapper Pitbull, was produced by RedOne and released in the United States. It reached number one on the US Hot Dance Club Songs chart and number 26 on the US Billboard Hot 100 chart. The remix was included on Brown's first EP, When the Lights Go Out, which was released in July 2012. Brown was also one of the contestants in the second season of the Australian version of the TV series I'm a Celebrity...Get Me Out of Here! in 2016, where she came 6th.
Brown has been engaged to her Manager Vince Deltito since 2015. Deltito was a child star on Australian variety program Young Talent Time for six years from the age of 11.",https://en.wikipedia.org/wiki/Havana_Brown_(musician)
Mexico,115,Lila Downs,http://www.wikidata.org/entity/Q23880,wd:Q23880,535506,Mexican American singer-songwriter,"Ana Lila Downs Sánchez (born 19 September 1968) is a Mexican singer-songwriter and actress. She performs her own compositions and the works of others in multiple genres, as well as tapping into Mexican traditional and popular music. She also incorporates indigenous Mexican influences and has recorded songs in many indigenous languages such as Mixtec, Zapotec, Mayan, Nahuatl and Purépecha. Born and raised in Oaxaca, she primarily studied at the Institute of Arts by Oaxaca and briefly attended the University of Minnesota, before withdrawing to focus on her musical career. She soon began performing in the traditional music scene of Oaxaca City.
Her first album, Ofrenda, was released in 1994. In 1999, Downs came to prominence with her debut studio album, La Sandunga, which was a critical and commercial success. She achieved international success in 2001 with the album Border which emerged in the music scene of Mexico and Latin America in the early 2000s (decade). Downs's seventh album, Pecados y milagros (2011), topped album charts in most major markets and generated chart-topping world music albums. Her eighth album, ""Balas y Chocolate"", was released in 2015. ""Salón Lágrimas y Deseo"", her ninth album, came out in 2017.
Downs began performing in school, demonstrating her vocal ability with traditional music, Latin and American influences, and with her own original twist on dancing. Downs, a native Spanish speaker, also speaks fluent Mixtec and English. Downs through her activism has gone through great lengths to preserve the Mixtec language as well as many other Indigenous Mexican languages.
Influenced by Chavela Vargas, Mercedes Sosa, Lucha Villa, and Amparo Ochoa, Lila Downs is recognized for her flamboyant, diverse and outré contributions to the music industry through her traditional and authentic fashion, the majority of which are based around Mexico's indigenous peoples' styles, cultures and heritages, which show through her performances and music videos. Her achievements include one Grammy Award and three Latin Grammy Awards.
Besides her musical career, she involves herself with humanitarian causes and political activism, especially dealing with issues of Latin America's indigenous population.",https://en.wikipedia.org/wiki/Lila_Downs
Moldova,37,Natalia Gordienko,http://www.wikidata.org/entity/Q433039,wd:Q433039,5230048,Moldovan singer,"Natalia Gordienko (Ukrainian: Наталія Гордієнко, also spelled Gordienco; born 11 December 1987) is a Moldovan singer and dancer. Alongside Arsenium and Connect-R, she represented Moldova in the Eurovision Song Contest 2006 with the song ""Loca"" and placed 20th. She was selected to represent Moldova in the Eurovision Song Contest 2020 with the song ""Prison""; however, the 2020 contest was cancelled due to the COVID-19 pandemic. Instead, she represented Moldova in the Eurovision Song Contest 2021 with the song ""Sugar"" and placed 13th with 115 points.",https://en.wikipedia.org/wiki/Natalia_Gordienko
Monaco,41,Princess Stéphanie of Monaco,http://www.wikidata.org/entity/Q215012,wd:Q215012,202572,"younger daughter of Rainier III, Prince of Monaco, and Grace Kelly; younger sister of Albert II, Prince of Monaco","Princess Stéphanie Marie Elisabeth of Monaco (born 1 February 1965) is the youngest child of Rainier III, Prince of Monaco, and the American actress Grace Kelly. She is the younger sister of Albert II, Prince of Monaco, and Caroline, Princess of Hanover. Currently 14th in the line of succession to the Monegasque throne, she has been a singer, swimwear designer and fashion model.",https://en.wikipedia.org/wiki/Princess_St%C3%A9phanie_of_Monaco
Mongolia,10,Amarkhuu Borkhuu,http://www.wikidata.org/entity/Q4094840,wd:Q4094840,5768409,Russian pop singer and actor of Mongolian origin,"Amarkhuu Borkhuu  (Mongolian: Борхүүгийн Амархүү, Borkhuugiin Amarkhuu; born 1 July 1987) is a pop singer and actor of Mongolian origin residing in Buryatia, Russia.",https://en.wikipedia.org/wiki/Amarkhuu_Borkhuu
Montenegro,35,Rambo Amadeus,http://www.wikidata.org/entity/Q149074,wd:Q149074,914800,Montenegrin musician,"Antonije Pušić (Cyrillic: Антоније Пушић; born 14 June 1963), known professionally as Rambo Amadeus (Cyrillic: Рамбо Амадеус) is a Montenegrin and Serbian singer. A self-titled ""musician, poet, and media manipulator"", he is a noted artist across the countries of former Yugoslavia.
His songs combine satirical lyrics on human nature and the silliness of local politics with a mixture of musical styles including jazz, rock, hip-hop and lately drum and bass, and self-conscious ironic wit; for example, his most popular alias is ""Rambo Amadeus Svjetski Kilo Car"" (""Rambo Amadeus the World Kilo Tzar""), formerly ""Rambo Amadeus Svjetski Mega Car"" (""Rambo Amadeus the World Mega Tzar"") (RASMC) (changed in 2012 because of his belief in the importance of modesty in an environmentally conscious society). His stage name itself is made from John Rambo and Wolfgang Amadeus Mozart.
His concerts are never mere repetitions of recorded songs, but a mixture of free improvisation and satirical humor exploiting all aspects of human nature in a crude manner. Some fans compare his style with Frank Zappa and Captain Beefheart.
Rambo Amadeus represented Montenegro in the Eurovision Song Contest 2012 in Baku, Azerbaijan, with the song ""Euro Neuro"".",https://en.wikipedia.org/wiki/Rambo_Amadeus
Morocco,43,Khaled,http://www.wikidata.org/entity/Q312609,wd:Q312609,30873028,"musician, singer and songwriter","Khaled Hadj Ibrahim (Arabic: خالد حاج إبراهيم, [ˈxaːled ħaːd͡ʒ ɪbraːˈhiːm]; born 29 February 1960), better known by his mononym Khaled (Arabic: خالد), is an Algerian raï singer, musician and songwriter born in Oran. He began recording in his early teens under the name Cheb Khaled (الشاب خالد, Arabic for ""Young"" Khaled, with ""Cheb"" as a common title for male Raï singers).
Khaled is one of the most important musicians in the history of Raï music in his native Algeria and is one the world's best-known Arab singers. To date, Khaled has sold over 80.5 million albums (10 diamond, platinum, and gold) worldwide, making him one of the bestselling Arabic-language singers in history. Among his most famous songs are ""Didi"", ""El Arbi"", ""Abdel Kader"", ""La Poupée qui fait non"", ""Wahran Wahran"", ""Bakhta"", ""Aïcha"", ""C'est la vie"", and ""Alech Taadi"".",https://en.wikipedia.org/wiki/Khaled_(musician)
Mozambique,40,Mariza,http://www.wikidata.org/entity/Q463918,wd:Q463918,494073,Portuguese fado singer,"Marisa dos Reis Nunes ComIH (born 16 December 1973), known professionally as Mariza (Portuguese pronunciation: [mɐˈɾizɐ]), is a Portuguese fado singer. Mariza was born in Lourenço Marques, Portuguese Mozambique, to a Portuguese father, José Brandão Nunes, and a Mozambican mother, Isabel Nunes.   When she was three years old, her family moved to Metropolitan Portugal, and she was raised in Lisbon's historic quarters of Mouraria and Alfama. While very young she began singing in a wide variety of musical styles, including gospel, soul and jazz.  Her father strongly encouraged her to adopt fado; he felt that participating in the traditional music would grant her greater acceptance in the Portuguese community. Mariza has sold over 1 million records worldwide.

",https://en.wikipedia.org/wiki/Mariza
Myanmar,43,Nick Drake,http://www.wikidata.org/entity/Q211588,wd:Q211588,80521,British singer-songwriter,"Nicholas Rodney Drake (19 June 1948 – 25 November 1974) was an English singer-songwriter known for his acoustic guitar-based songs. He did not find a wide audience during his lifetime, but his work gradually achieved wider notice and recognition. Drake signed to Island Records when he was 20 years old and a student at the University of Cambridge. He released his debut album, Five Leaves Left, in 1969. He recorded two more albums—Bryter Layter (1971) and Pink Moon (1972). Neither sold more than 5,000 copies on initial release. His reluctance to perform live, or be interviewed, contributed to his lack of commercial success. There is no known video footage of the adult Drake; he was only ever captured in still photographs and in home footage from his childhood.Drake suffered from depression, particularly during the latter part of his life, a fact often reflected in his lyrics. On completion of his third album, 1972's Pink Moon, he withdrew from both live performance and recording, retreating to his parents' home in rural Warwickshire. On 25 November 1974, Drake died from an overdose of amitriptyline, a prescribed antidepressant; he was 26 years old. Whether his death was an accident or suicide has not been resolved.
Drake's music remained available through the mid-1970s, but the 1979 release of the retrospective album Fruit Tree allowed his back catalogue to be reassessed. By the mid-1980s, Drake was being credited as an influence by such artists as Robert Smith of The Cure and Peter Buck of R.E.M. In 1985, The Dream Academy reached the UK and US charts with ""Life in a Northern Town"", a song written for and dedicated to Drake. By the early 1990s, he had come to represent a certain type of ""doomed romantic"" musician in the UK music press and was frequently cited as an influence by artists including Kate Bush, Paul Weller, Aimee Mann, Beck, Robyn Hitchcock and The Black Crowes. Drake's first biography appeared in 1997, followed in 1998 by the documentary film A Stranger Among Us.",https://en.wikipedia.org/wiki/Nick_Drake
Namibia,8,Juanita du Plessis,http://www.wikidata.org/entity/Q445599,wd:Q445599,37202552,South African singer,"Juanita du Plessis (née Naudé) is an Afrikaans country singer, born on 26 April in Windhoek, Namibia. She became known for her song Ska-Rumba. Du Plessis' singing career began in 1998 with her debut album Juanita. That year she won the CMA (Country Music Association in Namibia) awards as best singer, best songwriter and the Association's Award for outstanding achievement.
Her record sales total over 3 000 000. In 2010 she received a South African Music award in the category Best Afrikaans DVD for her 10 Year Hit Celebration Production. The DVD contains her most successful hits over the first 10 years of her singing career. She was also crowned the most popular female artist for the seventh consecutive year at the Huisgenoot's Tempo Awards ceremony in Johannesburg during 2011. In 2018 she celebrated 20 years in the music industry, releasing a greatest hits album 20 Jaar – Treffers van 2008–2018.",https://en.wikipedia.org/wiki/Juanita_du_Plessis
Nepal,37,Udit Narayan,http://www.wikidata.org/entity/Q469818,wd:Q469818,665337,Nepalese playback singer,"Udit Narayan (born 1 December 1955) is an Indian playback singer whose songs have been featured mainly in Bollywood movies of Hindi language. He has also sung in various other languages including Telugu, Kannada,  Tamil, Bengali, Odia, Bhojpuri, Nepali, Malayalam, and Assamese. He has won 4 National Film Awards and 5 Filmfare Awards with 20 nominations among many others. He got to sing with Mohammed Rafi in his Bollywood Playback debut in movie Unees-Bees in 1980 and also with Kishore Kumar in the 1980s. He finally made his mark in 1988 movie Qayamat Se Qayamat Tak starring Aamir Khan and Juhi Chawla, his song ""Papa Kehte Hain"" was his notable performance which earned him his first Filmfare Award in the 1980s and he established himself in Bollywood Playback Singing. He is the only male singer in the history of the Filmfare Awards to have won in over three decades (the 1980s, 1990s, and 2000s).After the success of Qayamat Se Qayamat Tak with more than 8 million sales, the soundtrack became one of the highest selling albums in the 1980s. The soundtrack was a breakthrough for the careers of Anand–Milind, as well as T-Series, one of India's leading record labels. after which he was one of the favourites of music directors. In the 1990s he sung for a thousands of songs including Hindi and Nepali languages. Recognising his contribution, King of Nepal Birendra Bir Bikram Shah Dev awarded him with the Prabal Gorkha Dakshin Bahu in 2001 after which for his contribution to Indian cinema and music, he was awarded the Padma Shri in 2009, and in 2016 he was awarded the Padma Bhushan by the Government of India. and Chitragupta Cineyatra Samman 2015 for his contribution to Bhojpuri cinema. As many as 21 of his tracks feature in BBC's ""Top 40 Bollywood Soundtracks of all time"".",https://en.wikipedia.org/wiki/Udit_Narayan
Netherlands,61,Duncan Laurence,http://www.wikidata.org/entity/Q60758679,wd:Q60758679,59731807,Dutch singer,"Duncan de Moor (Dutch pronunciation: [ˈdʏŋkən də moːr]; born 11 April 1994), known professionally as Duncan Laurence, is a Dutch singer-songwriter. He represented the Netherlands in the Eurovision Song Contest 2019 with his song ""Arcade"" and went on to win the competition, giving the Netherlands its first Eurovision win since 1975. ""Arcade"" became one of the most successful Eurovision Song Contest winning entries on streaming platforms and international charts in recent history. Prior to Eurovision, Laurence was a semi-finalist in the fifth season of The Voice of Holland.

",https://en.wikipedia.org/wiki/Duncan_Laurence
New Zealand,117,Russell Crowe,http://www.wikidata.org/entity/Q129817,wd:Q129817,25695,"New Zealand-Australian actor, film producer and musician","Russell Ira Crowe (born 7 April 1964) is an actor, director, musician, and singer. He was born in New Zealand, spent 10 years of his childhood in Australia, and moved there permanently at age 21. He came to international attention for his role as Roman General Maximus Decimus Meridius in the epic historical film Gladiator (2000), for which he won an Academy Award, Broadcast Film Critics Association Award, Empire Award, and London Film Critics Circle Award for Best Leading Actor, along with 10 other nominations in the same category.
Crowe's other award-winning performances include tobacco firm whistle-blower Jeffrey Wigand in the drama film The Insider (1999) and John F. Nash in the biopic A Beautiful Mind (2001). He has also starred in films such as the drama Romper Stomper (1992), the mystery-detective thriller L.A. Confidential (1997), the epic war film Master and Commander: The Far Side of the World (2003), the boxing drama Cinderella Man (2005), the Western 3:10 to Yuma (2007), the crime drama American Gangster (2007), the thriller-drama State of Play (2009), and Robin Hood (2010).
Crowe later starred in the musical drama Les Misérables (2012), as Jor-El in the superhero epic Man of Steel (2013), the biblical fantasy drama Noah (2014), and the action comedy The Nice Guys (2016). In 2014, he made his directorial debut with the drama The Water Diviner, in which he also starred. He has earned several accolades, including a star on the Hollywood Walk of Fame, two Golden Globe Awards, one BAFTA, and one Academy Award out of three consecutive nominations (1999, 2000, and 2001). He has been the co-owner of the National Rugby League (NRL) team South Sydney Rabbitohs since 2006.",https://en.wikipedia.org/wiki/Russell_Crowe
Nicaragua,9,Luis Enrique,http://www.wikidata.org/entity/Q322350,wd:Q322350,14988188,Nicaraguan salsa singer,"| caption             = Luis Enrique at the Premios Lo Nuestro 2010 awards
| background          = solo_singer
| birth_date          =  (1962-09-28) September 28, 1962
| origin              = Nicaraguan 
| genre               = Salsa
| years_active        = 1973–present
| label               = Top Stop Music
| associated_acts     = 
| website             = 
|
Luis Enrique Mejía López (born September 28, 1962) is a Nicaraguan singer-songwriter. He is known as  ""El Príncipe de la Salsa"" (The Prince of Salsa). He achieved widespread success with the  single ""Yo No Sé Mañana"".

",https://en.wikipedia.org/wiki/Luis_Enrique_(singer)
Niger,24,Ismaël Lô,http://www.wikidata.org/entity/Q471774,wd:Q471774,5378477,Senegalese musician,Ismaël Lô (also Ismaël Lo) is a Senegalese musician and actor.,https://en.wikipedia.org/wiki/Isma%C3%ABl_L%C3%B4
