country,countryLabel,nummodel
http://www.wikidata.org/entity/Q672,Tuvalu,1
http://www.wikidata.org/entity/Q408,Australia,329
http://www.wikidata.org/entity/Q664,New Zealand,51
http://www.wikidata.org/entity/Q142,France,591
http://www.wikidata.org/entity/Q30,United States of America,4181
http://www.wikidata.org/entity/Q252,Indonesia,329
