Source.Name,event,eventLabel,country,sitelinks,countryLabel,Column1,pointtime,duration
query (8).csv,,1918 Dutch general election,http://www.wikidata.org/entity/Q55,6,Netherlands,,1918-07-03T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – women's 4 × 100 metres relay,http://www.wikidata.org/entity/Q55,6,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's 4 × 100 metres relay,http://www.wikidata.org/entity/Q55,6,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's 800 metres,http://www.wikidata.org/entity/Q55,6,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's 800 metres,http://www.wikidata.org/entity/Q55,6,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's 100 metres,http://www.wikidata.org/entity/Q55,6,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's 100 metres,http://www.wikidata.org/entity/Q55,6,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – women's high jump,http://www.wikidata.org/entity/Q55,6,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,Act of Seclusion,http://www.wikidata.org/entity/Q55,5,Netherlands,,1654-05-04T00:00:00Z,
query (8).csv,,Clades Lolliana,http://www.wikidata.org/entity/Q55,5,Netherlands,,-0015-01-01T00:00:00Z,
query (8).csv,,Cosmas- und Damianflut,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,Netherlands at the 1906 Intercalated Games,http://www.wikidata.org/entity/Q55,5,Netherlands,,1906-01-01T00:00:00Z,
query (8).csv,,Siege of Venlo,http://www.wikidata.org/entity/Q55,5,Netherlands,,1637-08-25T00:00:00Z,5.0
query (8).csv,,Siege of Venlo,http://www.wikidata.org/entity/Q55,5,Netherlands,,,5.0
query (8).csv,,korfball at the 1928 Summer Olympics,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,Battle of Lillo,http://www.wikidata.org/entity/Q55,5,Netherlands,,1574-05-30T00:00:00Z,
query (8).csv,,Battle of Callantsoog,http://www.wikidata.org/entity/Q55,5,Netherlands,,1799-08-27T00:00:00Z,
query (8).csv,,Peace of Fexhe,http://www.wikidata.org/entity/Q55,5,Netherlands,,1316-06-26T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's javelin throw,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,Siege of Asselt,http://www.wikidata.org/entity/Q55,5,Netherlands,,0882-01-01T00:00:00Z,0.0
query (8).csv,,Siege of Asselt,http://www.wikidata.org/entity/Q55,5,Netherlands,,,0.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 110 metres hurdles,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 110 metres hurdles,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 3000 metres steeplechase,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,3.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 3000 metres steeplechase,http://www.wikidata.org/entity/Q55,5,Netherlands,,,3.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 400 metres hurdles,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 400 metres hurdles,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 400 metres,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 400 metres,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's shot put,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's 800 metres,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,2.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 800 metres,http://www.wikidata.org/entity/Q55,5,Netherlands,,,2.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's decathlon,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's discus throw,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's hammer throw,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's long jump,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's high jump,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,athletics at the 1928 Summer Olympics – men's 4 × 100 metres relay,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 4 × 100 metres relay,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 4 × 400 metres relay,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,athletics at the 1928 Summer Olympics – men's 4 × 400 metres relay,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,Capture of Bahia,http://www.wikidata.org/entity/Q55,5,Netherlands,,1624-05-08T00:00:00Z,
query (8).csv,,Battle of Flamborough Head,http://www.wikidata.org/entity/Q55,5,Netherlands,,1779-09-23T00:00:00Z,
query (8).csv,,Action of 19 August 1916,http://www.wikidata.org/entity/Q55,5,Netherlands,,1916-08-19T00:00:00Z,
query (8).csv,,Action of 4 May 1917,http://www.wikidata.org/entity/Q55,5,Netherlands,,1917-05-04T00:00:00Z,
query (8).csv,,Battle of Boxtel,http://www.wikidata.org/entity/Q55,5,Netherlands,,1794-09-15T00:00:00Z,1.0
query (8).csv,,Battle of Boxtel,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,boxing at the 1928 Summer Olympics – bantamweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – flyweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's individual road race,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-08-07T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's sabre,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's épée,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – men's artistic individual all-around,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – men's rings,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – women's team,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – men's team,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – men's vault,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 100 metre freestyle,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,1.0
query (8).csv,,swimming at the 1928 Summer Olympics – men's 100 metre freestyle,http://www.wikidata.org/entity/Q55,5,Netherlands,,,1.0
query (8).csv,,wrestling at the 1924 Summer Olympics – men's freestyle middleweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1924-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1924 Summer Olympics – men's freestyle lightweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1924-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1924 Summer Olympics – men's freestyle heavyweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1924-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1924 Summer Olympics – men's freestyle light heavyweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1924-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1924 Summer Olympics – men's freestyle welterweight,http://www.wikidata.org/entity/Q55,5,Netherlands,,1924-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – women's 4 × 100 metre freestyle relay,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 200 metre breaststroke,http://www.wikidata.org/entity/Q55,5,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,1921 European Rowing Championships,http://www.wikidata.org/entity/Q55,5,Netherlands,,1921-01-01T00:00:00Z,0.0
query (8).csv,,1921 European Rowing Championships,http://www.wikidata.org/entity/Q55,5,Netherlands,,,0.0
query (8).csv,,1913 European Rowing Championships,http://www.wikidata.org/entity/Q55,5,Netherlands,,1913-08-24T00:00:00Z,0.0
query (8).csv,,1913 European Rowing Championships,http://www.wikidata.org/entity/Q55,5,Netherlands,,,0.0
query (8).csv,,Battle of Delft,http://www.wikidata.org/entity/Q55,5,Netherlands,,1573-10-01T00:00:00Z,
query (8).csv,,Q1531166,http://www.wikidata.org/entity/Q55,4,Netherlands,,,1.0
query (8).csv,,Q1606844,http://www.wikidata.org/entity/Q55,4,Netherlands,,1577-01-01T00:00:00Z,0.0
query (8).csv,,Q1606844,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,Battle of Brouwershaven,http://www.wikidata.org/entity/Q55,4,Netherlands,,1426-01-22T00:00:00Z,
query (8).csv,,Q1361878,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,Battle of Alkmaar,http://www.wikidata.org/entity/Q55,4,Netherlands,,1799-10-02T00:00:00Z,
query (8).csv,,1901 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1901-06-14T00:00:00Z,
query (8).csv,,Siege of Nijmegen,http://www.wikidata.org/entity/Q55,4,Netherlands,,1591-01-01T00:00:00Z,4.0
query (8).csv,,Siege of Nijmegen,http://www.wikidata.org/entity/Q55,4,Netherlands,,,4.0
query (8).csv,,Siege of Venlo,http://www.wikidata.org/entity/Q55,4,Netherlands,,1586-06-28T00:00:00Z,0.0
query (8).csv,,Siege of Venlo,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,1913 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1913-06-17T00:00:00Z,
query (8).csv,,1913 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1913-06-25T00:00:00Z,
query (8).csv,,Q2160711,http://www.wikidata.org/entity/Q55,4,Netherlands,,,2.0
query (8).csv,,Convention of Alkmaar,http://www.wikidata.org/entity/Q55,4,Netherlands,,1799-10-18T00:00:00Z,
query (8).csv,,1905 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1905-06-16T00:00:00Z,
query (8).csv,,Q2217038,http://www.wikidata.org/entity/Q55,4,Netherlands,,1906-03-12T00:00:00Z,0.0
query (8).csv,,Q2217038,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,"Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam",http://www.wikidata.org/entity/Q55,4,Netherlands,,1883-01-01T00:00:00Z,-120.0
query (8).csv,,"Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam",http://www.wikidata.org/entity/Q55,4,Netherlands,,1883-01-01T00:00:00Z,0.0
query (8).csv,,"Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam",http://www.wikidata.org/entity/Q55,4,Netherlands,,,-120.0
query (8).csv,,"Internationale Koloniale en Uitvoerhandel Tentoonstelling, Amsterdam",http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,1917 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1917-06-05T00:00:00Z,
query (8).csv,,1917 Dutch general election,http://www.wikidata.org/entity/Q55,4,Netherlands,,1917-06-15T00:00:00Z,
query (8).csv,,Battle of Krabbendam,http://www.wikidata.org/entity/Q55,4,Netherlands,,1799-09-10T00:00:00Z,
query (8).csv,,Battle of Finnsburg,http://www.wikidata.org/entity/Q55,4,Netherlands,,0450-01-01T00:00:00Z,
query (8).csv,,Battle of Steenbergen,http://www.wikidata.org/entity/Q55,4,Netherlands,,1583-06-17T00:00:00Z,
query (8).csv,,Action of 29 February 1916,http://www.wikidata.org/entity/Q55,4,Netherlands,,1916-02-29T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – featherweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – lightweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – light heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – welterweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,boxing at the 1928 Summer Olympics – middleweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's tandem,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's team pursuit,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's sprint,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's foil,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,diving at the 1928 Summer Olympics – men's 3 metre springboard,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,diving at the 1928 Summer Olympics – women's 3 metre springboard,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,diving at the 1928 Summer Olympics – men's 10 metre platform,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,diving at the 1928 Summer Olympics – women's 10 metre platform,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – individual dressage,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – team dressage,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – team eventing,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – individual eventing,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – individual jumping,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,equestrian at the 1928 Summer Olympics – team jumping,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's team foil,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – women's foil,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's team road race,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,cycling at the 1928 Summer Olympics – men's track time trial,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,gymnastics at the 1928 Summer Olympics – men's horizontal bar,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's coxless pair,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's single sculls,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle featherweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle bantamweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle middleweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle welterweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle light heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's freestyle lightweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 1500 metre freestyle,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 100 metre backstroke,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 400 metre freestyle,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – men's 4 × 200 metre freestyle relay,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – women's 100 metre freestyle,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – women's 100 metre backstroke,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – women's 400 metre freestyle,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1928 Summer Olympics – women's 200 metre breaststroke,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,swimming at the 1932 Summer Olympics – women's 4 × 100 metre freestyle relay,http://www.wikidata.org/entity/Q55,4,Netherlands,,1932-01-01T00:00:00Z,
query (8).csv,,Siege of Knodsenburg,http://www.wikidata.org/entity/Q55,4,Netherlands,,1591-07-25T00:00:00Z,4.0
query (8).csv,,Siege of Knodsenburg,http://www.wikidata.org/entity/Q55,4,Netherlands,,,4.0
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman lightweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman middleweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman bantamweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman featherweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman light heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,wrestling at the 1928 Summer Olympics – men's Greco-Roman heavyweight,http://www.wikidata.org/entity/Q55,4,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,1902 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,1902-01-01T00:00:00Z,0.0
query (8).csv,,1902 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,1907 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,1907-01-01T00:00:00Z,0.0
query (8).csv,,1907 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,1930 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,1930-01-01T00:00:00Z,0.0
query (8).csv,,1930 European Rowing Championships,http://www.wikidata.org/entity/Q55,4,Netherlands,,,0.0
query (8).csv,,Battle of Lekkerbeetje,http://www.wikidata.org/entity/Q55,4,Netherlands,,1600-02-05T00:00:00Z,
query (8).csv,,battles of Schooneveld,http://www.wikidata.org/entity/Q55,4,Netherlands,,1635-06-01T00:00:00Z,
query (8).csv,,Treaty of Copenhagen,http://www.wikidata.org/entity/Q55,3,Netherlands,,1441-01-01T00:00:00Z,
query (8).csv,,Q1765348,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Women at the Hague,http://www.wikidata.org/entity/Q55,3,Netherlands,,1915-04-01T00:00:00Z,
query (8).csv,,Bijltjesoproer,http://www.wikidata.org/entity/Q55,3,Netherlands,,1787-05-30T00:00:00Z,
query (8).csv,,Q1895969,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Elfstedentocht 1909,http://www.wikidata.org/entity/Q55,3,Netherlands,,1909-01-02T00:00:00Z,
query (8).csv,,Battle of Heiligerlee,http://www.wikidata.org/entity/Q55,3,Netherlands,,1536-08-05T00:00:00Z,
query (8).csv,,Capture of Enschede,http://www.wikidata.org/entity/Q55,3,Netherlands,,1597-10-19T00:00:00Z,
query (8).csv,,Siege of Hulst,http://www.wikidata.org/entity/Q55,3,Netherlands,,1591-09-24T00:00:00Z,4.0
query (8).csv,,Siege of Hulst,http://www.wikidata.org/entity/Q55,3,Netherlands,,,4.0
query (8).csv,,Miracle of Amsterdam,http://www.wikidata.org/entity/Q55,3,Netherlands,,1345-03-23T00:00:00Z,
query (8).csv,,battle of Winkel,http://www.wikidata.org/entity/Q55,3,Netherlands,,0993-01-01T00:00:00Z,
query (8).csv,,Elfstedentocht 1912,http://www.wikidata.org/entity/Q55,3,Netherlands,,1912-02-07T00:00:00Z,
query (8).csv,,Q2204216,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Treaty of Speyer,http://www.wikidata.org/entity/Q55,3,Netherlands,,1544-06-02T00:00:00Z,
query (8).csv,,Q2317615,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Capture of Ootmarsum,http://www.wikidata.org/entity/Q55,3,Netherlands,,1597-10-21T00:00:00Z,2.0
query (8).csv,,Capture of Ootmarsum,http://www.wikidata.org/entity/Q55,3,Netherlands,,,2.0
query (8).csv,,1897 Dutch general election,http://www.wikidata.org/entity/Q55,3,Netherlands,,1897-01-01T00:00:00Z,
query (8).csv,,battle of Okswerderzijl,http://www.wikidata.org/entity/Q55,3,Netherlands,,1417-06-27T00:00:00Z,
query (8).csv,,Q2567250,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Siege of Deventer (1456),http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Siege of Oldenzaal,http://www.wikidata.org/entity/Q55,3,Netherlands,,1597-10-23T00:00:00Z,3.0
query (8).csv,,Siege of Oldenzaal,http://www.wikidata.org/entity/Q55,3,Netherlands,,,3.0
query (8).csv,,Treaty of Fontainebleau (November 1807),http://www.wikidata.org/entity/Q55,3,Netherlands,,1807-11-01T00:00:00Z,
query (8).csv,,Elfstedentocht 1929,http://www.wikidata.org/entity/Q55,3,Netherlands,,1929-02-12T00:00:00Z,
query (8).csv,,Capture of Axel,http://www.wikidata.org/entity/Q55,3,Netherlands,,1586-07-17T00:00:00Z,0.0
query (8).csv,,Capture of Axel,http://www.wikidata.org/entity/Q55,3,Netherlands,,,0.0
query (8).csv,,Siege of Bergen op Zoom,http://www.wikidata.org/entity/Q55,3,Netherlands,,1814-03-08T00:00:00Z,3.0
query (8).csv,,Siege of Bergen op Zoom,http://www.wikidata.org/entity/Q55,3,Netherlands,,,3.0
query (8).csv,,Friso-Hollandic Wars,http://www.wikidata.org/entity/Q55,3,Netherlands,,1256-01-01T00:00:00Z,
query (8).csv,,1909 Dutch general election,http://www.wikidata.org/entity/Q55,3,Netherlands,,1909-06-11T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's team épée,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,fencing at the 1928 Summer Olympics – men's team sabre,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's coxed four,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's double sculls,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's coxed pair,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's coxless four,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,rowing at the 1928 Summer Olympics – men's eight,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,sailing at the 1928 Summer Olympics – 12 foot dinghy,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,sailing at the 1928 Summer Olympics – 6 metre class,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,sailing at the 1928 Summer Olympics – 8 metre class,http://www.wikidata.org/entity/Q55,3,Netherlands,,1928-01-01T00:00:00Z,
query (8).csv,,Treaty of groningen,http://www.wikidata.org/entity/Q55,3,Netherlands,,1422-02-10T00:00:00Z,
query (8).csv,,Q13137930,http://www.wikidata.org/entity/Q55,3,Netherlands,,1419-08-01T00:00:00Z,
query (8).csv,,Q13137930,http://www.wikidata.org/entity/Q55,3,Netherlands,,1419-08-28T00:00:00Z,
