Source.Name,event,eventLabel,country,sitelinks,countryLabel,Column1,pointtime,duration
buildings_by_countries.csv,80,Argentina at the 1908 Summer Olympics,,18,Argentina,,,
buildings_by_countries.csv,81,Argentina at the 1928 Winter Olympics,,16,Argentina,,,
buildings_by_countries.csv,82,Battle of Caser,,16,Argentina,,,
buildings_by_countries.csv,83,Argentina at the 1932 Summer Olympics,,16,Argentina,,,
buildings_by_countries.csv,84,Argentina at the 1920 Summer Olympics,,16,Argentina,,,
buildings_by_countries.csv,85,Guaraní War,,15,Argentina,,,
buildings_by_countries.csv,86,Crossing the Andes,,14,Argentina,,,
buildings_by_countries.csv,87,Battle of Riachuelo,,13,Argentina,,,
buildings_by_countries.csv,88,Campo del Cielo,,12,Argentina,,,
buildings_by_countries.csv,89,batalla del pavo,,12,Argentina,,,
buildings_by_countries.csv,90,Argentine Declaration of Independence,,11,Argentina,,,
buildings_by_countries.csv,91,Battle of Vuelta de Obligado,,10,Argentina,,,
buildings_by_countries.csv,92,Battle of San Lorenzo,,10,Argentina,,,
buildings_by_countries.csv,93,Battle of Cepeda,,8,Argentina,,,
buildings_by_countries.csv,94,Treaty of Alexandropol,,22,Armenia,,,
buildings_by_countries.csv,95,Battle of Artaxata,,18,Armenia,,,
buildings_by_countries.csv,96,Battle of Garni,,14,Armenia,,,
buildings_by_countries.csv,97,Battle of Kurekdere,,10,Armenia,,,
buildings_by_countries.csv,98,Berke�E��EHulagu war,,10,Armenia,,,
buildings_by_countries.csv,99,Berke�E��EHulagu war,,10,Armenia,,,
buildings_by_countries.csv,100,Capture of Erivan,,9,Armenia,,,
buildings_by_countries.csv,101,Battle of Rhandeia,,8,Armenia,,,
buildings_by_countries.csv,102,Battle of Baghavard,,8,Armenia,,,
buildings_by_countries.csv,103,Battle of Sevan,,6,Armenia,,,
buildings_by_countries.csv,104,Second Council of Dvin,,6,Armenia,,,
buildings_by_countries.csv,105,Battle of Halidzor,,6,Armenia,,,
buildings_by_countries.csv,106,First Council of Dvin,,6,Armenia,,,
buildings_by_countries.csv,107,Q4340762,,6,Armenia,,,
buildings_by_countries.csv,108,Battle of Karasounk,,6,Armenia,,,
buildings_by_countries.csv,109,Battle of Alexandropol,,6,Armenia,,,
buildings_by_countries.csv,110,Syunik rebellion,,5,Armenia,,,
buildings_by_countries.csv,111,1918 in Armenia,,4,Armenia,,,
buildings_by_countries.csv,112,Fourth Council of Dvin,,4,Armenia,,,
buildings_by_countries.csv,113,Third Council of Dvin,,3,Armenia,,,
buildings_by_countries.csv,116,Eureka Rebellion,,20,Australia,,,
buildings_by_countries.csv,117,Australasia at the 1908 Summer Olympics,,19,Australia,,,
buildings_by_countries.csv,118,Australia at the 1904 Summer Olympics,,18,Australia,,,
buildings_by_countries.csv,119,Australia at the 1928 Summer Olympics,,18,Australia,,,
buildings_by_countries.csv,120,Australia at the 1932 Summer Olympics,,17,Australia,,,
buildings_by_countries.csv,121,Australasia at the 1912 Summer Olympics,,17,Australia,,,
buildings_by_countries.csv,122,Australia at the 1920 Summer Olympics,,16,Australia,,,
buildings_by_countries.csv,123,Australia at the 1924 Summer Olympics,,16,Australia,,,
buildings_by_countries.csv,124,Battle of Cocos,,12,Australia,,,
buildings_by_countries.csv,125,Australian gold rush,,11,Australia,,,
buildings_by_countries.csv,126,1931 Australian Championships �E��E Women's Singles,,8,Australia,,,
buildings_by_countries.csv,127,Myall Creek Massacre,,7,Australia,,,
buildings_by_countries.csv,128,1930 Australian Championships �E��E Women's Singles,,7,Australia,,,
buildings_by_countries.csv,129,1922 Australasian Championships �E��E Women's Singles,,7,Australia,,,
buildings_by_countries.csv,130,Australian frontier wars,,7,Australia,,,
buildings_by_countries.csv,131,1927 Australian Championships �E��E Women's Singles,,7,Australia,,,
buildings_by_countries.csv,132,1928 Australian Championships �E��E Women's Singles,,7,Australia,,,
buildings_by_countries.csv,133,1923 Australasian Championships �E��E Women's Singles,,7,Australia,,,
buildings_by_countries.csv,134,Battle of Vienna,,63,Austria,,,
buildings_by_countries.csv,135,Battle of Wagram,,41,Austria,,,
buildings_by_countries.csv,136,Battle of Wagram,,41,Austria,,,
buildings_by_countries.csv,137,"Dual Alliance, 1879",,37,Austria,,,
buildings_by_countries.csv,138,Treaty of Schönbrunn,,34,Austria,,,
buildings_by_countries.csv,139,Battle of Aspern-Essling,,32,Austria,,,
buildings_by_countries.csv,140,Battle of Aspern-Essling,,32,Austria,,,
buildings_by_countries.csv,141,Austria at the 1896 Summer Olympics,,29,Austria,,,
buildings_by_countries.csv,142,Mayerling Incident,,22,Austria,,,
buildings_by_countries.csv,143,FC Wacker Innsbruck,,22,Austria,,,
buildings_by_countries.csv,144,Treaty of Vienna,,21,Austria,,,
buildings_by_countries.csv,145,Austria at the 1900 Summer Olympics,,20,Austria,,,
buildings_by_countries.csv,146,Battle on the Marchfeld,,20,Austria,,,
buildings_by_countries.csv,147,Austria at the 1928 Summer Olympics,,19,Austria,,,
buildings_by_countries.csv,148,Austria at the 1904 Summer Olympics,,18,Austria,,,
buildings_by_countries.csv,149,Austria at the 1932 Winter Olympics,,18,Austria,,,
buildings_by_countries.csv,150,Austria at the 1908 Summer Olympics,,18,Austria,,,
buildings_by_countries.csv,151,Austria at the 1928 Winter Olympics,,17,Austria,,,
buildings_by_countries.csv,152,Austria at the 1912 Summer Olympics,,17,Austria,,,
buildings_by_countries.csv,153,Austria at the 1932 Summer Olympics,,17,Austria,,,
buildings_by_countries.csv,154,Shusha pogrom,,20,Azerbaijan,,,
buildings_by_countries.csv,155,March Genocide,,20,Azerbaijan,,,
buildings_by_countries.csv,156,Battle of Shamkor,,11,Azerbaijan,,,
buildings_by_countries.csv,157,Berke�E��EHulagu war,,10,Azerbaijan,,,
buildings_by_countries.csv,158,Berke�E��EHulagu war,,10,Azerbaijan,,,
buildings_by_countries.csv,159,September Days,,9,Azerbaijan,,,
buildings_by_countries.csv,160,Battle of Ganja,,8,Azerbaijan,,,
buildings_by_countries.csv,161,Battle of Karasounk,,6,Azerbaijan,,,
buildings_by_countries.csv,162,Battle of Nakhchivan,,6,Azerbaijan,,,
buildings_by_countries.csv,163,Battle of Goychay,,6,Azerbaijan,,,
buildings_by_countries.csv,164,1139 Ganja earthquake,,5,Azerbaijan,,,
buildings_by_countries.csv,165,1902 Shamakhi earthquake,,5,Azerbaijan,,,
buildings_by_countries.csv,166,Shamkhor Massacre,,5,Azerbaijan,,,
buildings_by_countries.csv,167,Great Purge in Azerbaijan,,5,Azerbaijan,,,
buildings_by_countries.csv,168,Battle of Sultanabad,,4,Azerbaijan,,,
buildings_by_countries.csv,169,Khaibalikend Massacre,,4,Azerbaijan,,,
buildings_by_countries.csv,170,Siege of Ganja (1606),,4,Azerbaijan,,,
buildings_by_countries.csv,171,Siege of Ganja (1606),,4,Azerbaijan,,,
buildings_by_countries.csv,172,Battle of Jabani,,3,Azerbaijan,,,
buildings_by_countries.csv,173,Safavid conquest of Shirvan,,3,Azerbaijan,,,
buildings_by_countries.csv,184,1717 Omani invasion of Bahrain,,4,Bahrain,,,
buildings_by_countries.csv,185,Afsharid Conquests in the Persian Gulf & Oman,,4,Bahrain,,,
buildings_by_countries.csv,186,1783 Bani Utbah invasion of Bahrain,,3,Bahrain,,,
buildings_by_countries.csv,187,Chittagong armoury raid,,9,Bangladesh,,,
buildings_by_countries.csv,188,Battle of Negapatam,,8,Bangladesh,,,
buildings_by_countries.csv,189,Battle of Negapatam,,7,Bangladesh,,,
buildings_by_countries.csv,190,Battle of Sadras,,6,Bangladesh,,,
buildings_by_countries.csv,191,Treaty of Titalia,,5,Bangladesh,,,
buildings_by_countries.csv,192,Bengali conquest of Chittagong,,3,Bangladesh,,,
buildings_by_countries.csv,193,Ponabalia Massacre,,2,Bangladesh,,,
buildings_by_countries.csv,194,Q5882862,,1,Bangladesh,,,
buildings_by_countries.csv,195,Action of 18 November 1809,,1,Bangladesh,,,
buildings_by_countries.csv,196,Action of 31 May 1809,,1,Bangladesh,,,
buildings_by_countries.csv,197,Battle of Ramu,,1,Bangladesh,,,
buildings_by_countries.csv,198,Bussa's rebellion,,3,Barbados,,,
buildings_by_countries.csv,199,Treaty of Brest-Litovsk,,67,Belarus,,,
buildings_by_countries.csv,200,Union of Krewo,,30,Belarus,,,
buildings_by_countries.csv,201,Battle of Lesnaya,,23,Belarus,,,
buildings_by_countries.csv,202,Battle of Orsha,,20,Belarus,,,
buildings_by_countries.csv,203,Treaty of Brest-Litovsk,,17,Belarus,,,
buildings_by_countries.csv,204,Battle of Holowczyn,,14,Belarus,,,
buildings_by_countries.csv,205,First Battle of Polotsk,,14,Belarus,,,
buildings_by_countries.csv,206,First Battle of Polotsk,,14,Belarus,,,
buildings_by_countries.csv,207,Battle of Mir,,12,Belarus,,,
buildings_by_countries.csv,208,Battle of Mir,,12,Belarus,,,
buildings_by_countries.csv,209,Battle of Saltanovka,,11,Belarus,,,
buildings_by_countries.csv,210,Battle of Grodno,,10,Belarus,,,
buildings_by_countries.csv,211,1st Congress of the Russian Social Democratic Labour Party,,10,Belarus,,,
buildings_by_countries.csv,212,Baranovichi Offensive,,10,Belarus,,,
buildings_by_countries.csv,213,Battle of Shepeleviche,,9,Belarus,,,
buildings_by_countries.csv,214,Battle of Shepeleviche,,9,Belarus,,,
buildings_by_countries.csv,215,Battle of Kletsk,,9,Belarus,,,
buildings_by_countries.csv,216,Battle of Kobrin,,8,Belarus,,,
buildings_by_countries.csv,217,Battle of Ula,,8,Belarus,,,
buildings_by_countries.csv,218,Battle of Shklow,,8,Belarus,,,
buildings_by_countries.csv,219,Battle of Waterloo,,88,Belgium,,,
buildings_by_countries.csv,220,Battle of Jutland,,53,Belgium,,,
buildings_by_countries.csv,221,Battle of Jutland,,53,Belgium,,,
buildings_by_countries.csv,222,Battle of the Golden Spurs,,38,Belgium,,,
buildings_by_countries.csv,223,1920 Summer Olympics medal table,,34,Belgium,,,
buildings_by_countries.csv,224,Treaty of Ghent,,32,Belgium,,,
buildings_by_countries.csv,225,Battle of Fontenoy,,30,Belgium,,,
buildings_by_countries.csv,226,athletics at the 1920 Summer Olympics,,27,Belgium,,,
buildings_by_countries.csv,227,Battle of Ramillies,,26,Belgium,,,
buildings_by_countries.csv,228,Battle of Fleurus,,26,Belgium,,,
buildings_by_countries.csv,229,Battle of Dogger Bank,,25,Belgium,,,
buildings_by_countries.csv,230,water polo at the 1920 Summer Olympics,,25,Belgium,,,
buildings_by_countries.csv,231,swimming at the 1920 Summer Olympics,,25,Belgium,,,
buildings_by_countries.csv,232,Battle of Charleroi,,25,Belgium,,,
buildings_by_countries.csv,233,Battle of Charleroi,,25,Belgium,,,
buildings_by_countries.csv,234,boxing at the 1920 Summer Olympics,,24,Belgium,,,
buildings_by_countries.csv,235,Battle of Jemappes,,24,Belgium,,,
buildings_by_countries.csv,236,field hockey at the 1920 Summer Olympics,,24,Belgium,,,
buildings_by_countries.csv,237,Codex Eyckensis,,24,Belgium,,,
buildings_by_countries.csv,238,wrestling at the 1920 Summer Olympics,,23,Belgium,,,
buildings_by_countries.csv,239,Battle of St. George's Caye,,5,Belize,,,
buildings_by_countries.csv,240,Capture of Río Hondo,,3,Belize,,,
buildings_by_countries.csv,241,Capture of Río Hondo,,3,Belize,,,
buildings_by_countries.csv,242,Action of 17 February 1783,,2,Belize,,,
buildings_by_countries.csv,243,Capture of the El Mosquito,,1,Belize,,,
buildings_by_countries.csv,244,Battle of Guinea,,8,Benin,,,
buildings_by_countries.csv,245,Battle of Five Lamas,,7,Bhutan,,,
buildings_by_countries.csv,246,Bakhtiyar Khalji's Tibet campaign,,5,Bhutan,,,
buildings_by_countries.csv,247,Q5906104,,1,Bhutan,,,
buildings_by_countries.csv,248,Treaty of Petrópolis,,17,Bolivia,,,
buildings_by_countries.csv,249,Acre War,,14,Bolivia,,,
buildings_by_countries.csv,250,Battle of Yungay,,8,Bolivia,,,
buildings_by_countries.csv,251,Treaty of Peace and love,,7,Bolivia,,,
buildings_by_countries.csv,252,Battle of Huaqui,,7,Bolivia,,,
buildings_by_countries.csv,253,Battle of Suipacha,,7,Bolivia,,,
buildings_by_countries.csv,254,Battle of Ingavi,,6,Bolivia,,,
buildings_by_countries.csv,255,Battle of Sipe-Sipe,,6,Bolivia,,,
buildings_by_countries.csv,256,"Battle of Topáter""",,6,Bolivia,,,
buildings_by_countries.csv,257,Chuquisaca Revolution,,6,Bolivia,,,
buildings_by_countries.csv,258,Bolivia at the 1930 FIFA World Cup,,5,Bolivia,,,
buildings_by_countries.csv,259,Battle of Ayohuma,,5,Bolivia,,,
buildings_by_countries.csv,260,La Paz Revolution,,5,Bolivia,,,
buildings_by_countries.csv,261,Battle of Huarina,,4,Bolivia,,,
buildings_by_countries.csv,262,Battle of Vilcapugiou,,4,Bolivia,,,
buildings_by_countries.csv,263,1920 Bolivian coup d'état,,3,Bolivia,,,
buildings_by_countries.csv,264,Tratado de Puno,,3,Bolivia,,,
buildings_by_countries.csv,265,Battle of Cotagaita,,3,Bolivia,,,
buildings_by_countries.csv,266,Battle of Mount Chimborazo,,2,Bolivia,,,
buildings_by_countries.csv,267,Battle of Chimborazo,,2,Bolivia,,,
buildings_by_countries.csv,268,assassination of Archduke Franz Ferdinand,,62,Bosnia and Herzegovina,,,
buildings_by_countries.csv,269,Battle of Lissa,,32,Bosnia and Herzegovina,,,
buildings_by_countries.csv,270,Serbo-Bulgarian War,,32,Bosnia and Herzegovina,,,
buildings_by_countries.csv,271,Serbian Revolution,,27,Bosnia and Herzegovina,,,
buildings_by_countries.csv,272,Battle of BileāEa,,20,Bosnia and Herzegovina,,,
buildings_by_countries.csv,273,anti-Serb riots in Sarajevo,,19,Bosnia and Herzegovina,,,
buildings_by_countries.csv,274,Great Eastern Crisis,,18,Bosnia and Herzegovina,,,
buildings_by_countries.csv,275,Battle of the Save,,15,Bosnia and Herzegovina,,,
buildings_by_countries.csv,276,Battle of Lissa,,14,Bosnia and Herzegovina,,,
buildings_by_countries.csv,277,Uprising of Asen and Peter,,12,Bosnia and Herzegovina,,,
buildings_by_countries.csv,278,Battle of Pirano,,12,Bosnia and Herzegovina,,,
buildings_by_countries.csv,279,Bombardment of Ancona,,10,Bosnia and Herzegovina,,,
buildings_by_countries.csv,280,Bombardment of Ancona,,10,Bosnia and Herzegovina,,,
buildings_by_countries.csv,281,Adriatic Campaign of World War I,,10,Bosnia and Herzegovina,,,
buildings_by_countries.csv,282,European Scythian campaign of Darius I,,10,Bosnia and Herzegovina,,,
buildings_by_countries.csv,283,Raid on Pula,,9,Bosnia and Herzegovina,,,
buildings_by_countries.csv,284,Battle of Banja Luka,,8,Bosnia and Herzegovina,,,
buildings_by_countries.csv,285,Battle of Antivari,,7,Bosnia and Herzegovina,,,
buildings_by_countries.csv,286,Bulgarian�E��ESerbian Wars,,6,Bosnia and Herzegovina,,,
buildings_by_countries.csv,287,1895 population census in Bosnia and Herzegovina,,6,Bosnia and Herzegovina,,,
buildings_by_countries.csv,294,1828 Treaty of Montevideo,,13,Brazil,,,
buildings_by_countries.csv,295,Confederation of the Equator,,12,Brazil,,,
buildings_by_countries.csv,296,Brazil at the 1932 Summer Olympics,,12,Brazil,,,
buildings_by_countries.csv,297,Treaty of Rio de Janeiro (1825),,12,Brazil,,,
buildings_by_countries.csv,298,Brazilian Revolution of 1930,,12,Brazil,,,
buildings_by_countries.csv,299,Cabanagem,,11,Brazil,,,
buildings_by_countries.csv,300,Revolta da Armada,,10,Brazil,,,
buildings_by_countries.csv,301,Battle of Vuelta de Obligado,,10,Brazil,,,
buildings_by_countries.csv,302,Battle of Abrolhos,,10,Brazil,,,
buildings_by_countries.csv,303,Emboabas' War,,10,Brazil,,,
buildings_by_countries.csv,304,Battle of Guararapes,,10,Brazil,,,
buildings_by_countries.csv,305,Praieira revolt,,9,Brazil,,,
buildings_by_countries.csv,306,Contestado War,,9,Brazil,,,
buildings_by_countries.csv,307,1930 Curuçá River event,,8,Brazil,,,
buildings_by_countries.csv,308,Treaty of Küçük Kaynarca,,43,Bulgaria,,,
buildings_by_countries.csv,309,Battle of Nicopolis,,43,Bulgaria,,,
buildings_by_countries.csv,310,Battle of Varna,,43,Bulgaria,,,
buildings_by_countries.csv,311,Serbo-Bulgarian War,,32,Bulgaria,,,
buildings_by_countries.csv,312,Battle of Kleidion,,29,Bulgaria,,,
buildings_by_countries.csv,313,Bulgaria at the 1896 Summer Olympics,,28,Bulgaria,,,
buildings_by_countries.csv,314,April Uprising,,27,Bulgaria,,,
buildings_by_countries.csv,315,Serbian Revolution,,27,Bulgaria,,,
buildings_by_countries.csv,316,Battle of Pliska,,26,Bulgaria,,,
buildings_by_countries.csv,317,St Nedelya Church assault,,24,Bulgaria,,,
buildings_by_countries.csv,318,Battle of Abritus,,23,Bulgaria,,,
buildings_by_countries.csv,319,Battle of Adrianople,,23,Bulgaria,,,
buildings_by_countries.csv,320,Battle of Anchialus (708),,21,Bulgaria,,,
buildings_by_countries.csv,321,Battle of Velbazhd,,21,Bulgaria,,,
buildings_by_countries.csv,322,Battle of Achelous,,20,Bulgaria,,,
buildings_by_countries.csv,323,Battle of Klokotnitsa,,19,Bulgaria,,,
buildings_by_countries.csv,324,battle of the Gates of Trajan,,19,Bulgaria,,,
buildings_by_countries.csv,325,FC Etar 1924 Veliko Tarnovo,,18,Bulgaria,,,
buildings_by_countries.csv,326,Great Eastern Crisis,,18,Bulgaria,,,
buildings_by_countries.csv,327,Treaty of Bucharest,,17,Bulgaria,,,
buildings_by_countries.csv,330,Cambodian Rebellion,,4,Cambodia,,,
buildings_by_countries.csv,331,Battle of Tonlé Sap,,3,Cambodia,,,
buildings_by_countries.csv,332,Siege of Angkor,,1,Cambodia,,,
buildings_by_countries.csv,333,Siege of Angkor,,1,Cambodia,,,
buildings_by_countries.csv,334,Battle of Kousséri,,9,Cameroon,,,
buildings_by_countries.csv,335,Battle of Guinea,,8,Cameroon,,,
buildings_by_countries.csv,336,Battle of Banjo,,3,Cameroon,,,
buildings_by_countries.csv,337,Battle of Banjo,,3,Cameroon,,,
buildings_by_countries.csv,338,First Battle of Garua,,2,Cameroon,,,
buildings_by_countries.csv,339,First Battle of Garua,,2,Cameroon,,,
buildings_by_countries.csv,340,Second Battle of Edea,,2,Cameroon,,,
buildings_by_countries.csv,341,Battle of Ngaundere,,2,Cameroon,,,
buildings_by_countries.csv,342,Ndumba,,1,Cameroon,,,
buildings_by_countries.csv,343,Halifax explosion,,38,Canada,,,
buildings_by_countries.csv,344,Battle of the Plains of Abraham,,30,Canada,,,
buildings_by_countries.csv,345,Canada at the 1900 Summer Olympics,,21,Canada,,,
buildings_by_countries.csv,346,"Constitution Act, 1867",,21,Canada,,,
buildings_by_countries.csv,347,Battle of Quebec,,20,Canada,,,
buildings_by_countries.csv,348,Canada at the 1928 Summer Olympics,,19,Canada,,,
buildings_by_countries.csv,349,Canada at the 1904 Summer Olympics,,19,Canada,,,
buildings_by_countries.csv,350,Canada at the 1924 Winter Olympics,,18,Canada,,,
buildings_by_countries.csv,351,Canada at the 1932 Winter Olympics,,18,Canada,,,
buildings_by_countries.csv,352,Canada at the 1908 Summer Olympics,,18,Canada,,,
buildings_by_countries.csv,353,Canada at the 1928 Winter Olympics,,17,Canada,,,
buildings_by_countries.csv,354,Canada at the 1920 Summer Olympics,,17,Canada,,,
buildings_by_countries.csv,355,Canada at the 1912 Summer Olympics,,17,Canada,,,
buildings_by_countries.csv,356,Canada at the 1924 Summer Olympics,,17,Canada,,,
buildings_by_countries.csv,357,Canada at the 1932 Summer Olympics,,17,Canada,,,
buildings_by_countries.csv,358,Battle of Lake Erie,,16,Canada,,,
buildings_by_countries.csv,359,Battle of Queenston Heights,,15,Canada,,,
buildings_by_countries.csv,360,Battle of Sainte-Foy,,14,Canada,,,
buildings_by_countries.csv,361,Battle of Signal Hill,,14,Canada,,,
buildings_by_countries.csv,362,Battle of Trois-Rivières,,13,Canada,,,
buildings_by_countries.csv,328,Battle of Porto Praya,,8,Cape Verde,,,
buildings_by_countries.csv,329,Action of 13 March 1806,,2,Cape Verde,,,
buildings_by_countries.csv,363,Fort-Crampel affair,,2,Central African Republic,,,
buildings_by_countries.csv,364,Cobcob Massacre,,3,Chad,,,
buildings_by_countries.csv,366,Battle of Maipú,,21,Chile,,,
buildings_by_countries.csv,367,Battle of Chacabuco,,21,Chile,,,
buildings_by_countries.csv,368,Conquest of the Desert,,20,Chile,,,
buildings_by_countries.csv,369,Chile at the 1928 Summer Olympics,,17,Chile,,,
buildings_by_countries.csv,370,Chile at the 1920 Summer Olympics,,15,Chile,,,
buildings_by_countries.csv,371,Santa María School massacre,,15,Chile,,,
buildings_by_countries.csv,372,Chile at the 1924 Summer Olympics,,14,Chile,,,
buildings_by_countries.csv,373,Chilean War of Independence,,14,Chile,,,
buildings_by_countries.csv,374,Chile at the 1912 Summer Olympics,,13,Chile,,,
buildings_by_countries.csv,375,War of the Araucania,,13,Chile,,,
buildings_by_countries.csv,376,Battle of Rancaguaua,,11,Chile,,,
buildings_by_countries.csv,377,Treaty of Ancón,,11,Chile,,,
buildings_by_countries.csv,378,1906 Valparaíso earthquake,,9,Chile,,,
buildings_by_countries.csv,379,Battle of Más a Tierra,,9,Chile,,,
buildings_by_countries.csv,380,1920 South American Championships in Athletics,,8,Chile,,,
buildings_by_countries.csv,381,1575 Valdivia earthquake,,8,Chile,,,
buildings_by_countries.csv,382,Treaty of Peace and love,,7,Chile,,,
buildings_by_countries.csv,383,Boundary treaty of 1881 between Chile and Argentina,,7,Chile,,,
buildings_by_countries.csv,384,Church of the Company Fire,,7,Chile,,,
buildings_by_countries.csv,405,Battle of Boyacá,,23,Colombia,,,
buildings_by_countries.csv,406,Bananas Massacre in Colombia,,13,Colombia,,,
buildings_by_countries.csv,407,Separation of Panama from Colombia,,12,Colombia,,,
buildings_by_countries.csv,408,Colombia at the 1932 Summer Olympics,,12,Colombia,,,
buildings_by_countries.csv,409,Raid on Cartagena,,10,Colombia,,,
