painter,painterLabel,country,countryLabel,sitelinks
http://www.wikidata.org/entity/Q535,Victor Hugo,http://www.wikidata.org/entity/Q142,France,239
http://www.wikidata.org/entity/Q34670,Albert Camus,http://www.wikidata.org/entity/Q142,France,186
http://www.wikidata.org/entity/Q9364,Jean-Paul Sartre,http://www.wikidata.org/entity/Q142,France,180
http://www.wikidata.org/entity/Q7199,Marcel Proust,http://www.wikidata.org/entity/Q142,France,176
http://www.wikidata.org/entity/Q33977,Jules Verne,http://www.wikidata.org/entity/Q142,France,170
http://www.wikidata.org/entity/Q38337,Alexandre Dumas,http://www.wikidata.org/entity/Q142,France,164
http://www.wikidata.org/entity/Q9711,Honoré de Balzac,http://www.wikidata.org/entity/Q142,France,162
http://www.wikidata.org/entity/Q23441,Octave Mirbeau,http://www.wikidata.org/entity/Q142,France,162
http://www.wikidata.org/entity/Q504,Émile Zola,http://www.wikidata.org/entity/Q142,France,159
http://www.wikidata.org/entity/Q7197,Simone de Beauvoir,http://www.wikidata.org/entity/Q142,France,159
http://www.wikidata.org/entity/Q2908,Antoine de Saint-Exupéry,http://www.wikidata.org/entity/Q142,France,157
http://www.wikidata.org/entity/Q43444,Gustave Flaubert,http://www.wikidata.org/entity/Q142,France,148
http://www.wikidata.org/entity/Q7176,Najib Mahfouz,http://www.wikidata.org/entity/Q79,Egypt,147
http://www.wikidata.org/entity/Q42443,Anatole France,http://www.wikidata.org/entity/Q142,France,147
http://www.wikidata.org/entity/Q7176,Najib Mahfouz,http://www.wikidata.org/entity/Q124943,Kingdom of Egypt,147
http://www.wikidata.org/entity/Q9327,Guy de Maupassant,http://www.wikidata.org/entity/Q142,France,143
http://www.wikidata.org/entity/Q15975,Montesquieu,http://www.wikidata.org/entity/Q142,France,141
http://www.wikidata.org/entity/Q37327,Samuel Beckett,http://www.wikidata.org/entity/Q142,France,135
http://www.wikidata.org/entity/Q448,Denis Diderot,http://www.wikidata.org/entity/Q142,France,134
http://www.wikidata.org/entity/Q47484,André Gide,http://www.wikidata.org/entity/Q142,France,132
http://www.wikidata.org/entity/Q47162,Romain Rolland,http://www.wikidata.org/entity/Q142,France,130
http://www.wikidata.org/entity/Q502,Stendhal,http://www.wikidata.org/entity/Q142,France,128
http://www.wikidata.org/entity/Q131018,François Rabelais,http://www.wikidata.org/entity/Q142,France,122
http://www.wikidata.org/entity/Q3816,George Sand,http://www.wikidata.org/entity/Q142,France,119
http://www.wikidata.org/entity/Q83158,Jean Cocteau,http://www.wikidata.org/entity/Q142,France,116
http://www.wikidata.org/entity/Q47619,Nadine Gordimer,http://www.wikidata.org/entity/Q258,South Africa,111
http://www.wikidata.org/entity/Q43293,J. M. Coetzee,http://www.wikidata.org/entity/Q258,South Africa,109
http://www.wikidata.org/entity/Q81685,François Mauriac,http://www.wikidata.org/entity/Q142,France,106
http://www.wikidata.org/entity/Q18143,Gao Xingjian,http://www.wikidata.org/entity/Q142,France,102
http://www.wikidata.org/entity/Q93166,Milan Kundera,http://www.wikidata.org/entity/Q142,France,101
http://www.wikidata.org/entity/Q18391,Elie Wiesel,http://www.wikidata.org/entity/Q142,France,99
http://www.wikidata.org/entity/Q228546,Alphonse Daudet,http://www.wikidata.org/entity/Q142,France,98
http://www.wikidata.org/entity/Q42037,Jean-Marie Gustave Le Clézio,http://www.wikidata.org/entity/Q1027,Mauritius,97
http://www.wikidata.org/entity/Q42037,Jean-Marie Gustave Le Clézio,http://www.wikidata.org/entity/Q142,France,97
http://www.wikidata.org/entity/Q41488,Wole Soyinka,http://www.wikidata.org/entity/Q1033,Nigeria,96
http://www.wikidata.org/entity/Q179680,Alfred de Musset,http://www.wikidata.org/entity/Q142,France,93
http://www.wikidata.org/entity/Q155845,Chinua Achebe,http://www.wikidata.org/entity/Q1033,Nigeria,92
http://www.wikidata.org/entity/Q49767,François-René de Chateaubriand,http://www.wikidata.org/entity/Q142,France,90
http://www.wikidata.org/entity/Q151164,André Malraux,http://www.wikidata.org/entity/Q142,France,90
http://www.wikidata.org/entity/Q151820,Louis-Ferdinand Céline,http://www.wikidata.org/entity/Q142,France,90
http://www.wikidata.org/entity/Q160333,Prosper Mérimée,http://www.wikidata.org/entity/Q142,France,87
