Source.Name,Column1,Column2,Column3
query (5).csv,Thalía,9781752,Mexico
buildings_by_countries.csv,Sơn Tùng M-TP,9430000,Vietnam
query (5).csv,Carlos Loret de Mola,8897367,Mexico
query (5).csv,Aristegui Noticias,8866995,Mexico
query (5).csv,Javier Hernández,8852714,Mexico
query (5).csv,Alex Montiel,8830000,Mexico
buildings_by_countries.csv,Novak Djokovic,8786350,Serbia
buildings_by_countries.csv,Al Jazeera,8780000,Qatar
query (5).csv,Franco Javier López Escamilla,8740000,Mexico
query (5).csv,Gabriel Montiel Gutiérrez,8679680,Mexico
query (5).csv,Davido,8674748,Nigeria
query (5).csv,Lucero,8636695,Mexico
query (5).csv,Andrés Manuel López Obrador,8454836,Mexico
query (5).csv,Olamide,8264415,Nigeria
query (5).csv,Luisito Comunica,8238568,Mexico
query (5).csv,Wizkid,8058071,Nigeria
buildings_by_countries.csv,Soolking,8050000,Algeria
query (5).csv,Joaquín López-Dóriga,8009881,Mexico
buildings_by_countries.csv,Gad Elmaleh,7775170,Morocco
buildings_by_countries.csv,Juan Luis Guerra,7680446,Dominican Republic
query (5).csv,Jungle Beat,7540000,South Africa
buildings_by_countries.csv,Kadim Al Sahir,7453395,Iraq
query (5).csv,AB de Villiers,7403914,South Africa
query (5).csv,Omar Chaparro,7359163,Mexico
query (5).csv,Enrique Peña Nieto,7348216,Mexico
query (5).csv,Galilea Francisca Montijo,7302602,Mexico
buildings_by_countries.csv,Lorde,7225581,Croatia
query (5).csv,Lorde,7225581,New Zealand
query (5).csv,Dulce María,7215903,Mexico
buildings_by_countries.csv,Eden Hazard,7172160,Belgium
buildings_by_countries.csv,Nina Dobrev,7158072,Bulgaria
buildings_by_countries.csv,Ismail ibn Musa Menk,7087393,Zimbabwe
query (5).csv,Alejandro Fernández,6802805,Mexico
query (5).csv,Brozo,6797578,Mexico
buildings_by_countries.csv,Inna,6770000,Romania
buildings_by_countries.csv,Sama TV,6520000,Syria
query (5).csv,Cinemex,6447717,Mexico
query (5).csv,Belinda Peregrín,6367510,Mexico
buildings_by_countries.csv,Mark Yi En Tuan,6295322,Taiwan
query (5).csv,Chespirito,6181327,Mexico
query (5).csv,Don Jazzy,6172006,Nigeria
buildings_by_countries.csv,Habib Ali al-Jufri,6158755,Yemen
query (5).csv,Mexico national football team,6151539,Mexico
query (5).csv,International Space Station,5921801,Netherlands
query (5).csv,Felipe Calderón,5913773,Mexico
query (5).csv,Burna Boy,5872128,Nigeria
buildings_by_countries.csv,Hend Sabry,5863279,Tunisia
query (5).csv,El Universal,5829040,Mexico
query (5).csv,Juca Viapri,5820000,Mexico
buildings_by_countries.csv,Fernanfloo,5819997,El Salvador
query (5).csv,David Dobrik,5638019,Slovakia
query (5).csv,Andrea Legarreta,5558779,Mexico
query (5).csv,El Universal,5544644,Mexico
query (5).csv,Mario Bautista,5478097,Mexico
buildings_by_countries.csv,Jux,5300000,Tanzania
query (5).csv,Caspar Lee,5285045,South Africa
query (5).csv,Alemán,5260000,Mexico
query (5).csv,AKA,5069643,South Africa
query (5).csv,Gloria Trevi,5031056,Mexico
query (5).csv,Sr Pelo,4990000,Mexico
query (5).csv,Adela Micha,4925508,Mexico
buildings_by_countries.csv,Usain Bolt,4921824,Jamaica
query (5).csv,Danna Paola,4893735,Mexico
query (5).csv,Juan de Dios Pantoja,4878707,Mexico
query (5).csv,Polo Polo,4807042,Mexico
query (5).csv,Maite Perroni,4803856,Mexico
query (5).csv,Tiwa Savage,4743059,Nigeria
query (5).csv,Gera MX,4740000,Mexico
query (5).csv,Aleks Syntek,4683990,Mexico
query (5).csv,Bonang Matheba,4613199,South Africa
query (5).csv,Laura G,4604884,Mexico
query (5).csv,Phillip Schofield,4564537,New Zealand
buildings_by_countries.csv,Friz,4500000,Poland
query (5).csv,Juan de Dios Pantoja,4469117,Mexico
query (5).csv,Denise Dresser,4429854,Mexico
query (5).csv,Pedro Ferriz de Con,4346940,Mexico
buildings_by_countries.csv,Rola,4196112,Bangladesh
query (5).csv,Jaime Camil,4172477,Mexico
query (5).csv,Club América,4103507,Mexico
query (5).csv,Bryce Langston,4050000,New Zealand
query (5).csv,Quackity,4038129,Mexico
query (5).csv,Minnie Dlamini,4026337,South Africa
query (5).csv,C.D. Guadalajara,3945959,Mexico
query (5).csv,The Punch,3924877,Nigeria
query (5).csv,Kate del Castillo,3917403,Mexico
query (5).csv,Javier Alatorre,3913649,Mexico
query (5).csv,Rafael Márquez,3911177,Mexico
query (5).csv,Muhammadu Buhari,3897848,Nigeria
query (5).csv,DJ Cuppy,3870052,Nigeria
buildings_by_countries.csv,Gian Marco,3833731,Peru
query (5).csv,Warner Music México,3790000,Mexico
buildings_by_countries.csv,Wyclef Jean,3780789,Haiti
query (5).csv,News24,3775736,South Africa
query (5).csv,Kevin Pietersen,3751931,South Africa
buildings_by_countries.csv,Rafael Correa Delgado,3743752,Ecuador
query (5).csv,Simi,3723147,Nigeria
query (5).csv,Atiku Abubakar,3704633,Nigeria
query (5).csv,Jorge Ramos,3662279,Mexico
buildings_by_countries.csv,William Ruto,3655304,Kenya
query (5).csv,David Faitelson,3655251,Mexico
query (5).csv,Black Coffee,3627327,South Africa
query (5).csv,Pericoma Okoye,3608959,Nigeria
query (5).csv,D'banj,3561228,Nigeria
query (5).csv,Fernando del Rincón,3556559,Mexico
query (5).csv,Franco Javier López Escamilla,3534504,Mexico
query (5).csv,José Ramón Fernández ÁElvarez,3505028,Mexico
query (5).csv,Liga MX,3504654,Mexico
query (5).csv,Sahara Reporters,3501878,Nigeria
query (5).csv,Giovani dos Santos,3446760,Mexico
query (5).csv,Alejandro Fernández,3420000,Mexico
query (5).csv,Jacqueline Bracamontes,3417896,Mexico
buildings_by_countries.csv,Razer Inc.,3414516,Singapore
query (5).csv,Julius Malema,3367631,South Africa
query (5).csv,Viva La Dirt League,3330000,New Zealand
query (5).csv,National Autonomous University of Mexico,3320869,Mexico
query (5).csv,Dale Steyn,3311020,South Africa
query (5).csv,Boity Thulo,3309083,South Africa
query (5).csv,Espinoza Paz,3306907,Mexico
query (5).csv,Rosé,3260000,New Zealand
query (5).csv,Miguel ÁEngel Mancera Espinosa,3249195,Mexico
query (5).csv,Miguel Layún,3239477,Mexico
buildings_by_countries.csv,Mohammed Assaf,3202013,State of Palestine
query (5).csv,2face Idibia,3189936,Nigeria
buildings_by_countries.csv,Miguel Bosé,3147582,Panama
query (5).csv,DJ Zinhle,3091475,South Africa
query (5).csv,Cassper Nyovest,3090464,South Africa
buildings_by_countries.csv,Nuseir Yassin,3080000,Israel
buildings_by_countries.csv,Patrick Bet-David,3060000,Iran
query (5).csv,Patoranking,3058276,Nigeria
query (5).csv,Gerardo Ortiz,3046777,Mexico
query (5).csv,Chumel Torres,3022097,Mexico
query (5).csv,Inés Sainz,3010030,Mexico
query (5).csv,Cineteca Nacional,3009771,Mexico
query (5).csv,Juca Viapri,3000064,Mexico
buildings_by_countries.csv,Gims,2983253,Democratic Republic of the Congo
query (5).csv,Guillermo Ochoa,2981237,Mexico
query (5).csv,Trevor Noah,2980000,South Africa
buildings_by_countries.csv,Idris Elba,2979956,Sierra Leone
query (5).csv,Ice Prince,2964445,Nigeria
query (5).csv,Vanguard,2961429,Nigeria
query (5).csv,President of Mexico,2921268,Mexico
buildings_by_countries.csv,Keylor Navas,2895190,Costa Rica
query (5).csv,Sebastián Rulli,2894459,Mexico
query (5).csv,Mario Bautista,2870000,Mexico
query (5).csv,Dino Melaiye,2816118,Nigeria
query (5).csv,Diego Luna,2783023,Mexico
query (5).csv,Genevieve Nnaji,2780498,Nigeria
query (5).csv,Russell Crowe,2743645,New Zealand
query (5).csv,Univision,2742190,Mexico
query (5).csv,Denise Maerker,2725026,Mexico
query (5).csv,Luis García Postigo,2701097,Mexico
buildings_by_countries.csv,Shatta Wale,2700585,Ghana
query (5).csv,La Jornada,2668741,Mexico
query (5).csv,Pearl Thusi,2640374,South Africa
query (5).csv,Tania Rincón,2636976,Mexico
query (5).csv,Azteca Deportes,2633126,Mexico
query (5).csv,SuperSport,2620000,South Africa
query (5).csv,Angelica Vale,2617731,Mexico
query (5).csv,eNCA,2563663,South Africa
query (5).csv,Saul Rodriguez,2550000,Mexico
query (5).csv,Somizi Mhlongo,2522324,South Africa
query (5).csv,StukTV,2520000,Netherlands
buildings_by_countries.csv,Mikhail Zadornov,2506731,Latvia
query (5).csv,Gael García Bernal,2504458,Mexico
query (5).csv,Martha Debayle,2495468,Mexico
buildings_by_countries.csv,Yoweri Museveni,2494788,Uganda
query (5).csv,Bukola Saraki,2487608,Nigeria
query (5).csv,Brett Lee,2467343,New Zealand
query (5).csv,Ingrid Coronado,2464013,Mexico
query (5).csv,Ximena Sariñana,2408100,Mexico
query (5).csv,Animal Político,2369552,Mexico
query (5).csv,Fikile Mbalula,2365462,South Africa
query (5).csv,Club Universidad Nacional,2363811,Mexico
buildings_by_countries.csv,Nico Rosberg,2360390,Finland
query (5).csv,Consuelo Duval,2344681,Mexico
query (5).csv,Yoseline Hoffman Badui,2338202,Mexico
query (5).csv,Sergio Pérez,2335899,Mexico
query (5).csv,Diego Reyes,2331177,Mexico
query (5).csv,Tábata Jalil,2309070,Mexico
query (5).csv,Vanessa Huppenkothen,2306565,Mexico
query (5).csv,Cuauhtémoc Blanco,2292973,Mexico
query (5).csv,Instituto Nacional de Bellas Artes y Literatura,2267266,Mexico
query (5).csv,Wande Coal,2261590,Nigeria
query (5).csv,The Beat 99.9 FM,2260057,Nigeria
query (5).csv,David Zepeda,2244804,Mexico
buildings_by_countries.csv,Paul Kagame,2241844,Rwanda
query (5).csv,Raymix,2240000,Mexico
query (5).csv,Thato Sikwane,2227907,South Africa
query (5).csv,Adekunle Gold,2225502,Nigeria
query (5).csv,Nomzamo Mbatha,2221256,South Africa
query (5).csv,Falz,2220135,Nigeria
query (5).csv,President of Nigeria,2217704,Nigeria
query (5).csv,Fernando del Solar,2209035,Mexico
query (5).csv,David Warner,2208354,New Zealand
buildings_by_countries.csv,AS Monaco FC,2207436,Monaco
query (5).csv,Basketmouth,2200392,Nigeria
query (5).csv,Madelaine Petsch,2160900,South Africa
buildings_by_countries.csv,Didier Drogba,2154742,Côte d'Ivoire
query (5).csv,Phyno,2154399,Nigeria
query (5).csv,John Boyega,2137456,Nigeria
query (5).csv,Marco Fabián,2109258,Mexico
buildings_by_countries.csv,Amanda du-Pont,2089685,Eswatini
query (5).csv,José José,2080000,Mexico
query (5).csv,President of South Africa,2069824,South Africa
query (5).csv,(LOS40 México),2045448,Mexico
query (5).csv,Marcelo Ebrard,2045115,Mexico
query (5).csv,DJ Tira,2043328,South Africa
query (5).csv,Kaizer Chiefs F.C.,2025657,South Africa
query (5).csv,The Guardian,2025496,Nigeria
query (5).csv,TV Azteca,2010624,Mexico
query (5).csv,Metro CDMX,2008722,Mexico
query (5).csv,Natalia Lafourcade,2002141,Mexico
query (5).csv,Jenni Rivera,1998430,Mexico
query (5).csv,Excélsior,1993093,Mexico
query (5).csv,Fireboy DML,1992407,Nigeria
query (5).csv,Guillermo del Toro,1991646,Mexico
query (5).csv,Marisol González,1977427,Mexico
query (5).csv,Euphonik,1958695,South Africa
query (5).csv,Media Trust,1951487,Nigeria
query (5).csv,Adrián González,1947423,Mexico
query (5).csv,Ebuka Obi-Uchendu,1945678,Nigeria
query (5).csv,Montserrat Oliver,1944531,Mexico
query (5).csv,Paola Rojas,1912904,Mexico
query (5).csv,Alfonso Herrera Rodriguez,1910966,Mexico
query (5).csv,Marco Antonio Solís,1906445,Mexico
query (5).csv,Jaykaykenny,1900000,Nigeria
query (5).csv,Nasir Ahmad el-Rufai,1894775,Nigeria
query (5).csv,Natanael Cano,1890000,Mexico
query (5).csv,Multimedios Televisión,1884169,Mexico
query (5).csv,Miguna Miguna,1853573,South Africa
query (5).csv,Lupita Nyong'o,1852161,Mexico
query (5).csv,Nasty C,1850595,South Africa
query (5).csv,Yuri,1846393,Mexico
query (5).csv,Chunkz,1840000,Somalia
query (5).csv,Fox Sports Mexico,1840000,Mexico
query (5).csv,Tekno Miles,1836284,Nigeria
query (5).csv,Cruz Azul,1833392,Mexico
query (5).csv,Spinnin' Records,1816299,Netherlands
buildings_by_countries.csv,Petr āEEEech,1811952,Czech Republic
buildings_by_countries.csv,Joel Embiid,1811548,Cameroon
query (5).csv,Miguel Herrera,1811002,Mexico
query (5).csv,Metro FM,1806094,South Africa
query (5).csv,Orlando Pirates F.C.,1800271,South Africa
query (5).csv,Faf du Plessis,1796348,South Africa
query (5).csv,K.O,1792252,South Africa
query (5).csv,Shehu Sani,1790216,Nigeria
buildings_by_countries.csv,Vicente Ndongo,1790000,Equatorial Guinea
query (5).csv,Tigres UANL,1786863,Mexico
query (5).csv,M.I,1777768,Nigeria
query (5).csv,Kat Von D,1777319,Mexico
query (5).csv,Mmusi Maimane,1777246,South Africa
query (5).csv,Miguel ÁEngel Osorio Chong,1772938,Mexico
query (5).csv,Nigeria Police Force,1771884,Nigeria
query (5).csv,Runtown,1757520,Nigeria
query (5).csv,BellaNaija,1752670,Nigeria
query (5).csv,Sarki Vibez,1751415,Nigeria
query (5).csv,Kevin Richardson,1750000,South Africa
buildings_by_countries.csv,Darren Sammy,1745525,Saint Lucia
query (5).csv,Matamela Cyril Ramaphosa,1743830,South Africa
query (5).csv,Omah Stanley Didia,1741415,Nigeria
buildings_by_countries.csv,BBC Persian Television,1730989,Afghanistan
buildings_by_countries.csv,BBC Persian Television,1730989,Tajikistan
query (5).csv,Reekado Banks,1727725,Nigeria
query (5).csv,FOROtv,1720084,Mexico
buildings_by_countries.csv,Dan Bilzerian,1718804,Armenia
query (5).csv,TNW,1712502,Netherlands
query (5).csv,Ninel Conde,1704858,Mexico
query (5).csv,Silvia Navarro,1693603,Mexico
query (5).csv,Paty Cantú,1693307,Mexico
query (5).csv,Ernesto Chavana,1686678,Mexico
query (5).csv,Carla Morrison,1680512,Mexico
query (5).csv,Enoch Adeboye,1679546,Nigeria
query (5).csv,Thando Thabethe,1676761,South Africa
query (5).csv,Guaranty Trust Bank,1663801,Nigeria
buildings_by_countries.csv,Tina Kandelaki,1658920,Georgia
query (5).csv,Van Gogh Museum,1649425,Netherlands
query (5).csv,Economic Freedom Fighters,1638027,South Africa
query (5).csv,Ben Murray-Bruce,1620311,Nigeria
query (5).csv,Saul Alvarez,1620139,Mexico
query (5).csv,Sinach,1610000,Nigeria
buildings_by_countries.csv,Eliza Dushku,1603207,Albania
query (5).csv,Ana de la Reguera,1600176,Mexico
query (5).csv,Héctor Moreno,1599886,Mexico
query (5).csv,Premium Times,1580815,Nigeria
query (5).csv,Hugo López-Gatell,1574723,Mexico
query (5).csv,Luis Gerardo Méndez,1567502,Mexico
query (5).csv,Tonto Dikeh,1565667,Nigeria
query (5).csv,Margarita Zavala de Calderón,1562360,Mexico
buildings_by_countries.csv,Loredana Zefi,1560000,Kosovo
query (5).csv,José Antonio Meade Kuribreña,1554474,Mexico
query (5).csv,NU.nl,1550444,Netherlands
query (5).csv,Aracely Arámbula Jaquez,1549130,Mexico
query (5).csv,Vogue Mexico & Latin America,1528515,Mexico
query (5).csv,André-Pierre Gignac,1527279,Mexico
query (5).csv,Ludwika poleto,1524583,Mexico
query (5).csv,Club de Fútbol Monterrey,1521120,Mexico
buildings_by_countries.csv,Edin Džeko,1510304,Bosnia and Herzegovina
query (5).csv,Thuli Madonsela,1504411,South Africa
query (5).csv,The Times,1504010,South Africa
query (5).csv,Eiza Gonzalez,1497552,Mexico
query (5).csv,Yanet García,1493993,Mexico
query (5).csv,Ngozi Okonjo-Iweala,1493330,Nigeria
query (5).csv,León Krauze,1492837,Mexico
query (5).csv,Dele Momodu,1481099,Nigeria
query (5).csv,Graeme Smith,1465780,South Africa
query (5).csv,Khanyi Mbau,1461312,South Africa
query (5).csv,Antonio Rosca,1460870,Mexico
query (5).csv,Claudia Sheinbaum,1459634,Mexico
query (5).csv,Omotola Jalade Ekeinde,1458327,Nigeria
query (5).csv,José Ron,1451158,Mexico
buildings_by_countries.csv,Azattyk ,1450000,Kyrgyzstan
query (5).csv,León Larregui Marín,1448989,Mexico
query (5).csv,Boney M.,1440000,Netherlands
query (5).csv,Kwesta,1435618,South Africa
query (5).csv,Taika Waititi,1434553,New Zealand
query (5).csv,Jessica Nkosi,1433734,South Africa
query (5).csv,Giannis Antetokounmpo,1433509,Nigeria
query (5).csv,Jonathan dos Santos,1432655,Mexico
query (5).csv,Nandi Madida,1432586,South Africa
query (5).csv,Bandamax,1432464,Mexico
query (5).csv,Goodluck Jonathan,1429156,Nigeria
query (5).csv,Vicente Fox Quesada,1427393,Mexico
query (5).csv,Shirley Setia,1412827,New Zealand
query (5).csv,Lasizwe Dambuza,1412384,South Africa
query (5).csv,Museo Nacional de Arte,1400985,Mexico
query (5).csv,Baburam Bhattarai,1400878,Nepal
query (5).csv,Lucha Libre AAA Worldwide,1400000,Mexico
query (5).csv,Lydia Cacho,1395996,Mexico
query (5).csv,Nederlandse Omroep Stichting,1394873,Netherlands
query (5).csv,Erik Rubin,1393854,Mexico
query (5).csv,AFC Ajax,1393354,Netherlands
buildings_by_countries.csv,Tedros Adhanom Ghebreyesus,1386913,Ethiopia
query (5).csv,Toolz,1380063,Nigeria
query (5).csv,JP Duminy,1374248,South Africa
query (5).csv,Lehlogonolo Ronald Mataboge,1368386,South Africa
query (5).csv,Jorge Blanco,1368006,Mexico
query (5).csv,This Day,1366709,Nigeria
query (5).csv,Dineo Ranaka,1356751,South Africa
buildings_by_countries.csv,Pavel Durov,1353471,Saint Kitts and Nevis
query (5).csv,Zenith Bank,1352156,Nigeria
query (5).csv,Lizbeth Rodríguez,1332515,Mexico
query (5).csv,Grandayy,1332176,Malta
query (5).csv,Secretariat of the Interior,1328050,Mexico
query (5).csv,Daily Post,1323352,Nigeria
query (5).csv,Quién,1319976,Mexico
query (5).csv,Maps Maponyane,1318465,South Africa
query (5).csv,Juan José Origel,1314412,Mexico
query (5).csv,Hashim Mahomed Amla,1305096,South Africa
buildings_by_countries.csv,Nahide Babashli,1300000,Azerbaijan
query (5).csv,Secretariat of National Defense,1297110,Mexico
query (5).csv,City Press,1294130,South Africa
query (5).csv,Las Estrellas Internacional,1282927,Mexico
query (5).csv,David Oyedepo,1282284,Nigeria
query (5).csv,David Oyedepo,1282284,Nigeria
query (5).csv,Itumeleng Khune,1276882,South Africa
query (5).csv,Aaron Finch,1271230,New Zealand
query (5).csv,Jacques Kallis,1268042,South Africa
query (5).csv,Mauricio Mancera,1267683,Mexico
query (5).csv,Dr SID,1262512,Nigeria
query (5).csv,SABC News,1260000,South Africa
query (5).csv,Las Estrellas,1255058,Mexico
query (5).csv,Excélsior Televisión,1250000,Mexico
query (5).csv,Jessica Nigri,1248151,New Zealand
query (5).csv,Rita Dominic,1247486,Nigeria
query (5).csv,Ines Gomez Mont,1244920,Mexico
query (5).csv,Bárbara Mori,1244628,Mexico
query (5).csv,Iyanya,1243332,Nigeria
query (5).csv,Tekno Miles,1230000,Nigeria
query (5).csv,Kizz Daniel,1225417,Nigeria
query (5).csv,Eyewitness News,1222027,South Africa
query (5).csv,KJ Apa,1220679,New Zealand
query (5).csv,SABC 1,1210769,South Africa
query (5).csv,Victoria Volkova,1210000,Mexico
query (5).csv,Candice Swanepoel,1205796,South Africa
query (5).csv,Emilio Azcárraga Jean,1205660,Mexico
query (5).csv,Luis Videgaray Caso,1198630,Mexico
buildings_by_countries.csv,Barbara Palvin,1197766,Hungary
query (5).csv,Leo Zuckermann Behar,1192647,Mexico
query (5).csv,Christopher von Uckermann,1192566,Mexico
query (5).csv,Elena Poniatowska,1190767,Mexico
query (5).csv,Sofia Niño de Rivera,1189123,Mexico
query (5).csv,Aarón Díaz,1187956,Mexico
buildings_by_countries.csv,Evo Morales,1185441,Bolivia
query (5).csv,Benny Ibarra,1185328,Mexico
query (5).csv,Cricket South Africa,1182419,South Africa
query (5).csv,Gagan Kumar Thapa,1181133,Nepal
query (5).csv,María José,1178143,Mexico
query (5).csv,YFM,1177432,South Africa
query (5).csv,5FM,1174619,South Africa
query (5).csv,COVID-19 pandemic in Nigeria,1168054,Nigeria
query (5).csv,Arturo Elías Ayub,1165208,Mexico
query (5).csv,Secretariat of Public Education,1163055,Mexico
query (5).csv,Secretariat of Health,1162829,Mexico
query (5).csv,Prime Minister of the Netherlands,1158727,Netherlands
query (5).csv,Victor Moses,1156893,Nigeria
query (5).csv,Skepta,1153247,Nigeria
query (5).csv,The Hu,1150000,Mongolia
query (5).csv,José Alberto Ciurana,1147408,Mexico
query (5).csv,Zuria Vega,1147364,Mexico
query (5).csv,Ciro Gómez Leyvaaa,1143841,Mexico
buildings_by_countries.csv,Luka DonāEEEiāEEE,1138218,Slovenia
query (5).csv,Tony Elumelu,1137470,Nigeria
query (5).csv,Yemi Alade,1134456,Nigeria
query (5).csv,Eruviel ÁEvila Villegas,1131141,Mexico
query (5).csv,Ingratax,1130000,Mexico
buildings_by_countries.csv,Simone Biles,1129241,Belize
query (5).csv,Anatii,1127729,South Africa
query (5).csv,Auditorio Nacional,1127378,Mexico
query (5).csv,CKay,1120000,Nigeria
query (5).csv,Carlos Vela,1119988,Mexico
query (5).csv,Albie Morkel,1119352,South Africa
query (5).csv,Tamim Iqbal,1118625,New Zealand
query (5).csv,Secretariat of Foreign Affairs,1113064,Mexico
query (5).csv,Daniel Gillies,1105750,New Zealand
query (5).csv,Israel Adesanya,1104012,New Zealand
query (5).csv,Israel Adesanya,1104012,Nigeria
query (5).csv,Lil Kesh,1097490,Nigeria
query (5).csv,Nigerian Television Authority,1096829,Nigeria
query (5).csv,XEIMT-TDT,1096117,Mexico
query (5).csv,Economic and Financial Crimes Commission,1094338,Nigeria
query (5).csv,Josefina Vázquez Mota,1094236,Mexico
query (5).csv,Chris Oyakhilome,1094120,Nigeria
query (5).csv,Loyiso Gola,1092490,South Africa
query (5).csv,Cynthia Urías de Pastrana,1091031,Mexico
query (5).csv,Terry Pheto,1085501,South Africa
query (5).csv,Kalimba Marichal el novio de Gema,1081671,Mexico
query (5).csv,YCEE,1079445,Nigeria
query (5).csv,David Miller,1077878,South Africa
query (5).csv,Mail & Guardian,1076292,South Africa
query (5).csv,Floyd Shivambu,1074357,South Africa
query (5).csv,Vicente Fernández,1070211,Mexico
query (5).csv,Gabriel Iglesias,1069852,Mexico
query (5).csv,Harold Azuara,1061699,Mexico
query (5).csv,Manlio Fabio Beltrones Rivera,1060465,Mexico
query (5).csv,Japheth J. Omojuwa,1052330,Nigeria
query (5).csv,Cesar Millan,1051907,Mexico
query (5).csv,Akinwunmi Ambode,1050155,Nigeria
query (5).csv,"Alexander García ""El Fantasma""",1050000,Mexico
query (5).csv,Rhythm 93.7 FM Lagos,1049759,Nigeria
query (5).csv,Alessandra Rosaldo,1040851,Mexico
buildings_by_countries.csv,ÁEEEltima Hora,1040272,Paraguay
query (5).csv,Reno Omokri,1036998,Nigeria
query (5).csv,El Norte,1034371,Mexico
query (5).csv,Aya Nakamura,1028245,Mali
query (5).csv,Flavour N'abania,1025156,Nigeria
query (5).csv,Johannesburg,1023280,South Africa
query (5).csv,New Zealand national rugby union team,1020676,New Zealand
query (5).csv,Luis ÁEngel Franco,1020000,Mexico
buildings_by_countries.csv,Connie Ferguson,1015012,Botswana
query (5).csv,Connie Ferguson,1015012,South Africa
query (5).csv,Raquel Bigorra,1011582,Mexico
query (5).csv,Symply Tacha,1008307,Nigeria
query (5).csv,Oskido,1006522,South Africa
query (5).csv,Rabindra Mishra,991684,Nepal
query (5).csv,Telcel,985803,Mexico
query (5).csv,Tito Mboweni,984426,South Africa
buildings_by_countries.csv,Ali Al-Habsi,983641,Oman
