painter,painterLabel,country,countryLabel,sitelinks
http://www.wikidata.org/entity/Q4724,Le Corbusier,http://www.wikidata.org/entity/Q142,France,170
http://www.wikidata.org/entity/Q23380,Jean Auguste Dominique Ingres,http://www.wikidata.org/entity/Q142,France,127
http://www.wikidata.org/entity/Q20882,Gustave Eiffel,http://www.wikidata.org/entity/Q142,France,94
http://www.wikidata.org/entity/Q192839,Sébastien Le Prestre de Vauban,http://www.wikidata.org/entity/Q142,France,55
http://www.wikidata.org/entity/Q272912,Eugène Viollet-le-Duc,http://www.wikidata.org/entity/Q142,France,55
http://www.wikidata.org/entity/Q191798,Georges-Eugène Haussmann,http://www.wikidata.org/entity/Q142,France,54
http://www.wikidata.org/entity/Q271676,Charles Le Brun,http://www.wikidata.org/entity/Q142,France,49
http://www.wikidata.org/entity/Q214317,Jean Nouvel,http://www.wikidata.org/entity/Q142,France,48
http://www.wikidata.org/entity/Q208135,Saif al-Islam al-Gaddafi,http://www.wikidata.org/entity/Q1016,Libya,47
http://www.wikidata.org/entity/Q273849,André Le Nôtre,http://www.wikidata.org/entity/Q142,France,47
http://www.wikidata.org/entity/Q152817,Gérard Desargues,http://www.wikidata.org/entity/Q142,France,46
http://www.wikidata.org/entity/Q152880,Iannis Xenakis,http://www.wikidata.org/entity/Q142,France,46
http://www.wikidata.org/entity/Q313701,François Mansart,http://www.wikidata.org/entity/Q142,France,45
http://www.wikidata.org/entity/Q21089561,Fayez al-Sarraj,http://www.wikidata.org/entity/Q1016,Libya,44
http://www.wikidata.org/entity/Q137934,Abbot Suger,http://www.wikidata.org/entity/Q142,France,38
http://www.wikidata.org/entity/Q8053,Jules Hardouin-Mansart,http://www.wikidata.org/entity/Q142,France,37
http://www.wikidata.org/entity/Q313556,Charles Garnier,http://www.wikidata.org/entity/Q142,France,36
http://www.wikidata.org/entity/Q312817,E. M. Antoniadi,http://www.wikidata.org/entity/Q142,France,35
http://www.wikidata.org/entity/Q310530,Louis Le Vau,http://www.wikidata.org/entity/Q142,France,35
