painter,painterLabel,country,countryLabel,sitelinks
http://www.wikidata.org/entity/Q134165,Oscar Niemeyer,http://www.wikidata.org/entity/Q155,Brazil,94
http://www.wikidata.org/entity/Q206505,Adolfo Pérez Esquivel,http://www.wikidata.org/entity/Q414,Argentina,56
http://www.wikidata.org/entity/Q116736,Fernando Belaúnde Terry,http://www.wikidata.org/entity/Q419,Peru,41
http://www.wikidata.org/entity/Q298926,Lucio Costa,http://www.wikidata.org/entity/Q155,Brazil,41
http://www.wikidata.org/entity/Q177182,Sixto Durán-Ballén,http://www.wikidata.org/entity/Q736,Ecuador,38
http://www.wikidata.org/entity/Q309483,César Pelli,http://www.wikidata.org/entity/Q414,Argentina,38
http://www.wikidata.org/entity/Q312855,Paulo Mendes da Rocha,http://www.wikidata.org/entity/Q155,Brazil,36
http://www.wikidata.org/entity/Q272400,Lina Bo Bardi,http://www.wikidata.org/entity/Q155,Brazil,26
http://www.wikidata.org/entity/Q450236,Roberto Matta,http://www.wikidata.org/entity/Q298,Chile,23
http://www.wikidata.org/entity/Q3609433,Alejandro Aravena,http://www.wikidata.org/entity/Q298,Chile,23
http://www.wikidata.org/entity/Q923927,Jaime Lerner,http://www.wikidata.org/entity/Q155,Brazil,21
http://www.wikidata.org/entity/Q531360,Jorge Majfud,http://www.wikidata.org/entity/Q77,Uruguay,20
http://www.wikidata.org/entity/Q879020,Alfredo Baldomir,http://www.wikidata.org/entity/Q77,Uruguay,18
http://www.wikidata.org/entity/Q1043186,Carlos Raúl Villanueva,http://www.wikidata.org/entity/Q717,Venezuela,18
http://www.wikidata.org/entity/Q1043170,Carlos Páez Vilaró,http://www.wikidata.org/entity/Q77,Uruguay,17
http://www.wikidata.org/entity/Q601657,Tomás Romero Pereira,http://www.wikidata.org/entity/Q733,Paraguay,16
http://www.wikidata.org/entity/Q1797092,Manuel de Araújo Porto-Alegre,http://www.wikidata.org/entity/Q155,Brazil,15
http://www.wikidata.org/entity/Q382957,Affonso Eduardo Reidy,http://www.wikidata.org/entity/Q155,Brazil,14
http://www.wikidata.org/entity/Q1043127,Carlos Ott,http://www.wikidata.org/entity/Q77,Uruguay,14
http://www.wikidata.org/entity/Q1324787,Eladio Dieste,http://www.wikidata.org/entity/Q77,Uruguay,14
http://www.wikidata.org/entity/Q62570,Bruce Graham,http://www.wikidata.org/entity/Q739,Colombia,13
http://www.wikidata.org/entity/Q84902,Clemens Holzmeister,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q952826,Rafael Viñoly,http://www.wikidata.org/entity/Q77,Uruguay,13
http://www.wikidata.org/entity/Q962183,David Resnick,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q1674197,Ismael Nery,http://www.wikidata.org/entity/Q155,Brazil,13
http://www.wikidata.org/entity/Q153503,Juan Félix Sánchez,http://www.wikidata.org/entity/Q717,Venezuela,12
http://www.wikidata.org/entity/Q474810,Prilidiano Pueyrredón,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q523915,Alfredo Jaar,http://www.wikidata.org/entity/Q298,Chile,12
http://www.wikidata.org/entity/Q2637149,Vittorio Meano,http://www.wikidata.org/entity/Q414,Argentina,12
http://www.wikidata.org/entity/Q16217604,Sebastián Marroquínn,http://www.wikidata.org/entity/Q739,Colombia,12
http://www.wikidata.org/entity/Q16438439,Teresa Gisbert Carbonell,http://www.wikidata.org/entity/Q750,Bolivia,12
http://www.wikidata.org/entity/Q646455,Raimundo Infante,http://www.wikidata.org/entity/Q298,Chile,11
http://www.wikidata.org/entity/Q2698511,Gego,http://www.wikidata.org/entity/Q717,Venezuela,11
http://www.wikidata.org/entity/Q6003369,María Antonia de Paz y Figueroa,http://www.wikidata.org/entity/Q414,Argentina,11
http://www.wikidata.org/entity/Q655905,Emilio Ambasz,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q720236,Gregori Warchavchik,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q919397,Hugo Porta,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q998392,Rogelio Salmona,http://www.wikidata.org/entity/Q739,Colombia,10
http://www.wikidata.org/entity/Q1290871,Eduardo Catalano,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q1605781,Henri Ciriani,http://www.wikidata.org/entity/Q419,Peru,10
http://www.wikidata.org/entity/Q1797462,Ruy Ohtake,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q1733523,Mario Roberto Álvarez,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q2736436,Clorindo Testa,http://www.wikidata.org/entity/Q414,Argentina,10
http://www.wikidata.org/entity/Q4223514,Rosa Grena Kliass,http://www.wikidata.org/entity/Q155,Brazil,10
http://www.wikidata.org/entity/Q10319837,Lota de Macedo Soares,http://www.wikidata.org/entity/Q155,Brazil,10
