scientist,scientistLabel,sitelinks,countryLabel,deathdate
http://www.wikidata.org/entity/Q195953,Stefan de Vrij,51,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q202149,Martinus J. G. Veltman,63,Kingdom of the Netherlands,2021-01-04T00:00:00Z
http://www.wikidata.org/entity/Q207431,Louis van Gaal,68,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q207592,Sylvia Kristel,53,Kingdom of the Netherlands,2012-10-17T00:00:00Z
http://www.wikidata.org/entity/Q213574,Rutger Hauer,66,Kingdom of the Netherlands,2019-07-19T00:00:00Z
http://www.wikidata.org/entity/Q214475,Ayaan Hirsi Ali,67,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q216692,Ludvig Holberg,58,Norway,1754-01-28T00:00:00Z
http://www.wikidata.org/entity/Q216872,Tobias Asser,55,Kingdom of the Netherlands,1913-06-29T00:00:00Z
http://www.wikidata.org/entity/Q216872,Tobias Asser,55,Kingdom of the Netherlands,1913-07-29T00:00:00Z
http://www.wikidata.org/entity/Q219657,Frank de Boer,53,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q221411,Wim Kok,53,Kingdom of the Netherlands,2018-10-20T00:00:00Z
http://www.wikidata.org/entity/Q232364,Rem Koolhaas,54,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q272012,Eddie Van Halen,57,Kingdom of the Netherlands,2020-10-06T00:00:00Z
http://www.wikidata.org/entity/Q276280,Johan Huizinga,51,Kingdom of the Netherlands,1945-02-01T00:00:00Z
http://www.wikidata.org/entity/Q291644,Erna Solberg,74,Norway,
http://www.wikidata.org/entity/Q294214,Dirk Kuyt,64,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q309861,Jan Hendrik Oort,58,Kingdom of the Netherlands,1992-11-05T00:00:00Z
http://www.wikidata.org/entity/Q154460,Christian II of Denmark,51,Norway,1559-01-25T00:00:00Z
http://www.wikidata.org/entity/Q154912,Olav V of Norway,60,Norway,1991-01-17T00:00:00Z
http://www.wikidata.org/entity/Q154927,Haakon VII of Norway,64,Norway,1957-09-21T00:00:00Z
http://www.wikidata.org/entity/Q157212,Odd Hassel,53,Norway,1981-05-11T00:00:00Z
http://www.wikidata.org/entity/Q172345,Erik the Red,62,Norway,1003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q185548,Jostein Gaarder,73,Norway,
http://www.wikidata.org/entity/Q187988,Ragnar Frisch,68,Norway,1973-01-31T00:00:00Z
http://www.wikidata.org/entity/Q189408,Ole Einar Bjﾃｸrndalen,57,Norway,
http://www.wikidata.org/entity/Q189827,John Arne Riise,56,Norway,
http://www.wikidata.org/entity/Q191064,Liv Ullmann,63,Norway,
http://www.wikidata.org/entity/Q192688,Ivar Giaever,61,Norway,
http://www.wikidata.org/entity/Q202266,Margaret I of Denmark,56,Norway,1412-10-28T00:00:00Z
http://www.wikidata.org/entity/Q202693,Jo Nesbﾃｸ,53,Norway,
http://www.wikidata.org/entity/Q204205,Sonja Henie,55,Norway,1969-10-12T00:00:00Z
http://www.wikidata.org/entity/Q206446,Christian Lous Lange,51,Norway,1938-12-11T00:00:00Z
http://www.wikidata.org/entity/Q207824,Varg Vikernes,56,Norway,
http://www.wikidata.org/entity/Q62352,Johannes Heesters,53,Kingdom of the Netherlands,2011-12-24T00:00:00Z
http://www.wikidata.org/entity/Q62617,Armin van Buuren,56,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q62891,Heike Kamerlingh Onnes,85,Kingdom of the Netherlands,1926-02-21T00:00:00Z
http://www.wikidata.org/entity/Q79000,Pieter Zeeman,94,Kingdom of the Netherlands,1943-10-09T00:00:00Z
http://www.wikidata.org/entity/Q82180,Mata Hari,80,Kingdom of the Netherlands,1917-10-15T00:00:00Z
http://www.wikidata.org/entity/Q926,Roald Amundsen,164,Norway,1928-06-18T00:00:00Z
http://www.wikidata.org/entity/Q1271,Trygve Lie,76,Norway,1968-12-30T00:00:00Z
http://www.wikidata.org/entity/Q2514,Willy Brandt,113,Norway,1992-10-08T00:00:00Z
http://www.wikidata.org/entity/Q18976,Ole Gunnar Solskjﾃｦr,61,Norway,
http://www.wikidata.org/entity/Q25161,Roald Dahl,98,Norway,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q36661,Henrik Ibsen,161,Norway,1906-05-23T00:00:00Z
http://www.wikidata.org/entity/Q40826,Knut Hamsun,123,Norway,1952-02-19T00:00:00Z
http://www.wikidata.org/entity/Q41406,Edvard Munch,110,Norway,1944-01-23T00:00:00Z
http://www.wikidata.org/entity/Q44220,Anders Behring Breivik,88,Norway,
http://www.wikidata.org/entity/Q46405,Bjﾃｸrnstjerne Bjﾃｸrnson,117,Norway,1910-04-26T00:00:00Z
http://www.wikidata.org/entity/Q57287,Harald V of Norway,89,Norway,
http://www.wikidata.org/entity/Q57665,Jens Stoltenberg,92,Norway,
http://www.wikidata.org/entity/Q72292,Fridtjof Nansen,105,Norway,1930-05-13T00:00:00Z
http://www.wikidata.org/entity/Q73646,Thorstein Veblen,56,Norway,1929-08-03T00:00:00Z
http://www.wikidata.org/entity/Q927,Harry Mulisch,73,Kingdom of the Netherlands,2010-10-30T00:00:00Z
http://www.wikidata.org/entity/Q1470,M. C. Escher,80,Kingdom of the Netherlands,1972-03-27T00:00:00Z
http://www.wikidata.org/entity/Q1894,Memphis Depay,58,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q2339,Robin van Persie,89,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q5582,Vincent van Gogh,238,Kingdom of the Netherlands,1890-07-29T00:00:00Z
http://www.wikidata.org/entity/Q8556,Edsger W. Dijkstra,70,Kingdom of the Netherlands,2002-08-05T00:00:00Z
http://www.wikidata.org/entity/Q8556,Edsger W. Dijkstra,70,Kingdom of the Netherlands,2002-08-06T00:00:00Z
http://www.wikidata.org/entity/Q12769,Willem Drees,52,Kingdom of the Netherlands,1988-05-14T00:00:00Z
http://www.wikidata.org/entity/Q17163,Johan Cruyff,110,Kingdom of the Netherlands,2016-03-24T00:00:00Z
http://www.wikidata.org/entity/Q26069,Klaas-Jan Huntelaar,68,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q29574,Beatrix of the Netherlands,98,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q41688,Hendrik Lorentz,106,Kingdom of the Netherlands,1928-02-04T00:00:00Z
http://www.wikidata.org/entity/Q43913,Arjen Robben,89,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q45626,Ruud van Nistelrooy,68,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q57667,Dﾃｩsi Bouterse,58,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q57792,Mark Rutte,94,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q80621,Edvard Grieg,106,Norway,1907-09-04T00:00:00Z
http://www.wikidata.org/entity/Q80889,Sigrid Undset,107,Norway,1949-06-10T00:00:00Z
http://www.wikidata.org/entity/Q106807,Magnus Carlsen,92,Norway,
http://www.wikidata.org/entity/Q106812,Ivar Aasen,56,Norway,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q106812,Ivar Aasen,56,Norway,1896-09-23T00:00:00Z
http://www.wikidata.org/entity/Q107405,Lars Onsager,62,Norway,1976-10-05T00:00:00Z
http://www.wikidata.org/entity/Q124115,Niels Henrik Abel,92,Norway,1829-04-06T00:00:00Z
http://www.wikidata.org/entity/Q131045,Queen Sonja of Norway,51,Norway,
http://www.wikidata.org/entity/Q131259,Alexander Rybak,69,Norway,
http://www.wikidata.org/entity/Q133009,Gro Harlem Brundtland,83,Norway,
http://www.wikidata.org/entity/Q133622,Thor Heyerdahl,80,Norway,2002-04-18T00:00:00Z
http://www.wikidata.org/entity/Q151364,Vidkun Quisling,66,Norway,1945-10-24T00:00:00Z
http://www.wikidata.org/entity/Q153940,Christian I of Denmark,54,Norway,1481-05-30T00:00:00Z
http://www.wikidata.org/entity/Q327456,Hakim Ziyech,52,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q372379,Georginio Wijnaldum,56,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q448291,Gerald Vanenburg,51,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q460960,Queen Mﾃ｡xima of the Netherlands,54,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q482955,Edwin van der Sar,76,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q483629,Marco van Basten,81,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q484534,Guus Hiddink,62,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q484909,Clarence Seedorf,60,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q946457,John gusi Heipinga,53,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q1029982,Peter Bosz,54,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q5341373,Edvard Moser,52,Norway,
http://www.wikidata.org/entity/Q6796222,May-Britt Moser,68,Norway,
http://www.wikidata.org/entity/Q2239218,Max Verstappen,68,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q3259614,Ben Feringa,52,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q14544318,Martin Garrix,60,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q21808729,Alan Walker,53,Norway,
http://www.wikidata.org/entity/Q28967995,Erling Haaland,55,Norway,
http://www.wikidata.org/entity/Q541599,Dolores O'Riordan,74,Republic of Ireland,2018-01-15T00:00:00Z
http://www.wikidata.org/entity/Q775231,Niall Horan,54,Republic of Ireland,
http://www.wikidata.org/entity/Q834621,Bono,85,Republic of Ireland,
http://www.wikidata.org/entity/Q957543,Ernest Shackleton,71,Republic of Ireland,1922-01-05T00:00:00Z
http://www.wikidata.org/entity/Q6882,James Joyce,182,Republic of Ireland,1941-01-13T00:00:00Z
http://www.wikidata.org/entity/Q9130,Erwin Schrﾃｶdinger,140,Republic of Ireland,1961-01-04T00:00:00Z
http://www.wikidata.org/entity/Q19185,George Bernard Shaw,171,Republic of Ireland,1950-11-02T00:00:00Z
http://www.wikidata.org/entity/Q30875,Oscar Wilde,206,Republic of Ireland,1900-11-30T00:00:00Z
http://www.wikidata.org/entity/Q37327,Samuel Beckett,135,Republic of Ireland,1989-12-22T00:00:00Z
http://www.wikidata.org/entity/Q38257,Enya,114,Republic of Ireland,
http://www.wikidata.org/entity/Q40213,William Butler Yeats,136,Republic of Ireland,1939-01-28T00:00:00Z
http://www.wikidata.org/entity/Q41166,Jonathan Swift,149,Republic of Ireland,1745-10-19T00:00:00Z
http://www.wikidata.org/entity/Q57147,Michael Fassbender,68,Republic of Ireland,
http://www.wikidata.org/entity/Q57276,Michael D. Higgins,75,Republic of Ireland,
http://www.wikidata.org/entity/Q57815,Enda Kenny,58,Republic of Ireland,
http://www.wikidata.org/entity/Q58444,Liam Neeson,92,Republic of Ireland,
http://www.wikidata.org/entity/Q81520,Pierce Brosnan,89,Republic of Ireland,
http://www.wikidata.org/entity/Q93356,Seamus Heaney,90,Republic of Ireland,2013-08-30T00:00:00Z
http://www.wikidata.org/entity/Q103876,Peter O'Toole,98,Republic of Ireland,2013-12-14T00:00:00Z
http://www.wikidata.org/entity/Q106775,Richard Harris,64,Republic of Ireland,2002-10-25T00:00:00Z
http://www.wikidata.org/entity/Q131691,"Arthur Wellesley, 1st Duke of Wellington",93,Republic of Ireland,1852-09-14T00:00:00Z
http://www.wikidata.org/entity/Q154340,Francis Bacon,58,Republic of Ireland,1992-04-28T00:00:00Z
http://www.wikidata.org/entity/Q154550,Bertie Ahern,53,Republic of Ireland,
http://www.wikidata.org/entity/Q155907,"Sir George Stokes, 1st Baronet",53,Republic of Ireland,1903-02-01T00:00:00Z
http://www.wikidata.org/entity/Q166389,Daniel Day-Lewis,95,Republic of Ireland,
http://www.wikidata.org/entity/Q172035,Colin Farrell,69,Republic of Ireland,
http://www.wikidata.org/entity/Q173347,ﾃ・Eamon de Valera,68,Republic of Ireland,1975-08-29T00:00:00Z
http://www.wikidata.org/entity/Q174662,Mary McAleese,65,Republic of Ireland,
http://www.wikidata.org/entity/Q183631,Ernest Walton,74,Republic of Ireland,1995-06-25T00:00:00Z
http://www.wikidata.org/entity/Q184500,Johannes Scotus Eriugena,61,Republic of Ireland,0877-01-01T00:00:00Z
http://www.wikidata.org/entity/Q184572,Martin Sheen,66,Republic of Ireland,
http://www.wikidata.org/entity/Q184612,Robbie Keane,59,Republic of Ireland,
http://www.wikidata.org/entity/Q188214,Mary Robinson,68,Republic of Ireland,
http://www.wikidata.org/entity/Q188632,Roy Keane,60,Republic of Ireland,
http://www.wikidata.org/entity/Q193982,Sinﾃｩad O'Connor,59,Republic of Ireland,
http://www.wikidata.org/entity/Q200355,Olivia Wilde,68,Republic of Ireland,
http://www.wikidata.org/entity/Q202589,Cillian Murphy,66,Republic of Ireland,
http://www.wikidata.org/entity/Q203545,Michael Gambon,57,Republic of Ireland,
http://www.wikidata.org/entity/Q206856,Angela Lansbury,55,Republic of Ireland,
http://www.wikidata.org/entity/Q209641,John le Carrﾃｩ,73,Republic of Ireland,2020-12-12T00:00:00Z
http://www.wikidata.org/entity/Q214309,Sam Neill,51,Republic of Ireland,
http://www.wikidata.org/entity/Q216608,Bob Geldof,53,Republic of Ireland,
http://www.wikidata.org/entity/Q217495,Iris Murdoch,63,Republic of Ireland,1999-02-08T00:00:00Z
http://www.wikidata.org/entity/Q228603,Saoirse Ronan,67,Republic of Ireland,
http://www.wikidata.org/entity/Q229276,Maureen O'Hara,56,Republic of Ireland,2015-10-24T00:00:00Z
http://www.wikidata.org/entity/Q236236,Oliver Goldsmith,74,Republic of Ireland,1774-01-01T00:00:00Z
http://www.wikidata.org/entity/Q236236,Oliver Goldsmith,74,Republic of Ireland,1774-04-04T00:00:00Z
http://www.wikidata.org/entity/Q236326,Columba,52,Republic of Ireland,0597-06-11T00:00:00Z
http://www.wikidata.org/entity/Q237541,Veronica Guerin,59,Republic of Ireland,1996-06-26T00:00:00Z
http://www.wikidata.org/entity/Q306351,John O'Shea,56,Republic of Ireland,
http://www.wikidata.org/entity/Q1728820,Leo Varadkar,60,Republic of Ireland,
http://www.wikidata.org/entity/Q5162259,Conor McGregor,65,Republic of Ireland,
http://www.wikidata.org/entity/Q60758679,Duncan Laurence,61,Kingdom of the Netherlands,
http://www.wikidata.org/entity/Q21061212,William C. Campbell,54,Republic of Ireland,
http://www.wikidata.org/entity/Q352,Adolf Hitler,286,Weimar Republic,1945-04-30T00:00:00Z
http://www.wikidata.org/entity/Q937,Albert Einstein,287,Weimar Republic,1955-04-18T00:00:00Z
http://www.wikidata.org/entity/Q2518,Helmut Kohl,120,Weimar Republic,2017-06-16T00:00:00Z
http://www.wikidata.org/entity/Q2667,Paul von Hindenburg,93,Weimar Republic,1934-08-02T00:00:00Z
http://www.wikidata.org/entity/Q4612,Marlene Dietrich,180,Weimar Republic,1992-05-06T00:00:00Z
http://www.wikidata.org/entity/Q9021,Max Planck,161,Weimar Republic,1947-10-04T00:00:00Z
http://www.wikidata.org/entity/Q9387,Max Weber,148,Weimar Republic,1920-06-14T00:00:00Z
http://www.wikidata.org/entity/Q14060,Erwin Rommel,104,Weimar Republic,1944-10-14T00:00:00Z
http://www.wikidata.org/entity/Q28085,Adolf Eichmann,82,Weimar Republic,1962-06-01T00:00:00Z
http://www.wikidata.org/entity/Q35149,Wilhelm Rﾃｶntgen,142,Weimar Republic,1923-02-10T00:00:00Z
http://www.wikidata.org/entity/Q37030,Thomas Mann,150,Weimar Republic,1955-08-12T00:00:00Z
http://www.wikidata.org/entity/Q38757,Bertolt Brecht,144,Weimar Republic,1956-08-14T00:00:00Z
http://www.wikidata.org/entity/Q40904,Werner Heisenberg,126,Weimar Republic,1976-02-01T00:00:00Z
http://www.wikidata.org/entity/Q41585,David Hilbert,141,Weimar Republic,1943-02-14T00:00:00Z
http://www.wikidata.org/entity/Q43067,Heinrich Himmler,107,Weimar Republic,1945-05-23T00:00:00Z
http://www.wikidata.org/entity/Q44086,Carl Orff,60,Weimar Republic,1982-03-29T00:00:00Z
http://www.wikidata.org/entity/Q47695,Rudolf Christoph Eucken,92,Weimar Republic,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q47695,Rudolf Christoph Eucken,92,Weimar Republic,1926-09-14T00:00:00Z
http://www.wikidata.org/entity/Q47695,Rudolf Christoph Eucken,92,Weimar Republic,1926-09-15T00:00:00Z
http://www.wikidata.org/entity/Q48246,Ernst Haeckel,95,Weimar Republic,1919-08-09T00:00:00Z
http://www.wikidata.org/entity/Q48301,Martin Heidegger,126,Weimar Republic,1976-05-26T00:00:00Z
http://www.wikidata.org/entity/Q57075,Fritz Haber,84,Weimar Republic,1934-01-29T00:00:00Z
http://www.wikidata.org/entity/Q57085,Erich Fromm,101,Weimar Republic,1980-03-18T00:00:00Z
http://www.wikidata.org/entity/Q57095,Emanuel Lasker,77,Weimar Republic,1941-01-11T00:00:00Z
http://www.wikidata.org/entity/Q57109,Josef Mengele,67,Weimar Republic,1979-02-08T00:00:00Z
http://www.wikidata.org/entity/Q57123,Alfred Jodl,64,Weimar Republic,1946-10-16T00:00:00Z
http://www.wikidata.org/entity/Q57160,Friedrich Paulus,62,Weimar Republic,1957-02-01T00:00:00Z
http://www.wikidata.org/entity/Q57188,Ernst Cassirer,59,Weimar Republic,1945-04-13T00:00:00Z
http://www.wikidata.org/entity/Q57189,Hans Geiger,58,Weimar Republic,1945-09-24T00:00:00Z
http://www.wikidata.org/entity/Q57384,Wernher von Braun,99,Weimar Republic,1977-06-16T00:00:00Z
http://www.wikidata.org/entity/Q57386,Kurt Tucholsky,52,Weimar Republic,1935-12-21T00:00:00Z
http://www.wikidata.org/entity/Q60030,Herbert Marcuse,82,Weimar Republic,1979-07-29T00:00:00Z
http://www.wikidata.org/entity/Q61071,Walter Gropius,86,Weimar Republic,1969-07-05T00:00:00Z
http://www.wikidata.org/entity/Q71029,Hermann Weyl,68,Weimar Republic,1955-12-08T00:00:00Z
http://www.wikidata.org/entity/Q75786,Eduard Bernstein,64,Weimar Republic,1932-12-18T00:00:00Z
http://www.wikidata.org/entity/Q75823,Clara Zetkin,101,Weimar Republic,1933-06-20T00:00:00Z
http://www.wikidata.org/entity/Q75849,Alfred Rosenberg,68,Weimar Republic,1946-10-16T00:00:00Z
http://www.wikidata.org/entity/Q76358,Carl von Ossietzky,66,Weimar Republic,1938-05-04T00:00:00Z
http://www.wikidata.org/entity/Q76367,Martin Bormann,71,Weimar Republic,1945-05-02T00:00:00Z
http://www.wikidata.org/entity/Q76464,Otto Warburg,61,Weimar Republic,1970-08-01T00:00:00Z
http://www.wikidata.org/entity/Q76546,Erich Kﾃ､stner,65,Weimar Republic,1974-07-29T00:00:00Z
http://www.wikidata.org/entity/Q76604,Hans Fischer,61,Weimar Republic,1945-03-31T00:00:00Z
http://www.wikidata.org/entity/Q76610,Heinrich Otto Wieland,54,Weimar Republic,1957-08-05T00:00:00Z
http://www.wikidata.org/entity/Q76641,Felix Klein,67,Weimar Republic,1925-06-22T00:00:00Z
http://www.wikidata.org/entity/Q76972,Sophie Scholl,62,Weimar Republic,1943-02-22T00:00:00Z
http://www.wikidata.org/entity/Q77004,Ernst Thﾃ､lmann,59,Weimar Republic,1944-08-18T00:00:00Z
http://www.wikidata.org/entity/Q77024,Lion Feuchtwanger,56,Weimar Republic,1958-12-21T00:00:00Z
http://www.wikidata.org/entity/Q77024,Lion Feuchtwanger,56,Weimar Republic,1958-12-22T00:00:00Z
http://www.wikidata.org/entity/Q77072,Richard Willstﾃ､tter,63,Weimar Republic,1942-08-03T00:00:00Z
http://www.wikidata.org/entity/Q77087,Klaus Mann,54,Weimar Republic,1949-05-21T00:00:00Z
http://www.wikidata.org/entity/Q84423,Martin Buber,73,Weimar Republic,1965-06-13T00:00:00Z
http://www.wikidata.org/entity/Q127349,Josﾃｩ Echegaray,86,Spain,1916-09-14T00:00:00Z
http://www.wikidata.org/entity/Q127452,Dani Carvajal,62,Spain,
http://www.wikidata.org/entity/Q128799,Ricky Martin,81,Spain,
http://www.wikidata.org/entity/Q130853,Plﾃ｡cido Domingo,74,Spain,
http://www.wikidata.org/entity/Q131318,Juan Ramﾃｳn Jimﾃｩnez,94,Spain,1958-05-29T00:00:00Z
http://www.wikidata.org/entity/Q132589,Camilo Josﾃｩ Cela,89,Spain,2002-01-17T00:00:00Z
http://www.wikidata.org/entity/Q132738,Alberto Contador,65,Spain,
http://www.wikidata.org/entity/Q134644,Vicente Aleixandre,79,Spain,1984-12-14T00:00:00Z
http://www.wikidata.org/entity/Q134895,Javier Bardem,74,Spain,
http://www.wikidata.org/entity/Q144048,Rafael Benﾃｭtez,60,Spain,
http://www.wikidata.org/entity/Q150268,David De Gea,79,Spain,
http://www.wikidata.org/entity/Q150526,Santiago Ramﾃｳn y Cajal,89,Spain,1934-10-17T00:00:00Z
http://www.wikidata.org/entity/Q150665,"Charles VI, Holy Roman Emperor",71,Spain,1740-10-20T00:00:00Z
http://www.wikidata.org/entity/Q151152,Juan Gris,60,Spain,1927-05-11T00:00:00Z
http://www.wikidata.org/entity/Q151209,Anne of Austria,54,Spain,1666-01-20T00:00:00Z
http://www.wikidata.org/entity/Q151435,Montserrat Caballﾃｩ,81,Spain,2018-10-06T00:00:00Z
http://www.wikidata.org/entity/Q152384,Joan Mirﾃｳ,97,Spain,1983-12-25T00:00:00Z
http://www.wikidata.org/entity/Q152549,Maria Theresa of Spain,51,Spain,1683-01-01T00:00:00Z
http://www.wikidata.org/entity/Q152549,Maria Theresa of Spain,51,Spain,1683-07-30T00:00:00Z
http://www.wikidata.org/entity/Q152768,Daniel Barenboim,51,Spain,
http://www.wikidata.org/entity/Q153020,Josﾃｩ Ortega y Gasset,78,Spain,1955-10-18T00:00:00Z
http://www.wikidata.org/entity/Q153300,Paco de Lucﾃｭa,62,Spain,2014-02-25T00:00:00Z
http://www.wikidata.org/entity/Q155290,Julio Salinas,52,Spain,
http://www.wikidata.org/entity/Q156548,Queen Sofﾃｭa of Spain,55,Spain,
http://www.wikidata.org/entity/Q156799,Felipe Gonzﾃ｡lez,59,Spain,
http://www.wikidata.org/entity/Q160702,Josﾃｩ Raﾃｺl Capablanca,83,Spain,1942-03-08T00:00:00Z
http://www.wikidata.org/entity/Q160894,Spaniards,82,Spain,
http://www.wikidata.org/entity/Q161069,David Silva,74,Spain,
http://www.wikidata.org/entity/Q162819,Catherine of Aragon,74,Spain,1536-01-17T00:00:00Z
http://www.wikidata.org/entity/Q163666,Pepe Reina,73,Spain,
http://www.wikidata.org/entity/Q164038,Pep Guardiola,80,Spain,
http://www.wikidata.org/entity/Q164546,Alfredo Di Stﾃｩfano,83,Spain,2014-07-07T00:00:00Z
