Country,Amount,Date
"Singapore","$110,479.80",2014
"Gabon","$108,243.99",2014
"Venezuela","$53,546.90",2014
"Papua New Guinea","$50,009.62",2014
"Maldives","$48,137.57",2014
"Vietnam","$47,427.08",2014
"Denmark","$45,747.33",2014
"Faroe Islands","$45,747.33",2014
"Malaysia","$45,724.74",2014
"Malawi","$45,000.00",2013
"Norway","$44,514.79",2014
"Fiji","$40,374.91",2014
"Cameroon","$40,000.00",2014
"Bermuda","$40,000.00",2014
"Greenland","$39,342.70",2013
"Andorra","$38,918.48",2014
"Equatorial Guinea","$38,530.85",2013
"Brunei","$37,091.89",2014
"Grenada","$36,574.07",2014
"Israel","$36,391.55",2014
"Ethiopia","$35,873.99",2014
"Jordan","$35,157.86",2014
"Monaco","$34,139.01",2013
"The Bahamas","$33,000.00",2014
"Finland","$32,773.45",2014
"Portugal","$32,773.45",2014
"Jamaica","$32,518.84",2014
"Angola","$32,500.00",2014
"Jersey","$31,584.64",2014
"Hong Kong","$31,567.28",2014
"Saint Lucia","$31,481.48",2014
"Tunisia","$31,476.24",2014
"Switzerland","$31,439.48",2014
"Netherlands","$31,407.89",2014
"Trinidad and Tobago","$31,335.68",2014
"Sri Lanka","$31,285.77",2014
"Iceland","$31,230.73",2014
"Bangladesh","$31,070.59",2014
"Nepal","$30,165.94",2014
"Bahrain","$30,075.66",2014
"Ireland","$30,042.33",2014
"Syria","$30,000.00",2014
"Iran","$30,000.00",2014
"Mongolia","$30,000.00",2014
"Barbados","$30,000.00",2014
"Democratic Republic of the Congo","$30,000.00",2014
"Dominica","$28,796.30",2013
"Vanuatu","$28,690.69",2013
"Senegal","$28,337.00",2014
"Costa Rica","$28,250.00",2014
"Azerbaijan","$28,043.34",2014
"South Korea","$28,033.98",2014
"Austria","$27,993.99",2014
"Malta","$27,993.99",2014
"Mozambique","$27,820.80",2014
"Latvia","$27,766.95",2014
"Sweden","$27,540.62",2014
"Luxembourg","$27,516.05",2014
"New Caledonia","$27,366.05",2013
"Italy","$27,311.21",2014
"Belgium","$27,311.21",2014
"New Zealand","$27,171.64",2014
"Indonesia","$27,147.77",2014
"United Kingdom","$26,604.59",2014
"Afghanistan","$26,250.00",2014
"Sudan","$26,000.00",2014
"Spain","$25,945.65",2014
"Egypt","$25,865.04",2014
"Germany","$25,501.84",2014
"Guernsey","$25,353.34",2014
"Ecuador","$25,000.00",2014
"Uzbekistan","$25,000.00",2014
"Cambodia","$25,000.00",2014
"Armenia","$25,000.00",2014
"Kyrgyzstan","$25,000.00",2014
"Puerto Rico","$24,997.50",2014
"Croatia","$24,967.45",2014
"Botswana","$24,706.05",2014
"Cyprus","$24,580.09",2014
"Australia","$24,568.85",2014
"China","$24,468.62",2014
"Greece","$24,068.00",2014
"Slovenia","$23,971.05",2014
"Montenegro","$23,897.31",2014
"Burma","$23,850.09",2014
"Algeria","$23,845.14",2014
"Samoa","$23,399.28",2013
"Thailand","$22,984.98",2014
"Estonia","$22,955.07",2014
"Georgia","$22,937.10",2014
"France","$22,531.75",2014
"Argentina","$22,500.00",2014
"Cayman Islands","$22,500.00",2014
"Belarus","$22,500.00",2014
"Haiti","$22,000.00",2014
"Hungary","$21,919.25",2014
"Morocco","$21,894.24",2014
"Belize","$21,875.00",2014
"Dominican Republic","$21,840.15",2014
"Republic of Macedonia","$21,782.93",2014
"Lithuania","$21,752.03",2014
"Brazil","$21,687.36",2014
"Japan","$21,597.23",2014
"Turkmenistan","$21,500.00",2013
"Poland","$21,215.48",2014
"Burundi","$21,100.00",2013
"Bulgaria","$21,026.07",2014
"Serbia","$20,939.50",2014
"Slovakia","$20,916.97",2014
"Bosnia and Herzegovina","$20,903.01",2014
"Ukraine","$20,843.58",2014
"Romania","$20,634.20",2014
"Turkey","$20,141.44",2014
"Kazakhstan","$20,061.29",2014
"Canada","$20,043.14",2014
"Guatemala","$20,005.81",2014
"Peru","$20,000.00",2014
"United States","$20,000.00",2014
"Mali","$20,000.00",2014
"Nicaragua","$20,000.00",2014
"Honduras","$20,000.00",2014
"Laos","$20,000.00",2014
"Guam","$20,000.00",2013
"Czech Republic","$19,958.59",2014
"Kenya","$19,906.49",2014
"Taiwan","$19,788.92",2014
"Curacao","$19,673.18",2013
"Albania","$19,418.37",2014
"Russia","$19,360.44",2014
"Gibraltar","$19,122.05",2014
"United Arab Emirates","$19,057.47",2014
"Zimbabwe","$19,000.00",2014
"Paraguay","$19,000.00",2014
"Bolivia","$19,000.00",2014
