head,country,headLabel,countryLabel,sitelinks
http://www.wikidata.org/entity/Q30917,http://www.wikidata.org/entity/Q39,Swiss Federal Council,Switzerland,46
http://www.wikidata.org/entity/Q103838608,http://www.wikidata.org/entity/Q419,Pedro Castillo,Peru,46
http://www.wikidata.org/entity/Q103838608,http://www.wikidata.org/entity/Q419,Pedro Castillo,Peru,46
http://www.wikidata.org/entity/Q1568274,http://www.wikidata.org/entity/Q1030,Hage Gottfried Geingob,Namibia,45
http://www.wikidata.org/entity/Q25597826,http://www.wikidata.org/entity/Q813,Sadyr Zhaparov,Kyrgyzstan,45
http://www.wikidata.org/entity/Q57158,http://www.wikidata.org/entity/Q41304,Hermann Müller,Weimar Republic,45
http://www.wikidata.org/entity/Q77156,http://www.wikidata.org/entity/Q41304,Constantin Fehrenbach,Weimar Republic,45
http://www.wikidata.org/entity/Q6800406,http://www.wikidata.org/entity/Q77,Luis Lacalle Pou,Uruguay,45
http://www.wikidata.org/entity/Q9122260,http://www.wikidata.org/entity/Q711,Khaltmaagiin Battulga,Mongolia,45
http://www.wikidata.org/entity/Q6800406,http://www.wikidata.org/entity/Q77,Luis Lacalle Pou,Uruguay,45
http://www.wikidata.org/entity/Q641805,http://www.wikidata.org/entity/Q817,Nawaf Al-Ahmad Al-Jaber Al-Sabah,Kuwait,44
http://www.wikidata.org/entity/Q77179,http://www.wikidata.org/entity/Q41304,Wilhelm Cuno,Weimar Republic,44
http://www.wikidata.org/entity/Q297825,http://www.wikidata.org/entity/Q225,Željko Komšić,Bosnia and Herzegovina,44
http://www.wikidata.org/entity/Q335688,http://www.wikidata.org/entity/Q225,Milorad Dodik,Bosnia and Herzegovina,44
http://www.wikidata.org/entity/Q920403,http://www.wikidata.org/entity/Q27,Micheál Martin,Republic of Ireland,44
http://www.wikidata.org/entity/Q66094865,http://www.wikidata.org/entity/Q212,Denys Shmyhal,Ukraine,44
http://www.wikidata.org/entity/Q57429,http://www.wikidata.org/entity/Q786,Danilo Medina,Dominican Republic,43
http://www.wikidata.org/entity/Q3195923,http://www.wikidata.org/entity/Q837,Khadga Prasad Sharma Oli,Nepal,42
http://www.wikidata.org/entity/Q57519,http://www.wikidata.org/entity/Q574,Taur Matan Ruak,Timor-Leste,42
http://www.wikidata.org/entity/Q57830,http://www.wikidata.org/entity/Q712,Frank Bainimarama,Fiji,42
http://www.wikidata.org/entity/Q6827147,http://www.wikidata.org/entity/Q244,Mia Mottley,Barbados,42
http://www.wikidata.org/entity/Q97999161,http://www.wikidata.org/entity/Q236,Zdravko Krivokapić,Montenegro,41
http://www.wikidata.org/entity/Q515602,http://www.wikidata.org/entity/Q970,Azali Assoumani,Comoros,40
http://www.wikidata.org/entity/Q15467111,http://www.wikidata.org/entity/Q833,Abdullah of Pahang,Malaysia,40
http://www.wikidata.org/entity/Q63111184,http://www.wikidata.org/entity/Q1049,Abdel Fattah al-Burhan,Sudan,40
http://www.wikidata.org/entity/Q515602,http://www.wikidata.org/entity/Q970,Azali Assoumani,Comoros,40
http://www.wikidata.org/entity/Q897790,http://www.wikidata.org/entity/Q574,Francisco Guterres,Timor-Leste,40
http://www.wikidata.org/entity/Q5541411,http://www.wikidata.org/entity/Q712,Jioji (George) Konrote,Fiji,40
http://www.wikidata.org/entity/Q48136013,http://www.wikidata.org/entity/Q733,Mario Abdo Benítez,Paraguay,40
http://www.wikidata.org/entity/Q477828,http://www.wikidata.org/entity/Q30747910,Amrullah Saleh,Islamic Republic of Afghanistan,40
http://www.wikidata.org/entity/Q57723,http://www.wikidata.org/entity/Q683,Tuila'epa Sa'ilele Malielegaoi,Samoa,40
http://www.wikidata.org/entity/Q37860840,http://www.wikidata.org/entity/Q233,Robert Abela,Malta,40
http://www.wikidata.org/entity/Q48136013,http://www.wikidata.org/entity/Q733,Mario Abdo Benítez,Paraguay,40
http://www.wikidata.org/entity/Q983402,http://www.wikidata.org/entity/Q854,Ranil Wickremesinghe,Sri Lanka,39
http://www.wikidata.org/entity/Q5679624,http://www.wikidata.org/entity/Q822,Hassan Diab,Lebanon,39
http://www.wikidata.org/entity/Q467948,http://www.wikidata.org/entity/Q20,Jonas Gahr Støre,Norway,39
http://www.wikidata.org/entity/Q3462649,http://www.wikidata.org/entity/Q836,Min Aung Hlaing,Myanmar,38
http://www.wikidata.org/entity/Q57313851,http://www.wikidata.org/entity/Q917,Lotay Tshering,Bhutan,38
http://www.wikidata.org/entity/Q336285,http://www.wikidata.org/entity/Q695,Tommy Remengesau,Palau,38
http://www.wikidata.org/entity/Q3736499,http://www.wikidata.org/entity/Q211,Krišjānis Kariņš,Latvia,38
http://www.wikidata.org/entity/Q27043179,http://www.wikidata.org/entity/Q184,Roman Golovchenko,Belarus,38
http://www.wikidata.org/entity/Q26996246,http://www.wikidata.org/entity/Q800,Carlos Alvarado Quesada,Costa Rica,37
http://www.wikidata.org/entity/Q55614252,http://www.wikidata.org/entity/Q826,Ibrahim Mohamed Solih,Maldives,37
http://www.wikidata.org/entity/Q7395683,http://www.wikidata.org/entity/Q1030,Saara Kuugongelwa,Namibia,37
http://www.wikidata.org/entity/Q26996246,http://www.wikidata.org/entity/Q800,Carlos Alvarado Quesada,Costa Rica,37
http://www.wikidata.org/entity/Q55614252,http://www.wikidata.org/entity/Q826,Ibrahim Mohamed Solih,Maldives,37
http://www.wikidata.org/entity/Q333135,http://www.wikidata.org/entity/Q730,Chan Santokhi,Suriname,37
http://www.wikidata.org/entity/Q333135,http://www.wikidata.org/entity/Q730,Chan Santokhi,Suriname,37
http://www.wikidata.org/entity/Q20090884,http://www.wikidata.org/entity/Q709,Hilda C. Heine,Marshall Islands,37
http://www.wikidata.org/entity/Q54982996,http://www.wikidata.org/entity/Q230,Mamuka Bakhtadze,Georgia,37
http://www.wikidata.org/entity/Q709734,http://www.wikidata.org/entity/Q1039,Evaristo Carvalho,São Tomé and Príncipe,36
http://www.wikidata.org/entity/Q57823,http://www.wikidata.org/entity/Q784,Roosevelt Skerrit,Dominica,35
http://www.wikidata.org/entity/Q123939,http://www.wikidata.org/entity/Q39,Alain Berset,Switzerland,35
http://www.wikidata.org/entity/Q12850075,http://www.wikidata.org/entity/Q227,Ali Asadov,Azerbaijan,35
http://www.wikidata.org/entity/Q5220343,http://www.wikidata.org/entity/Q1042,Danny Faure,Seychelles,34
http://www.wikidata.org/entity/Q16120878,http://www.wikidata.org/entity/Q948,Kais Saied,Tunisia,34
http://www.wikidata.org/entity/Q16202782,http://www.wikidata.org/entity/Q1020,Lazarus Chakwera,Malawi,34
http://www.wikidata.org/entity/Q370110,http://www.wikidata.org/entity/Q769,Keith Mitchell,Grenada,34
http://www.wikidata.org/entity/Q16202782,http://www.wikidata.org/entity/Q1020,Lazarus Chakwera,Malawi,34
http://www.wikidata.org/entity/Q27654948,http://www.wikidata.org/entity/Q1049,Abdalla Hamdok,Sudan,34
http://www.wikidata.org/entity/Q28122455,http://www.wikidata.org/entity/Q804,Laurentino Cortizo,Panama,34
http://www.wikidata.org/entity/Q1508402,http://www.wikidata.org/entity/Q233,George William Vella,Malta,34
http://www.wikidata.org/entity/Q3377548,http://www.wikidata.org/entity/Q213,Petr Fiala,Czech Republic,34
http://www.wikidata.org/entity/Q28002959,http://www.wikidata.org/entity/Q265,Abdulla Nigmatovich Aripov,Uzbekistan,34
http://www.wikidata.org/entity/Q2134696,http://www.wikidata.org/entity/Q774,Alejandro Giammattei,Guatemala,33
http://www.wikidata.org/entity/Q16594097,http://www.wikidata.org/entity/Q786,Luis Abinader,Dominican Republic,33
http://www.wikidata.org/entity/Q551904,http://www.wikidata.org/entity/Q865,Su Tseng-chang,Taiwan,33
http://www.wikidata.org/entity/Q2134696,http://www.wikidata.org/entity/Q774,Alejandro Giammattei,Guatemala,33
http://www.wikidata.org/entity/Q19057400,http://www.wikidata.org/entity/Q1029,Carlos Agostinho do Rosário,Mozambique,33
http://www.wikidata.org/entity/Q23899522,http://www.wikidata.org/entity/Q1011,Ulisses Correia e Silva,Cape Verde,33
http://www.wikidata.org/entity/Q85317569,http://www.wikidata.org/entity/Q796,Mustafa Al-Kadhimi,Iraq,33
http://www.wikidata.org/entity/Q23034482,http://www.wikidata.org/entity/Q710,Taneti Maamau,Kiribati,33
http://www.wikidata.org/entity/Q47461098,http://www.wikidata.org/entity/Q754,Paula-Mae Weekes,Trinidad and Tobago,33
http://www.wikidata.org/entity/Q23034482,http://www.wikidata.org/entity/Q710,Taneti Maamau,Kiribati,33
http://www.wikidata.org/entity/Q283829,http://www.wikidata.org/entity/Q1044,Julius Maada Bio,Sierra Leone,32
http://www.wikidata.org/entity/Q16732648,http://www.wikidata.org/entity/Q778,Hubert Minnis,The Bahamas,32
http://www.wikidata.org/entity/Q17177542,http://www.wikidata.org/entity/Q781,Gaston Browne,Antigua and Barbuda,32
http://www.wikidata.org/entity/Q54901515,http://www.wikidata.org/entity/Q79,Moustafa Madbouly,Egypt,32
http://www.wikidata.org/entity/Q27329764,http://www.wikidata.org/entity/Q967,Évariste Ndayishimiye,Burundi,31
http://www.wikidata.org/entity/Q16206405,http://www.wikidata.org/entity/Q657,Mahamat Déby Itno,Chad,31
http://www.wikidata.org/entity/Q57800,http://www.wikidata.org/entity/Q757,Ralph Gonsalves,Saint Vincent and the Grenadines,31
http://www.wikidata.org/entity/Q58140,http://www.wikidata.org/entity/Q398,Salman bin Hamad bin Isa Al Khalifa,Bahrain,31
http://www.wikidata.org/entity/Q6138903,http://www.wikidata.org/entity/Q691,James Marape,Papua New Guinea,31
http://www.wikidata.org/entity/Q3331362,http://www.wikidata.org/entity/Q836,Myint Swe,Myanmar,30
http://www.wikidata.org/entity/Q98497406,http://www.wikidata.org/entity/Q912,Assimi Goïta,Mali,30
http://www.wikidata.org/entity/Q505200,http://www.wikidata.org/entity/Q766,Andrew Holness,Jamaica,30
http://www.wikidata.org/entity/Q15222839,http://www.wikidata.org/entity/Q863,Kokhir Rasulzoda,Tajikistan,30
http://www.wikidata.org/entity/Q63441935,http://www.wikidata.org/entity/Q810,Bisher Al-Khasawneh,Jordan,30
http://www.wikidata.org/entity/Q66765492,http://www.wikidata.org/entity/Q697,Lionel Aingimea,Nauru,30
http://www.wikidata.org/entity/Q21001195,http://www.wikidata.org/entity/Q228,Xavier Espot Zamora,Andorra,30
http://www.wikidata.org/entity/Q66765492,http://www.wikidata.org/entity/Q697,Lionel Aingimea,Nauru,30
http://www.wikidata.org/entity/Q12241106,http://www.wikidata.org/entity/Q1025,Mohamed Ould Ghazouani,Mauritania,29
http://www.wikidata.org/entity/Q16855164,http://www.wikidata.org/entity/Q1007,Umaro Sissoco Embaló,Guinea-Bissau,29
http://www.wikidata.org/entity/Q10806940,http://www.wikidata.org/entity/Q881,Phạm Minh Chính,Vietnam,29
http://www.wikidata.org/entity/Q64840184,http://www.wikidata.org/entity/Q734,Irfaan Ali,Guyana,29
http://www.wikidata.org/entity/Q6084858,http://www.wikidata.org/entity/Q833,Ismail Sabri Yaakob,Malaysia,28
http://www.wikidata.org/entity/Q10522744,http://www.wikidata.org/entity/Q977,Abdoulkader Kamil Mohamed,Djibouti,28
http://www.wikidata.org/entity/Q106496152,http://www.wikidata.org/entity/Q790,Claude Joseph,Haiti,28
http://www.wikidata.org/entity/Q20525169,http://www.wikidata.org/entity/Q225,Šefik Džaferović,Bosnia and Herzegovina,28
http://www.wikidata.org/entity/Q32060530,http://www.wikidata.org/entity/Q686,Tallis Obed Moses,Vanuatu,28
http://www.wikidata.org/entity/Q1638114,http://www.wikidata.org/entity/Q1028,Aziz Akhannouch,Morocco,27
http://www.wikidata.org/entity/Q16203640,http://www.wikidata.org/entity/Q760,Allen Chastanet,Saint Lucia,27
http://www.wikidata.org/entity/Q28950289,http://www.wikidata.org/entity/Q218,Nicolae Ciucă,Romania,27
http://www.wikidata.org/entity/Q46227987,http://www.wikidata.org/entity/Q214,Eduard Heger,Slovakia,27
http://www.wikidata.org/entity/Q2960197,http://www.wikidata.org/entity/Q784,Charles Savarin,Dominica,26
http://www.wikidata.org/entity/Q20658229,http://www.wikidata.org/entity/Q709,David Kabua,Marshall Islands,26
http://www.wikidata.org/entity/Q63872093,http://www.wikidata.org/entity/Q702,David W. Panuelo,Federated States of Micronesia,26
http://www.wikidata.org/entity/Q19501831,http://www.wikidata.org/entity/Q225,Denis Zvizdić,Bosnia and Herzegovina,26
http://www.wikidata.org/entity/Q63872093,http://www.wikidata.org/entity/Q702,David W. Panuelo,Federated States of Micronesia,26
http://www.wikidata.org/entity/Q105193792,http://www.wikidata.org/entity/Q217,Natalia Gavrilița,Moldova,26
http://www.wikidata.org/entity/Q65556229,http://www.wikidata.org/entity/Q1000,Rose Christiane Raponda,Gabon,25
http://www.wikidata.org/entity/Q6384971,http://www.wikidata.org/entity/Q754,Keith Rowley,Trinidad and Tobago,25
http://www.wikidata.org/entity/Q543260,http://www.wikidata.org/entity/Q237,Giuseppe Bertello,Vatican City,25
http://www.wikidata.org/entity/Q3401447,http://www.wikidata.org/entity/Q1027,Pravind Jugnauth,Mauritius,24
http://www.wikidata.org/entity/Q60441515,http://www.wikidata.org/entity/Q1009,Joseph Ngute,Cameroon,24
http://www.wikidata.org/entity/Q108741355,http://www.wikidata.org/entity/Q948,Najla Bouden,Tunisia,24
http://www.wikidata.org/entity/Q32014514,http://www.wikidata.org/entity/Q683,Va'aletoa Sualauvi II,Samoa,24
http://www.wikidata.org/entity/Q79358625,http://www.wikidata.org/entity/Q241,Manuel Marrero Cruz,Cuba,24
http://www.wikidata.org/entity/Q1568174,http://www.wikidata.org/entity/Q1042,Wavel Ramkalawan,Seychelles,23
http://www.wikidata.org/entity/Q23928873,http://www.wikidata.org/entity/Q971,Clément Mouamba,Republic of the Congo,23
http://www.wikidata.org/entity/Q54806925,http://www.wikidata.org/entity/Q1019,Christian Ntsay,Madagascar,23
http://www.wikidata.org/entity/Q6266369,http://www.wikidata.org/entity/Q242,Johnny Briceño,Belize,23
http://www.wikidata.org/entity/Q86715481,http://www.wikidata.org/entity/Q1007,Nuno Nabian,Guinea-Bissau,22
http://www.wikidata.org/entity/Q91621859,http://www.wikidata.org/entity/Q1013,Moeketsi Majoro,Lesotho,22
http://www.wikidata.org/entity/Q3318398,http://www.wikidata.org/entity/Q1032,Mohamed Bazoum,Niger,21
http://www.wikidata.org/entity/Q77311543,http://www.wikidata.org/entity/Q1027,Prithvirajsing Roopun,Mauritius,21
http://www.wikidata.org/entity/Q1740843,http://www.wikidata.org/entity/Q1036,Ruhakana Rugunda,Uganda,21
http://www.wikidata.org/entity/Q27231038,http://www.wikidata.org/entity/Q967,Alain-Guillaume Bunyoni,Burundi,21
http://www.wikidata.org/entity/Q38188115,http://www.wikidata.org/entity/Q1037,Édouard Ngirente,Rwanda,21
http://www.wikidata.org/entity/Q56818689,http://www.wikidata.org/entity/Q423,Kim Jae-ryong,North Korea,21
http://www.wikidata.org/entity/Q3126401,http://www.wikidata.org/entity/Q1008,Hamed Bakayoko,Côte d'Ivoire,20
http://www.wikidata.org/entity/Q3529064,http://www.wikidata.org/entity/Q763,Timothy Harris,Saint Kitts and Nevis,20
http://www.wikidata.org/entity/Q5984807,http://www.wikidata.org/entity/Q1006,Ibrahima Kassory Fofana,Guinea,20
http://www.wikidata.org/entity/Q12219691,http://www.wikidata.org/entity/Q817,Sabah Al-Khalid Al-Sabah,Kuwait,20
http://www.wikidata.org/entity/Q63967715,http://www.wikidata.org/entity/Q974,Sylvestre Ilunga,Democratic Republic of the Congo,20
http://www.wikidata.org/entity/Q5446290,http://www.wikidata.org/entity/Q683,Fiamē Naomi Mataʻafa,Samoa,20
http://www.wikidata.org/entity/Q16190741,http://www.wikidata.org/entity/Q686,Bob Loughman,Vanuatu,20
http://www.wikidata.org/entity/Q56825894,http://www.wikidata.org/entity/Q232,Alihan Smaiylov,Kazakhstan,20
http://www.wikidata.org/entity/Q110666454,http://www.wikidata.org/entity/Q965,Paul Henri Sandaogo Damiba,Burkina Faso,19
http://www.wikidata.org/entity/Q60455401,http://www.wikidata.org/entity/Q858,Hussein Arnous,Syria,19
http://www.wikidata.org/entity/Q99605101,http://www.wikidata.org/entity/Q1045,Mohamed Hussein Roble,Somalia,19
http://www.wikidata.org/entity/Q26703072,http://www.wikidata.org/entity/Q695,Surangel Whipps Jr.,Palau,19
http://www.wikidata.org/entity/Q30882650,http://www.wikidata.org/entity/Q347,Daniel Risch,Liechtenstein,19
http://www.wikidata.org/entity/Q48778102,http://www.wikidata.org/entity/Q678,Pohiva Tuʻiʻonetoa,Tonga,19
http://www.wikidata.org/entity/Q7180477,http://www.wikidata.org/entity/Q819,Phankham Viphavan,Laos,18
http://www.wikidata.org/entity/Q24761111,http://www.wikidata.org/entity/Q983,Francisco Pascual Obama Asue,Equatorial Guinea,18
http://www.wikidata.org/entity/Q61889435,http://www.wikidata.org/entity/Q929,Firmin Ngrébada,Central African Republic,18
http://www.wikidata.org/entity/Q83849153,http://www.wikidata.org/entity/Q846,Khalid bin Khalifa bin Abdul Aziz Al Thani,Qatar,18
http://www.wikidata.org/entity/Q24248226,http://www.wikidata.org/entity/Q711,Oyunerdene Luvsannamsrai,Mongolia,18
http://www.wikidata.org/entity/Q96612848,http://www.wikidata.org/entity/Q262,Aymen Benabderrahmane,Algeria,18
http://www.wikidata.org/entity/Q16682496,http://www.wikidata.org/entity/Q945,Victoire Dogbé Tomegah,Togo,17
http://www.wikidata.org/entity/Q16973942,http://www.wikidata.org/entity/Q1050,Themba Nhlanganiso Masuku,Eswatini,17
http://www.wikidata.org/entity/Q2995293,http://www.wikidata.org/entity/Q427941,Mohammad Rabbani,Islamic Emirate of Afghanistan,17
http://www.wikidata.org/entity/Q2964323,http://www.wikidata.org/entity/Q912,Choguel Kokalla Maïga,Mali,16
http://www.wikidata.org/entity/Q57373157,http://www.wikidata.org/entity/Q805,Maeen Abdulmalik Saeed,Yemen,16
http://www.wikidata.org/entity/Q6378927,http://www.wikidata.org/entity/Q672,Kausea Natano,Tuvalu,16
http://www.wikidata.org/entity/Q105319610,http://www.wikidata.org/entity/Q1016,Mohamed al-Menfi,Libya,15
http://www.wikidata.org/entity/Q57085436,http://www.wikidata.org/entity/Q1039,Jorge Bom Jesus,São Tomé and Príncipe,15
http://www.wikidata.org/entity/Q105319569,http://www.wikidata.org/entity/Q1016,Abdulhamid Dbeibeh,Libya,15
http://www.wikidata.org/entity/Q20556507,http://www.wikidata.org/entity/Q235,Pierre Dartout,Monaco,15
http://www.wikidata.org/entity/Q28968159,http://www.wikidata.org/entity/Q238,Mimma Zavoli,San Marino,15
http://www.wikidata.org/entity/Q28968160,http://www.wikidata.org/entity/Q238,Vanessa D'Ambrosio,San Marino,15
http://www.wikidata.org/entity/Q98053664,http://www.wikidata.org/entity/Q734,Mark Phillips,Guyana,15
http://www.wikidata.org/entity/Q7110324,http://www.wikidata.org/entity/Q1032,Ouhoumoudou Mahamadou,Niger,14
http://www.wikidata.org/entity/Q53863493,http://www.wikidata.org/entity/Q1044,David J. Francis,Sierra Leone,14
http://www.wikidata.org/entity/Q7331464,http://www.wikidata.org/entity/Q685,Rick Hou,Solomon Islands,14
http://www.wikidata.org/entity/Q98137599,http://www.wikidata.org/entity/Q1025,Mohamed Ould Bilal,Mauritania,13
http://www.wikidata.org/entity/Q3609898,http://www.wikidata.org/entity/Q238,Alessandro Cardelli,San Marino,11
http://www.wikidata.org/entity/Q4665452,http://www.wikidata.org/entity/Q427941,Abdul Kabir,Islamic Emirate of Afghanistan,10
http://www.wikidata.org/entity/Q4060344,http://www.wikidata.org/entity/Q813,Akylbek Japarov,Kyrgyzstan,9
http://www.wikidata.org/entity/Q99485737,http://www.wikidata.org/entity/Q238,Mirko Dolcini,San Marino,7
