,country,number,item,item_id,shortform,pageid,wikidata_description
0,Afghanistan,47,Abdul Ghani Baradar,http://www.wikidata.org/entity/Q317219,wd:Q317219,26215955,Talliban leader
1,Afghanistan,20,Al-Shahrastani,http://www.wikidata.org/entity/Q1050887,wd:Q1050887,7790479,Persian Muslim scholar and historian
2,Afghanistan,14,Abdul Salam Hanafi,http://www.wikidata.org/entity/Q107919266,wd:Q107919266,68405288,Taliban senior leader
3,Afghanistan,9,Abdul Hakim Ishaqzai,http://www.wikidata.org/entity/Q108122545,wd:Q108122545,68494641,Afghan Taliban leader and former Chief Justice
4,Afghanistan,7,Ibrahim Sadr,http://www.wikidata.org/entity/Q108301306,wd:Q108301306,68567720,interior minister of Afghanistan
5,Afghanistan,7,Muhammad Asif Mohseni,http://www.wikidata.org/entity/Q6932417,wd:Q6932417,1886674,Afghan grand ayatollah
6,Afghanistan,6,Din Mohammad Hanif,http://www.wikidata.org/entity/Q108130732,wd:Q108130732,68502667,Afghan Taliban leader and politician
7,Afghanistan,6,Abdul Manan Omari,http://www.wikidata.org/entity/Q108067769,wd:Q108067769,68467072,Afghan minister senior leader of the Taliban
8,Afghanistan,5,Naeem Wardak,http://www.wikidata.org/entity/Q107535373,wd:Q107535373,68240543,Taliban spokesperson
9,Afghanistan,4,Akhundzada Saif ur Rehman,http://www.wikidata.org/entity/Q18621347,wd:Q18621347,28030836,Founder Silsila saifia
10,Afghanistan,4,Noor Mohammad Saqib,http://www.wikidata.org/entity/Q108445446,wd:Q108445446,68669549,Minister of Hajj and Awqaf of Afghanistan
11,Afghanistan,4,Muhammad Ayaz Niazi,http://www.wikidata.org/entity/Q96013661,wd:Q96013661,67592163,Afghan Islamic scholar and Imam
12,Afghanistan,3,Noorullah Munir,http://www.wikidata.org/entity/Q108445459,wd:Q108445459,68669504,education minister of Afghanistan since 2021
13,Afghanistan,3,Hamdullah Mukhlis,http://www.wikidata.org/entity/Q109448178,wd:Q109448178,69210344,Former Commander of Staff of the Kabul Corps
14,Afghanistan,3,Inamullah Samangani,http://www.wikidata.org/entity/Q109406129,wd:Q109406129,69195449,Deputy Central Spokesman of the Islamic Emirate of Afghanistan
15,Afghanistan,3,Mohammad Qasim Rasikh,http://www.wikidata.org/entity/Q109316233,wd:Q109316233,69144456,Deputy Chief Justice of the Supreme Court of Afghanistan
16,Afghanistan,3,Shamsuddin Pahlawan,http://www.wikidata.org/entity/Q108803692,wd:Q108803692,68894821,Afghan politician
17,Afghanistan,3,Abdul Majeed Akhund,http://www.wikidata.org/entity/Q108803266,wd:Q108803266,68894192,Afghan politician
18,Afghanistan,3,Abul Wafa Al Afghani,http://www.wikidata.org/entity/Q25550221,wd:Q25550221,42735303,Hanafi scholar (1893-1975)
19,Albania,178,Mother Teresa,http://www.wikidata.org/entity/Q30547,wd:Q30547,347105,Roman Catholic saint of Albanian origin
