0,1,2
United States,300,Ronald Reagan
United Kingdom,236,Charlie Chaplin
Germany,180,Marlene Dietrich
France,171,Sarah Bernhardt
Russia,167,Anna Netrebko
Austria,167,Anna Netrebko
Argentina,159,Diego Maradona
Cambodia,154,Angelina Jolie
Indonesia,147,Agnez Mo
Brazil,146,Pelﾃｩ
Sweden,146,Ingmar Bergman
Canada,140,Celine Dion
Barbados,136,Rihanna
Colombia,130,Shakira
Belgium,128,Audrey Hepburn
Serbia,127,Steven Seagal
Australia,123,Nicole Kidman
Italy,123,Robert De Niro
Israel,121,Natalie Portman
Japan,120,Toshirﾅ・E Mifune
Greece,118,Tom Hanks
New Zealand,117,Russell Crowe
India,116,Shah Rukh Khan
Mexico,115,Lila Downs
Switzerland,114,Alain Delon
China,113,Jet Li
Spain,113,Penelope Cruz
Singapore,113,Jet Li
Ukraine,111,Volodymyr Zelenskyi
Monaco,110,Grace Kelly
Lebanon,110,Keanu Reeves
South Africa,107,Charlize Theron
Poland,101,Roman Polanski
Ireland,98,Peter O'Toole
Armenia,94,Charles Aznavour
Bahamas,92,Sidney Poitier
Philippines,89,Enrique Iglesias
Egypt,88,Umm Kulthum
Gabon,88,Samuel L. Jackson
Portugal,85,Nelly Furtado
Taiwan,84,Jolin Tsai
Albania,83,Masiela Lusha
Thailand,80,Pumpuang Duangjan
Morocco,79,Jean Reno
Czech Republic,76,Miloﾅ｡ Forman
Iceland,76,Stefﾃ｡n Karl Stefﾃ｡nsson
Bulgaria,72,Nina Dobrev
Dominican Republic,69,Zoe Saldana
Norway,69,Alexander Rybak
Malaysia,68,Siti Nurhaliza
South Korea,67,Lee Min Ho
Netherlands,66,Rutger Hauer
Sierra Leone,65,Idris Elba
Hungary,65,Bela Lugosi
Estonia,64,Birgit ﾃ・Eigemeel
Lithuania,63,Maya Plisetskaya
Iran,63,Abbas Kiarostami
Romania,61,Harvey Keitel
Jamaica,61,Harry Belafonte
Cuba,60,Andy Garcia
Honduras,60,Carlos Mencia
Uruguay,58,Carlos Gardel
Latvia,57,Mikhail Baryshnikov
Croatia,56,Goran Viﾅ｡njiﾄ・E
Chile,55,Vﾃｭctor Jara
Turkey,54,ﾄｰlhan Mansﾄｱz
Sri Lanka,53,M.I.A.
Guatemala,52,Oscar Isaac
Panama,52,Jordana Brewster
Finland,50,Aki Kaurismﾃ､ki
Oman,49,Norman Reedus
Benin,48,Djimon Hounsou
Haiti,46,Wyclef Jean
Bosnia and Herzegovina,46,Jasmila ﾅｽbaniﾄ・E
Somalia,44,Iman
Nigeria,44,John Boyega
Peru,43,Yma Sumac
Nepal,43,Manisha Koirala
