0,1,2
Ethiopia,42,Ruth Negga
Azerbaijan,42,Muslim Magomayev
Slovakia,42,Karolﾃｭna Kurkovﾃ｡
Senegal,41,Ousmane Sembﾃｨne
Syria,39,Michael Ansara
Bangladesh,38,EN
Guyana,37,Letitia Wright
Moldova,37,Natalia Gordienko
Cyprus,36,Anna Vissi
Georgia,36,Otar Iosseliani
Venezuela,36,Dayana Mendoza
Vietnam,35,Tsui Hark
North Macedonia,34,Rade ﾅerbedﾅｾija
Algeria,34,Sofia Boutella
Slovenia,34,Rade ﾅerbedﾅｾija
Belarus,33,Zinaida Kupriyanovich
Sudan,31,Alexander Siddig
Pakistan,31,Kumail Nanjiani
Namibia,31,Nﾇ・Exau
Costa Rica,31,Harry Shum
Ecuador,30,Mike Judge
South Sudan,30,Alek Wek
Nicaragua,30,Barbara Carrera
North Korea,29,Ri Chun-hee
Kenya,29,Edi Gathegi
Mali,28,Abderrahmane Sissako
Paraguay,28,Larissa Riquelme
Mauritania,28,Abderrahmane Sissako
Uganda,28,Phill Lewis
Trinidad & Tobago,28,Winston Duke
Democratic Republic of the Congo,26,Papa Wemba
Uzbekistan,26,Shahzoda
Tunisia,25,Abdelmajid Lakhal
Eritrea,25,Tiffany Haddish
Luxembourg,24,Anne Fontaine
Ghana,24,Peter Mensah
Cﾃｴte d・E・EIvoire,24,Isaach de Bankolﾃｩ
Andorra,23,Marta Roure
Kazakhstan,21,Roza Rymbayeva
Chad,20,MC Solaar
Bahrain,20,Assala Nasri
Iraq,20,Kadim Al Sahir
Qatar,20,Kadim Al Sahir
Angola,19,Pedro Fernando
Zimbabwe,18,Regﾃｩ-Jean Page
Bhutan,18,Dzongsar Jamyang Khyentse Rinpoche
Cape Verde,18,Mayra Andrade
Cameroon,18,Werewere Liking
United Arab Emirates,17,Ahlam Al Shamsi
Kuwait,17,Sanjeeda Sheikh
Guinea-Bissau,16,Flora Gomes
Malta,16,Joseph Calleia
Denmark,15,Nive Nielsen
Saudi Arabia,15,Mansour Ojjeh
Samoa,14,Frankie Adams
El Salvador,13,Imanol Uribe
Afghanistan,13,Marina Golbahari
Zambia,13,Rungano Nyoni
Belize,13,Arlen Escarpeta
Kyrgyzstan,13,Bolot Beishenaliev
Niger,13,Moustapha Alassane
Suriname,13,Bettina Campbell
Rwanda,13,Sonia Rolland
Bolivia,13,Ximena Herrera
Guinea,12,Maimouna N'Diaye
Burkina Faso,12,Sotigui Kouyatﾃｩ
Mongolia,11,Uisenma Borchu
Djibouti,11,Lula Ali Ismail
Madagascar,11,Dariush Arjmand
San Marino,11,Matteo Fiorini
Turkmenistan,11,Maya Kuliyeva
Eswatini,10,Noma Dumezweni
Republic of the Congo,10,Pascal Nzonzi
Equatorial Guinea,9,Emilio Buale Coka
Tanzania,9,Steven Kanumba
Libya,9,Suleiman Ali Nashnush
Yemen,9,Balqees Ahmed Fathi
Tajikistan,8,Tahmina Rajabova
Laos,8,Alexandra Bounxouei
Gambia,8,Louis Mahoney
Malawi,8,Flora Suya
Montenegro,8,Mima Karadﾅｾiﾄ・E
Timor-Leste,8,Bety Reis
Myanmar,8,John Michie
Botswana,7,Connie Ferguson
Liberia,7,Michaela Songa
Fiji,7,Nalini Krishan
Papua New Guinea,7,William Takaku
Jordan,7,Saba Mubarak
Mozambique,6,Lucrﾃｩcia Paco
Mauritius,5,Miselaine Duval
Burundi,5,Lﾃｩonce Ngabo
Lesotho,3,Bokang Phelane
Dominica,3,Alphonsia Emmanuel
Comoros,3,Soeuf Elbadawi
Seychelles,2,Aisha Toussaint
Grenada,2,Allister Bain
Brunei,2,Nina Iskandar
Liechtenstein,1,Nikolaus Bﾃｼchel
Maldives,1,Aishath Rishmy
Togo,1,Sanvi Panou
Central African Republic,1,Charles Perriﾃｨre
Sﾃ｣o Tomﾃｩ & Prﾃｭncipe,0,--
