0,1,2
United States,199,Thomas Jefferson
France,170,Le Corbusier
Switzerland,170,Le Corbusier
Spain,120,Antoni Gaudﾃｭ
Weimar Republic,99,Wernher von Braun
Brazil,94,Oscar Niemeyer
Taiwan,87,I. M. Pei
Germany,86,Walter Gropius
Finland,86,Alvar Aalto
Sweden,80,Eyvind Johnson
United Kingdom,78,Zaha Hadid
Iraq,78,Zaha Hadid
Canada,71,Frank Gehry
Austria,69,Egon Schiele
Italy,65,Renzo Piano
Japan,59,Kenzﾅ・E Tange
Hungary,57,Ernﾅ・E Rubik
Argentina,56,Adolfo Pﾃｩrez Esquivel
Netherlands,54,Rem Koolhaas
Iran,51,Farah Pahlavi
Belgium,48,Victor Horta
Libya,47,Saif al-Islam al-Gaddafi
Mexico,47,Luis Barragﾃ｡n
Greece,46,Iannis Xenakis
Peru,41,Fernando Belaﾃｺnde Terry
Poland,41,Daniel Libeskind
Portugal,41,ﾃ・Elvaro Siza Vieira
Ecuador,38,Sixto Durﾃ｡n-Ballﾃｩn
Russia,37,Peter Nalitch
Ireland,36,Kevin Roche
India,36,Anish Kapoor
Malta,35,Dom Mintoff
Norway,35,Sverre Fehn
China,33,Wang Shu
Australia,33,Glenn Murcutt
Israel,31,Moshe Safdie
Singapore,28,Ong Teng Cheong
Pakistan,27,Fazlur Khan
Bangladesh,27,Fazlur Khan
Romania,24,Marcel Janco
Serbia,24,Olja Ivanjicki
Chile,23,Roberto Matta
Egypt,23,Hassan Fathi
Thailand,22,Aed Carabao
Albania,22,Aleksandﾃｫr Meksi
Armenia,21,Luigi Colani
Turkey,20,Yeﾅ・Eim Ustaoﾄ・Elu
Lithuania,20,George Maciunas
Uruguay,20,Jorge Majfud
Latvia,20,Gunnar Birkerts
Croatia,19,Hrvoje ﾅariniﾄ・E
Czech Republic,18,Vlado Miluniﾄ・E
Venezuela,18,Carlos Raﾃｺl Villanueva
Ukraine,18,Olena Zelenska
New Zealand,17,Benjamin Mountfort
Sudan,17,Mahmoud Muhammad Taha
Bulgaria,16,Kolyu Ficheto
Azerbaijan,16,Mammad Hasan Hajinski
Ghana,16,David Adjaye
Paraguay,16,Tomﾃ｡s Romero Pereira
Luxembourg,15,Lﾃｩon Krier
South Africa,15,Linda Mvusi
Iceland,14,Guﾃｰjﾃｳn Samﾃｺelsson
Nepal,13,Hisila Yami
Nigeria,13,Namadi Sambo
Colombia,13,Bruce Graham
Montenegro,12,Svetlana Kana Radeviﾄ・E
Crown of Aragon,12,Leonardo de Figueroa
Sri Lanka,12,Geoffrey Bawa
Bolivia,12,Teresa Gisbert Carbonell
Estonia,12,Georg Kuphaldt
Bosnia and Herzegovina,11,Ivan ﾅtraus
Slovenia,11,Marjetica Potrﾄ・E
Malaysia,10,Ken Yeang
Cyprus,10,Hermodorus of Salamis
South Korea,10,Min Hyun-sik
Cambodia,10,Vann Molyvann
San Marino,10,Giovanni Battista Belluzzi
Dominica,9,Mariasela ﾃ・Elvarez
Philippines,9,Leandro Locsin
Syria,9,Abdul Rauf al-Kasm
Jordan,9,Ja'afar Tuqan
Belarus,9,Artur Klinau
North Macedonia,9,Miroslav Grﾄ・Eev
Slovakia,9,Matﾃｺﾅ｡ Vallo
Cﾃｴte d・E・EIvoire,8,Pierre Fakhoury
Indonesia,7,Ridwan Kamil
Cuba,7,Ricardo Porro
Jamaica,7,Nadine Isaacs
Costa Rica,7,Claudia Dobles Camargo
Monaco,7,Julien Mﾃｩdecin
Georgia,6,Shota Kavlashvili
Guatemala,6,Teddy Cruz
Lebanon,6,Youssef Aftimus
Bhutan,6,Dorji Yangki
Cameroon,6,Isaac Menyoli
Morocco,6,Mohammed Tamim
Senegal,6,Pierre Goudiaby Atepa
United Arab Emirates,5,Reem Al Marzouqi
Vietnam,5,Ngo Viet Thu
Angola,5,Paula Nascimento
Kenya,5,Emma Miloyo
Niger,5,Mariam Kamara
Zimbabwe,5,Mick Pearce
Tunisia,5,Jean-Claude Golvin
Kazakhstan,4,Vladimir Katsev
Namibia,4,Niko Bessinger
Uzbekistan,4,Zarema Nahayeva
Republic of the Congo,4,Claude Alphonse Nsilou
Uganda,4,Assumpta Nnaggenda-Musana
Haiti,4,Gﾃｩrard Fombrun
El Salvador,4,Manuel Roberto Melﾃｩndez Bischitz
Moldova,4,Valentin Mednek
Mali,3,Abu Ishaq al-Sahili
Benin,3,Fortunﾃｩ Bandeira
Saudi Arabia,3,Sami Angawi
Algeria,3,Mourad Zemali
Bahrain,3,Ahmad Madan
Liechtenstein,2,Egon Rheinberger
Mongolia,2,Biambasuren Luvsandamdingiin
Yemen,2,Wahy Taha Aman
Kyrgyzstan,2,Urmat Alymkulov
Madagascar,2,Joseph Rakuturahalahy
Guinea,2,Alun Be
Malawi,2,Peter Buchanan
Mauritius,2,Gaﾃｩtan Siew
Andorra,1,Vﾃｭctor Naudi Zamora
North Korea,1,Jang In-suk
Afghanistan,1,Zakia Wardak
Tanzania,1,Henry Rimisho
Somalia,1,Omar Degan
Comoros,1,Mahmoud Keldi
Chad,0,Hayatte Abderahim Ndiaye
Rwanda,0,Pierre Rutare
Qatar,0,Fatma Ibrahim Al Sehlawi
