0,1,2
Ethiopia,225,coffee
Italy,136,pizza
United States,132,Coca-Cola
Sweden,110,vodka
Poland,110,vodka
Russia,110,vodka
Ukraine,110,vodka
Japan,108,sushi
Ireland,102,whisky
Germany,98,hamburger
Belgium,85,French-fried potatoes
France,85,French-fried potatoes
Spain,78,cider
Switzerland,71,absinthe
Turkey,68,buttermilk
Portugal,68,marmalade
Mexico,60,guacamole
Iran,59,ayran
Austria,57,Sachertorte
India,51,lassi
Armenia,51,lavash
Indonesia,50,Kopi Luwak
Greece,50,pita
Vietnam,47,pho
China,45,fish sauce
Philippines,45,Bear Brand
Georgia,44,Khachapuri
Netherlands,44,stroopwafel
Romania,44,Vienna sausage
Egypt,43,boza
United Kingdom,43,gelatin dessert
Nigeria,43,Palm wine
Taiwan,43,bubble tea
Azerbaijan,42,dolma
Pakistan,41,Gulab jamun
Cuba,41,Cuba libre
Canada,39,poutine
Peru,38,Ceviche
Lebanon,37,lahmacun
Syria,37,lahmacun
Brazil,37,Caipirinha
Nepal,37,Momo
North Korea,36,Bulgogi
Belarus,34,kissel
Sri Lanka,32,Appam
Hungary,31,Langos
Norway,31,lutefisk
Argentina,30,asado
Bahrain,30,kabsa
Czech Republic,30,Becherovka
Morocco,30,argan oil
Thailand,29,tom yum
Lithuania,28,cepelinai
Finland,28,kama
Estonia,28,kama
Denmark,28,frikadeller
Iceland,27,Skyr
Singapore,27,laksa
Malaysia,27,laksa
Israel,26,Cholent
Afghanistan,25,Qurut
Moldova,25,Paska
Jordan,24,Jordanian mansaf
Ghana,24,Jollof rice
Senegal,24,Jollof rice
Serbia,23,Pljeskavica
Eritrea,22,basbousa
Venezuela,22,Angostura bitters
Somalia,21,Lahoh
Mongolia,21,Suutei tsai
Colombia,20,Ajiaco
South Africa,20,Amarula
Australia,19,flat white
New Zealand,19,flat white
Myanmar,18,Mohinga
Paraguay,18,Chipa
Puerto Rico,18,Captain Morgan
Bangladesh,17,Nihari
Bosnia and Herzegovina,17,Bosnian pot
Laos,17,green papaya salad
Kazakhstan,17,tandyr nan
Uzbekistan,17,tandyr nan
Kyrgyzstan,17,tandyr nan
Tajikistan,17,tandyr nan
Iraq,16,tandoor bread
Hong Kong,15,XO sauce
Tunisia,15,Boukha
Cyprus,14,Commandaria
Slovakia,14,Borovi?ka
Slovenia,14,Carniolan sausage
Yemen,13,malawach
Algeria,13,Baghrir
Brunei,13,Apam balik
Bulgaria,13,Lukanka
Chile,12,mote con huesillo
Cape Verde,12,Cachupa
Turkmenistan,12,chal
Albania,12,tave kosi
Tonga,11,'otai
Samoa,11,'otai
South Korea,11,dak-galbi
Croatia,11,Mlinci
North Macedonia,11,Pastrmalija
Jamaica,10,ackee and saltfish
Latvia,10,Sklandrausis
Chad,10,kisra
South Sudan,10,kisra
Sudan,10,kisra
Cameroon,9,Ndole
Uruguay,9,Cabrito
Luxembourg,9,Luxembourg wine
Namibia,9,droewors
Libya,8,Bazeen
Greenland,8,Suaasat
Trinidad & Tobago,8,Aloo pie
Cambodia,8,fish amok
Nicaragua,8,Flor de Cana
Mali,7,maafe
Barbados,7,Mount Gay Rum
Bolivia,7,saltena
Ecuador,6,Colada morada
Andorra,6,Trinxat
Saudi Arabia,6,kleicha
Montenegro,5,njeguski prsut
Malta,5,Maltese bread
Bhutan,5,Tsheringma tea
Montserrat,4,goat water
United Arab Emirates,4,Arwa
Suriname,4,kasiri
Maldives,4,Mas huni
Dominican Republic,3,Chimichurri burger
El Salvador,3,Sopa de pata
Gambia,3,domoda
Mozambique,3,peri peri chicken
Bermuda,3,Bermuda fish chowder
Haiti,3,Clairin
Guam,2,Kalamai
Grenada,2,brown stew chicken
Antigua & Barbuda,2,brown stew chicken
Dominica,2,brown stew chicken
Guatemala,2,kak'ik
Palestinian Territories,2,Qedra
Angola,2,Blue
Northern Mariana Islands,2,Kelaguen
Panama,2,Seco Herrerano
Fiji,1,tavioka
Costa Rica,1,olla de carne
Mauritius,1,alouda
San Marino,1,verretta
Madagascar,1,bonbon coco
Kenya,1,ash yogurt
