0,1,2
Vatican City,313.0,Vatican City
Russia,162.0,Lake Baikal
India,162.0,Taj Mahal
Malta,161.0,Valletta
Australia,141.0,Great Barrier Reef
United States,134.0,Statue of Liberty
Spain,129.0,Córdoba
Turkey,123.0,Hagia Sophia
Greece,122.0,Parthenon
United Kingdom,122.0,Stonehenge
Vietnam,120.0,Phong Nha-Ke Bang National Park
Ecuador,120.0,Galapagos Islands
Italy,114.0,Mount Etna
Zimbabwe,99.0,Victoria Falls
Zambia,99.0,Victoria Falls
Palestinian Territories,91.0,Al-Aqsa Mosque
France,91.0,Palace of Versailles
Pakistan,89.0,Mohenjo-daro
Namibia,83.0,Namib
Germany,78.0,Cologne Cathedral
Mexico,73.0,Teotihuacan
Tunisia,70.0,Kairouan
Syria,70.0,Umayyad Mosque
Croatia,69.0,Plitvice Lakes National Park
Nepal,67.0,Lumbini
Democratic Republic of the Congo,66.0,Virunga National Park
Myanmar,66.0,Bagan
Japan,65.0,Hiroshima Peace Memorial
Indonesia,65.0,Prambanan
China,64.0,Temple of Heaven
South Africa,63.0,Robben Island
Tanzania,63.0,Serengeti National Park
Lithuania,62.0,Curonian Spit
Botswana,61.0,Okavango Delta
Peru,61.0,Nazca Lines
Iceland,60.0,Þingvellir
Bolivia,60.0,Pantanal
Brazil,60.0,Pantanal
Romania,60.0,Danube Delta
Iran,60.0,Pasargadae
Marshall Islands,58.0,Bikini Atoll
Algeria,58.0,Tassili n'Ajjer
Ukraine,58.0,Struve Geodetic Arc
Sweden,58.0,Struve Geodetic Arc
Moldova,58.0,Struve Geodetic Arc
Latvia,58.0,Struve Geodetic Arc
Norway,58.0,Struve Geodetic Arc
Estonia,58.0,Struve Geodetic Arc
Belarus,58.0,Struve Geodetic Arc
Finland,58.0,Struve Geodetic Arc
Poland,58.0,Białowieża Forest
Hungary,57.0,Neusiedl Lake
Austria,57.0,Neusiedl Lake
Argentina,56.0,Valdes Peninsula
Sri Lanka,56.0,Sigiriya
Bulgaria,55.0,Nesebar
Saudi Arabia,55.0,Hegra
Denmark,54.0,Kronborg Castle
Netherlands,54.0,Beemster
Jordan,54.0,Wadi Rum
Senegal,52.0,Gorée
Côte d’Ivoire,52.0,Comoé National Park
Belgium,51.0,Grand Place
Egypt,51.0,Abu Mena
Slovenia,51.0,Idrija
Honduras,50.0,Copán
Bangladesh,50.0,Somapura Mahavihara
Canada,49.0,L'Anse aux Meadows
Bosnia and Herzegovina,49.0,Mehmed Paša Sokolović Bridge
Venezuela,49.0,Canaima National Park
Portugal,48.0,Jerónimos Monastery
Ireland,47.0,Skellig Michael
Ethiopia,47.0,Omo River
Azerbaijan,47.0,Gobustan National Park
Switzerland,47.0,prehistoric pile dwellings around the Alps
Georgia,47.0,Bagrati Cathedral
Libya,46.0,Acacus Mountains
