0,1,2
Australia,1145,9.59%
Mexico,1015,8.50%
India,889,7.45%
Brazil,868,7.27%
Indonesia,799,6.69%
Guinea,699,5.85%
Colombia,657,5.50%
China,631,5.28%
South Africa,569,4.77%
United States (USA),558,4.67%
Peru,542,4.54%
Vietnam,537,4.50%
Malaysia,519,4.35%
Thailand,495,4.15%
Ecuador,493,4.13%
Argentina,475,3.98%
Madagascar,454,3.80%
Venezuela,419,3.51%
Papua New Guinea,410,3.43%
Iran,382,3.20%
Myanmar,373,3.12%
Philippines,371,3.11%
Mali,369,3.09%
Congo,358,3.00%
Tanzania,356,2.98%
Bolivia,324,2.71%
Angola,319,2.67%
Congo (DRC),316,2.65%
Cameroon,289,2.42%
Panama,284,2.38%
Kenya,284,2.38%
Guatemala,283,2.37%
Namibia,283,2.37%
Honduras,282,2.36%
Sudan,279,2.34%
Costa Rica,269,2.25%
Oman,253,2.12%
Sri Lanka,251,2.10%
Niger,251,2.10%
Ethiopia,244,2.04%
Somalia,234,1.96%
South Sudan,226,1.89%
Mozambique,225,1.88%
Laos,219,1.83%
Pakistan,215,1.80%
Nigeria,207,1.73%
Central African Republic,205,1.72%
Cambodia,200,1.68%
Nicaragua,195,1.63%
Paraguay,193,1.62%
Zambia,191,1.60%
Ghana,187,1.57%
Zimbabwe,186,1.56%
Cuba,180,1.51%
Guyana,177,1.48%
Uganda,174,1.46%
French Guiana,172,1.44%
Cote d'lvoire (Ivory Coast),161,1.35%
Botswana,161,1.35%
Togo,159,1.33%
New Caledonia,158,1.32%
Suriname,158,1.32%
Georgia,158,1.32%
Turkey,154,1.29%
El Salvador,153,1.28%
Dominica,152,1.27%
Chile,149,1.25%
Bangladesh,145,1.21%
Nepal,143,1.20%
Belize,139,1.16%
Singapore,135,1.13%
Dominican Republic,135,1.13%
Benin,134,1.12%
Gabon,133,1.11%
Chad,130,1.09%
Malawi,127,1.06%
Senegal,126,1.06%
Haiti,125,1.05%
Saudi Arabia,122,1.02%
Jordan,120,1.01%
Taiwan,118,0.99%
Iraq,118,0.99%
Egypt,118,0.99%
Equatorial Guinea,117,0.98%
Yemen,117,0.98%
Afghanistan,116,0.97%
Algeria,111,0.93%
Morocco,109,0.91%
Liberia,108,0.90%
Japan,106,0.89%
Eswatini (Swaziland),100,0.84%
Sierra Leone,100,0.84%
South Georgia and the South Sandwich Islands,100,0.84%
Mauritania,98,0.82%
Eritrea,96,0.80%
Israel,95,0.80%
Turkmenistan,90,0.75%
Gambia,89,0.75%
Bhutan,89,0.75%
Solomon Islands,88,0.74%
New Zealand,85,0.71%
Burkina Faso,83,0.70%
Rwanda,82,0.69%
Uruguay,80,0.67%
Puerto Rico,77,0.64%
Greece,77,0.64%
Spain,77,0.64%
United Arab Emirates,74,0.62%
Hong Kong,71,0.59%
Tunisia,71,0.59%
Libya,68,0.57%
Burundi,67,0.56%
Western Sahara,66,0.55%
Guinea-Bissau,65,0.54%
Uzbekistan,64,0.54%
Azerbaijan,63,0.53%
Italy,62,0.52%
Lebanon,57,0.48%
Armenia,56,0.47%
Kyrgyzstan,56,0.47%
Tajikistan,55,0.46%
Kazakhstan,54,0.45%
France,53,0.44%
Jamaica,52,0.44%
Canada,51,0.43%
Bahamas,48,0.40%
Fiji,44,0.37%
"Virgin Islands, U.S.",44,0.37%
Portugal,43,0.36%
Brunei,42,0.35%
Micronesia,41,0.34%
Albania,41,0.34%
Croatia,41,0.34%
Bulgaria,41,0.34%
Montenegro,40,0.34%
Kuwait,39,0.33%
Qatar,38,0.32%
Vanuatu,38,0.32%
Seychelles,35,0.29%
Palau,35,0.29%
Djibouti,35,0.29%
Grenada,35,0.29%
Cyprus,34,0.28%
Saint Lucia,33,0.28%
Guadeloupe,33,0.28%
Mongolia,32,0.27%
