,country,number,item,item_id,shortform,pageid,wikidata_description
22,Germany,-50,Inguiomer,http://www.wikidata.org/entity/Q325764,wd:Q325764,39472427,chieftain of the Cherusci in the early 1st century AD
23,Greece,-489,Polykleitos,http://www.wikidata.org/entity/Q193422,wd:Q193422,186948,"Greek sculptor, active ca. 450-ca. 415 BCE"
24,Greece,-324,Hermarchus,http://www.wikidata.org/entity/Q542808,wd:Q542808,2458965,ancient Greek philosopher
25,Greece,-100,Castor of Rhodes,http://www.wikidata.org/entity/Q1349817,wd:Q1349817,25132140,"Greek grammarian, rhetorician, and historian"
26,Greece,-99,Iaia,http://www.wikidata.org/entity/Q537177,wd:Q537177,3266535,Roman artist
27,India,-800,Yajnavalkya,http://www.wikidata.org/entity/Q1423663,wd:Q1423663,297208,One of the Great Sages of Vedic India
28,India,-550,Bhadda Kundalakesa,http://www.wikidata.org/entity/Q3889040,wd:Q3889040,13921207,Indian nun
29,India,-500,Ajita Kesakambali,http://www.wikidata.org/entity/Q153187,wd:Q153187,4137739,Indian philosopher
30,India,-500,Yāska,http://www.wikidata.org/entity/Q993504,wd:Q993504,2863251,Indian linguist
31,India,-450,Amrapali,http://www.wikidata.org/entity/Q688689,wd:Q688689,41948552,5th century BC Indian royal courtesan
32,India,-400,Cleophis,http://www.wikidata.org/entity/Q539858,wd:Q539858,5216449,Indian warrior
33,India,-350,Badarayana,http://www.wikidata.org/entity/Q4840620,wd:Q4840620,1285223,Indian author
34,India,-250,Vararuchi,http://www.wikidata.org/entity/Q3595700,wd:Q3595700,26955507,Indian mathematician and linguist
35,India,-149,Pingala,http://www.wikidata.org/entity/Q527384,wd:Q527384,1158040,Ancient Indian mathematician
36,India,-100,Azes I,http://www.wikidata.org/entity/Q793703,wd:Q793703,1377744,indo-Scythian king
37,India,-100,Azilises,http://www.wikidata.org/entity/Q793770,wd:Q793770,2292178,indo-Scythian king
38,Iran,-700,Urtak,http://www.wikidata.org/entity/Q888042,wd:Q888042,56182447,Elamite king
39,Iran,-650,Madius,http://www.wikidata.org/entity/Q1150588,wd:Q1150588,2825361,Scythian king
40,Iran,-550,Cyaxares II,http://www.wikidata.org/entity/Q824265,wd:Q824265,10108869,King of the Medes
41,Iran,-550,Youtab,http://www.wikidata.org/entity/Q8059129,wd:Q8059129,30768373,Persian noblewoman and warrior
42,Iran,-550,Irdabama,http://www.wikidata.org/entity/Q28169574,wd:Q28169574,52487554,Ancient Persian businesswoman
43,Iran,-500,"Pharnabazos I, Satrap of Phrygia",http://www.wikidata.org/entity/Q147164,wd:Q147164,41809753,satrap of Hellespontine Phrygia
44,Japan,-710,Jimmu,http://www.wikidata.org/entity/Q200188,wd:Q200188,10130,First emperor of Japan
45,Japan,-668,Emperor Suizei,http://www.wikidata.org/entity/Q313321,wd:Q313321,10442,emperor of Japan
46,Japan,-576,Emperor Annei,http://www.wikidata.org/entity/Q313345,wd:Q313345,10443,emperor of Japan
47,Japan,-552,Emperor Itoku,http://www.wikidata.org/entity/Q271536,wd:Q271536,24676505,emperor of Japan
48,Japan,-504,Emperor Kōshō,http://www.wikidata.org/entity/Q312841,wd:Q312841,10445,emperor of Japan
49,Japan,-426,Emperor Kōan,http://www.wikidata.org/entity/Q312821,wd:Q312821,10446,emperor of Japan
50,Japan,-340,Kōrei,http://www.wikidata.org/entity/Q313041,wd:Q313041,10447,Emperor of Japan
51,Japan,-271,Emperor Kōgen,http://www.wikidata.org/entity/Q333572,wd:Q333572,10448,emperor of Japan
52,Japan,-207,Emperor Kaika,http://www.wikidata.org/entity/Q333548,wd:Q333548,10449,emperor of Japan
53,Japan,-146,Sujin,http://www.wikidata.org/entity/Q333530,wd:Q333530,10450,Emperor of Japan
54,Japan,-68,Suinin,http://www.wikidata.org/entity/Q314850,wd:Q314850,10451,Emperor of Japan
55,Nepal,-600,Śuddhodana,http://www.wikidata.org/entity/Q226488,wd:Q226488,1472594,King of Shakya Kingdom.Anicent India
56,Sri Lanka,-350,Mutasiva of Anuradhapura,http://www.wikidata.org/entity/Q12033704,wd:Q12033704,20149097,king of Anuradhapura
57,Sri Lanka,-301,Devanampiya Tissa of Anuradhapura,http://www.wikidata.org/entity/Q3025383,wd:Q3025383,4715683,King of Anuradhapura
58,Sudan,-900,Alara of Nubia,http://www.wikidata.org/entity/Q533610,wd:Q533610,3593640,King of Nubia
59,Sudan,-800,Piye,http://www.wikidata.org/entity/Q315695,wd:Q315695,410902,ancient Kushite king and Egyptian pharaoh
60,Sudan,-800,Kashta,http://www.wikidata.org/entity/Q546639,wd:Q546639,2063680,King of Nubia (0800-0745)
61,Turkey,-50,Antiochus II of Commagene,http://www.wikidata.org/entity/Q2457060,wd:Q2457060,19783982,king of Commagene
62,United Kingdom,-50,Tincomarus,http://www.wikidata.org/entity/Q2542795,wd:Q2542795,1164744,King of the Atrebates in southern central Britain
63,Vietnam,-250,An Dương Vương,http://www.wikidata.org/entity/Q1274690,wd:Q1274690,2917665,Legendary ruler of the kingdom of Âu Lạc
64,Afghanistan,-400,Satibarzanes,http://www.wikidata.org/entity/Q541172,wd:Q541172,2823600,Persian satrap
65,Afghanistan,-346,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
66,Tajikistan,-346,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
67,Turkmenistan,-346,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
68,Uzbekistan,-346,Roxana,http://www.wikidata.org/entity/Q190055,wd:Q190055,262156,Bactrian princess and wife of Alexander the Great
69,Afghanistan,-326,Heracles of Macedon,http://www.wikidata.org/entity/Q447770,wd:Q447770,207987,illegitimate son of Alexander the Great
70,Tajikistan,-326,Heracles of Macedon,http://www.wikidata.org/entity/Q447770,wd:Q447770,207987,illegitimate son of Alexander the Great
71,Turkmenistan,-326,Heracles of Macedon,http://www.wikidata.org/entity/Q447770,wd:Q447770,207987,illegitimate son of Alexander the Great
72,Uzbekistan,-326,Heracles of Macedon,http://www.wikidata.org/entity/Q447770,wd:Q447770,207987,illegitimate son of Alexander the Great
73,Afghanistan,-300,Demetrius I of Bactria,http://www.wikidata.org/entity/Q347916,wd:Q347916,167337,Bactrian King
74,Tajikistan,-300,Demetrius I of Bactria,http://www.wikidata.org/entity/Q347916,wd:Q347916,167337,Bactrian King
75,Turkmenistan,-300,Demetrius I of Bactria,http://www.wikidata.org/entity/Q347916,wd:Q347916,167337,Bactrian King
76,Uzbekistan,-300,Demetrius I of Bactria,http://www.wikidata.org/entity/Q347916,wd:Q347916,167337,Bactrian King
77,Afghanistan,-300,Apollodotus I,http://www.wikidata.org/entity/Q619196,wd:Q619196,788104,"Indo-Greek king, Founder of the Indo-Greek kingdom"
78,Tajikistan,-300,Apollodotus I,http://www.wikidata.org/entity/Q619196,wd:Q619196,788104,"Indo-Greek king, Founder of the Indo-Greek kingdom"
79,Turkmenistan,-300,Apollodotus I,http://www.wikidata.org/entity/Q619196,wd:Q619196,788104,"Indo-Greek king, Founder of the Indo-Greek kingdom"
80,Uzbekistan,-300,Apollodotus I,http://www.wikidata.org/entity/Q619196,wd:Q619196,788104,"Indo-Greek king, Founder of the Indo-Greek kingdom"
81,Afghanistan,-300,Menander I,http://www.wikidata.org/entity/Q347878,wd:Q347878,180796,king of the Indo-Greek Kingdom who administered a large empire in the Northwestern regions of the Indian Subcontinent from his capital at Sagala; a patron of Buddhism
82,Afghanistan,-251,Diodotus II,http://www.wikidata.org/entity/Q363368,wd:Q363368,802105,Greco-Bactrian king
83,Tajikistan,-251,Diodotus II,http://www.wikidata.org/entity/Q363368,wd:Q363368,802105,Greco-Bactrian king
84,Turkmenistan,-251,Diodotus II,http://www.wikidata.org/entity/Q363368,wd:Q363368,802105,Greco-Bactrian king
85,Uzbekistan,-251,Diodotus II,http://www.wikidata.org/entity/Q363368,wd:Q363368,802105,Greco-Bactrian king
86,Afghanistan,-200,Antimachus I,http://www.wikidata.org/entity/Q577747,wd:Q577747,801866,Graeco-Bactrian king
87,Tajikistan,-200,Antimachus I,http://www.wikidata.org/entity/Q577747,wd:Q577747,801866,Graeco-Bactrian king
88,Turkmenistan,-200,Antimachus I,http://www.wikidata.org/entity/Q577747,wd:Q577747,801866,Graeco-Bactrian king
89,Uzbekistan,-200,Antimachus I,http://www.wikidata.org/entity/Q577747,wd:Q577747,801866,Graeco-Bactrian king
90,Afghanistan,-200,Euthydemus II,http://www.wikidata.org/entity/Q878418,wd:Q878418,801884,Graeco-Bactrian king in c. 200-180 BC
91,Tajikistan,-200,Euthydemus II,http://www.wikidata.org/entity/Q878418,wd:Q878418,801884,Graeco-Bactrian king in c. 200-180 BC
92,Turkmenistan,-200,Euthydemus II,http://www.wikidata.org/entity/Q878418,wd:Q878418,801884,Graeco-Bactrian king in c. 200-180 BC
93,Uzbekistan,-200,Euthydemus II,http://www.wikidata.org/entity/Q878418,wd:Q878418,801884,Graeco-Bactrian king in c. 200-180 BC
94,Afghanistan,-200,Demetrius II of India,http://www.wikidata.org/entity/Q888286,wd:Q888286,1400114,Indo-Greek king
95,Tajikistan,-200,Demetrius II of India,http://www.wikidata.org/entity/Q888286,wd:Q888286,1400114,Indo-Greek king
96,Turkmenistan,-200,Demetrius II of India,http://www.wikidata.org/entity/Q888286,wd:Q888286,1400114,Indo-Greek king
97,Uzbekistan,-200,Demetrius II of India,http://www.wikidata.org/entity/Q888286,wd:Q888286,1400114,Indo-Greek king
98,Albania,-400,Aeacides of Epirus,http://www.wikidata.org/entity/Q403377,wd:Q403377,2794636,Ruler of Ancient Epirus
99,Albania,-400,Deidamia I of Epirus,http://www.wikidata.org/entity/Q437342,wd:Q437342,30861120,Princess of Epirus
100,Albania,-372,Arybbas of Epirus,http://www.wikidata.org/entity/Q511880,wd:Q511880,3224988,Ancient Greek chariot racer
101,Albania,-361,Alexandros I of Epirus,http://www.wikidata.org/entity/Q335658,wd:Q335658,1585,king of Epirus (350–331 BC) of the Aeacid dynasty
102,Albania,-350,Audata,http://www.wikidata.org/entity/Q291784,wd:Q291784,15876029,wife of Philip II of Macedon
103,Albania,-300,Ptolemy of Epirus,http://www.wikidata.org/entity/Q2622061,wd:Q2622061,2730368,Ruler of Ancient Epirus
104,Albania,-300,Deidamia II of Epirus,http://www.wikidata.org/entity/Q2993209,wd:Q2993209,30860711,Princess of Epirus
105,Albania,-300,Olympias II of Epirus,http://www.wikidata.org/entity/Q3235790,wd:Q3235790,30860698,Ancient Greek queen regnant
106,Albania,-294,Ptolemy,http://www.wikidata.org/entity/Q3563389,wd:Q3563389,39069898,son of Pyrrus I and prince of Epirus
107,Albania,-270,Pyrrhus II of Epirus,http://www.wikidata.org/entity/Q94848,wd:Q94848,14589333,Ruler of Ancient Epirus
108,Albania,-250,Pyrrhus III,http://www.wikidata.org/entity/Q4363470,wd:Q4363470,35793744,king of Epirus
109,Algeria,-249,Syphax,http://www.wikidata.org/entity/Q353141,wd:Q353141,442314,King of Numidia
110,Algeria,-200,Micipsa,http://www.wikidata.org/entity/Q54223,wd:Q54223,6201425,King of Numidia
111,Algeria,-159,Jugurtha,http://www.wikidata.org/entity/Q156173,wd:Q156173,157544,King of Numidia
112,Algeria,-150,Mastanabal,http://www.wikidata.org/entity/Q94621,wd:Q94621,60460396,king of Numidia
113,Algeria,-100,Tacfarinas,http://www.wikidata.org/entity/Q736456,wd:Q736456,5537314,Numidian Roman army deserter who led Berber tribes in a war against the Romans
114,Algeria,-84,Juba I,http://www.wikidata.org/entity/Q379277,wd:Q379277,625791,king of Numidia
115,Algeria,-51,Juba II,http://www.wikidata.org/entity/Q315670,wd:Q315670,74699,crown prince of Numidia and King of Mauretania (c. 48 BC - AD 23)
116,Algeria,-47,Juba II,http://www.wikidata.org/entity/Q315670,wd:Q315670,74699,crown prince of Numidia and King of Mauretania (c. 48 BC - AD 23)
117,Algeria,-50,Masinissa II,http://www.wikidata.org/entity/Q3297782,wd:Q3297782,53173815,petty king of western Numidia
118,Algeria,-8,Ptolemy of Mauretania,http://www.wikidata.org/entity/Q526000,wd:Q526000,74702,politician
119,Armenia,-139,Tigranes the Great,http://www.wikidata.org/entity/Q201303,wd:Q201303,182966,King of Armenia
120,Armenia,-100,Tigranes III,http://www.wikidata.org/entity/Q561316,wd:Q561316,4183055,King of Armenia
121,Belgium,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
122,France,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
123,Germany,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
124,Luxembourg,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
125,Netherlands,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
126,Switzerland,-599,Segovesus,http://www.wikidata.org/entity/Q1478002,wd:Q1478002,66312711,legendary Gallic king
127,Belgium,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
128,France,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
129,Germany,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
130,Luxembourg,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
131,Netherlands,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
132,Switzerland,-599,Bellovesus,http://www.wikidata.org/entity/Q816041,wd:Q816041,8669367,Legendary Gallic king
133,Belgium,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
134,France,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
135,Germany,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
136,Luxembourg,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
137,Netherlands,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
138,Switzerland,-599,Ambicatus,http://www.wikidata.org/entity/Q1089196,wd:Q1089196,1831534,King of the Bituriges Cubi
139,Belgium,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
140,France,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
141,Germany,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
142,Luxembourg,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
143,Netherlands,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
144,Switzerland,-500,Brennus,http://www.wikidata.org/entity/Q314911,wd:Q314911,7428832,4th c. BCE Gaulish chieftain who took Rome
145,Belgium,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
146,France,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
147,Germany,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
148,Luxembourg,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
149,Netherlands,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
150,Switzerland,-300,Viridomarus,http://www.wikidata.org/entity/Q929553,wd:Q929553,4265451,Gaulish military leader (d. 222 BC)
151,Belgium,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
152,France,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
153,Germany,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
154,Luxembourg,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
155,Netherlands,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
156,Switzerland,-150,Divico,http://www.wikidata.org/entity/Q685015,wd:Q685015,23490456,Celtic King of the Tigurinii (Helvetic tribe)
157,Belgium,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
158,France,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
159,Germany,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
160,Luxembourg,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
161,Netherlands,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
162,Switzerland,-150,Camulogene,http://www.wikidata.org/entity/Q1031761,wd:Q1031761,21106135,gallic prince and leader
163,Belgium,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
164,France,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
165,Germany,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
166,Luxembourg,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
167,Netherlands,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
168,Switzerland,-100,Vercassivellaunos,http://www.wikidata.org/entity/Q1230243,wd:Q1230243,9741461,Gallic commander
169,Belgium,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
170,France,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
171,Germany,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
172,Luxembourg,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
173,Netherlands,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
174,Switzerland,-100,Diviciacus,http://www.wikidata.org/entity/Q1230631,wd:Q1230631,5089346,king of the Suessiones
175,Belgium,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
176,France,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
177,Germany,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
178,Luxembourg,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
179,Netherlands,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
180,Switzerland,-100,Ambiorix,http://www.wikidata.org/entity/Q12847,wd:Q12847,1698,leader of a Belgic tribe
181,Belgium,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
182,France,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
183,Germany,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
184,Luxembourg,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
185,Netherlands,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
186,Switzerland,-100,Crixus,http://www.wikidata.org/entity/Q333836,wd:Q333836,1811064,Gallic gladiator and military leader in the Third Servile War
187,Belgium,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
188,France,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
189,Germany,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
190,Luxembourg,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
191,Netherlands,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
192,Switzerland,-100,Acco,http://www.wikidata.org/entity/Q339240,wd:Q339240,523586,Gallic chief
193,Belgium,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
194,France,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
195,Germany,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
196,Luxembourg,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
197,Netherlands,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
198,Switzerland,-100,Oenomaus,http://www.wikidata.org/entity/Q469127,wd:Q469127,6505466,Gallic gladiator
199,Belgium,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
200,France,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
201,Germany,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
202,Luxembourg,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
203,Netherlands,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
204,Switzerland,-100,Volcatius Sedigitus,http://www.wikidata.org/entity/Q959633,wd:Q959633,24790057,Roman literary critic
205,Belgium,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
206,France,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
207,Germany,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
208,Luxembourg,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
209,Netherlands,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
210,Switzerland,-100,Cativolcus,http://www.wikidata.org/entity/Q1114905,wd:Q1114905,13013855,politician
211,Belgium,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician
212,Luxembourg,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician
213,Netherlands,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician
214,Switzerland,-99,Dumnorix,http://www.wikidata.org/entity/Q370220,wd:Q370220,1970746,politician
215,Bulgaria,-619,Aesop,http://www.wikidata.org/entity/Q43423,wd:Q43423,20012109,ancient Greek storyteller
216,Bulgaria,-459,Diogenes of Apollonia,http://www.wikidata.org/entity/Q191964,wd:Q191964,222779,ancient Greek philosopher
217,Bulgaria,-450,Spártokos I,http://www.wikidata.org/entity/Q2662891,wd:Q2662891,55954152,ruler of the Bosporan Kingdom
218,Bulgaria,-274,Rhianus,http://www.wikidata.org/entity/Q2319055,wd:Q2319055,416247,"ancient Greek poet and grammarian, a native of Crete, friend and contemporary of Eratosthenes (275 BC – 195 BC)"
219,People's Republic of China,-2710,Qibo,http://www.wikidata.org/entity/Q2121547,wd:Q2121547,12177078,an ancient physician in the Yellow Emperor (Huang Di) era
220,People's Republic of China,-2323,Emperor Yao,http://www.wikidata.org/entity/Q819556,wd:Q819556,491273,"legendary Chinese ruler, one of the Five Emperors"
221,People's Republic of China,-1150,King Wu of Zhou,http://www.wikidata.org/entity/Q1061289,wd:Q1061289,326771,"founding king of Western Zhou dynasty, China (r. 1046 BCE-1043 BCE)"
