country,number,item,item_id
Afghanistan,59,--,--
Albania,27,--,--
Algeria,38,--,--
Andorra,7,--,--
Argentina,5,--,--
Armenia,27,--,--
Austria,14,--,--
Azerbaijan,5,--,--
Bahrain,20,--,--
Bangladesh,1,--,--
Belarus,2,--,--
Belgium,100,--,--
Brazil,1,--,--
Bulgaria,43,--,--
Cambodia,13,--,--
Canada,1,--,--
Chile,1,--,--
People's Republic of China,981,--,--
Colombia,2,--,--
Ivory Coast,1,--,--
Croatia,33,--,--
Cyprus,19,--,--
Czech Republic,16,--,--
Denmark,48,--,--
Ecuador,3,--,--
Egypt,470,--,--
Ethiopia,10,--,--
Finland,1,--,--
France,719,--,--
Georgia,20,--,--
Greece,1245,--,--
Guatemala,1,--,--
Honduras,3,--,--
Hungary,12,--,--
Iceland,131,--,--
India,95,--,--
Indonesia,3,--,--
Iran,259,--,--
Iraq,376,--,--
Republic of Ireland,171,--,--
Israel,158,--,--
Italy,1129,--,--
Japan,680,--,--
Jordan,33,--,--
Kazakhstan,6,--,--
Kuwait,17,--,--
Kyrgyzstan,4,--,--
Laos,1,--,--
Lebanon,42,--,--
Libya,54,--,--
Luxembourg,58,--,--
Mali,1,--,--
Malta,2,--,--
Mauritania,1,--,--
Mexico,34,--,--
Moldova,2,--,--
Mongolia,4,--,--
Morocco,11,--,--
Myanmar,7,--,--
Nepal,5,--,--
Netherlands,74,--,--
Nigeria,2,--,--
North Korea,9,--,--
North Macedonia,6,--,--
Norway,86,--,--
Oman,20,--,--
Pakistan,22,--,--
State of Palestine,27,--,--
Poland,19,--,--
Portugal,28,--,--
Qatar,18,--,--
Romania,8,--,--
Russia,16,--,--
Samoa,1,--,--
San Marino,1,--,--
Saudi Arabia,296,--,--
Serbia,26,--,--
Slovakia,3,--,--
Slovenia,10,--,--
South Korea,21,--,--
Spain,328,--,--
Sri Lanka,5,--,--
Sudan,3,--,--
Sweden,24,--,--
Switzerland,70,--,--
Syria,142,--,--
Taiwan,2,--,--
Tajikistan,14,--,--
Tunisia,69,--,--
Turkey,761,--,--
Turkmenistan,25,--,--
Ukraine,20,--,--
United Arab Emirates,17,--,--
United Kingdom,280,--,--
United States of America,11,--,--
Uzbekistan,37,--,--
Vatican City,1,--,--
Venezuela,4,--,--
Vietnam,47,--,--
Yemen,41,--,--
Germany,391,--,--
