country,number,item,item_id
Afghanistan,79,Khaled Hosseini,http://www.wikidata.org/entity/Q193116
Afghanistan,58,Mohammad Najibullah,http://www.wikidata.org/entity/Q207728
Afghanistan,49,Abdullah Abdullah,http://www.wikidata.org/entity/Q317556
Afghanistan,33,Nadia Nadim,http://www.wikidata.org/entity/Q531727
Afghanistan,30,Sima Samar,http://www.wikidata.org/entity/Q262364
Afghanistan,21,Anahita Ratebzad,http://www.wikidata.org/entity/Q465835
Afghanistan,20,Abdul Rahman,http://www.wikidata.org/entity/Q317395
Afghanistan,19,Habiba Sarābi,http://www.wikidata.org/entity/Q460159
Afghanistan,18,Nasrin Oryakhil,http://www.wikidata.org/entity/Q18001537
Afghanistan,18,Ibn Hibban,http://www.wikidata.org/entity/Q4794354
Afghanistan,14,Tetsu Nakamura,http://www.wikidata.org/entity/Q7706847
Afghanistan,14,Zalmai Rassoul,http://www.wikidata.org/entity/Q145180
Afghanistan,12,Fatima Aziz,http://www.wikidata.org/entity/Q27610611
Afghanistan,10,Muvaffak,http://www.wikidata.org/entity/Q923759
Afghanistan,10,Farida Momand,http://www.wikidata.org/entity/Q28137083
Afghanistan,10,Abu 'Ubayd al-Juzjani,http://www.wikidata.org/entity/Q287710
Afghanistan,7,Hajar Abulfazl,http://www.wikidata.org/entity/Q95982465
Afghanistan,7,Anarkali Kaur Honaryar,http://www.wikidata.org/entity/Q4751724
Afghanistan,6,Nasrin Husseini,http://www.wikidata.org/entity/Q110063151
Afghanistan,6,Shakardokht Jafari,http://www.wikidata.org/entity/Q50825700
Afghanistan,6,Habib Mangal,http://www.wikidata.org/entity/Q1566849
Afghanistan,4,Mohammad Amin Fatemi,http://www.wikidata.org/entity/Q6891806
Afghanistan,3,Abdul Hamid Bahij,http://www.wikidata.org/entity/Q4665395
Afghanistan,3,Abdul Qayum Tutakhail,http://www.wikidata.org/entity/Q4665604
Afghanistan,3,Roshanak Wardak,http://www.wikidata.org/entity/Q109968860
Afghanistan,3,Halima Rafat,http://www.wikidata.org/entity/Q108265734
Afghanistan,2,Hejdar Rasidi,http://www.wikidata.org/entity/Q12348771
Afghanistan,2,Ghulam Faroq Nijrabi,http://www.wikidata.org/entity/Q5557571
Afghanistan,2,Amin al-Haq,http://www.wikidata.org/entity/Q4746331
Afghanistan,1,Said Abdullah Said,http://www.wikidata.org/entity/Q16027681
Afghanistan,1,Janbaz Janan,http://www.wikidata.org/entity/Q1099650
Afghanistan,1,Mahdi Rezai,http://www.wikidata.org/entity/Q1884818
Afghanistan,1,Abdul Bari Omar,http://www.wikidata.org/entity/Q109557967
Afghanistan,1,Hassaneh Osman,http://www.wikidata.org/entity/Q16052499
Afghanistan,1,Zohra Rasekh,http://www.wikidata.org/entity/Q9391936
Afghanistan,1,Qalandar Ibad,http://www.wikidata.org/entity/Q108665752
Afghanistan,1,Wahid Majrooh,http://www.wikidata.org/entity/Q108530507
Afghanistan,1,Q5876814,http://www.wikidata.org/entity/Q5876814
Afghanistan,1,Akram Malakzay,http://www.wikidata.org/entity/Q420741
Afghanistan,1,Mahomet Allum,http://www.wikidata.org/entity/Q21536419
Afghanistan,1,Ruksana,http://www.wikidata.org/entity/Q110062920
Afghanistan,1,Mahera,http://www.wikidata.org/entity/Q110056724
Afghanistan,1,Waheed Arian,http://www.wikidata.org/entity/Q66621245
Albania,68,Sali Berisha,http://www.wikidata.org/entity/Q57625
Albania,61,Bamir Topi,http://www.wikidata.org/entity/Q57300
Albania,20,Bajram Rexhepi,http://www.wikidata.org/entity/Q536115
Albania,12,Apostol Arsache,http://www.wikidata.org/entity/Q619962
Albania,11,Sehadete Mekuli,http://www.wikidata.org/entity/Q16594585
Albania,9,Edmond Panariti,http://www.wikidata.org/entity/Q2783028
Albania,8,Hasan Tahsini,http://www.wikidata.org/entity/Q3301436
