country,number,item,item_id
Afghanistan,10,--,--
Albania,19,--,--
Algeria,10,--,--
Armenia,4,--,--
Belgium,30,--,--
Bulgaria,6,--,--
People's Republic of China,97,--,--
Croatia,4,--,--
Cyprus,8,--,--
Denmark,1,--,--
Egypt,154,--,--
Ethiopia,2,--,--
France,35,--,--
Georgia,3,--,--
Germany,36,--,--
Greece,1086,--,--
India,36,--,--
Iran,22,--,--
Iraq,16,--,--
Israel,48,--,--
Italy,397,--,--
Japan,12,--,--
Jordan,3,--,--
Lebanon,17,--,--
Libya,41,--,--
Luxembourg,30,--,--
Nepal,5,--,--
Netherlands,30,--,--
Pakistan,8,--,--
State of Palestine,11,--,--
Romania,3,--,--
Russia,6,--,--
Saudi Arabia,1,--,--
Slovenia,2,--,--
Spain,10,--,--
Sri Lanka,3,--,--
Sudan,3,--,--
Switzerland,30,--,--
Syria,15,--,--
Tajikistan,8,--,--
Tunisia,19,--,--
Turkey,287,--,--
Turkmenistan,8,--,--
Ukraine,9,--,--
United Kingdom,2,--,--
Uzbekistan,8,--,--
Vietnam,2,--,--
Yemen,1,--,--
