0,1,2
Colombia,1917,18.30%
Peru,1892,18.06%
Brazil,1864,17.80%
Indonesia,1791,17.10%
Ecuador,1684,16.08%
Bolivia,1446,13.81%
Venezuela,1420,13.56%
China,1330,12.70%
India,1271,12.13%
Congo (DRC),1155,11.03%
Mexico,1137,10.86%
Kenya,1127,10.76%
Tanzania,1103,10.53%
Myanmar,1090,10.41%
Argentina,1041,9.94%z
Uganda,1036,9.89%
United States (USA),1036,9.89%
Thailand,987,9.42%
Panama,981,9.37%
Angola,956,9.13%
Sudan,955,9.12%
Cameroon,951,9.08%
Nigeria,926,8.84%
Costa Rica,895,8.54%
Nepal,870,8.31%
Vietnam,866,8.27%
Ethiopia,852,8.13%
Australia,833,7.95%
South Africa,832,7.94%
South Sudan,820,7.83%
Guyana,805,7.69%
Malaysia,787,7.51%
Papua New Guinea,780,7.45%
Zambia,772,7.37%
Guatemala,742,7.08%
Ghana,741,7.07%
Honduras,739,7.06%
Central African Republic,737,7.04%
Cote d'lvoire (Ivory Coast),723,6.90%
French Guiana,721,6.88%
Laos,721,6.88%
Mozambique,717,6.85%
Nicaragua,716,6.84%
Russia,712,6.80%
Suriname,711,6.79%
Paraguay,707,6.75%
Rwanda,683,6.52%
Bhutan,666,6.36%
Guinea,666,6.36%
Zimbabwe,666,6.36%
Somalia,665,6.35%
Bangladesh,663,6.33%
Malawi,662,6.32%
Gabon,659,6.29%
Pakistan,658,6.28%
Congo,656,6.26%
Philippines,647,6.18%
Namibia,646,6.17%
Sierra Leone,645,6.16%
Burundi,634,6.05%
Togo,631,6.02%
Senegal,631,6.02%
Mali,619,5.91%
Canada,615,5.87%
Benin,596,5.69%
Liberia,593,5.66%
Japan,593,5.66%
Belize,583,5.57%
Botswana,581,5.55%
Eritrea,570,5.44%
United Kingdom,562,5.37%
Gambia,554,5.29%
Chad,554,5.29%
Spain,550,5.25%
Cambodia,545,5.20%
Mauritania,540,5.16%
Iran,527,5.03%
Israel,526,5.02%
El Salvador,522,4.98%
France,522,4.98%
