0,1,2
Georgia,4,Vyacheslav Chkhikvadze
Yemen,3,Habib Abdulrab Sarori
Kyrgyzstan,3,Q20627005
Lebanon,3,Amin El Maalouf
Vietnam,3,Cao ・ｾ・・・ｻ・・ｻ・ｽｻ・ｽｩc Ph・ｾ・・ｽ｡t
Mongolia,3,Baataryn Chadraa
Jordan,2,Zuhair Al-Karmi
Myanmar,2,Sein Tu
Nepal,2,Dayananda Bajracharya
Singapore,2,Desney Tan
Oman,0,Mona Al Habsi
Weimar Republic,287,Albert Einstein
Switzerland,287,Albert Einstein
Germany,287,Albert Einstein
United Kingdom,189,Margaret Thatcher
Italy,89,Rita Levi-Montalcini
Sweden,80,Emmanuel Swedenborg
Poland,76,Benoit Mandelbrot
Austria,64,Richard Adolf Zsigmondy
Albania,60,Bamir Topi
Spain,46,Mary Somerville
Bulgaria,32,Carl Djerassi
Norway,29,Kristian Birkeland
Crown of Aragon,26,Abraham Abulafia
Ireland,25,Richard Kirwan
Portugal,18,Abb・ｾ・・ｽｩ Faria
Belgium,17,L・ｾ・・ｽｩon Rosenfeld
Hungary,16,Cornelius Lanczos
Finland,16,Arvo Ylpp・ｾ・・ｽｶ
Greece,14,Katerina Vitale
Croatia,12,Tomislav Toma・ｾ・・ｽ｡evi・ｾ・・・ｻ
Romania,11,Robert Steinberg
Belarus,10,Uladzimir Levaneuski
Czech Republic,9,Eva Sykov・ｾ・・ｽ｡
Latvia,8,J・ｾ・・・ｻnis Peive
Ukraine,8,Yuri Osmanov
Slovakia,6,Michal Wiezik
Estonia,5,Enn Kasak
Slovenia,5,Klemen Gro・ｾ・・ｽ｡elj
Andorra,5,Elisenda Vives
Lithuania,4,Sara Ginaite
Iceland,4,J・ｾ・・ｽｳn ・ｾ・・・ｻlafsson of Grunnav・ｾ・・ｽｭk
Moldova,4,Boris G・ｾ・・・ｻin・ｾ・・・ｻ
North Macedonia,4,Vasil Tocinovski
Bosnia and Herzegovina,4,Taib ・ｾ・・｣ｰari・ｾ・・・ｻ
Malta,4,Dmitry Volkov
Serbia,4,Milo・ｾ・・ｽ｡ ・ｾ・・・ｻorlomanovi・ｾ・・・ｻ
Luxembourg,2,F・ｾ・・ｽｩlix Heuertz
Montenegro,2,Obren Blagojevi・ｾ・・・ｻ
Denmark,66,Niels Ryberg Finsen
