0,1,2
United States,705749.0,"Washington, D.C."
Germany,3748148.0,Berlin
Switzerland,121631.0,Bern
United Kingdom,8908081.0,London
Egypt,9848576.0,Cairo
France,2241346.0,Paris
Lithuania,556723.0,Vilnius
Italy,2873104.0,Rome
Belgium,148873.0,City of Brussels
Uzbekistan,2207850.0,Tashkent
Poland,1711324.0,Warsaw
Singapore,5638700.0,Singapore
North Macedonia,521000.0,Skopje
Slovenia,280140.0,Ljubljana
Bulgaria,1277000.0,Sofia
Norway,645701.0,Oslo
Portugal,564657.0,Lisbon
Russia,12506468.0,Moscow
China,21542000.0,Beijing
India,257803.0,New Delhi
Georgia,1044993.0,Tbilisi
Czech Republic,1241664.0,Prague
Uruguay,1369797.0,Montevideo
Croatia,804200.0,Zagreb
Argentina,2891082.0,Buenos Aires
Mexico,8918653.0,Mexico City
Japan,13929286.0,Tokyo
Bolivia,261201.0,La Paz
Kazakhstan,1029556.0,Nur-Sultan
Greece,664046.0,Athens
Venezuela,1838939.0,Caracas
Cuba,2135498.0,Havana
Austria,1749673.0,Vienna
Sweden,962154.0,Stockholm
Finland,635591.0,Helsinki
Ireland,1173179.0,Dublin
Iceland,115000.0,Reykjavík
Estonia,440206.0,Tallinn
Latvia,713016.0,Riga
Slovakia,424207.0,Bratislava
Hungary,1729040.0,Budapest
Luxembourg,119214.0,Luxembourg
Liechtenstein,5248.0,Vaduz
San Marino,4493.0,San Marino
Cambodia,2011725.0,Phnom Penh
Andorra,22884.0,Andorra la Vella
Ukraine,2847200.0,Kyiv
Canada,934243.0,Ottawa
Armenia,1080487.0,Yerevan
Belarus,1702061.0,Minsk
Spain,3266126.0,Madrid
Colombia,7181469.0,Bogotá
Brazil,2648532.0,Brasília
Peru,8852000.0,Lima
Chile,6310000.0,Santiago
Ecuador,1504991.0,Quito
Paraguay,520722.0,Asunción
Suriname,254147.0,Paramaribo
Belize,16451.0,Belmopan
Australia,410301.0,Canberra
Algeria,3415811.0,Algiers
Ethiopia,3040740.0,Addis Ababa
Indonesia,10075310.0,Jakarta
Turkey,5445026.0,Ankara
Chad,751288.0,N'Djamena
Serbia,1154589.0,Belgrade
Ghana,1640507.0,Accra
Cyprus,270000.0,Nicosia
Kenya,3138369.0,Nairobi
Bahrain,140616.0,Manama
South Africa,2345908.0,Pretoria
Azerbaijan,2204200.0,Baku
East Timor,59069.0,Dili
Guyana,134599.0,Georgetown
Bosnia and Herzegovina,395133.0,Sarajevo
Marshall Islands,25400.0,Majuro
North Korea,3144005.0,Pyongyang
Romania,1942254.0,Bucharest
Albania,763634.0,Tirana
Moldova,794800.0,Chișinău
Mongolia,907802.0,Ulaanbaatar
Montenegro,141854.0,Podgorica
New Zealand,215900.0,Wellington
Malta,6444.0,Valletta
Nauru,1100.0,Yaren District
Tuvalu,4492.0,Funafuti
Barbados,110000.0,Bridgetown
Samoa,39813.0,Apia
Papua New Guinea,299396.0,Port Moresby
Vanuatu,38000.0,Port Vila
Fiji,84410.0,Suva
Tonga,22400.0,Nuku'alofa
Solomon Islands,59288.0,Honiara
Micronesia,9900.0,Palikir
Monaco,35986.0,Monaco City
Kiribati,30000.0,South Tarawa
Palau,271.0,Ngerulmud
Denmark,794128.0,Copenhagen
Trinidad & Tobago,,Port of Spain
Netherlands,855965.0,Amsterdam
Israel,927000.0,Jerusalem
Bangladesh,8906039.0,Dhaka
Pakistan,1014825.0,Islamabad
Philippines,1780148.0,Manila
United Arab Emirates,585097.0,Abu Dhabi
Iraq,6719500.0,Baghdad
Guatemala,2450212.0,Guatemala City
Vietnam,8053663.0,Hanoi
Thailand,8305218.0,Bangkok
Malaysia,1381830.0,Kuala Lumpur
Taiwan,2668572.0,Taipei
South Sudan,372410.0,Juba
Sudan,1840661.0,Khartoum
Somalia,1097133.0,Mogadishu
Bahamas,248948.0,Nassau
Yemen,1431649.0,Sanaa
Nepal,1003285.0,Kathmandu
Costa Rica,328195.0,San José
El Salvador,521366.0,San Salvador
Honduras,735982.0,Tegucigalpa
Nicaragua,926883.0,Managua
Panama,813097.0,Panama City
Morocco,1789635.0,Rabat
Tunisia,767629.0,Tunis
Libya,1184045.0,Tripoli
Djibouti,475332.0,Djibouti
Iran,8693706.0,Tehran
Eritrea,694000.0,Asmara
Niger,794814.0,Niamey
Mauritania,719167.0,Nouakchott
Saudi Arabia,7676654.0,Riyadh
Mali,1289626.0,Bamako
Senegal,1030594.0,Dakar
Gambia,34828.0,Banjul
Guinea,1399981.0,Conakry
Guinea-Bissau,452640.0,Bissau
Liberia,1010970.0,Monrovia
Cape Verde,125464.0,Praia
Syria,3500000.0,Damascus
Ivory Coast,454929.0,Yamoussoukro
Burkina Faso,1005231.0,Ouagadougou
Sierra Leone,1070200.0,Freetown
Nigeria,778567.0,Abuja
Togo,824738.0,Lomé
Benin,223552.0,Porto-Novo
Jordan,2600603.0,Amman
Cameroon,2765568.0,Yaoundé
Equatorial Guinea,100677.0,Malabo
Lebanon,1574387.0,Beirut
Gabon,556425.0,Libreville
Oman,797000.0,Muscat
Central African Republic,731548.0,Bangui
DR Congo,12691000.0,Kinshasa
Republic of the Congo,1827000.0,Brazzaville
Rwanda,718414.0,Kigali
Qatar,1450000.0,Doha
Tanzania,287200.0,Dodoma
Malawi,902388.0,Lilongwe
Zambia,1331254.0,Lusaka
Mozambique,1076689.0,Maputo
Uganda,1659600.0,Kampala
Angola,2453779.0,Luanda
Comoros,60200.0,Moroni
Eswatini,81594.0,Mbabane
Lesotho,267652.0,Maseru
Madagascar,1613375.0,Antananarivo
Botswana,225656.0,Gaborone
Zimbabwe,1487028.0,Harare
Mauritius,147251.0,Port Louis
São Tomé & Príncipe,,São Tomé
Namibia,252721.0,Windhoek
Seychelles,29298.0,Victoria
Afghanistan,3140853.0,Kabul
South Korea,9838892.0,Seoul
Bhutan,101259.0,Thimphu
Brunei,28135.0,Bandar Seri Begawan
Laos,287579.0,Vientiane
Maldives,103693.0,Malé
Kyrgyzstan,843240.0,Bishkek
Tajikistan,582496.0,Dushanbe
Turkmenistan,763537.0,Ashgabat
Haiti,1235227.0,Port-au-Prince
Jamaica,701063.0,Kingston
Dominican Republic,1111838.0,Santo Domingo
Kuwait,1171880.0,Kuwait City
Sri Lanka,115826.0,Colombo
Antigua & Barbuda,,Saint John's
Dominica,14847.0,Roseau
Myanmar,925000.0,Naypyidaw
Grenada,7500.0,St. George's
Burundi,41944.0,Gitega
Hong Kong,7482500.0,
Macau,520400.0,
Puerto Rico,421356.0,
Kosovo・Eｯ,198214.0,
Sahrawi Arab Democratic Republic,1946683000.0,
Transnistria,159163.0,
New Caledonia,89207.0,
Saint Lucia,20000.0,
Northern Mariana Islands,62392.0,
Sao Tome and Principe,56166.0,
American Samoa,52000.0,
Trinidad and Tobago,50479.0,
Republic of Artsakh,49986.0,
Curacao,49885.0,
Saint Vincent and the Grenadines,40020.0,
Aruba,29998.0,
Gibraltar,29286.0,
Jersey,28380.0,
Cayman Islands,26798.0,
Isle of Man,26600.0,
French Polynesia,26200.0,
Palestine,25500.0,
Antigua and Barbuda,22679.0,
Faroe Islands,18573.0,
Guernsey,16701.0,
Greenland,15469.0,
Saint Kitts and Nevis,13043.0,
Oland Islands,11296.0,
U.S. Virgin Islands,10817.0,
British Virgin Islands,9400.0,
Saint Barthelemy (France),6000.0,
Saint Martin (France),5700.0,
Saint Pierre and Miquelon (France),5509.0,
Cook Islands,5445.0,
Turks and Caicos Islands (UK),3700.0,
Falkland Islands,2115.0,
Svalbard (Norway),2075.0,
Christmas Island,1493.0,
Sint Maarten,1338.0,
Wallis and Futuna (France),1191.0,
Anguilla,1169.0,
Guam,1100.0,
Bermuda,854.0,
Vatican City,826.0,
Saint Helena (UK),714.0,
Niue,616.0,
Tokelau,524.0,
Montserrat,3910.0,
Cocos (Keeling) Islands,120.0,
Pitcairn Islands,50.0,
South Georgia and the South Sandwich Islands (UK),22.0,
Norfolk Island,-1.0,
