scientist,scientistLabel,sitelinks,country,countryLabel
http://www.wikidata.org/entity/Q313211,Alberto Santos-Dumont,51,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q316310,Alberto Granado,37,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q434805,Augusto Boal,29,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q62086,Fritz Mﾃｼller,24,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q938350,Carlos I. Noriega,19,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q887720,Josﾃｩ Serrato,18,http://www.wikidata.org/entity/Q77,Uruguay
http://www.wikidata.org/entity/Q1371228,Jacinto Convit,15,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q3057891,Pedro Paulet,14,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q2574651,Daniel Alcides Carriﾃｳn,13,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q972239,Ivo Pitanguy,10,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q71049,O. E. H. Wucherer,9,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q199640,Adib Jatene,9,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5444551,Fernanda Viﾃｩgas,9,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q1745928,Klaus von Storch,8,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q276996,ﾃ・scar Ichazo,8,http://www.wikidata.org/entity/Q750,Bolivia
http://www.wikidata.org/entity/Q2408621,Thais Russomano,7,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q10268357,Dorath Pinto Uchﾃｴa,7,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q16930347,Sonja Ashauer,7,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q3699206,Jorge Sabato,7,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q23907198,Hilda Pﾃｩrez Carvajal,7,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q24939008,Virginia Pereira ﾃ・lvarez,7,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q21118533,Manuela Espejo,7,http://www.wikidata.org/entity/Q736,Ecuador
http://www.wikidata.org/entity/Q27644672,Alexandra Olaya Castro,7,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q946570,Landell de Moura,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q3383262,Pedro Luiz Napoleﾃ｣o Chernoviz,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q2489697,Crodowaldo Pavan,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q7964620,Walter Cruz,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q10324089,Manuel de Abreu,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q25631212,Edith Fanta,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q41503061,Carlos Afonso Nobre,6,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q25796456,Teresa Torres,6,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q822661,Jorge E. Galﾃ｡n,6,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q2050283,Paola Kaufmann,6,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q25350128,Patricia Ortﾃｺzar,6,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q23707241,Inﾃｩs Moisset,6,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q62032117,Alejandra Melfo,5,http://www.wikidata.org/entity/Q77,Uruguay
http://www.wikidata.org/entity/Q5367651,Elsimar Coutinho,5,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q6293853,Josﾃｩ Reis,5,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9296442,Luﾃｭs Antﾃｴnio de Carvalho Ferraz,5,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q17489997,Antonio Galves,5,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q3822237,Carlos Cardoen,5,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q6291393,Josﾃｩ Antonio Balseiro,5,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q16029923,Jennie Howard,5,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q3289349,Marcel Roche,5,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q42559386,Mﾃｳnica Krﾃ､uter,5,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q62032117,Alejandra Melfo,5,http://www.wikidata.org/entity/Q717,Venezuela
http://www.wikidata.org/entity/Q4297239,Eduardo Estrella Aguirre,5,http://www.wikidata.org/entity/Q736,Ecuador
http://www.wikidata.org/entity/Q18417417,Brigitte LG Baptiste,5,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q26393044,Lucrecia Covelo,4,http://www.wikidata.org/entity/Q77,Uruguay
http://www.wikidata.org/entity/Q6298030,Joﾃ｣o Baptista de Lacerda,4,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9609150,Alysson Paulinelli,4,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9621875,Antﾃｴnio Guedes Muniz,4,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5871801,Fusa Sudzuki,4,http://www.wikidata.org/entity/Q298,Chile
http://www.wikidata.org/entity/Q537665,Leopoldo Mﾃ｡ximo Falicov,4,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q21573057,Gloria  Dubner,4,http://www.wikidata.org/entity/Q414,Argentina
http://www.wikidata.org/entity/Q5999102,Mario Urteaga Alvarado,4,http://www.wikidata.org/entity/Q419,Peru
http://www.wikidata.org/entity/Q2722202,Gerard Leckie,4,http://www.wikidata.org/entity/Q730,Suriname
http://www.wikidata.org/entity/Q3296426,Marﾃｭa Cristina Ardila-Robayo,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q13366614,Gina Paola Mﾃｩndez,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q13366622,Marﾃｭa Eugenia Morales-Puentes,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q13366629,Natalia Pabﾃｳn-Mora,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q16298078,Laura Victoria Campos Salazar,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q16300458,Ana Esperanza Franco-Molano,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q18203277,Marﾃｭa Michelsen Lombana,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q21573020,Maria Cristina Ferro de Carrasquilla,4,http://www.wikidata.org/entity/Q739,Colombia
http://www.wikidata.org/entity/Q5691809,Ivﾃ｡n Guzmﾃ｡n de Rojas,4,http://www.wikidata.org/entity/Q750,Bolivia
http://www.wikidata.org/entity/Q36643529,Narel Y. Paniagua-Zambrana,4,http://www.wikidata.org/entity/Q750,Bolivia
http://www.wikidata.org/entity/Q6757439,Marco Antonio Zago,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5337201,Edgar D. Zanotto,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5444992,Fernando de Mendonﾃｧa,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5504957,Fritz Kﾃｶberle,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5505329,Froilano de Mello,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q5561420,Gilberto de Nucci,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q6309569,Julio Ximenes Senior,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q7312660,Renato Migliorini,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q7515718,Silvano Raia,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q9299092,Maurﾃｭcio Rocha e Silva,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q10299196,Hﾃｩlio Lourenﾃｧo de Oliveira,3,http://www.wikidata.org/entity/Q155,Brazil
http://www.wikidata.org/entity/Q10325969,Maria Lea Salgado Labouriau,3,http://www.wikidata.org/entity/Q155,Brazil
