0,1,2
Kylian Mbappﾃｩ,84,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Catherine Deneuve,83,France
-,-,-
Marion Cotillard,83,France
-,-,-
Leymah Gbowee,83,Liberia
-,-,-
-,-,-
Franﾃｧois Fillon,82,France
-,-,-
-,-,-
-,-,-
Eva Green,82,France
-,-,-
Paul Kagame,82,Rwanda
-,-,-
-,-,-
-,-,-
Samuel Eto'o,81,Cameroon
Matamela Cyril Ramaphosa,81,South Africa
-,-,-
-,-,-
Didier Drogba,80,France
Didier Drogba,80,Cﾃｴte d'Ivoire
Yoweri Museveni,80,Uganda
Jean Reno,79,France
Olivier Giroud,79,France
-,-,-
-,-,-
-,-,-
-,-,-
Sﾃｩgolﾃｨne Royal,79,France
Ayman al-Zawahiri,79,Egypt
Christine Lagarde,79,France
Jean Reno,79,Morocco
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Akon,78,Senegal
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Diane Kruger,77,France
-,-,-
-,-,-
Mswati III,77,Eswatini
-,-,-
-,-,-
-,-,-
-,-,-
Michel Houellebecq,76,France
Franﾃｧoise Barrﾃｩ-Sinoussi,76,France
-,-,-
-,-,-
-,-,-
Mohamed ElBaradei,76,Egypt
Josﾃｩ Eduardo dos Santos,76,Angola
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Eric Cantona,75,France
-,-,-
-,-,-
Emir Kusturica,75,France
Juliette Binoche,75,France
Isabelle Adjani,75,France
-,-,-
-,-,-
-,-,-
-,-,-
Joseph Kabila,75,Democratic Republic of the Congo
-,-,-
-,-,-
-,-,-
Dominique de Villepin,74,France
-,-,-
-,-,-
Denis Sassou-Nguesso,74,Republic of the Congo
Denis Sassou-Nguesso,74,France
-,-,-
-,-,-
Luc Besson,74,France
Manuel Valls,73,France
Hugo Lloris,73,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Denis Mukwege,73,Democratic Republic of the Congo
Teodoro Obiang,73,Equatorial Guinea
-,-,-
-,-,-
Sophie Marceau,73,France
-,-,-
-,-,-
Raphaﾃｫl Varane,73,France
Chimamanda Ngozi Adichie,73,Nigeria
-,-,-
Jean-Marie Le Pen,72,France
-,-,-
-,-,-
Boris Spassky,72,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Carla Bruni,72,France
-,-,-
Albert Fert,72,France
-,-,-
-,-,-
-,-,-
Muhammadu Buhari,72,Nigeria
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Tedros Adhanom Ghebreyesus,71,Ethiopia
-,-,-
-,-,-
-,-,-
Paul Biya,71,Cameroon
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Lilian Thuram,70,France
-,-,-
-,-,-
Amin Maalouf,70,France
-,-,-
-,-,-
-,-,-
-,-,-
Alassane Ouattara,70,Cﾃｴte d'Ivoire
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Thiago Silva,69,France
-,-,-
Salome Zurabishvili,69,France
Yaya Tourﾃｩ,69,Cﾃｴte d'Ivoire
Audrey Tautou,69,France
-,-,-
Didier Deschamps,69,France
-,-,-
Emmanuelle Charpentier,69,France
Mark Shuttleworth,69,South Africa
Alain Prost,68,France
-,-,-
Patrice Evra,68,France
Isaias Afwerki,68,Eritrea
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Jean-Marc Ayrault,67,France
Amﾃｩlie Mauresmo,67,France
David Trezeguet,67,France
-,-,-
-,-,-
Jean-Michel Jarre,67,France
Isabelle Huppert,67,France
-,-,-
-,-,-
-,-,-
-,-,-
Emmerson Mnangagwa,67,Zimbabwe
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Letsie III of Lesotho,67,Lesotho
Patrick Vieira,66,France
Nicolas Anelka,66,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Vanessa Paradis,66,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Laurent Gbagbo,66,Cﾃｴte d'Ivoire
-,-,-
N'Golo Kantﾃｩ,66,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Jean Dujardin,65,France
-,-,-
Yahya Jammeh,65,The Gambia
Mireille Mathieu,65,France
Luc Montagnier,65,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Salva Kiir Mayardit,65,South Sudan
-,-,-
-,-,-
Julia Kristeva,65,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Dominique Strauss-Kahn,65,France
-,-,-
-,-,-
Sadio Manﾃｩ,65,Senegal
Idris Elba,65,Sierra Leone
Salva Kiir Mayardit,65,Sudan
Oscar Pistorius,65,South Africa
-,-,-
Samuel Umtiti,64,France
-,-,-
-,-,-
Bacary Sagna,64,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Claude Cohen-Tannoudji,64,France
-,-,-
-,-,-
-,-,-
Sahle-Work Zewde,64,Ethiopia
-,-,-
-,-,-
-,-,-
Samuel Umtiti,64,Cameroon
-,-,-
ﾃ・douard Philippe,64,France
Samir Nasri,63,France
Eric Abidal,63,France
-,-,-
-,-,-
-,-,-
-,-,-
Lupita Nyong'o,63,Kenya
Mengistu Haile Mariam,63,Zimbabwe
Mengistu Haile Mariam,63,Ethiopia
John Mahama,63,Ghana
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Pierre-Emerick Aubameyang,62,France
-,-,-
Jean Tirole,62,France
-,-,-
-,-,-
Uhuru Kenyatta,62,Kenya
Michael Essien,62,Ghana
Pierre-Emerick Aubameyang,62,Gabon
-,-,-
Alpha Condﾃｩ,62,Guinea
-,-,-
-,-,-
-,-,-
-,-,-
Esther Duflo,62,France
-,-,-
Mikel John Obi,62,Nigeria
Macky Sall,62,Senegal
-,-,-
-,-,-
Lionel Jospin,61,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Abdulrazak Gurnah,61,Tanzania
-,-,-
Faure Essozimna Gnassingbﾃｩ Eyadﾃｩma,61,Togo
Mwai Kibaki,61,Kenya
-,-,-
Ali Bongo Ondimba,61,Gabon
-,-,-
-,-,-
-,-,-
Alizﾃｩe,61,France
Kolo Tourﾃｩ,61,Cﾃｴte d'Ivoire
-,-,-
-,-,-
Goodluck Jonathan,61,Nigeria
-,-,-
Jean Castex,61,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Emmanuel Adebayor,60,Togo
-,-,-
Thomas Boni Yayi,60,Benin
Haile Gebrselassie,60,Ethiopia
Blaise Compaorﾃｩ,60,Burkina Faso
-,-,-
-,-,-
-,-,-
Dimitri Payet,60,France
Joyce Banda,60,Malawi
Florent Malouda,59,France
Blaise Matuidi,59,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Fabien Barthez,59,France
Serge Haroche,59,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Olga Kurylenko,59,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Saad Hariri,59,France
-,-,-
-,-,-
Anthony Martial,59,France
Timothﾃｩe Chalamet,59,France
Ousmane Dembﾃｩlﾃｩ,59,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Chris Froome,58,Kenya
John Kufuor,58,Ghana
Nana Akufo-Addo,58,Ghana
-,-,-
-,-,-
-,-,-
Marcel Desailly,58,France
-,-,-
-,-,-
-,-,-
Laurent Fabius,58,France
-,-,-
-,-,-
Lﾃｩa Seydoux,58,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Bixente Lizarazu,57,France
Laurent Blanc,57,France
William Gallas,57,France
-,-,-
-,-,-
Marion Bartoli,57,France
-,-,-
-,-,-
-,-,-
Ngugi wa Thiong・・o,57,Kenya
Andrei Konchalovsky,57,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Yo-Yo Ma,57,France
-,-,-
-,-,-
Olusegun Obasanjo,57,Nigeria
-,-,-
-,-,-
Jean-Pierre Papin,56,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Faustin-Archange Touadﾃｩra,56,Central African Republic
-,-,-
-,-,-
Just Fontaine,56,France
Vincent Cassel,56,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Benjamin Pavard,56,France
-,-,-
-,-,-
Michel Hazanavicius,55,France
Steve Mandanda,55,France
Jean-Luc Mﾃｩlenchon,55,France
-,-,-
Claude Makﾃｩlﾃｩlﾃｩ,55,France
-,-,-
-,-,-
Christopher Lambert,55,France
-,-,-
-,-,-
-,-,-
-,-,-
Fﾃｩlix Tshisekedi,55,Democratic Republic of the Congo
Ismail Omar Guelleh,55,Djibouti
Ismail Omar Guelleh,55,France
-,-,-
-,-,-
-,-,-
Adama Barrow,55,The Gambia
-,-,-
Tony Parker,55,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Catalan people,55,France
-,-,-
-,-,-
Salomon Kalou,55,Cﾃｴte d'Ivoire
-,-,-
-,-,-
-,-,-
CODRED BRAHIMI,55,Algeria
-,-,-
-,-,-
-,-,-
Adil Rami,54,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Jacques Delors,54,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Goran Bregoviﾄ・,54,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Jean-Pierre Jeunet,54,France
-,-,-
-,-,-
Anouk Aimﾃｩe,54,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Gervinho,54,Cﾃｴte d'Ivoire
Seydou Doumbia,54,Cﾃｴte d'Ivoire
-,-,-
-,-,-
-,-,-
-,-,-
Gﾃｩrard Mourou,54,France
-,-,-
-,-,-
Peter Mutharika,54,Malawi
-,-,-
Kgalema Motlanthe,54,South Africa
-,-,-
Laurent Koscielny,53,France
Mathieu Valbue,53,France
-,-,-
Abdoulaye Wade,53,France
Robert Pires,53,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Joﾃ｣o Lourenﾃｧo,53,Angola
Jakaya Mrisho Kikwete,53,Tanzania
Samia Suluhu,53,Tanzania
-,-,-
Patrice Talon,53,Benin
Sulley Muntari,53,Ghana
Asamoah Gyan,53,Ghana
Roch Marc Christian Kaborﾃｩ,53,Burkina Faso
Moussa Sissoko,53,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Youri Djorkaeff,53,France
Roger Guillemin,53,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Frﾃｩdﾃｩric Beigbeder,53,France
Patrick M'Boma,53,Cameroon
-,-,-
-,-,-
-,-,-
-,-,-
Mohamed Ould Abdel Aziz,53,Mauritania
Joaquim Chissano,53,Mozambique
-,-,-
Giannis Antetokounmpo,53,Nigeria
Abdoulaye Wade,53,Senegal
-,-,-
Louis Aliot,53,France
Kingsley Coman,53,France
-,-,-
Michael Levitt,53,South Africa
Alexandre Lacazette,52,France
-,-,-
-,-,-
-,-,-
-,-,-
Mathieu Debuchy,52,France
Philippe Mexﾃｨs,52,France
Gaﾃｫl Clichy,52,France
Djibril Cissﾃｩ,52,France
-,-,-
-,-,-
-,-,-
Gaﾃｫl Monfils,52,France
Alex Song,52,France
-,-,-
-,-,-
-,-,-
Lucas Digne,52,France
Romain Grosjean,52,France
-,-,-
-,-,-
Daniel Auteuil,52,France
Julie Delpy,52,France
-,-,-
-,-,-
-,-,-
Pavel Durov,52,France
-,-,-
-,-,-
-,-,-
Ludacris,52,Gabon
-,-,-
-,-,-
Kristin Scott Thomas,52,France
Alain Juppﾃｩ,52,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Charlotte Gainsbourg,52,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Alex Song,52,Cameroon
Hakim Ziyech,52,Morocco
Jean-Pierre Sauvage,52,France
-,-,-
Adrien Rabiot,51,France
-,-,-
-,-,-
-,-,-
-,-,-
Hatem Ben Arfa,51,France
-,-,-
Mylﾃｨne Farmer,51,France
Jean-Pierre Raffarin,51,France
Jules Hoffmann,51,France
Jean-Louis Trintignant,51,France
Emmanuelle Bﾃｩart,51,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Kenenisa Bekele,51,Ethiopia
-,-,-
-,-,-
-,-,-
-,-,-
Jane Birkin,51,France
Zaz,51,France
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ﾃ・dith Cresson,51,France
-,-,-
Emmanuel Petit,51,France
-,-,-
-,-,-
-,-,-
-,-,-
Bernard-Henri Lﾃｩvy,51,France
-,-,-
-,-,-
-,-,-
Roger Milla,51,Cameroon
-,-,-
-,-,-
Jorge Carlos Fonseca,51,Cape Verde
Bernard Cazeneuve,51,France
Thomas Piketty,51,France
Mahamadou Issoufou,51,Niger
-,-,-
Anne Hidalgo,51,France
Mohamed Abdullahi Farmajo,51,Somalia
-,-,-
0,0,0
