0,1,2,3,4,5,6,7,8
Grenada,4,Kimberly Ince,http://www.wikidata.org/entity/Q100272604,wd:Q100272604,65553057.0,Grenadian swimmer,"Kimberly Ince (born 10 October 2004) is a Grenadian swimmer. She competed in the women's 50 metre backstroke event at the 2018 FINA World Swimming Championships (25 m), in Hangzhou, China. She competed at the 2020 Summer Olympics.",https://en.wikipedia.org/wiki/Kimberly_Ince
Guatemala,4,Gabriela Rivera,http://www.wikidata.org/entity/Q48322110,wd:Q48322110,60517271.0,Guatemalan tennis player,"María Gabriela Rivera Corado (born 22 December 2001), known as Gabriela Rivera, is a Guatemalan tennis player.On the juniors tour, Rivera has a career high ITF junior combined ranking of 35, achieved on 26 February 2018.
As of October 2021, she was ranked n. 1383 in the world by the WTA.
Rivera represents Guatemala in the Fed Cup.",https://en.wikipedia.org/wiki/Gabriela_Rivera
Guinea,5,Aissata Denn Conte,http://www.wikidata.org/entity/Q99485470,wd:Q99485470,68310034.0,Guinean athletics competitor,Aïssata Deen Conte (born 4 September 2001) is a Guinean Olympic athlete.,https://en.wikipedia.org/wiki/A%C3%AFssata_Denn_Conte
Guyana,3,Aleka Persaud,http://www.wikidata.org/entity/Q107723709,wd:Q107723709,68368140.0,Guyanese swimmer,Aleka Kylela Persaud (born 24 February 2006) is a Guyanese swimmer. She competed in the women's 50 metre freestyle at the 2020 Summer Olympics.,https://en.wikipedia.org/wiki/Aleka_Persaud
Haiti,7,Melchie Dumornay,http://www.wikidata.org/entity/Q83632876,wd:Q83632876,62927255.0,Haitian association football player,"Melchie Daëlle Dumornay (born 17 August 2003), also known as Corventina, is a Haitian professional footballer who plays as a midfielder for Division 1 Féminine club Reims and the Haiti national team. She will join Lyon on 1 July 2023.
Considered as one of the most promising talents of her generation in women's football, in 2022 Dumornay won Goal's NXGN award as the best teenage player in the world.

",https://en.wikipedia.org/wiki/Melchie_Dumornay
Hong Kong,6,Hsieh Kaylin Sin Yan,http://www.wikidata.org/entity/Q55281988,wd:Q55281988,64096838.0,Hong Kong fencer,"Kaylin Hsieh Sin-yan (born 19 May 2001) is a Hong Kong fencer. She won one of the bronze medals in the women's team épée event at the 2018 Asian Games held in Jakarta, Indonesia. In 2021, she represented Hong Kong at the 2020 Summer Olympics in Tokyo, Japan.In 2018, she also won the silver medal in the girls' épée event at the Summer Youth Olympics held in Buenos Aires, Argentina. At the opening ceremony of the 2018 Summer Youth Olympics she carried the flag for Hong Kong.At the 2018 Asian Fencing Championships in Bangkok, Thailand, she won one of the bronze medals in the women's individual épée event. She also won the silver medal in the women's team épée event. In 2019, she won the bronze medal in the women's team épée at the Asian Fencing Championships held in Chiba, Japan.In 2021, she competed in the women's épée event at the 2020 Summer Olympics in Tokyo, Japan where she was eliminated in her first match by Aizanat Murtazaeva of the ROC.",https://en.wikipedia.org/wiki/Kaylin_Hsieh
Hungary,15,Ajna Késely,http://www.wikidata.org/entity/Q20740381,wd:Q20740381,51107853.0,Hungarian swimmer,Ajna Evelin Késely (born 10 September 2001) is a Hungarian competitive swimmer who specializes in freestyle.,https://en.wikipedia.org/wiki/Ajna_K%C3%A9sely
Iceland,14,Diljá,http://www.wikidata.org/entity/Q116979332,wd:Q116979332,73208669.0,Icelandic singer,"Diljá Pétursdóttir (Icelandic pronunciation: ​[ˈtɪljauː ˈpʰjɛːtʏr̥sˌtouhtɪr]; born 2001), mostly known as Diljá, is an Icelandic singer. She is set to represent Iceland in the Eurovision Song Contest 2023 with the song ""Power"".",https://en.wikipedia.org/wiki/Dilj%C3%A1
India,33,Ridhima Pandey,http://www.wikidata.org/entity/Q90815782,wd:Q90815782,63715561.0,Indian climate activist,"Ridhima Pandey  (2008) is an Indian environmental activist who advocates for action against climate change. She has been likened to Greta Thunberg. When she was nine years old, she filed a suit against the Indian government for not taking enough steps to combat climate change. She also was one of the complainants to the United Nations, along with several other young climate activists, against several nations' failure to take action against the climate crisis.",https://en.wikipedia.org/wiki/Ridhima_Pandey
Indonesia,18,Windy Cantika Aisah,http://www.wikidata.org/entity/Q97193011,wd:Q97193011,67788490.0,Indonesian weightlifter (born 2002),Windy Cantika Aisah (born 11 June 2002) is an Indonesian weightlifter. She won the gold medal at the 2019 Southeast Asian Games and the bronze medal at the 2020 Summer Olympics in the women's 49 kg event.,https://en.wikipedia.org/wiki/Windy_Cantika_Aisah
Iran,13,Nika Shakarami,http://www.wikidata.org/entity/Q114357437,wd:Q114357437,71908910.0,teenage protester who participated in Iran's 2022 nationwide protests,"On 20 September 2022, 16-year-old Iranian girl Nika Shakarami (Persian: نیکا شاکرمی) disappeared in Tehran during the 2022 Iranian protests following the death of Mahsa Amini. Her family was informed of her death ten days later. She had died under suspicious circumstances suspected to involve violence by security forces. After her body was identified by her family, they planned to bury her in Khorramabad, but the body was allegedly stolen by Iranian authorities and instead buried in Hayat ol Gheyb, reportedly to exercise leverage over her family and to avoid a funeral procession which could cause further protests.
The Iranian authorities denied wrongdoing, spread several contradictory stories concerning her fate, and allegedly coerced some of her family members to support these narratives. Shakarami's death and the attempts of government suppression regarding information on her fate was widely publicized in international media and further fanned the ongoing protests.
Her official cause of death was later described as blunt force trauma in a Behesh-e Zahra document.Shakarami and Sarina Esmailzadeh, according to media sources, became the new faces of the ongoing protests in Iran, and their pictures appeared on posters, that were secretly plastered on the walls in Iranian cities.",https://en.wikipedia.org/wiki/Killing_of_Nika_Shakarami
Iraq,3,Honia Ibrahim,http://www.wikidata.org/entity/Q33644118,wd:Q33644118,54675825.0,Iraqi swimmer,Honia Ibrahim (born 20 December 2001) is an Iraqi swimmer. She competed in the women's 200 metre breaststroke event at the 2017 World Aquatics Championships.,https://en.wikipedia.org/wiki/Honia_Ibrahim
Israel,24,Noa Kirel,http://www.wikidata.org/entity/Q43139030,wd:Q43139030,56153589.0,"Israeli singer, actress and television host (2001–)","Noa Kirel (Hebrew: נועה קירל; born Noya Kirel; 10 April 2001) is an Israeli singer, actress, dancer and television host. She won the MTV Europe Music Awards for the best Israeli act between 2017 and 2022. She is set to represent Israel in the Eurovision Song Contest 2023 with the song ""Unicorn"".

",https://en.wikipedia.org/wiki/Noa_Kirel
Italy,22,Alessandra Mele,http://www.wikidata.org/entity/Q116450762,wd:Q116450762,72947463.0,Norwegian and Italian singer-songwriter,"Alessandra Watle Mele (born 5 September 2002), known mononymously as Alessandra, is a Norwegian-Italian singer and songwriter. She competed in the seventh season of The Voice – Norges beste stemme in 2022, reaching the live shows. She is set to represent Norway in the Eurovision Song Contest 2023 with the song ""Queen of Kings"".",https://en.wikipedia.org/wiki/Alessandra_Mele
Ivory Coast,2,Makèmè Konaté,http://www.wikidata.org/entity/Q89193206,wd:Q89193206,,,--,--
Jamaica,17,Briana Williams,http://www.wikidata.org/entity/Q55496617,wd:Q55496617,59381561.0,Jamaican female sprinter,"Briana Nichole Williams (born March 21, 2002) is an American-born sprinter competing for Jamaica in the 100 metres and 200 metres. She became the youngest athlete to win the women's 100 metres and 200 metres double at the 2018 World Under-20 Championships in Tampere at age 16.
She holds the girls' 100 metres age-15 world record with a time of 11.13 seconds, set in March 2018. She is  the Jamaican under-18 and under-20 record holder in the women's 200 metres, and was Jamaica""s under-18 and under-20 record holder in the women's 100 metres with personal bests of 22.50 seconds and 10.97 seconds respectively.",https://en.wikipedia.org/wiki/Briana_Williams
Japan,38,"Aiko, Princess Toshi",http://www.wikidata.org/entity/Q743509,wd:Q743509,1122397.0,only child of Emperor Naruhito and Empress Masako of Japan,"Aiko, Princess Toshi (敬宮愛子内親王, Toshi-no-miya Aiko Naishinnō, born 1 December 2001) is a member of the Japanese imperial family. She is the only child of Emperor Naruhito and Empress Masako of Japan.Following her birth, the ongoing Japanese imperial succession debate had resulted in some politicians holding a favorable view on rescinding agnatic primogeniture imposed by World War II allies on the constitution of Japan. However, once her uncle and the current crown prince Fumihito had his son Hisahito in September 2006 he became next in the line of succession following his father. Aiko remains at present legally ineligible to inherit the throne, while debate about the possibility of having future empresses regnant continues.","https://en.wikipedia.org/wiki/Aiko,_Princess_Toshi"
Jordan,5,Emanne Beasha,http://www.wikidata.org/entity/Q30022037,wd:Q30022037,54136600.0,Jordanian singer,Emanne Beasha (Arabic: إيمان بيشة; born 18 September 2008) is a Circassian American classically-trained singer. She is the winner of the fifth season of the program Arabs Got Talent and finished in 9th place on fourteenth Season of America's Got Talent.,https://en.wikipedia.org/wiki/Emanne_Beasha
Kazakhstan,20,Daneliya Tuleshova,http://www.wikidata.org/entity/Q47489453,wd:Q47489453,60249047.0,Kazakh singer,"Daneliya Tuleshova (Kazakh: Данэлия Төлешова, romanized: Danelia Töleşova, born 18 July 2006) is a Kazakhstani singer. She represented Kazakhstan in the Junior Eurovision Song Contest 2018 in Minsk, Belarus with her song ""Ózińe sen"", finishing sixth.
Before Junior Eurovision, she won the fourth season of The Voice Kids Ukraine and was a finalist in Children's New Wave 2015. In 2019, she took part in The World's Best, representing her country alongside Dimash Kudaibergen. She was a finalist on season 15 of America's Got Talent.",https://en.wikipedia.org/wiki/Daneliya_Tuleshova
Kenya,25,Nyota Uhura,http://www.wikidata.org/entity/Q616755,wd:Q616755,145362.0,Star Trek character,"Nyota Uhura (), or simply Uhura, is a fictional character in the Star Trek franchise. In the original television series, the character was portrayed by Nichelle Nichols, who reprised the role for the first six Star Trek feature films. A younger Uhura is portrayed by Celia Rose Gooding in the 2022 prequel series Star Trek: Strange New Worlds, while an alternate timeline version of Uhura has been portrayed by actress Zoe Saldaña in the feature films Star Trek (2009), Star Trek Into Darkness (2013), and Star Trek Beyond (2016).
Uhura is a translator and communications officer who specializes in linguistics, cryptography, and philology. She was an important part of the original series' multicultural crew and one of the first black characters to be portrayed in a non-menial role on an American television series.",https://en.wikipedia.org/wiki/Nyota_Uhura
Kosovo,6,Donika Grajqevci,http://www.wikidata.org/entity/Q96289173,wd:Q96289173,65703111.0,Kosovan footballer,"Donika Grajqevci (born 14 November 2002) is a Kosovan footballer who plays as a midfielder for
2. Frauen-Bundesliga club FC Carl Zeiss Jena and the Kosovo national team.",https://en.wikipedia.org/wiki/Donika_Grajqevci
Kuwait,4,Lara Dashti,http://www.wikidata.org/entity/Q107663019,wd:Q107663019,68335983.0,Kuwaiti swimmer,"Lara Dashti (Arabic: لارا دشتي; born 24 January 2004 in Kuwait City) is a Kuwaiti swimmer. 
In the 2020 Summer Olympics, Dashti was one of Kuwait's flagbearers along with shooter Talal Al-Rashidi, and was the first woman to carry Kuwait's flag at any Olympics.  Dashti took part in the women's 50m freestyle.",https://en.wikipedia.org/wiki/Lara_Dashti
Kyrgyzstan,3,Dilnaz Sazanova,http://www.wikidata.org/entity/Q113644426,wd:Q113644426,,,--,--
Laos,5,Payengxa Lor,http://www.wikidata.org/entity/Q114888220,wd:Q114888220,72761689.0,Laotian beauty pageant titleholder (born 2001),"Payengxa Lor (Lao: ນາງ ປ່າເຢັ້ງຊາ ລໍ່; born March 25, 2001) is a Laotian model, self taught english teacher, and beauty pageant titleholder, who was crowned Miss Universe Laos 2022. She is the first Hmong to compete and place in the Top 16 from her country. As Miss Universe Laos, Lor represented Laos at the Miss Universe 2022 held in New Orleans, US and placed Top 16,",https://en.wikipedia.org/wiki/Payengxa_Lor
Latvia,6,Alina Urushadze,http://www.wikidata.org/entity/Q57234379,wd:Q57234379,60175627.0,Georgian figure skater,"Alina Urushadze (Georgian: ალინა ურუშაძე, Russian: Алина Урушадзе; born 7 January 2004) is a Latvian-born Georgian-Russian figure skater who represents Georgia. She is the 2019 Bosphorus Cup silver medalist and the 2019 Volvo Open Cup bronze medalist. She placed 11th at the 2019 World Junior Championships and 5th at the 2020 Winter Youth Olympics.

",https://en.wikipedia.org/wiki/Alina_Urushadze
Lebanon,9,Yasmina Zaytoun,http://www.wikidata.org/entity/Q113266007,wd:Q113266007,71381308.0,Miss Lebanon 2022,"Yasmina Ismail Zaytoun (Arabic: ياسمينة إسماعيل زيتون; born October 26, 2002) is a Lebanese model and beauty pageant titleholder who was crowned Miss Lebanon 2022. She represented Lebanon at Miss Universe 2022 and will also compete at Miss World 2023.",https://en.wikipedia.org/wiki/Yasmina_Zaytoun
Lesotho,10,Princess Senate Seeiso,http://www.wikidata.org/entity/Q5736329,wd:Q5736329,13645308.0,Princess of Lesotho,"Princess Senate Mohato Seeiso (born 7 October 2001) is a princess of Lesotho, the eldest child of King Letsie III of Lesotho and his wife Queen 'Masenate Mohato Seeiso.Princess Senate was born at Maseru Private Hospital in Maseru, the capital of Lesotho. The current laws governing the Line of succession to the Lesothan throne bar women from succeeding to the throne although there has been support within Lesotho for a change in the rules. No changes have taken place yet and the birth of a brother Prince Lerotholi Seeiso in 2007 means that he becomes the new heir to the throne.
She was baptised into the Catholic Church with the name of ""Mary"" on November 10, 2001.
Princess Senate is the patron of the non-governmental organization Coalition on the Rights of the Child, which works
to monitor and implement the Convention on the Rights of the Child in Lesotho.",https://en.wikipedia.org/wiki/Princess_Senate_Seeiso
Libya,1,Lynn El Hayek,http://www.wikidata.org/entity/Q94318780,wd:Q94318780,,,--,--
Liechtenstein,2,Christina Bühler,http://www.wikidata.org/entity/Q81902095,wd:Q81902095,,,--,--
Lithuania,8,Kotryna Teterevkova,http://www.wikidata.org/entity/Q65259628,wd:Q65259628,61336513.0,Lithuanian swimmer,"Kotryna Teterevkova (born 23 January 2002) is a Lithuanian swimmer. She is the current national record holder in the 200-meter breastroke (long and short course) and 400-meter individual medley (long and short course).Teterevkova is also a member of Sostinės sporto centras, and is coached and trained by Michailas Romanovskis. She competed in the women's 100 metre breaststroke at the 2019 World Aquatics Championships held in Gwangju, South Korea. She represents LA Current in the International Swimming League.",https://en.wikipedia.org/wiki/Kotryna_Teterevkova
Luxembourg,12,Princess Amalia of Nassau,http://www.wikidata.org/entity/Q23542606,wd:Q23542606,64776114.0,daughter of Prince Félix of Luxembourg,--,--
Madagascar,12,Mialitiana Clerc,http://www.wikidata.org/entity/Q46258329,wd:Q46258329,56139726.0,Malagasy-French alpine skier,"Mialitiana Clerc (born 16 November 2001 in Ambohitrimanjaka, Madagascar) is an alpine skier from Madagascar. Clerc competed for Madagascar at the 2018 Winter Olympics in the alpine skiing events. Clerc became the first female to compete for Madagascar at the Winter Olympics. Clerc was born in Madagascar and was adopted by a French family at the age of one. She learned to ski in France.Clerc's results at the 2018 Winter Olympics:",https://en.wikipedia.org/wiki/Mialitiana_Clerc
Malaysia,10,Moyuka Uchijima,http://www.wikidata.org/entity/Q56651209,wd:Q56651209,58507049.0,Japanese tennis player,"Moyuka Uchijima (内島 萌夏, Uchijima Moyuka, born 11 August 2001) is a Japanese tennis player.
She has a Malaysian mother and a Japanese father.Uchijima has career-high WTA rankings of 104 in singles, achieved November 2022, and 121 in doubles, reached in January 2023. She has won seven singles titles and six doubles titles on the ITF Circuit.
Uchijima made her debut on the WTA Tour at the 2018 Japan Women's Open, after receiving a wildcard for the doubles draw, partnering with Erina Hayashi.
For her Grand Slam debut, Uchijima received a wildcard at the 2023 Australian Open.",https://en.wikipedia.org/wiki/Moyuka_Uchijima
Mali,4,Sika Koné,http://www.wikidata.org/entity/Q110905460,wd:Q110905460,70521334.0,Malian basketball player,Sika Koné (KOH-nay) (born 13 July 2002) is a Malian basketball player for the New York Liberty of the Women's National Basketball Association (WNBA) and for Gran Canaria of the Spanish women's basketball. She was drafted by the New York Liberty of the Women's National Basketball Association (WNBA) in the 3rd round.,https://en.wikipedia.org/wiki/Sika_Kon%C3%A9
Malta,37,Destiny Chukunyere,http://www.wikidata.org/entity/Q21524985,wd:Q21524985,47215587.0,Maltese singer,"Destiny Chukunyere M.Q.R. (born 29 August 2002) is a Maltese singer. She won the Junior Eurovision Song Contest 2015, where she represented Malta with the song ""Not My Soul"".
In 2017, she participated in the eleventh series of Britain's Got Talent and finished 6th in the second semi-final and thus was eliminated. She won the second season of the Maltese version of The X Factor and was chosen to represent Malta in the Eurovision Song Contest 2020 in Rotterdam with the song ""All of My Love"" however the contest was canceled due to the COVID-19 pandemic. Instead, Destiny represented Malta in the Eurovision Song Contest 2021, this time with the song ""Je me casse"", where she finished in 7th place with 255 points.

",https://en.wikipedia.org/wiki/Destiny_(singer)
Marshall Islands,2,Ka'Alieena Bien,http://www.wikidata.org/entity/Q113237415,wd:Q113237415,,,--,--
Mauritius,7,Zuriel Oduwole,http://www.wikidata.org/entity/Q21714395,wd:Q21714395,48813393.0,Nigerian education activist,"Zuriel Elise Oduwole is an American education advocate and film maker best known for her works on the advocacy for the education of girls in Africa. Her advocacy has since made her in the summer of 2013 at the age of 10, the youngest person to be profiled by Forbes. In November 2014, at age 12, Zuriel became the world's youngest filmmaker to have a self-produced and self-edited work screened, after her film showed in two movie chains, and then went on to show in Ghana, England, South Africa, and Japan.
Oduwole has met with 31 presidents and prime ministers in line with her education advocacy and various global socio-development work. Some of these include the leaders of Jamaica, Croatia, Nigeria, Kenya, Tanzania, Malawi, Liberia, South Sudan, Malta, St. Vincent & the Grenadines, Guyana, Sierra Leone and Namibia. She has also appeared in popular television stations including CNBC, Bloomberg TV, BBC and CNN. In 2013, Oduwole was listed in the New African Magazine's list of ""100 Most Influential People""  and in October 2017, Harvard University graduate school featured her development story.",https://en.wikipedia.org/wiki/Zuriel_Oduwole
Mexico,28,Xochitl Gomez,http://www.wikidata.org/entity/Q102427314,wd:Q102427314,66298962.0,Mexican-American actress (born 2006),"Xochitl Gomez ( SOH-chee) (born April 29, 2006) is an American actress. She is known for playing America Chavez in the Marvel Cinematic Universe film Doctor Strange in the Multiverse of Madness (2022). She has also played Dawn Schafer in the first season of the Netflix series The Baby-Sitters Club (2020).

",https://en.wikipedia.org/wiki/Xochitl_Gomez
Moldova,26,Cleopatra Stratan,http://www.wikidata.org/entity/Q234035,wd:Q234035,7467616.0,Romanian singer,"Cleopatra Stratan (born 6 October 2002) is a Moldovan-born Romanian singer, the youngest person ever to score commercial success, with her 2006 album La vârsta de trei ani (""At the age of 3""). She holds the record for the highest paid young artist, the youngest artist to receive an MTV award and the youngest artist to score a No.1 hit in a country (""Ghiță"" in Romanian Singles Chart). As of late 2011, Cleopatra and her family have relocated and are living in Pipera. On her 18th birthday, Cleopatra announced her engagement to 24 year old soloist, Edward Sanda.",https://en.wikipedia.org/wiki/Cleopatra_Stratan
Monaco,27,"Princess Gabriella, Countess of Carladès",http://www.wikidata.org/entity/Q18616095,wd:Q18616095,44664682.0,"daughter of Albert II, Prince of Monaco, and Charlene, Princess of Monaco","Princess Gabriella, Countess of Carladès (Gabriella Thérèse Marie Grimaldi; born 10 December 2014), is the daughter of Prince Albert II and Princess Charlene. She is second in the line of succession to the Monegasque throne, behind her twin brother, Hereditary Prince Jacques.","https://en.wikipedia.org/wiki/Princess_Gabriella,_Countess_of_Carlad%C3%A8s"
Mongolia,7,Boldsaikhany Khongorzul,http://www.wikidata.org/entity/Q107701040,wd:Q107701040,68353967.0,Mongolian freestyle wrestler,"Boldsaikhany Khongorzul (Mongolian: Болдсайханы Хонгорзул; born 27 May 2001) is a Mongolian freestyle wrestler. In 2019, she won the gold medal in the 57 kg event at the 2019 Asian U23 Wrestling Championship held in Ulaanbaatar, Mongolia.  She also qualified to represent Mongolia at the 2020 Summer Olympics in Tokyo, Japan.",https://en.wikipedia.org/wiki/Boldsaikhany_Khongorzul
Montenegro,6,Jelena Vujičić,http://www.wikidata.org/entity/Q48884704,wd:Q48884704,56602499.0,montenegrin alpine skier,"Jelena Vujičić  (Montenegrin pronunciation: [jělena ʋûjitʃitɕ]; born 24 January 2001) is a Montenegrin alpine skier. 
She competed in slalom and giant slalom at the 2018 Winter Olympics.",https://en.wikipedia.org/wiki/Jelena_Vuji%C4%8Di%C4%87
Morocco,22,Lalla Khadija of Morocco,http://www.wikidata.org/entity/Q1532982,wd:Q1532982,9779562.0,Moroccan royal,"Princess Lalla Khadija of Morocco (born 28 February 2007) is the younger child of King Mohammed VI of Morocco and his wife, Princess Lalla Salma. Lalla Khadija's elder brother is Moulay Hassan, Crown Prince of Morocco.",https://en.wikipedia.org/wiki/Princess_Lalla_Khadija_of_Morocco
Mozambique,3,Maria Machava,http://www.wikidata.org/entity/Q107842472,wd:Q107842472,68395152.0,Mozambican sailor,Maria Machava (born 17 August 2004) is a Mozambican sailor. She competed in the women's 470 event at the 2020 Summer Olympics.,https://en.wikipedia.org/wiki/Maria_Machava
Myanmar,7,Kyal Sin,http://www.wikidata.org/entity/Q105772766,wd:Q105772766,67018617.0,victim of the 2021 Uprising in Myanmar,"Kyal Sin (Burmese: ကြယ်စင်), also known as Angel or by her Chinese name, Deng Jiaxi (邓家希), was a 19-year-old woman from Mandalay who was killed on 3 March 2021 during the 2021 Burmese protests. Kyal Sin emerged as an early martyr and symbol of resistance against the military junta's use of violence to suppress the protest movement. She was one of several teenagers and young adults who gave up their lives in the protests. As of 13 March, around 60 civilians had lost their lives; more than a third of the dead are teenagers.",https://en.wikipedia.org/wiki/Death_of_Kyal_Sin
Namibia,21,Christine Mboma,http://www.wikidata.org/entity/Q106520141,wd:Q106520141,67771122.0,Namibian runner,"Christine Mboma (born 22 May 2003) is a Namibian sprinter who competes in the 100 metres and 200 m. At the age of 18, she won a silver medal in the 200 metres at the 2020 Tokyo Olympics, becoming the first ever Namibian woman to win a women's Olympic medal and breaking the world under-20 and African senior record. Mboma also won the event at the 2021 World Under-20 Championships and Diamond League final, improving her record mark to 21.78 seconds.
In 2021, the 18-year-old set an unratified world under-20 and African senior record of 48.54 s in the 400 metres, which made her the seventh-fastest woman of all time at the event. The mark was established in June, while Mboma had previously twice broken a world U20 record in April of that year.Prior to the Tokyo Games, World Athletics had announced that Mboma and fellow Namibian sprinter Beatrice Masilingi would not be allowed to compete under the female classification in events between 400 metres and one mile due to its regulations on testosterone levels for athletes with XY disorders of sex development.

",https://en.wikipedia.org/wiki/Christine_Mboma
Nauru,8,Nancy Genzel Abouke,http://www.wikidata.org/entity/Q107624385,wd:Q107624385,68306000.0,Nauruan weightlifter,"Nancy Genzel Abouke (born 5 July 2003) is a weightlifter representing Nauru, one of only two athletes representing the country in the 2020 Summer Olympics after she was given a tripartite invitation. She participated in the Women's 76 kg category finishing 10th.She previously won the 2019 Oceania Youth Championships at 64 kg and competed at the 2019 IWF Junior World Championships with the 5th best lift in the clean-and-jerk.",https://en.wikipedia.org/wiki/Nancy_Genzel_Abouke
Nepal,21,Gaurika Singh,http://www.wikidata.org/entity/Q23762473,wd:Q23762473,49362400.0,Nepalese swimmer,"Gaurika Singh (Nepali: गौरिका सिंह; born 26 November 2002) is a Nepali swimmer. She has held many national records since beginning her swimming career at the young age of eight. She has set the record of winning 4  gold medals in a season of the 2019 South Asian games held in Nepal. She won two silver and three bronze medals for swimming at the 2016 South Asian Games. She also participated at the 2016 Summer Olympics, Rio de Janeiro, Brazil, as the youngest Olympian, representing Nepal in the Women's 100m backstroke. She has been included in Forbes 30 Under 30 Asia 2021 Entertainment and Sports list.",https://en.wikipedia.org/wiki/Gaurika_Singh
Netherlands,49,"Catharina-Amalia, Princess of Orange",http://www.wikidata.org/entity/Q855749,wd:Q855749,395119.0,heir apparent to the throne of the Kingdom of the Netherlands,"Catharina-Amalia, Princess of Orange (Catharina-Amalia Beatrix Carmen Victoria; born 7 December 2003) is the heir apparent to the throne of the Kingdom of the Netherlands, which consists of the constituent countries of Aruba, Curaçao, the Netherlands, and Sint Maarten.
Catharina-Amalia is the eldest child of King Willem-Alexander and Queen Máxima. She has two younger sisters, Princess Alexia and Princess Ariane. She became heir apparent when her father ascended the throne on 30 April 2013.

","https://en.wikipedia.org/wiki/Catharina-Amalia,_Princess_of_Orange"
New Zealand,21,Zoi Sadowski-Synnott,http://www.wikidata.org/entity/Q28753684,wd:Q28753684,55643587.0,New Zealand snowboarder,"Zoi Katherine Sadowski-Synnott  (, born 6 March 2001) is a New Zealand snowboarder, specialising in slopestyle and big air competitions. She won the gold medal in the women's slopestyle and silver in the big air at the 2022 Winter Olympics, becoming New Zealand's first gold medallist and first to win multiple medals at the Winter Olympics. She also won the bronze medal in the women's big air at the 2018 Winter Olympics, and won the women's slopestyle title at the 2019 World Championships.",https://en.wikipedia.org/wiki/Zoi_Sadowski-Synnott
Nicaragua,2,Natalie Orellana,http://www.wikidata.org/entity/Q97743749,wd:Q97743749,67492610.0,Nicaraguan association football player,Natalie Orellana Bendaña (born 4 February 2001) is an American-born Nicaraguan footballer who plays as a midfielder for Canadian college team Keyano Huskies and the Nicaragua women's national team.,https://en.wikipedia.org/wiki/Natalie_Orellana
Niger,2,Balkissa Halidou Mossi,http://www.wikidata.org/entity/Q107188022,wd:Q107188022,,,--,--
Nigeria,11,Ayra Starr,http://www.wikidata.org/entity/Q106462586,wd:Q106462586,66454880.0,Nigerian singer,"Oyinkansola Sarah Aderibigbe (born 14 June 2002), known professionally as Ayra Starr, is a Beninese-born Nigerian singer. She began a fashion career at the age of 16 with Quove Model Management before deciding to pursue a career in music. After covering several songs by popular artists on Instagram, she posted her first original song on her page in December 2019. This brought her to the attention of record executive Don Jazzy, who signed her to his record label Mavin Records.In early 2021, Ayra Starr achieved mainstream recognition with her eponymous debut extended play and its hit track ""Away"", which spent two consecutive weeks at number four on Nigeria's TurnTable Top 50 chart; the song also peaked at number 17 on the Billboard Top Triller Global chart, paving the way for the release of her first full-length mixtape, 19 & Dangerous (2021). Categorized mainly as Afropop and R&B, the mixtape received favorable critical reception and spawned two top forty hits in Nigeria. The lead single ""Bloody Samaritan"" peaked atop the Top 50 chart, becoming the first solo song by a female artist to reach the number-one position. Starr debuted on Pandora Predictions chart, and on 28 August 2021, was ranked number three on Billboard's Next Big Sound.Ayra Starr would later achieve mainstream international recognition in 2022, with the release of her song ""Rush"". The song charted in several territories, including Switzerland, Ireland and the United Kingdom, where it peaked at Number 36.With the song, Ayra became the Youngest African Female Artist to surpass 100 Million views on a single video on YouTube, and also the first to do so within 5 months. She also set a new record by becoming the only Nigerian Female Artist to have charted a solo song on UK official Singles Chart.

",https://en.wikipedia.org/wiki/Ayra_Starr
North Korea,15,Kim Ju-ae,http://www.wikidata.org/entity/Q14864448,wd:Q14864448,40482352.0,daughter of North Korean leader Kim Jong-un and his wife Ri Sol-ju,"Kim Ju-ae (Korean: 김주애; born c. 2012–2013) is the daughter of North Korean supreme leader Kim Jong-un and his wife Ri Sol-ju.

",https://en.wikipedia.org/wiki/Kim_Ju-ae
North Macedonia,8,Kanita,http://www.wikidata.org/entity/Q60036276,wd:Q60036276,63129005.0,Albanian-Macedonian singer,"Kanita Suma (born 26 July 2001), also known mononymously as Kanita, is an Albanian singer from North Macedonia.",https://en.wikipedia.org/wiki/Kanita
Norway,45,Princess Ingrid Alexandra of Norway,http://www.wikidata.org/entity/Q165249,wd:Q165249,438962.0,"Norwegian princess; daughter of Haakon, Crown Prince of Norway, and Mette-Marit, Crown Princess of Norway","Princess Ingrid Alexandra of Norway (born 21 January 2004) is the eldest child of Crown Prince Haakon and Crown Princess Mette-Marit, and the grandchild of King Harald V. She is second in line of succession to the Norwegian throne after her father. She is expected to become the country's second female monarch, after the 15th-century Queen Margaret.
She represents the fifth generation of the sitting Norwegian royal family of the House of Glücksburg.She has a younger brother, Prince Sverre Magnus, whom she ranks above in the line of succession after the implementation of absolute primogeniture in 1990.",https://en.wikipedia.org/wiki/Princess_Ingrid_Alexandra_of_Norway
Oman,1,Aisha Al-Suleimani,http://www.wikidata.org/entity/Q51232453,wd:Q51232453,,,--,--
Pakistan,24,Iman Vellani,http://www.wikidata.org/entity/Q99774629,wd:Q99774629,65463267.0,Canadian actress,"Iman Vellani (; born August 12, 2002) is a Pakistani-Canadian actress. She is known for starring as Kamala Khan in the Disney+ miniseries Ms. Marvel (2022).

",https://en.wikipedia.org/wiki/Iman_Vellani
