samplepainter,country,countryLabel,numsitelinks,painterlabel
http://www.wikidata.org/entity/Q509334,http://www.wikidata.org/entity/Q1202,Saxony,11,Kraftklub
http://www.wikidata.org/entity/Q641531,http://www.wikidata.org/entity/Q16957,German Democratic Republic,15,Corvus Corax
http://www.wikidata.org/entity/Q515007,http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina,30,Feminnem
http://www.wikidata.org/entity/Q388736,http://www.wikidata.org/entity/Q1032,Niger,6,Toumast
http://www.wikidata.org/entity/Q782889,http://www.wikidata.org/entity/Q786,Dominican Republic,27,Aventura
http://www.wikidata.org/entity/Q784540,http://www.wikidata.org/entity/Q826,Maldives,4,Nothnegal
http://www.wikidata.org/entity/Q684837,http://www.wikidata.org/entity/Q347,Liechtenstein,15,Elis
http://www.wikidata.org/entity/Q744537,http://www.wikidata.org/entity/Q83286,Socialist Federal Republic of Yugoslavia,14,Dubrovački trubaduri
http://www.wikidata.org/entity/Q804177,http://www.wikidata.org/entity/Q77,Uruguay,13,Bajofondo
http://www.wikidata.org/entity/Q35918,http://www.wikidata.org/entity/Q212,Ukraine,35,Nu Virgos
http://www.wikidata.org/entity/Q842415,http://www.wikidata.org/entity/Q241,Cuba,28,Buena Vista Social Club
http://www.wikidata.org/entity/Q604645,http://www.wikidata.org/entity/Q800,Costa Rica,4,El Parque
http://www.wikidata.org/entity/Q34504,http://www.wikidata.org/entity/Q191,Estonia,32,Vanilla Ninja
http://www.wikidata.org/entity/Q455974,http://www.wikidata.org/entity/Q953,Zambia,2,Amayenge
http://www.wikidata.org/entity/Q46573,http://www.wikidata.org/entity/Q38,Italy,77,Lacuna Coil
http://www.wikidata.org/entity/Q57138,http://www.wikidata.org/entity/Q55,Netherlands,56,Within Temptation
http://www.wikidata.org/entity/Q748836,http://www.wikidata.org/entity/Q22,Scotland,39,Simple Minds
http://www.wikidata.org/entity/Q483828,http://www.wikidata.org/entity/Q189,Iceland,60,Sigur Rós
http://www.wikidata.org/entity/Q342581,http://www.wikidata.org/entity/Q796,Iraq,9,Acrassicauda
http://www.wikidata.org/entity/Q485385,http://www.wikidata.org/entity/Q161885,Great Britain,52,Bullet For My Valentine
http://www.wikidata.org/entity/Q478901,http://www.wikidata.org/entity/Q33946,Czechoslovakia,5,Lojzo
http://www.wikidata.org/entity/Q806239,http://www.wikidata.org/entity/Q783,Honduras,3,Banda Blanca
http://www.wikidata.org/entity/Q325359,http://www.wikidata.org/entity/Q215,Slovenia,40,Laibach
http://www.wikidata.org/entity/Q887911,http://www.wikidata.org/entity/Q739,Colombia,12,Bomba Estéreo
http://www.wikidata.org/entity/Q1718843,http://www.wikidata.org/entity/Q398,Bahrain,3,Motör Militia
http://www.wikidata.org/entity/Q974401,http://www.wikidata.org/entity/Q794,Iran,7,Kiosk
http://www.wikidata.org/entity/Q634263,http://www.wikidata.org/entity/Q218,Romania,32,Mandinga
http://www.wikidata.org/entity/Q74160,http://www.wikidata.org/entity/Q1029,Mozambique,6,Ghorwane
http://www.wikidata.org/entity/Q1165655,http://www.wikidata.org/entity/Q179876,Kingdom of England,26,Throbbing Gristle
http://www.wikidata.org/entity/Q262317,http://www.wikidata.org/entity/Q912,Mali,30,Tinariwen
http://www.wikidata.org/entity/Q1465131,http://www.wikidata.org/entity/Q1013,Lesotho,3,Sankomota
http://www.wikidata.org/entity/Q788589,http://www.wikidata.org/entity/Q778,The Bahamas,17,Baha Men
http://www.wikidata.org/entity/Q1123092,http://www.wikidata.org/entity/Q985,Baden-Württemberg,2,Schwoißfuaß
http://www.wikidata.org/entity/Q154685,http://www.wikidata.org/entity/Q40,Austria,36,Vienna Philharmonic Orchestra
http://www.wikidata.org/entity/Q178792,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands,32,Delain
http://www.wikidata.org/entity/Q60042,http://www.wikidata.org/entity/Q948,Tunisia,23,Myrath
http://www.wikidata.org/entity/Q650555,http://www.wikidata.org/entity/Q15180,Soviet Union,44,Kino
http://www.wikidata.org/entity/Q1474610,http://www.wikidata.org/entity/Q238,San Marino,19,Miodio
http://www.wikidata.org/entity/Q1068887,http://www.wikidata.org/entity/Q298,Chile,22,Inti-Illimani
http://www.wikidata.org/entity/Q2086836,http://www.wikidata.org/entity/Q232,Kazakhstan,16,A-Studio
http://www.wikidata.org/entity/Q1539252,http://www.wikidata.org/entity/Q419,Peru,12,Los Saicos
http://www.wikidata.org/entity/Q1820602,http://www.wikidata.org/entity/Q1019,Madagascar,9,Les Surfs
http://www.wikidata.org/entity/Q1371672,http://www.wikidata.org/entity/Q1032,Niger,6,Etran Finatawa
http://www.wikidata.org/entity/Q845465,http://www.wikidata.org/entity/Q766,Jamaica,22,Toots and the Maytals
http://www.wikidata.org/entity/Q1140278,http://www.wikidata.org/entity/Q298,Chile,22,Quilapayún
http://www.wikidata.org/entity/Q853266,http://www.wikidata.org/entity/Q1054923,British Hong Kong,13,Beyond
http://www.wikidata.org/entity/Q1338638,http://www.wikidata.org/entity/Q26,Northern Ireland,21,Them
http://www.wikidata.org/entity/Q2351780,http://www.wikidata.org/entity/Q983,Equatorial Guinea,5,Hijas del Sol
http://www.wikidata.org/entity/Q952337,http://www.wikidata.org/entity/Q31,Belgium,35,Hooverphonic
http://www.wikidata.org/entity/Q952870,http://www.wikidata.org/entity/Q32,Luxembourg,13,Rome
http://www.wikidata.org/entity/Q1411146,http://www.wikidata.org/entity/Q974,Democratic Republic of the Congo,7,Zaiko Langa Langa
http://www.wikidata.org/entity/Q1129179,http://www.wikidata.org/entity/Q96,Mexico,44,Control Machete
http://www.wikidata.org/entity/Q2619999,http://www.wikidata.org/entity/Q822,Lebanon,14,Mashrou' Leila
http://www.wikidata.org/entity/Q1467310,http://www.wikidata.org/entity/Q80252,Sinaloa,7,Los Tigres del Norte
http://www.wikidata.org/entity/Q963661,http://www.wikidata.org/entity/Q813,Kyrgyzstan,10,Darkestrah
http://www.wikidata.org/entity/Q2636174,http://www.wikidata.org/entity/Q851,Saudi Arabia,15,Al-Namrood
http://www.wikidata.org/entity/Q2743658,http://www.wikidata.org/entity/Q117,Ghana,3,4x4
http://www.wikidata.org/entity/Q1516791,http://www.wikidata.org/entity/Q750,Bolivia,14,Kjarkas
http://www.wikidata.org/entity/Q2347441,http://www.wikidata.org/entity/Q47164,Santa Monica,2,Steven & Coconut Treez
http://www.wikidata.org/entity/Q2043421,http://www.wikidata.org/entity/Q1042,Seychelles,2,Dezil'
http://www.wikidata.org/entity/Q3198891,http://www.wikidata.org/entity/Q1006,Guinea,3,Kora Jazz Trio
http://www.wikidata.org/entity/Q1339087,http://www.wikidata.org/entity/Q265,Uzbekistan,12,Yalla
http://www.wikidata.org/entity/Q2895244,http://www.wikidata.org/entity/Q1006,Guinea,3,Bembeya Jazz National
http://www.wikidata.org/entity/Q3210332,http://www.wikidata.org/entity/Q785,Jersey,3,La Maison Tellier
http://www.wikidata.org/entity/Q3210332,http://www.wikidata.org/entity/Q25230,Guernsey,3,La Maison Tellier
http://www.wikidata.org/entity/Q1663028,http://www.wikidata.org/entity/Q1008,Côte d'Ivoire,10,Magic System
http://www.wikidata.org/entity/Q1982209,http://www.wikidata.org/entity/Q838261,Federal Republic of Yugoslavia,3,Neverne Bebe
http://www.wikidata.org/entity/Q1982209,http://www.wikidata.org/entity/Q37024,Serbia and Montenegro,3,Neverne Bebe
http://www.wikidata.org/entity/Q1404441,http://www.wikidata.org/entity/Q924,Tanzania,5,DDC Mlimani Park Orchestra
http://www.wikidata.org/entity/Q1402946,http://www.wikidata.org/entity/Q2841,Bogotá,5,Orquesta Guayacán
http://www.wikidata.org/entity/Q3743551,http://www.wikidata.org/entity/Q211274,Polish People's Republic,9,Filipinki
http://www.wikidata.org/entity/Q2601978,http://www.wikidata.org/entity/Q17070,Réunion,3,Ziskakan
http://www.wikidata.org/entity/Q4869041,http://www.wikidata.org/entity/Q854,Sri Lanka,3,Bathiya and Santhush
http://www.wikidata.org/entity/Q2905142,http://www.wikidata.org/entity/Q12950813,فلسطين,2,Vibe Tribe
http://www.wikidata.org/entity/Q3090329,http://www.wikidata.org/entity/Q1028,Morocco,8,Nass El Ghiwane
http://www.wikidata.org/entity/Q4345074,http://www.wikidata.org/entity/Q863,Tajikistan,4,Parem
http://www.wikidata.org/entity/Q3303741,http://www.wikidata.org/entity/Q836,Myanmar,3,Me N Ma Girls
http://www.wikidata.org/entity/Q3321310,http://www.wikidata.org/entity/Q8680,British Empire,5,Lazy Mutha Fucka
http://www.wikidata.org/entity/Q1027535,http://www.wikidata.org/entity/Q235,Monaco,5,Stille Volk
http://www.wikidata.org/entity/Q2883943,http://www.wikidata.org/entity/Q14112,Corsica,4,Barbara Furtuna
http://www.wikidata.org/entity/Q3513534,http://www.wikidata.org/entity/Q790,Haiti,4,Tabou Combo
http://www.wikidata.org/entity/Q2468939,http://www.wikidata.org/entity/Q398,Bahrain,3,Osiris
http://www.wikidata.org/entity/Q2445897,http://www.wikidata.org/entity/Q730,Suriname,3,Trafassi
http://www.wikidata.org/entity/Q3191272,http://www.wikidata.org/entity/Q971,Republic of the Congo,2,K-Mélia
http://www.wikidata.org/entity/Q2531621,http://www.wikidata.org/entity/Q668,India,17,Shankar–Ehsaan–Loy
http://www.wikidata.org/entity/Q3350815,http://www.wikidata.org/entity/Q902,Bangladesh,5,Cryptic Fate
http://www.wikidata.org/entity/Q3382490,http://www.wikidata.org/entity/Q1108445,Kievan Rus',4,Pichismo
http://www.wikidata.org/entity/Q3382490,http://www.wikidata.org/entity/Q4063865,Oleshky Sich,4,Pichismo
http://www.wikidata.org/entity/Q4006836,http://www.wikidata.org/entity/Q114,Kenya,6,Them Mushrooms
http://www.wikidata.org/entity/Q3324333,http://www.wikidata.org/entity/Q5705,Catalonia,7,Els Amics de les Arts
http://www.wikidata.org/entity/Q3443748,http://www.wikidata.org/entity/Q804,Panama,4,La Factoría
http://www.wikidata.org/entity/Q3122575,http://www.wikidata.org/entity/Q327,Brittany,4,Gwerz
http://www.wikidata.org/entity/Q3623702,http://www.wikidata.org/entity/Q628,Bergamo,1,Arpioni
http://www.wikidata.org/entity/Q2503108,http://www.wikidata.org/entity/Q1027,Mauritius,3,Kana
http://www.wikidata.org/entity/Q3421408,http://www.wikidata.org/entity/Q262,Algeria,5,Raïna Raï
http://www.wikidata.org/entity/Q3445973,http://www.wikidata.org/entity/Q9676,Isle of Man,3,King Chiaullee
http://www.wikidata.org/entity/Q3275563,http://www.wikidata.org/entity/Q8646,Hong Kong,7,Tat Ming Pair
http://www.wikidata.org/entity/Q4038066,http://www.wikidata.org/entity/Q590060,Guaynabo,5,Endo
http://www.wikidata.org/entity/Q5056398,http://www.wikidata.org/entity/Q811,Nicaragua,1,Cecilia & The Argonauts
http://www.wikidata.org/entity/Q4848809,http://www.wikidata.org/entity/Q1044,Sierra Leone,2,Bajah + The Dry Eye Crew
http://www.wikidata.org/entity/Q4928645,http://www.wikidata.org/entity/Q1036,Uganda,2,Blu*3
http://www.wikidata.org/entity/Q3557687,http://www.wikidata.org/entity/Q971,Republic of the Congo,2,Victoria Eleison
http://www.wikidata.org/entity/Q4051282,http://www.wikidata.org/entity/Q230,Georgia,24,The Shin
http://www.wikidata.org/entity/Q6118144,http://www.wikidata.org/entity/Q403,Serbia,30,Moje 3
http://www.wikidata.org/entity/Q3056492,http://www.wikidata.org/entity/Q47588,Basque Country,5,Su Ta Gar
http://www.wikidata.org/entity/Q5583436,http://www.wikidata.org/entity/Q1036,Uganda,2,Goodlyfe Crew
http://www.wikidata.org/entity/Q4938075,http://www.wikidata.org/entity/Q774,Guatemala,3,Bohemia Suburbana
http://www.wikidata.org/entity/Q3061959,http://www.wikidata.org/entity/Q784,Dominica,3,Exile One
http://www.wikidata.org/entity/Q3057631,http://www.wikidata.org/entity/Q1020,Malawi,1,The Very Best
http://www.wikidata.org/entity/Q6146269,http://www.wikidata.org/entity/Q222,Albania,2,Thunder Way
http://www.wikidata.org/entity/Q3062564,http://www.wikidata.org/entity/Q971,Republic of the Congo,2,Extra-Musica
http://www.wikidata.org/entity/Q6136571,http://www.wikidata.org/entity/Q414,Argentina,19,Suéter
http://www.wikidata.org/entity/Q5096563,http://www.wikidata.org/entity/Q386991,Torreón,1,Chicos de Barrio
http://www.wikidata.org/entity/Q3522561,http://www.wikidata.org/entity/Q193619,Union of South Africa,0,The Royals
http://www.wikidata.org/entity/Q4349630,http://www.wikidata.org/entity/Q1029,Mozambique,6,Eyuphuro
http://www.wikidata.org/entity/Q4783265,http://www.wikidata.org/entity/Q858,Syria,2,Arab Youth Philharmonic Orchestra
http://www.wikidata.org/entity/Q5016968,http://www.wikidata.org/entity/Q784,Dominica,3,Gramacks
http://www.wikidata.org/entity/Q4980587,http://www.wikidata.org/entity/Q41,Greece,28,Koza Mostra
http://www.wikidata.org/entity/Q5385924,http://www.wikidata.org/entity/Q986,Eritrea,1,Eriam Sisters
http://www.wikidata.org/entity/Q6344431,http://www.wikidata.org/entity/Q889,Afghanistan,4,Kabul Dreams
http://www.wikidata.org/entity/Q4153390,http://www.wikidata.org/entity/Q2184,Russian Soviet Federative Socialist Republic,4,DK
http://www.wikidata.org/entity/Q4575973,http://www.wikidata.org/entity/Q837,Nepal,3,1974 AD
http://www.wikidata.org/entity/Q5263944,http://www.wikidata.org/entity/Q878,United Arab Emirates,2,Desert Heat
http://www.wikidata.org/entity/Q6394837,http://www.wikidata.org/entity/Q754,Trinidad and Tobago,2,Kes
http://www.wikidata.org/entity/Q5316096,http://www.wikidata.org/entity/Q1045,Somalia,2,Dur-Dur
http://www.wikidata.org/entity/Q5475043,http://www.wikidata.org/entity/Q954,Zimbabwe,2,Four Brothers
http://www.wikidata.org/entity/Q5677704,http://www.wikidata.org/entity/Q1428,Georgia,1,Big If
http://www.wikidata.org/entity/Q5195542,http://www.wikidata.org/entity/Q833,Malaysia,7,M-girls
http://www.wikidata.org/entity/Q6168378,http://www.wikidata.org/entity/Q963,Botswana,5,Wrust
http://www.wikidata.org/entity/Q6591951,http://www.wikidata.org/entity/Q191077,Kingdom of Yugoslavia,3,Đogani
http://www.wikidata.org/entity/Q6591951,http://www.wikidata.org/entity/Q1277557,Democratic Federal Yugoslavia,3,Đogani
http://www.wikidata.org/entity/Q5978605,http://www.wikidata.org/entity/Q916,Angola,5,Neblina
http://www.wikidata.org/entity/Q5661296,http://www.wikidata.org/entity/Q582861,Marinid Dynasty,2,Airbag
http://www.wikidata.org/entity/Q5449777,http://www.wikidata.org/entity/Q1011,Cape Verde,1,Finaçon
http://www.wikidata.org/entity/Q7044215,http://www.wikidata.org/entity/Q25279,Curaçao,1,No Game
http://www.wikidata.org/entity/Q7035417,http://www.wikidata.org/entity/Q41470,Kurdistan,1,Rakend
http://www.wikidata.org/entity/Q7318579,http://www.wikidata.org/entity/Q733,Paraguay,3,Revolber
http://www.wikidata.org/entity/Q7809226,http://www.wikidata.org/entity/Q80702,Spanish Empire,1,Tiris
http://www.wikidata.org/entity/Q7809226,http://www.wikidata.org/entity/Q689837,Spanish Sahara,1,Tiris
http://www.wikidata.org/entity/Q7809226,http://www.wikidata.org/entity/Q900119,United Nations list of Non-Self-Governing Territories,1,Tiris
http://www.wikidata.org/entity/Q7809226,http://www.wikidata.org/entity/Q1191986,Spanish West Africa,1,Tiris
http://www.wikidata.org/entity/Q6691229,http://www.wikidata.org/entity/Q902,Bangladesh,5,Love Runs Blind
http://www.wikidata.org/entity/Q6412791,http://www.wikidata.org/entity/Q23666,Great Britain,1,Kingmaker
http://www.wikidata.org/entity/Q7385538,http://www.wikidata.org/entity/Q766445,Okinawa Prefecture,3,Ryukyu Underground
http://www.wikidata.org/entity/Q7642563,http://www.wikidata.org/entity/Q1007,Guinea-Bissau,6,Super Mama Djombo
http://www.wikidata.org/entity/Q7560880,http://www.wikidata.org/entity/Q176,Quebec,1,Sonde
http://www.wikidata.org/entity/Q7730784,http://www.wikidata.org/entity/Q200464,Portuguese Empire,1,The Down Troddence
http://www.wikidata.org/entity/Q7225999,http://www.wikidata.org/entity/Q771,Massachusetts,1,Polski Fiat
http://www.wikidata.org/entity/Q7961924,http://www.wikidata.org/entity/Q115,Ethiopia,1,Walias Band
http://www.wikidata.org/entity/Q8059413,http://www.wikidata.org/entity/Q1581,Missouri,1,Yowie
http://www.wikidata.org/entity/Q9358226,http://www.wikidata.org/entity/Q64,Berlin,1,The Sitcom Warriors
http://www.wikidata.org/entity/Q9632906,http://www.wikidata.org/entity/Q846,Qatar,1,Asgard Legionnaires
http://www.wikidata.org/entity/Q7809226,http://www.wikidata.org/entity/Q6250,Western Sahara,1,Tiris
http://www.wikidata.org/entity/Q10589986,http://www.wikidata.org/entity/Q870505,Columbia,1,Mufflon 5
http://www.wikidata.org/entity/Q8207312,http://www.wikidata.org/entity/Q178038,Second Spanish Republic,1,Assalt 43
http://www.wikidata.org/entity/Q8207312,http://www.wikidata.org/entity/Q204920,Crown of Aragon,1,Assalt 43
http://www.wikidata.org/entity/Q8207312,http://www.wikidata.org/entity/Q497777,First Spanish Republic,1,Assalt 43
http://www.wikidata.org/entity/Q10392233,http://www.wikidata.org/entity/Q155557,Blumenau,1,Vlad V
http://www.wikidata.org/entity/Q10392233,http://www.wikidata.org/entity/Q1956190,Vale do Itajaí,1,Vlad V
http://www.wikidata.org/entity/Q10392233,http://www.wikidata.org/entity/Q41115,Santa Catarina,1,Vlad V
http://www.wikidata.org/entity/Q10706441,http://www.wikidata.org/entity/Q219060,State of Palestine,1,Turab
http://www.wikidata.org/entity/Q11175237,http://www.wikidata.org/entity/Q62132,Sápmi,4,Duolva Duottar
http://www.wikidata.org/entity/Q15930032,http://www.wikidata.org/entity/Q30623,Manchukuo,2,The Samans
http://www.wikidata.org/entity/Q12236871,http://www.wikidata.org/entity/Q858,Syria,2,Refugees Of Rap
http://www.wikidata.org/entity/Q12236871,http://www.wikidata.org/entity/Q23792,Palestine,2,Refugees Of Rap
http://www.wikidata.org/entity/Q13090503,http://www.wikidata.org/entity/Q28513,Austria-Hungary,2,Storm
http://www.wikidata.org/entity/Q15009268,http://www.wikidata.org/entity/Q213763,Béarn,3,Los Pagalhós
http://www.wikidata.org/entity/Q17145670,http://www.wikidata.org/entity/Q131964,Austrian Empire,2,ForceOut
http://www.wikidata.org/entity/Q17145670,http://www.wikidata.org/entity/Q28513,Austria-Hungary,2,ForceOut
http://www.wikidata.org/entity/Q21874590,http://www.wikidata.org/entity/Q213,Czech Republic,29,Lake Malawi
http://www.wikidata.org/entity/Q12036345,http://www.wikidata.org/entity/Q43266,Moravia,1,Melancholy Pessimism
http://www.wikidata.org/entity/Q16593925,http://www.wikidata.org/entity/Q811,Nicaragua,1,Lucifuge Rofocale
http://www.wikidata.org/entity/Q20982261,http://www.wikidata.org/entity/Q31354462,Republic of Abkhazia,1,Apsny 67
http://www.wikidata.org/entity/Q20313265,http://www.wikidata.org/entity/Q967,Burundi,1,Best Life Music
http://www.wikidata.org/entity/Q21334764,http://www.wikidata.org/entity/Q229,Cyprus,22,Minus One
http://www.wikidata.org/entity/Q16516316,http://www.wikidata.org/entity/Q28,Hungary,26,AWS
http://www.wikidata.org/entity/Q15715950,http://www.wikidata.org/entity/Q233,Malta,23,Firelight
http://www.wikidata.org/entity/Q16409205,http://www.wikidata.org/entity/Q130280,Estonian Soviet Socialist Republic,1,Ornament
http://www.wikidata.org/entity/Q12605276,http://www.wikidata.org/entity/Q18097,Korea,1,Asoto Union
http://www.wikidata.org/entity/Q25080702,http://www.wikidata.org/entity/Q810,Jordan,5,El Morabba3
http://www.wikidata.org/entity/Q16738149,http://www.wikidata.org/entity/Q2224037,Sapin,6,Lords of Black
http://www.wikidata.org/entity/Q13078132,http://www.wikidata.org/entity/Q836,Myanmar,3,Iron Cross
http://www.wikidata.org/entity/Q19977060,http://www.wikidata.org/entity/Q223,Greenland,6,Nanook
http://www.wikidata.org/entity/Q16885657,http://www.wikidata.org/entity/Q53992,Santa Sofia d'Epiro,3,Shqiponjat (folk group)
http://www.wikidata.org/entity/Q20685619,http://www.wikidata.org/entity/Q23681,Turkish Republic of Northern Cyprus,1,SOS
http://www.wikidata.org/entity/Q16532261,http://www.wikidata.org/entity/Q176,Quebec,1,Bernadette
http://www.wikidata.org/entity/Q27817993,http://www.wikidata.org/entity/Q262,Algeria,5,Imarhan
http://www.wikidata.org/entity/Q47008596,http://www.wikidata.org/entity/Q230,Georgia,24,Iriao
http://www.wikidata.org/entity/Q25704029,http://www.wikidata.org/entity/Q5340,Republic of Mordovia,1,Lamzur
http://www.wikidata.org/entity/Q52211207,http://www.wikidata.org/entity/Q962,Benin,3,Helsinki-Cotonou Ensemble
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q133356,Ukrainian Soviet Socialist Republic,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q139319,Russian Republic,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q172107,Polish–Lithuanian Commonwealth,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q203493,Kingdom of Romania,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q12560,Ottoman Empire,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q34266,Russian Empire,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q243610,Ukrainian People's Republic,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q907112,Transnistria,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q1508143,Ukrainian State,26,DoReDoS
http://www.wikidata.org/entity/Q50096733,http://www.wikidata.org/entity/Q2305208,Russian Socialist Federative Soviet Republic,26,DoReDoS
http://www.wikidata.org/entity/Q30880054,http://www.wikidata.org/entity/Q49238,Greensboro,1,Trioscapes
http://www.wikidata.org/entity/Q28233371,http://www.wikidata.org/entity/Q5874810,Maskwacis,1,Northern Cree
http://www.wikidata.org/entity/Q24856815,http://www.wikidata.org/entity/Q18097,Korea,1,ZaZa
http://www.wikidata.org/entity/Q55609995,http://www.wikidata.org/entity/Q424,Cambodia,1,Drakkar
http://www.wikidata.org/entity/Q50412411,http://www.wikidata.org/entity/Q219,Bulgaria,21,Equinox
http://www.wikidata.org/entity/Q24260149,http://www.wikidata.org/entity/Q8752,Basque,4,Lágrimas de Sangre
http://www.wikidata.org/entity/Q59400855,http://www.wikidata.org/entity/Q16746854,Luhansk People's Republic,0,April Rain
http://www.wikidata.org/entity/Q71475381,http://www.wikidata.org/entity/Q792,El Salvador,2,Nahutec
http://www.wikidata.org/entity/Q32907961,http://www.wikidata.org/entity/Q246956,Zárate,0,KIRA
http://www.wikidata.org/entity/Q47824065,http://www.wikidata.org/entity/Q147774,Zarautz,1,Pottors ta Klito
http://www.wikidata.org/entity/Q55082794,http://www.wikidata.org/entity/Q1033,Nigeria,3,SHiiKANE
http://www.wikidata.org/entity/Q61659103,http://www.wikidata.org/entity/Q236,Montenegro,28,D-moll
http://www.wikidata.org/entity/Q61389754,http://www.wikidata.org/entity/Q3908,Galicia,10,Tanxugueiras
http://www.wikidata.org/entity/Q31892225,http://www.wikidata.org/entity/Q1206012,German Reich,0,Homocord
http://www.wikidata.org/entity/Q61133115,http://www.wikidata.org/entity/Q1030,Namibia,1,Hulle
http://www.wikidata.org/entity/Q60748551,http://www.wikidata.org/entity/Q83210,Golan Heights,2,TootArd
http://www.wikidata.org/entity/Q53769591,http://www.wikidata.org/entity/Q192508,Bergen op Zoom,1,Road
http://www.wikidata.org/entity/Q24962833,http://www.wikidata.org/entity/Q99,California,2,The Havalinas
http://www.wikidata.org/entity/Q48888359,http://www.wikidata.org/entity/Q10313,Donostia-San Sebastián,2,Sonakay
http://www.wikidata.org/entity/Q60038266,http://www.wikidata.org/entity/Q739808,Gjilan,0,E7
http://www.wikidata.org/entity/Q74590294,http://www.wikidata.org/entity/Q403,Serbia,30,Hurricane
http://www.wikidata.org/entity/Q50411198,http://www.wikidata.org/entity/Q5720,Land of Valencia,3,Smoking Souls
