Source.Name,river,riverLabel,country,countryLabel,length
query (2).csv,http://www.wikidata.org/entity/Q131574,Vltava,http://www.wikidata.org/entity/Q183,Germany,430
query (2).csv,http://www.wikidata.org/entity/Q131574,Vltava,http://www.wikidata.org/entity/Q213,Czech Republic,430
query (2).csv,http://www.wikidata.org/entity/Q317036,Regen,http://www.wikidata.org/entity/Q40,Austria,169
query (2).csv,http://www.wikidata.org/entity/Q1484004,Kervenheimer Mühlenfleuth,http://www.wikidata.org/entity/Q183,Germany,74
query (2).csv,http://www.wikidata.org/entity/Q158924,Black Drin,http://www.wikidata.org/entity/Q222,Albania,177
query (2).csv,http://www.wikidata.org/entity/Q1511750,Kashgar River,http://www.wikidata.org/entity/Q148,People's Republic of China,765
query (2).csv,http://www.wikidata.org/entity/Q1511750,Kashgar River,http://www.wikidata.org/entity/Q889,Afghanistan,765
query (2).csv,http://www.wikidata.org/entity/Q1678,Saale,http://www.wikidata.org/entity/Q183,Germany,413
query (2).csv,http://www.wikidata.org/entity/Q1678,Saale,http://www.wikidata.org/entity/Q213,Czech Republic,413
query (2).csv,http://www.wikidata.org/entity/Q1684,Spree,http://www.wikidata.org/entity/Q183,Germany,382
query (2).csv,http://www.wikidata.org/entity/Q155045,Ohře,http://www.wikidata.org/entity/Q183,Germany,291
query (2).csv,http://www.wikidata.org/entity/Q155045,Ohře,http://www.wikidata.org/entity/Q213,Czech Republic,291
query (2).csv,http://www.wikidata.org/entity/Q317036,Regen,http://www.wikidata.org/entity/Q183,Germany,169
query (2).csv,http://www.wikidata.org/entity/Q317036,Regen,http://www.wikidata.org/entity/Q213,Czech Republic,169
query (2).csv,http://www.wikidata.org/entity/Q217126,Yantra,http://www.wikidata.org/entity/Q219,Bulgaria,2855
query (2).csv,http://www.wikidata.org/entity/Q731777,Tundzha,http://www.wikidata.org/entity/Q219,Bulgaria,283
query (2).csv,http://www.wikidata.org/entity/Q845988,Osam,http://www.wikidata.org/entity/Q219,Bulgaria,314
query (2).csv,http://www.wikidata.org/entity/Q7857071,Tutuvén River,http://www.wikidata.org/entity/Q298,Chile,20
query (2).csv,http://www.wikidata.org/entity/Q1868850,Lonau,http://www.wikidata.org/entity/Q183,Germany,35
query (2).csv,http://www.wikidata.org/entity/Q1773449,Vit,http://www.wikidata.org/entity/Q219,Bulgaria,1886
query (2).csv,http://www.wikidata.org/entity/Q30548,Hrazdan River,http://www.wikidata.org/entity/Q399,Armenia,141
query (2).csv,http://www.wikidata.org/entity/Q5413,Yangtze,http://www.wikidata.org/entity/Q148,People's Republic of China,6300
query (2).csv,http://www.wikidata.org/entity/Q7348,Indus River,http://www.wikidata.org/entity/Q148,People's Republic of China,3180
query (2).csv,http://www.wikidata.org/entity/Q1518422,Xianshui River,http://www.wikidata.org/entity/Q148,People's Republic of China,680
query (2).csv,http://www.wikidata.org/entity/Q849480,Napo River,http://www.wikidata.org/entity/Q736,Ecuador,1130
query (2).csv,http://www.wikidata.org/entity/Q1544248,Great Darling Anabranch,http://www.wikidata.org/entity/Q408,Australia,244
query (2).csv,http://www.wikidata.org/entity/Q1330818,Pite River,http://www.wikidata.org/entity/Q33,Finland,400
query (2).csv,http://www.wikidata.org/entity/Q593569,Edward River,http://www.wikidata.org/entity/Q408,Australia,383
query (2).csv,http://www.wikidata.org/entity/Q2567682,Wickriede,http://www.wikidata.org/entity/Q183,Germany,23
query (2).csv,http://www.wikidata.org/entity/Q372616,Viaur,http://www.wikidata.org/entity/Q142,France,168
query (2).csv,http://www.wikidata.org/entity/Q1160441,Meurthe,http://www.wikidata.org/entity/Q142,France,1606
query (2).csv,http://www.wikidata.org/entity/Q2386882,Das Velhas River,http://www.wikidata.org/entity/Q155,Brazil,801
query (2).csv,http://www.wikidata.org/entity/Q271112,Ångerman River,http://www.wikidata.org/entity/Q33,Finland,460
query (2).csv,http://www.wikidata.org/entity/Q949042,Ljungan,http://www.wikidata.org/entity/Q33,Finland,350
query (2).csv,http://www.wikidata.org/entity/Q1410160,Skellefte River,http://www.wikidata.org/entity/Q33,Finland,410
query (2).csv,http://www.wikidata.org/entity/Q193904,Nestos,http://www.wikidata.org/entity/Q219,Bulgaria,230
query (2).csv,http://www.wikidata.org/entity/Q204347,Maritsa,http://www.wikidata.org/entity/Q219,Bulgaria,490
query (2).csv,http://www.wikidata.org/entity/Q831573,Luzège,http://www.wikidata.org/entity/Q142,France,642
query (2).csv,http://www.wikidata.org/entity/Q638529,Ardanabia,http://www.wikidata.org/entity/Q142,France,258
query (2).csv,http://www.wikidata.org/entity/Q2844470,Ampro,http://www.wikidata.org/entity/Q142,France,122
query (2).csv,http://www.wikidata.org/entity/Q8046554,Yadenitsa,http://www.wikidata.org/entity/Q219,Bulgaria,26
query (2).csv,http://www.wikidata.org/entity/Q11691925,Q11691925,http://www.wikidata.org/entity/Q219,Bulgaria,233
query (2).csv,http://www.wikidata.org/entity/Q12273100,Q12273100,http://www.wikidata.org/entity/Q219,Bulgaria,28
query (2).csv,http://www.wikidata.org/entity/Q12299113,Cherni Iskar,http://www.wikidata.org/entity/Q219,Bulgaria,23
query (2).csv,http://www.wikidata.org/entity/Q20498397,Osenovska Reka,http://www.wikidata.org/entity/Q219,Bulgaria,19
query (2).csv,http://www.wikidata.org/entity/Q3216085,Lafaure,http://www.wikidata.org/entity/Q142,France,167
query (2).csv,http://www.wikidata.org/entity/Q939958,Tonlé Sap,http://www.wikidata.org/entity/Q424,Cambodia,112
query (2).csv,http://www.wikidata.org/entity/Q1494587,Gartempe,http://www.wikidata.org/entity/Q142,France,20457
query (2).csv,http://www.wikidata.org/entity/Q1757394,Doce River,http://www.wikidata.org/entity/Q155,Brazil,853
query (2).csv,http://www.wikidata.org/entity/Q5367990,Elvas River,http://www.wikidata.org/entity/Q155,Brazil,79
query (2).csv,http://www.wikidata.org/entity/Q524612,Paatsjoki,http://www.wikidata.org/entity/Q33,Finland,1428
query (2).csv,http://www.wikidata.org/entity/Q524612,Paatsjoki,http://www.wikidata.org/entity/Q33,Finland,3881
query (2).csv,http://www.wikidata.org/entity/Q5054716,Cautín River,http://www.wikidata.org/entity/Q298,Chile,174
query (2).csv,http://www.wikidata.org/entity/Q81503,Aoös,http://www.wikidata.org/entity/Q41,Greece,280
query (2).csv,http://www.wikidata.org/entity/Q10362816,Rio das Mortes Pequeno,http://www.wikidata.org/entity/Q155,Brazil,60
query (2).csv,http://www.wikidata.org/entity/Q222884,Arnon,http://www.wikidata.org/entity/Q142,France,15072
query (2).csv,http://www.wikidata.org/entity/Q788000,Benaize,http://www.wikidata.org/entity/Q142,France,792
query (2).csv,http://www.wikidata.org/entity/Q819448,Vuoksa,http://www.wikidata.org/entity/Q33,Finland,143
query (2).csv,http://www.wikidata.org/entity/Q905910,Brisbane River,http://www.wikidata.org/entity/Q408,Australia,344
query (2).csv,http://www.wikidata.org/entity/Q3917747,Hwoźna,http://www.wikidata.org/entity/Q184,Belarus,108
query (2).csv,http://www.wikidata.org/entity/Q15111636,Gilbert River,http://www.wikidata.org/entity/Q408,Australia,450
query (2).csv,http://www.wikidata.org/entity/Q27980902,Blour,http://www.wikidata.org/entity/Q142,France,8
query (2).csv,http://www.wikidata.org/entity/Q61968522,Q61968522,http://www.wikidata.org/entity/Q142,France,1866
query (2).csv,http://www.wikidata.org/entity/Q16380703,Zugaghbyur,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q16382177,Q16382177,http://www.wikidata.org/entity/Q399,Armenia,13
query (2).csv,http://www.wikidata.org/entity/Q16384056,Tsaghkahovit,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q16384066,Q16384066,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q16384286,Katnaghbyur,http://www.wikidata.org/entity/Q399,Armenia,40
query (2).csv,http://www.wikidata.org/entity/Q16385156,Karmrashen,http://www.wikidata.org/entity/Q399,Armenia,26
query (2).csv,http://www.wikidata.org/entity/Q16392720,Q16392720,http://www.wikidata.org/entity/Q399,Armenia,36
query (2).csv,http://www.wikidata.org/entity/Q16398795,Sasunashen,http://www.wikidata.org/entity/Q399,Armenia,22
query (2).csv,http://www.wikidata.org/entity/Q20515124,Q20515124,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q20515898,Q20515898,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q20515952,Tegher,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20516124,Nigatun,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q269759,Albarine,http://www.wikidata.org/entity/Q142,France,594
query (2).csv,http://www.wikidata.org/entity/Q82776,Terek,http://www.wikidata.org/entity/Q230,Georgia,623
query (2).csv,http://www.wikidata.org/entity/Q1194777,Gave d'Oloron,http://www.wikidata.org/entity/Q142,France,1488
query (2).csv,http://www.wikidata.org/entity/Q1396186,Kasagh River,http://www.wikidata.org/entity/Q399,Armenia,89
query (2).csv,http://www.wikidata.org/entity/Q16368128,Amberd,http://www.wikidata.org/entity/Q399,Armenia,36
query (2).csv,http://www.wikidata.org/entity/Q16376184,Q16376184,http://www.wikidata.org/entity/Q399,Armenia,34
query (2).csv,http://www.wikidata.org/entity/Q16378571,Dashtaki jur,http://www.wikidata.org/entity/Q399,Armenia,25
query (2).csv,http://www.wikidata.org/entity/Q16379471,Q16379471,http://www.wikidata.org/entity/Q399,Armenia,19
query (2).csv,http://www.wikidata.org/entity/Q16380063,Yengo,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q215378,Emajõgi,http://www.wikidata.org/entity/Q191,Estonia,993
