Source.Name,river,riverLabel,country,countryLabel,length
query (2).csv,http://www.wikidata.org/entity/Q16388936,Q16388936,http://www.wikidata.org/entity/Q399,Armenia,4
query (2).csv,http://www.wikidata.org/entity/Q13052845,Q13052845,http://www.wikidata.org/entity/Q399,Armenia,3
query (2).csv,http://www.wikidata.org/entity/Q13052822,Q13052822,http://www.wikidata.org/entity/Q399,Armenia,4
query (2).csv,http://www.wikidata.org/entity/Q16385769,Kisaver,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q13054900,Q13054900,http://www.wikidata.org/entity/Q399,Armenia,25
query (2).csv,http://www.wikidata.org/entity/Q13053207,Q13053207,http://www.wikidata.org/entity/Q399,Armenia,4
query (2).csv,http://www.wikidata.org/entity/Q13053270,Q13053270,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20515443,Q20515443,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q16393408,Milli,http://www.wikidata.org/entity/Q399,Armenia,15
query (2).csv,http://www.wikidata.org/entity/Q22401753,Rivière à la Croix,http://www.wikidata.org/entity/Q16,Canada,60
query (2).csv,http://www.wikidata.org/entity/Q15211859,Courtenay River,http://www.wikidata.org/entity/Q16,Canada,3
query (2).csv,http://www.wikidata.org/entity/Q3433850,Rivière au Saumon (Le Val-Saint-François),http://www.wikidata.org/entity/Q16,Canada,25
query (2).csv,http://www.wikidata.org/entity/Q15211859,Courtenay River,http://www.wikidata.org/entity/Q16,Canada,3
query (2).csv,http://www.wikidata.org/entity/Q24305610,Vetsijoki,http://www.wikidata.org/entity/Q33,Finland,627
query (2).csv,http://www.wikidata.org/entity/Q15842578,Hamelin River,http://www.wikidata.org/entity/Q16,Canada,30
query (2).csv,http://www.wikidata.org/entity/Q20031310,La Goudalie River,http://www.wikidata.org/entity/Q16,Canada,40
query (2).csv,http://www.wikidata.org/entity/Q1557916,Gwydir River,http://www.wikidata.org/entity/Q408,Australia,668
query (2).csv,http://www.wikidata.org/entity/Q15119915,Rivière aux Éclairs,http://www.wikidata.org/entity/Q16,Canada,12
query (2).csv,http://www.wikidata.org/entity/Q15111551,Tourujoki,http://www.wikidata.org/entity/Q33,Finland,2
query (2).csv,http://www.wikidata.org/entity/Q20514945,Shtoghanajur,http://www.wikidata.org/entity/Q227,Azerbaijan,16
query (2).csv,http://www.wikidata.org/entity/Q20514945,Shtoghanajur,http://www.wikidata.org/entity/Q399,Armenia,16
query (2).csv,http://www.wikidata.org/entity/Q2155694,Manouane River (Peribonka River),http://www.wikidata.org/entity/Q16,Canada,220
query (2).csv,http://www.wikidata.org/entity/Q22408740,Bonnard River,http://www.wikidata.org/entity/Q16,Canada,346
query (2).csv,http://www.wikidata.org/entity/Q20514945,Shtoghanajur,http://www.wikidata.org/entity/Q230,Georgia,16
query (2).csv,http://www.wikidata.org/entity/Q20515069,Q20515069,http://www.wikidata.org/entity/Q227,Azerbaijan,10
query (2).csv,http://www.wikidata.org/entity/Q20515069,Q20515069,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q20516412,Q20516412,http://www.wikidata.org/entity/Q227,Azerbaijan,17
query (2).csv,http://www.wikidata.org/entity/Q20516412,Q20516412,http://www.wikidata.org/entity/Q230,Georgia,17
query (2).csv,http://www.wikidata.org/entity/Q1316665,Elva river,http://www.wikidata.org/entity/Q191,Estonia,824
query (2).csv,http://www.wikidata.org/entity/Q24305610,Vetsijoki,http://www.wikidata.org/entity/Q33,Finland,367
query (2).csv,http://www.wikidata.org/entity/Q3433647,Bostonnais River,http://www.wikidata.org/entity/Q16,Canada,124
query (2).csv,http://www.wikidata.org/entity/Q20515069,Q20515069,http://www.wikidata.org/entity/Q230,Georgia,10
query (2).csv,http://www.wikidata.org/entity/Q20516400,Q20516400,http://www.wikidata.org/entity/Q227,Azerbaijan,14
query (2).csv,http://www.wikidata.org/entity/Q20516400,Q20516400,http://www.wikidata.org/entity/Q230,Georgia,14
query (2).csv,http://www.wikidata.org/entity/Q20516400,Q20516400,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q20516412,Q20516412,http://www.wikidata.org/entity/Q399,Armenia,17
query (2).csv,http://www.wikidata.org/entity/Q14942860,Charest River,http://www.wikidata.org/entity/Q16,Canada,35
query (2).csv,http://www.wikidata.org/entity/Q31379,La Grande River,http://www.wikidata.org/entity/Q16,Canada,893
query (2).csv,http://www.wikidata.org/entity/Q15126242,Lepellé River,http://www.wikidata.org/entity/Q16,Canada,198
query (2).csv,http://www.wikidata.org/entity/Q19945381,Talluup River,http://www.wikidata.org/entity/Q16,Canada,86
query (2).csv,http://www.wikidata.org/entity/Q1814459,Restigouche River,http://www.wikidata.org/entity/Q16,Canada,200
query (2).csv,http://www.wikidata.org/entity/Q2155727,Ouiatchouan river,http://www.wikidata.org/entity/Q16,Canada,35
query (2).csv,http://www.wikidata.org/entity/Q56739041,Bras du Nord,http://www.wikidata.org/entity/Q16,Canada,34
query (2).csv,http://www.wikidata.org/entity/Q3433736,Maskinongé River,http://www.wikidata.org/entity/Q16,Canada,52
query (2).csv,http://www.wikidata.org/entity/Q6649563,Little Churchill River,http://www.wikidata.org/entity/Q16,Canada,150
query (2).csv,http://www.wikidata.org/entity/Q56739041,Bras du Nord,http://www.wikidata.org/entity/Q16,Canada,30
query (2).csv,http://www.wikidata.org/entity/Q11874409,Laholaisoja,http://www.wikidata.org/entity/Q33,Finland,17
query (2).csv,http://www.wikidata.org/entity/Q15196121,Blanche River,http://www.wikidata.org/entity/Q16,Canada,44
query (2).csv,http://www.wikidata.org/entity/Q20515350,Uraget,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q20517062,Karahanuts,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q16400894,Aghandzuget,http://www.wikidata.org/entity/Q399,Armenia,13
query (2).csv,http://www.wikidata.org/entity/Q20515586,Mutmayri,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20515956,Spitakamoruk,http://www.wikidata.org/entity/Q399,Armenia,4
query (2).csv,http://www.wikidata.org/entity/Q16400369,Vanand,http://www.wikidata.org/entity/Q227,Azerbaijan,29
query (2).csv,http://www.wikidata.org/entity/Q4060512,Q4060512,http://www.wikidata.org/entity/Q399,Armenia,21
query (2).csv,http://www.wikidata.org/entity/Q20515122,Kaler,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20515971,Q20515971,http://www.wikidata.org/entity/Q399,Armenia,2
query (2).csv,http://www.wikidata.org/entity/Q13052428,Bldan,http://www.wikidata.org/entity/Q399,Armenia,15
query (2).csv,http://www.wikidata.org/entity/Q16367367,Q16367367,http://www.wikidata.org/entity/Q399,Armenia,22
query (2).csv,http://www.wikidata.org/entity/Q20517182,Q20517182,http://www.wikidata.org/entity/Q399,Armenia,11
query (2).csv,http://www.wikidata.org/entity/Q4068821,Argichi,http://www.wikidata.org/entity/Q399,Armenia,51
query (2).csv,http://www.wikidata.org/entity/Q20516911,Vankadzor,http://www.wikidata.org/entity/Q399,Armenia,45
query (2).csv,http://www.wikidata.org/entity/Q152484,Sieg,http://www.wikidata.org/entity/Q183,Germany,1552
query (2).csv,http://www.wikidata.org/entity/Q16382958,Khaghkan,http://www.wikidata.org/entity/Q399,Armenia,25
query (2).csv,http://www.wikidata.org/entity/Q21211318,Q21211318,http://www.wikidata.org/entity/Q399,Armenia,87
query (2).csv,http://www.wikidata.org/entity/Q20517775,Q20517775,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q16381025,Ynkuzats,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q21199474,Q21199474,http://www.wikidata.org/entity/Q399,Armenia,13
query (2).csv,http://www.wikidata.org/entity/Q16383504,Khent,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q13053068,Shenatagh,http://www.wikidata.org/entity/Q399,Armenia,23
query (2).csv,http://www.wikidata.org/entity/Q16383504,Khent,http://www.wikidata.org/entity/Q230,Georgia,14
query (2).csv,http://www.wikidata.org/entity/Q16388918,Q16388918,http://www.wikidata.org/entity/Q230,Georgia,9
query (2).csv,http://www.wikidata.org/entity/Q16388918,Q16388918,http://www.wikidata.org/entity/Q399,Armenia,9
query (2).csv,http://www.wikidata.org/entity/Q20517706,Giratagh,http://www.wikidata.org/entity/Q399,Armenia,11
query (2).csv,http://www.wikidata.org/entity/Q20516525,Sevkar,http://www.wikidata.org/entity/Q399,Armenia,11
query (2).csv,http://www.wikidata.org/entity/Q20516436,Sevashert,http://www.wikidata.org/entity/Q399,Armenia,55
query (2).csv,http://www.wikidata.org/entity/Q16383875,Khordzya,http://www.wikidata.org/entity/Q227,Azerbaijan,2
query (2).csv,http://www.wikidata.org/entity/Q16383875,Khordzya,http://www.wikidata.org/entity/Q399,Armenia,2
query (2).csv,http://www.wikidata.org/entity/Q31313044,Aylis,http://www.wikidata.org/entity/Q227,Azerbaijan,21
query (2).csv,http://www.wikidata.org/entity/Q20516505,Q20516505,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q4519562,Shaki,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q16384107,Tsaghkari,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20516474,Aghakar,http://www.wikidata.org/entity/Q399,Armenia,75
query (2).csv,http://www.wikidata.org/entity/Q13054149,Q13054149,http://www.wikidata.org/entity/Q399,Armenia,45
query (2).csv,http://www.wikidata.org/entity/Q20515704,Q20515704,http://www.wikidata.org/entity/Q399,Armenia,11
query (2).csv,http://www.wikidata.org/entity/Q13050761,Q13050761,http://www.wikidata.org/entity/Q399,Armenia,8
query (2).csv,http://www.wikidata.org/entity/Q20516145,Sarnakunk,http://www.wikidata.org/entity/Q230,Georgia,16
query (2).csv,http://www.wikidata.org/entity/Q20516145,Sarnakunk,http://www.wikidata.org/entity/Q399,Armenia,16
query (2).csv,http://www.wikidata.org/entity/Q4519562,Shaki,http://www.wikidata.org/entity/Q227,Azerbaijan,18
query (2).csv,http://www.wikidata.org/entity/Q12079799,Zabukhchay,http://www.wikidata.org/entity/Q227,Azerbaijan,75
query (2).csv,http://www.wikidata.org/entity/Q12079799,Zabukhchay,http://www.wikidata.org/entity/Q399,Armenia,75
query (2).csv,http://www.wikidata.org/entity/Q16384129,Q16384129,http://www.wikidata.org/entity/Q227,Azerbaijan,115
query (2).csv,http://www.wikidata.org/entity/Q16384129,Q16384129,http://www.wikidata.org/entity/Q399,Armenia,115
query (2).csv,http://www.wikidata.org/entity/Q20517798,Q20517798,http://www.wikidata.org/entity/Q399,Armenia,6
query (2).csv,http://www.wikidata.org/entity/Q13053142,Apples,http://www.wikidata.org/entity/Q399,Armenia,24
query (2).csv,http://www.wikidata.org/entity/Q13054390,Urtujur,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q13055081,Tovuzçay,http://www.wikidata.org/entity/Q399,Armenia,63
query (2).csv,http://www.wikidata.org/entity/Q20517144,Karavaz,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q15732500,Vanadzor River,http://www.wikidata.org/entity/Q399,Armenia,16
query (2).csv,http://www.wikidata.org/entity/Q16382173,Q16382173,http://www.wikidata.org/entity/Q399,Armenia,23
query (2).csv,http://www.wikidata.org/entity/Q16387627,Haghartsin,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q16396486,Q16396486,http://www.wikidata.org/entity/Q227,Azerbaijan,10
query (2).csv,http://www.wikidata.org/entity/Q16393390,Miapor,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q16381397,Q16381397,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20516629,Aghnovat,http://www.wikidata.org/entity/Q399,Armenia,55
query (2).csv,http://www.wikidata.org/entity/Q20517167,Karetoprak,http://www.wikidata.org/entity/Q399,Armenia,7
query (2).csv,http://www.wikidata.org/entity/Q20517440,Geghajur,http://www.wikidata.org/entity/Q399,Armenia,7
query (2).csv,http://www.wikidata.org/entity/Q20517160,Ankank,http://www.wikidata.org/entity/Q399,Armenia,13
query (2).csv,http://www.wikidata.org/entity/Q16399272,Sisian,http://www.wikidata.org/entity/Q227,Azerbaijan,33
query (2).csv,http://www.wikidata.org/entity/Q16399272,Sisian,http://www.wikidata.org/entity/Q399,Armenia,33
query (2).csv,http://www.wikidata.org/entity/Q20516939,Q20516939,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q16379939,Yelak,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q20515340,Baghanis,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q4160878,Dzknaget,http://www.wikidata.org/entity/Q399,Armenia,22
query (2).csv,http://www.wikidata.org/entity/Q16393408,Milli,http://www.wikidata.org/entity/Q399,Armenia,15
query (2).csv,http://www.wikidata.org/entity/Q2664921,Pambak River,http://www.wikidata.org/entity/Q399,Armenia,86
query (2).csv,http://www.wikidata.org/entity/Q20516505,Q20516505,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q16380007,Q16380007,http://www.wikidata.org/entity/Q399,Armenia,45
query (2).csv,http://www.wikidata.org/entity/Q20515755,Salvard,http://www.wikidata.org/entity/Q227,Azerbaijan,12
query (2).csv,http://www.wikidata.org/entity/Q20515755,Salvard,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20517652,Q20517652,http://www.wikidata.org/entity/Q399,Armenia,11
query (2).csv,http://www.wikidata.org/entity/Q16385362,Kengeri,http://www.wikidata.org/entity/Q227,Azerbaijan,12
query (2).csv,http://www.wikidata.org/entity/Q16385362,Kengeri,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20517652,Q20517652,http://www.wikidata.org/entity/Q227,Azerbaijan,11
query (2).csv,http://www.wikidata.org/entity/Q16386121,Q16386121,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q4177583,Yeghegis,http://www.wikidata.org/entity/Q399,Armenia,49
query (2).csv,http://www.wikidata.org/entity/Q16379998,Q16379998,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q21210305,Bichenek River,http://www.wikidata.org/entity/Q227,Azerbaijan,7
query (2).csv,http://www.wikidata.org/entity/Q21210305,Bichenek River,http://www.wikidata.org/entity/Q399,Armenia,7
query (2).csv,http://www.wikidata.org/entity/Q12362123,Enge River,http://www.wikidata.org/entity/Q191,Estonia,365
query (2).csv,http://www.wikidata.org/entity/Q16369202,Ashotsk,http://www.wikidata.org/entity/Q399,Armenia,20
query (2).csv,http://www.wikidata.org/entity/Q16388007,Hankajur,http://www.wikidata.org/entity/Q399,Armenia,25
query (2).csv,http://www.wikidata.org/entity/Q3541688,Rūja,http://www.wikidata.org/entity/Q191,Estonia,77
query (2).csv,http://www.wikidata.org/entity/Q17638248,Laval River,http://www.wikidata.org/entity/Q16,Canada,72
query (2).csv,http://www.wikidata.org/entity/Q756062,Atla river,http://www.wikidata.org/entity/Q191,Estonia,322
query (2).csv,http://www.wikidata.org/entity/Q16412034,Mustajõgi,http://www.wikidata.org/entity/Q191,Estonia,322
query (2).csv,http://www.wikidata.org/entity/Q13052543,Getar River,http://www.wikidata.org/entity/Q399,Armenia,24
query (2).csv,http://www.wikidata.org/entity/Q20514786,Q20514786,http://www.wikidata.org/entity/Q227,Azerbaijan,10
query (2).csv,http://www.wikidata.org/entity/Q20514786,Q20514786,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q20516318,Aknakhar,http://www.wikidata.org/entity/Q399,Armenia,15
query (2).csv,http://www.wikidata.org/entity/Q20516636,Q20516636,http://www.wikidata.org/entity/Q399,Armenia,12
query (2).csv,http://www.wikidata.org/entity/Q20516918,Q20516918,http://www.wikidata.org/entity/Q399,Armenia,18
query (2).csv,http://www.wikidata.org/entity/Q20517664,Q20517664,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20517664,Q20517664,http://www.wikidata.org/entity/Q227,Azerbaijan,5
query (2).csv,http://www.wikidata.org/entity/Q13032402,Usha,http://www.wikidata.org/entity/Q184,Belarus,89
query (2).csv,http://www.wikidata.org/entity/Q22700172,Mondonac River,http://www.wikidata.org/entity/Q16,Canada,20
query (2).csv,http://www.wikidata.org/entity/Q5378090,Englehart River,http://www.wikidata.org/entity/Q16,Canada,105
query (2).csv,http://www.wikidata.org/entity/Q17108853,Little Misema River,http://www.wikidata.org/entity/Q16,Canada,18
query (2).csv,http://www.wikidata.org/entity/Q17109879,Misema River,http://www.wikidata.org/entity/Q16,Canada,57
query (2).csv,http://www.wikidata.org/entity/Q17355214,Rivière des Piles,http://www.wikidata.org/entity/Q16,Canada,4
query (2).csv,http://www.wikidata.org/entity/Q108704912,Q108704912,http://www.wikidata.org/entity/Q41,Greece,25
query (2).csv,http://www.wikidata.org/entity/Q2155708,Matawin River,http://www.wikidata.org/entity/Q16,Canada,208
query (2).csv,http://www.wikidata.org/entity/Q103148,Lahn,http://www.wikidata.org/entity/Q183,Germany,242
query (2).csv,http://www.wikidata.org/entity/Q1570842,L'Assomption River,http://www.wikidata.org/entity/Q16,Canada,190
query (2).csv,http://www.wikidata.org/entity/Q21007772,Mazana river,http://www.wikidata.org/entity/Q16,Canada,45
query (2).csv,http://www.wikidata.org/entity/Q1347492,Loimijoki,http://www.wikidata.org/entity/Q33,Finland,114
query (2).csv,http://www.wikidata.org/entity/Q7259088,Pukaskwa River,http://www.wikidata.org/entity/Q16,Canada,65
query (2).csv,http://www.wikidata.org/entity/Q18214196,Boucher river,http://www.wikidata.org/entity/Q16,Canada,184
query (2).csv,http://www.wikidata.org/entity/Q11872151,Kokkojoki,http://www.wikidata.org/entity/Q33,Finland,23
query (2).csv,http://www.wikidata.org/entity/Q16024979,Serpentine River,http://www.wikidata.org/entity/Q16,Canada,9
query (2).csv,http://www.wikidata.org/entity/Q22401215,rivière à l'Eau Claire,http://www.wikidata.org/entity/Q16,Canada,45
query (2).csv,http://www.wikidata.org/entity/Q16065507,Kuivasoja,http://www.wikidata.org/entity/Q33,Finland,5
query (2).csv,http://www.wikidata.org/entity/Q22403467,Anticagamac River,http://www.wikidata.org/entity/Q16,Canada,112
query (2).csv,http://www.wikidata.org/entity/Q18578301,rivière Livernois,http://www.wikidata.org/entity/Q16,Canada,317
query (2).csv,http://www.wikidata.org/entity/Q22416973,Rivière du Caribou,http://www.wikidata.org/entity/Q16,Canada,68
query (2).csv,http://www.wikidata.org/entity/Q18578301,rivière Livernois,http://www.wikidata.org/entity/Q16,Canada,317
query (2).csv,http://www.wikidata.org/entity/Q12375004,Pühäjõgi,http://www.wikidata.org/entity/Q191,Estonia,153
query (2).csv,http://www.wikidata.org/entity/Q633801,Ivalo River,http://www.wikidata.org/entity/Q33,Finland,180
query (2).csv,http://www.wikidata.org/entity/Q18610720,Rivière des Aigles,http://www.wikidata.org/entity/Q16,Canada,261
query (2).csv,http://www.wikidata.org/entity/Q18681893,Joensuunjoki,http://www.wikidata.org/entity/Q33,Finland,3
query (2).csv,http://www.wikidata.org/entity/Q20750398,rivière du Poste,http://www.wikidata.org/entity/Q16,Canada,26
query (2).csv,http://www.wikidata.org/entity/Q11881244,Martimojoki,http://www.wikidata.org/entity/Q33,Finland,27
query (2).csv,http://www.wikidata.org/entity/Q18415197,Portneuf River,http://www.wikidata.org/entity/Q16,Canada,42
query (2).csv,http://www.wikidata.org/entity/Q20750388,Mastigouche river,http://www.wikidata.org/entity/Q16,Canada,46
query (2).csv,http://www.wikidata.org/entity/Q14627522,Propre River,http://www.wikidata.org/entity/Q16,Canada,67
query (2).csv,http://www.wikidata.org/entity/Q16024980,Shawinigan River,http://www.wikidata.org/entity/Q16,Canada,55
query (2).csv,http://www.wikidata.org/entity/Q63884329,Ontaritzi River,http://www.wikidata.org/entity/Q16,Canada,48
query (2).csv,http://www.wikidata.org/entity/Q12297192,Q12297192,http://www.wikidata.org/entity/Q219,Bulgaria,21
query (2).csv,http://www.wikidata.org/entity/Q1628265,Jacques-Cartier River,http://www.wikidata.org/entity/Q16,Canada,178
query (2).csv,http://www.wikidata.org/entity/Q19606834,Q19606834,http://www.wikidata.org/entity/Q16,Canada,63
query (2).csv,http://www.wikidata.org/entity/Q22408151,Blanche River,http://www.wikidata.org/entity/Q16,Canada,178
query (2).csv,http://www.wikidata.org/entity/Q15842619,Devil's River,http://www.wikidata.org/entity/Q16,Canada,108
query (2).csv,http://www.wikidata.org/entity/Q896170,Ferndorfbach,http://www.wikidata.org/entity/Q183,Germany,243
query (2).csv,http://www.wikidata.org/entity/Q428801,Montmorency River,http://www.wikidata.org/entity/Q16,Canada,97
query (2).csv,http://www.wikidata.org/entity/Q20750419,Tapani River,http://www.wikidata.org/entity/Q16,Canada,14
query (2).csv,http://www.wikidata.org/entity/Q3111016,Llech,http://www.wikidata.org/entity/Q142,France,158
query (2).csv,http://www.wikidata.org/entity/Q15842572,Désert River,http://www.wikidata.org/entity/Q16,Canada,95
query (2).csv,http://www.wikidata.org/entity/Q22412304,Dandurand River,http://www.wikidata.org/entity/Q16,Canada,18
query (2).csv,http://www.wikidata.org/entity/Q20750413,Saumon River,http://www.wikidata.org/entity/Q16,Canada,25
query (2).csv,http://www.wikidata.org/entity/Q15842582,La Sarre River,http://www.wikidata.org/entity/Q16,Canada,421
query (2).csv,http://www.wikidata.org/entity/Q1680,Mulde,http://www.wikidata.org/entity/Q183,Germany,147
query (2).csv,http://www.wikidata.org/entity/Q22406801,Barrière River,http://www.wikidata.org/entity/Q16,Canada,1
query (2).csv,http://www.wikidata.org/entity/Q32945191,Rivière des Neiges,http://www.wikidata.org/entity/Q16,Canada,366
query (2).csv,http://www.wikidata.org/entity/Q24940629,Q24940629,http://www.wikidata.org/entity/Q16,Canada,214
query (2).csv,http://www.wikidata.org/entity/Q12286364,Q12286364,http://www.wikidata.org/entity/Q219,Bulgaria,20
query (2).csv,http://www.wikidata.org/entity/Q20497153,Q20497153,http://www.wikidata.org/entity/Q219,Bulgaria,21
query (2).csv,http://www.wikidata.org/entity/Q9184514,Q9184514,http://www.wikidata.org/entity/Q219,Bulgaria,108
query (2).csv,http://www.wikidata.org/entity/Q12279152,Q12279152,http://www.wikidata.org/entity/Q219,Bulgaria,20
query (2).csv,http://www.wikidata.org/entity/Q11714160,Iskretska Reka,http://www.wikidata.org/entity/Q219,Bulgaria,22
query (2).csv,http://www.wikidata.org/entity/Q2979252,Canora River,http://www.wikidata.org/entity/Q219,Bulgaria,110
query (2).csv,http://www.wikidata.org/entity/Q12280522,Q12280522,http://www.wikidata.org/entity/Q219,Bulgaria,23
query (2).csv,http://www.wikidata.org/entity/Q12272726,Aterenska river,http://www.wikidata.org/entity/Q219,Bulgaria,35
query (2).csv,http://www.wikidata.org/entity/Q12295792,Sushitsa River,http://www.wikidata.org/entity/Q219,Bulgaria,24
query (2).csv,http://www.wikidata.org/entity/Q12275899,Q12275899,http://www.wikidata.org/entity/Q219,Bulgaria,20
query (2).csv,http://www.wikidata.org/entity/Q12277287,Q12277287,http://www.wikidata.org/entity/Q219,Bulgaria,21
query (2).csv,http://www.wikidata.org/entity/Q12295045,Q12295045,http://www.wikidata.org/entity/Q219,Bulgaria,20
query (2).csv,http://www.wikidata.org/entity/Q2167795,Rosica,http://www.wikidata.org/entity/Q219,Bulgaria,164
query (2).csv,http://www.wikidata.org/entity/Q12299253,Q12299253,http://www.wikidata.org/entity/Q219,Bulgaria,37
query (2).csv,http://www.wikidata.org/entity/Q12291077,Popovski Lom,http://www.wikidata.org/entity/Q219,Bulgaria,20
query (2).csv,http://www.wikidata.org/entity/Q12292891,Q12292891,http://www.wikidata.org/entity/Q219,Bulgaria,27
query (2).csv,http://www.wikidata.org/entity/Q2355194,Ogosta,http://www.wikidata.org/entity/Q219,Bulgaria,1411
query (2).csv,http://www.wikidata.org/entity/Q2995554,Lom,http://www.wikidata.org/entity/Q219,Bulgaria,925
query (2).csv,http://www.wikidata.org/entity/Q12272871,Balabandere,http://www.wikidata.org/entity/Q219,Bulgaria,24
query (2).csv,http://www.wikidata.org/entity/Q12274416,Q12274416,http://www.wikidata.org/entity/Q219,Bulgaria,23
query (2).csv,http://www.wikidata.org/entity/Q12284515,Q12284515,http://www.wikidata.org/entity/Q219,Bulgaria,21
query (2).csv,http://www.wikidata.org/entity/Q20515934,Choradzor,http://www.wikidata.org/entity/Q399,Armenia,3
query (2).csv,http://www.wikidata.org/entity/Q20517536,Q20517536,http://www.wikidata.org/entity/Q227,Azerbaijan,45
query (2).csv,http://www.wikidata.org/entity/Q20517536,Q20517536,http://www.wikidata.org/entity/Q399,Armenia,45
query (2).csv,http://www.wikidata.org/entity/Q12288207,Q12288207,http://www.wikidata.org/entity/Q219,Bulgaria,30
query (2).csv,http://www.wikidata.org/entity/Q13053965,Q13053965,http://www.wikidata.org/entity/Q399,Armenia,15
query (2).csv,http://www.wikidata.org/entity/Q20514794,Artavaz,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20517435,Geghanush,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20517181,Q20517181,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q12297869,Q12297869,http://www.wikidata.org/entity/Q219,Bulgaria,22
query (2).csv,http://www.wikidata.org/entity/Q9347789,Q9347789,http://www.wikidata.org/entity/Q219,Bulgaria,1258
query (2).csv,http://www.wikidata.org/entity/Q12282605,Q12282605,http://www.wikidata.org/entity/Q219,Bulgaria,23
query (2).csv,http://www.wikidata.org/entity/Q16384112,Q16384112,http://www.wikidata.org/entity/Q399,Armenia,5
query (2).csv,http://www.wikidata.org/entity/Q20516171,Pahaget,http://www.wikidata.org/entity/Q399,Armenia,3
query (2).csv,http://www.wikidata.org/entity/Q16380170,Q16380170,http://www.wikidata.org/entity/Q399,Armenia,14
query (2).csv,http://www.wikidata.org/entity/Q16383251,Q16383251,http://www.wikidata.org/entity/Q227,Azerbaijan,75
query (2).csv,http://www.wikidata.org/entity/Q16383251,Q16383251,http://www.wikidata.org/entity/Q399,Armenia,75
query (2).csv,http://www.wikidata.org/entity/Q12298901,Q12298901,http://www.wikidata.org/entity/Q219,Bulgaria,30
query (2).csv,http://www.wikidata.org/entity/Q819080,Beresina,http://www.wikidata.org/entity/Q184,Belarus,63
query (2).csv,http://www.wikidata.org/entity/Q12279715,Q12279715,http://www.wikidata.org/entity/Q219,Bulgaria,30
query (2).csv,http://www.wikidata.org/entity/Q16383805,Khustupadzor,http://www.wikidata.org/entity/Q399,Armenia,4
query (2).csv,http://www.wikidata.org/entity/Q16384037,Q16384037,http://www.wikidata.org/entity/Q399,Armenia,10
query (2).csv,http://www.wikidata.org/entity/Q20515192,Hotaghijur,http://www.wikidata.org/entity/Q399,Armenia,71
