0,1,2
-,-,-
-,-,-
Shavkat Mirziyoyev,83,Uzbekistan
-,-,-
Tarﾅ・ Asﾅ・,82,Japan
Imran Khan,82,Pakistan
-,-,-
-,-,-
Anatoly Karpov,82,Russia
-,-,-
Kareena Kapoor,82,India
-,-,-
Dima Bilan,82,Russia
Naoto Kan,81,Japan
Jun'ichirﾅ・ Koizumi,81,Japan
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Sonia Gandhi,81,India
Ada Yonath,80,Israel
Ang Lee,80,Taiwan
Yingluck Shinawatra,80,Thailand
-,-,-
-,-,-
-,-,-
Ram Narayan,80,India
Norodom Sihamoni,80,Cambodia
Ram Nath Kovind,80,India
-,-,-
,,
Ayman al-Zawahiri,79,Egypt
Jack Ma,79,People's Republic of China
Arundhati Roy,79,India
Nikolai Noskov,79,Russia
-,-,-
Anna Kournikova,78,Russia
-,-,-
Preity Zinta,78,India
Megawati Sukarnoputri,78,Indonesia
-,-,-
Nawaz Sharif,77,Pakistan
-,-,-
-,-,-
-,-,-
Hassanal Bolkiah,77,Brunei
-,-,-
-,-,-
Susilo Bambang Yudhoyono,77,Indonesia
-,-,-
Yukio Hatoyama,76,Japan
Fethullah Gﾃｼlen,76,Turkey
Mohamed ElBaradei,76,Egypt
-,-,-
-,-,-
Rani Mukherjee,76,India
Mikhail Mishustin,76,Russia
Yasuo Fukuda,75,Japan
-,-,-
-,-,-
-,-,-
Jintara Poonlarp,75,Thailand
-,-,-
-,-,-
Kailash Satyarthi,75,India
Yoshihiko Noda,74,Japan
-,-,-
Keisuke Honda,74,Japan
,,
Mohammad bin Salman,74,Saudi Arabia
Chen-ning Yang,74,Taiwan
-,-,-
-,-,-
Chen-ning Yang,74,People's Republic of China
Yelena Isinbayeva,74,Russia
-,-,-
Yuval Noah Harari,73,Israel
Emomali Rahmon,73,Tajikistan
Lee Myung-bak,73,South Korea
Katrina Kaif,73,India
-,-,-
-,-,-
Kassym-Jomart Tokayev,73,Kazakhstan
Naftali Bennett mother fucker,72,Israel
-,-,-
-,-,-
-,-,-
Thaksin Shinawatra,72,Thailand
Truong Tan Sang,72,Vietnam
-,-,-
Grigori Perelman,72,Russia
Boris Spassky,72,Russia
-,-,-
Hidetoshi Nakata,71,Japan
Alberto Fujimori,71,Japan
Reuven Rivlin,71,Israel
-,-,-
-,-,-
Vladimir Kramnik,71,Russia
Sachin,71,India
Kajol,71,India
Deepika Padukone,71,India
-,-,-
Giorgi Marghvilashvili,71,Georgia
Lee Hsien Loong,71,Singapore
Shinji Kagawa,70,Japan
,,
Khalifa bin Zayed Al Nahyan,70,United Arab Emirates
-,-,-
-,-,-
-,-,-
Akshay Kumar,70,India
Nikos Anastasiades,70,Cyprus
Armen Sarkissian,70,Armenia
-,-,-
Fumio Kishida,69,Japan
Mia Khalifa,69,Lebanon
Mahinda Rajapaksa,69,Sri Lanka
Lata Mangeshkar,69,India
-,-,-
Andrei Arshavin,69,Russia
Salome Zurabishvili,69,Georgia
Hamad bin Isa Al Khalifa,69,Bahrain
Takeshi Kitano,68,Japan
-,-,-
Leo Esaki,68,Japan
-,-,-
-,-,-
Yuto Nagatomo,68,Japan
Shinji Okazaki,68,Japan
-,-,-
Siti Nurhaliza,68,Malaysia
-,-,-
-,-,-
Ahmet Necdet Sezer,68,Turkey
Tansu ﾃ・iller,68,Turkey
Marat Safin,68,Russia
-,-,-
Madhuri Dixit,68,India
Jackie Shroff,68,India
Henrikh Mkhitaryan,68,Armenia
-,-,-
Daniel Kahneman,67,Israel
-,-,-
,,
Tsung-Dao Lee,67,Taiwan
-,-,-
Lee Min Ho,67,South Korea
Manny Pacquiao,67,Philippines
Arda Turan,67,Turkey
-,-,-
Aziz Sancar,67,Turkey
-,-,-
Nikita Mikhalkov,67,Russia
Takashi Inui,66,Japan
-,-,-
-,-,-
-,-,-
Hassan Nasrallah,66,Lebanon
-,-,-
Naomi Osaka,66,Japan
Binali Yﾄｱldﾄｱrﾄｱm,66,Turkey
Konstantin Novoselov,66,Russia
Vladimir Zhirinovsky,66,Russia
Ramzan Kadyrov,66,Russia
Hrithik Roshan,66,India
-,-,-
-,-,-
-,-,-
Alan Dzagoev,66,Russia
Kirill I of Moscow,66,Russia
Robert Kocharyan,66,Armenia
Josﾃｩ Ramos-Horta,66,Timor-Leste
Makoto Hasebe,65,Japan
-,-,-
-,-,-
-,-,-
Shuji Nakamura,65,Japan
Takumi Minamino,65,Japan
Queen Rania of Jordan,65,Jordan
-,-,-
Park Ji-sung,65,South Korea
,,
-,-,-
-,-,-
Mikhail Khodorkovsky,65,Russia
Abhishek Bachchan,65,India
Mukesh Ambani,65,India
-,-,-
Yulia Lipnitskaya,65,Russia
Nikol Pashinyan,65,Armenia
-,-,-
-,-,-
Yuya Osako,64,Japan
-,-,-
Yasuhito Endo,64,Japan
Dan Shechtman,64,Israel
-,-,-
-,-,-
Ma Ying-jeou,64,Taiwan
Dani Rodrik,64,Turkey
-,-,-
-,-,-
-,-,-
-,-,-
Li Na,64,People's Republic of China
-,-,-
Maya Yoshida,63,Japan
-,-,-
-,-,-
Atsuto Uchida,63,Japan
Eiji Kawashima,63,Japan
Kazuyoshi Miura,63,Japan
Ebrahim Raisi,63,Iran
-,-,-
Ehud Barak,63,Israel
-,-,-
ﾅ・sumi Yoshinori,63,Japan
-,-,-
Takaaki Kajita,63,Japan
,,
Jennie,63,South Korea
-,-,-
Elif ﾅ・afak,63,Turkey
-,-,-
Aleksandr Kerzhakov,63,Russia
Igor Akinfeev,63,Russia
-,-,-
-,-,-
Zhang Ziyi,63,People's Republic of China
-,-,-
Philipp Kirkorov,63,Russia
-,-,-
-,-,-
-,-,-
Hiroki Sakai,62,Japan
Gaku Shibasaki,62,Japan
-,-,-
-,-,-
Tamim bin Hamad Al Thani,62,Qatar
Yoshinori Muto,62,Japan
Abdullah ﾃ・calan,62,Turkey
-,-,-
-,-,-
-,-,-
-,-,-
A. R. Rahman,62,India
Freida Pinto,62,India
-,-,-
-,-,-
-,-,-
Halimah Yacob,62,Singapore
-,-,-
Shunsuke Nakamura,61,Japan
Takashi Usami,61,Japan
Tzipi Livni,61,Israel
-,-,-
Michel Aoun,61,Lebanon
,,
-,-,-
Lisa,61,Thailand
Moon Geun-young,61,South Korea
-,-,-
Son Heung-min,61,South Korea
-,-,-
-,-,-
Zemfira,61,Russia
Denis Cheryshev,61,Russia
Saif Ali Khan,61,India
Anushka Sharma,61,India
Gong Li,61,People's Republic of China
-,-,-
Sergey Shoygu,61,Russia
-,-,-
Gong Li,61,Singapore
Shraddha Kapoor,61,India
-,-,-
Yoshikatsu Kawaguchi,60,Japan
Masaaki Higashiguchi,60,Japan
-,-,-
Kunishige Kamamoto,60,Japan
Marcus Tulio Tanaka,60,Japan
Yoshito Okubo,60,Japan
Yasuyuki Konno,60,Japan
Yuji Nakazawa,60,Japan
Gotoku Sakai,60,Japan
Hiroshi Kiyotake,60,Japan
Nouri al-Maliki,60,Iraq
Moshe Katsav,60,Israel
Netta Barzilai,60,Israel
Abdrabbuh Mansour Hadi,60,Yemen
Najib Razak,60,Malaysia
-,-,-
-,-,-
Takuma Asano,60,Japan
Fidel Ramos,60,Philippines
,,
-,-,-
Larisa Latynina,60,Russia
Hun Sen,60,Cambodia
-,-,-
-,-,-
Makoto Kobayashi,59,Japan
-,-,-
Shinji Ono,59,Japan
Takayuki Morimoto,59,Japan
Yuki Abe,59,Japan
Hotaru Yamaguchi,59,Japan
Gen Shoji,59,Japan
Robert Aumann,59,Israel
Roman Abramovich,59,Israel
Aaron Ciechanover,59,Israel
Wataru Endo,59,Japan
-,-,-
Kurmanbek Bakiyev,59,Kyrgyzstan
Saad Hariri,59,Lebanon
Saad Hariri,59,Saudi Arabia
Abhisit Vejjajiva,59,Thailand
Prayut Chan-o-cha,59,Thailand
Mohammed bin Rashid Al Maktoum,59,United Arab Emirates
Tarkan,59,Turkey
Patriarch Bartholomew of Constantinople,59,Turkey
Roman Abramovich,59,Russia
Gennady Zyuganov,59,Russia
Anna Hazare,59,India
-,-,-
Ai Weiwei,59,People's Republic of China
Natalia Poklonskaya,59,Russia
Masashi Nakayama,58,Japan
Masato Morishige,58,Japan
Junichi Inamoto,58,Japan
Daisuke Matsui,58,Japan
Seigo Narazaki,58,Japan
Takeshi Okada,58,Japan
,,
Genki Haraguchi,58,Japan
Hiroki Fujiharu,58,Japan
Hajime Moriyasu,58,Japan
Tsukasa Shiotani,58,Japan
Taslima Nasrin,58,Pakistan
Chun Jung-myung,58,South Korea
-,-,-
Taslima Nasrin,58,Bangladesh
Svetlana Savitskaya,58,Russia
Hema Malini,58,India
M. Night Shyamalan,58,India
Vandana Shiva,58,India
Liu Yifei,58,People's Republic of China
Khabib Nurmagomedov,58,Russia
Alia Bhatt,58,India
Shigeru Miyamoto,57,Japan
-,-,-
Yoichiro Kakitani,57,Japan
Kisho Yano,57,Japan
-,-,-
Alessandro Santos,57,Japan
Daiki Iwamasa,57,Japan
Ryoichi Maeda,57,Japan
Masami Ihara,57,Japan
Tadanari Lee,57,Japan
Yuichi Komano,57,Japan
Toshihiro Aoyama,57,Japan
Shinzo Koroki,57,Japan
IU,57,South Korea
Rosﾃｩ,57,South Korea
-,-,-
Haibatullah Akhundzada,57,Afghanistan
Jigme Singye Wangchuck,57,Bhutan
Haibatullah Akhundzada,57,Islamic Emirate of Afghanistan
-,-,-
-,-,-
Roman Pavlyuchenko,57,Russia
,,
Zubin Mehta,57,India
-,-,-
Yao Ming,57,People's Republic of China
Yo-Yo Ma,57,People's Republic of China
Donnie Yen,57,People's Republic of China
Andrei Konchalovsky,57,Russia
Xanana Gusmﾃ｣o,57,Timor-Leste
Carlos Filipe Ximenes Belo,57,Timor-Leste
Tsakhiagiin Elbegdorj,57,Mongolia
Shinya Yamanaka,56,Japan
Akira Suzuki,56,Japan
-,-,-
-,-,-
Ayumi Hamasaki,56,Japan
Shu Kurata,56,Japan
Masashi Oguro,56,Japan
Atsushi Yanagisawa,56,Japan
Hajime Hosogai,56,Japan
-,-,-
Ryo Miyaichi,56,Japan
Kengo Nakamura,56,Japan
Yutaka Akita,56,Japan
Tomoaki Makino,56,Japan
Shuichi Gonda,56,Japan
Akira Nishino,56,Japan
Akira Narahashi,56,Japan
Yochanan Vollach,56,Israel
Sooronbay Jeenbekov,56,Kyrgyzstan
-,-,-
Chandrika Kumaratunga,56,Sri Lanka
Jo Jung-suk,56,South Korea
-,-,-
-,-,-
-,-,-
-,-,-
Sania Mirza,56,India
Bipasha Basu,56,India
,,
Artem Dzyuba,56,Russia
Dinara Safina,56,Russia
Dmitry Muratov,56,Russia
Polina Gagarina,56,Russia
Igor Dodon,56,Russia
-,-,-
Ravindra Prabhat,56,India
Michihiro Yasuda,55,Japan
Ryﾅ・ji Noyori,55,Japan
Asghar Farhadi,55,Iran
-,-,-
Takayuki Suzuki,55,Japan
Mitsuo Ogasawara,55,Japan
Akira Kaji,55,Japan
Seiichiro Maki,55,Japan
Koji Nakata,55,Japan
-,-,-
Naohiro Takahara,55,Japan
Yohei Toyoda,55,Japan
Motohiro Yamaguchi,55,Japan
Mike Havenaar,55,Japan
Takashi Fukunishi,55,Japan
Hiroaki Morishima,55,Japan
Shusaku Nishikawa,55,Japan
Kensuke Nagai,55,Japan
Jungo Fujimoto,55,Japan
Daigo Nishi,55,Japan
Naoki Soma,55,Japan
Daisuke Suzuki,55,Japan
Kosuke Ota,55,Japan
Yuhei Tokunaga,55,Japan
Manabu Saito,55,Japan
Shoji Jo,55,Japan
Hiroshi Nanami,55,Japan
Teruyoshi Ito,55,Japan
Takahiro Ogihara,55,Japan
Masayuki Okano,55,Japan
,,
Nobuyuki Kojima,55,Japan
Norio Omura,55,Japan
Yu Kobayashi,55,Japan
-,-,-
-,-,-
Suman Pokhrel,55,Nepal
Abdul Hamid,55,Pakistan
Hamad bin Khalifa Al Thani,55,Qatar
Chen Shui-bian,55,Taiwan
Abdul Hamid,55,Bangladesh
-,-,-
-,-,-
-,-,-
-,-,-
Alexander Karelin,55,Russia
Victor Pelevin,55,Russia
-,-,-
-,-,-
Rajinikanth,55,India
-,-,-
Kiran Desai,55,India
-,-,-
-,-,-
-,-,-
Masashi Kishimoto,54,Japan
Susumu Tonegawa,54,Japan
Koichi Tanaka,54,Japan
Takuji Yonemoto,54,Japan
Ryota Moriwaki,54,Japan
Yosuke Kashiwagi,54,Japan
-,-,-
Kazuyuki Toda,54,Japan
Tsuneyasu Miyamoto,54,Japan
Yoichi Doi,54,Japan
Hisato Sato,54,Japan
Koki Mizuno,54,Japan
Toshihiro Hattori,54,Japan
,,
Yuki Otsu,54,Japan
-,-,-
Ryuichi Sugiyama,54,Japan
Keisuke Tsuboi,54,Japan
Hideo Hashimoto,54,Japan
Ruy Ramos,54,Japan
Naotake Hanyu,54,Japan
Satoru Yamagishi,54,Japan
Takuya Honda,54,Japan
Eisuke Nakanishi,54,Japan
Hitoshi Sogahata,54,Japan
Sota Hirayama,54,Japan
Teruyuki Moniwa,54,Japan
-,-,-
Naohiro Ishikawa,54,Japan
Mu Kanazaki,54,Japan
Tsuyoshi Kitazawa,54,Japan
Toshihide Saito,54,Japan
Takuya Takagi,54,Japan
Hideto Takahashi,54,Japan
-,-,-
-,-,-
Norihiro Nishi,54,Japan
Wagner Lopes,54,Japan
-,-,-
Mitsuo Kamata,54,Japan
Kenta Hasegawa,54,Japan
-,-,-
-,-,-
-,-,-
Ryota Oshima,54,Japan
-,-,-
Avram Hershko,54,Israel
Mika,54,Lebanon
Michelle Yeoh,54,Malaysia
-,-,-
Yousaf Raza Gillani,54,Pakistan
,,
-,-,-
-,-,-
Park Chan-yeol,54,South Korea
Kang Seul-gi,54,South Korea
Joseph Estrada,54,Philippines
Mehmet Ali Aﾄ・ca,54,Turkey
Hakan ﾅ・ﾃｼkﾃｼr,54,Turkey
Beren Saat,54,Turkey
ﾄｰlhan Mansﾄｱz,54,Turkey
Svetlana Kuznetsova,54,Russia
-,-,-
Alsou,54,Russia
-,-,-
-,-,-
Juhi Chawla,54,India
-,-,-
Shilpa Poppadom,54,India
-,-,-
Liu Gang,54,People's Republic of China
-,-,-
Lila Tretikov,54,Russia
-,-,-
-,-,-
Katie Melua,54,Georgia
Ichiro Suzuki,53,Japan
-,-,-
-,-,-
Kazuya Yamamura,53,Japan
Akira Toriyama,53,Japan
-,-,-
Akira Kitaguchi,53,Japan
Tomokazu Myojin,53,Japan
Yuichiro Nagai,53,Japan
Tatsuya Tanaka,53,Japan
Atsuhiro Miura,53,Japan
Makoto Tanaka,53,Japan
Masahiko Inoha,53,Japan
,,
Daigo Kobayashi,53,Japan
Keita Suzuki,53,Japan
Yuzo Kurihara,53,Japan
Hiroki Mizumoto,53,Japan
Daiki Takamatsu,53,Japan
-,-,-
Hiroshi Katayama,53,Japan
Akinori Nishizawa,53,Japan
Tatsuhiko Kubo,53,Japan
Naoya Kikuchi,53,Japan
Toshiya Fujita,53,Japan
Masahiro Fukuda,53,Japan
Ryota Tsuzuki,53,Japan
Kota Yoshihara,53,Japan
Ikuo Matsumoto,53,Japan
Mitsuru Nagata,53,Japan
Ryuzo Morioka,53,Japan
Daisuke Ichikawa,53,Japan
-,-,-
Hideaki Kitajima,53,Japan
-,-,-
-,-,-
Masakuni Yamamoto,53,Japan
Takayuki Chano,53,Japan
Tetsuji Hashiratani,53,Japan
Hisashi Kurosaki,53,Japan
Shigeyoshi Mochizuki,53,Japan
Kenzo Yokoyama,53,Japan
-,-,-
Kazuya Maekawa,53,Japan
Yoshitada Yamaguchi,53,Japan
Yasuto Honda,53,Japan
Nobuhisa Yamada,53,Japan
Aritatsu Ogi,53,Japan
Daijiro Takakuwa,53,Japan
-,-,-
Satoshi Tsunami,53,Japan
,,
Tomoyuki Sakai,53,Japan
Takumi Horiike,53,Japan
-,-,-
Kiyoshi Tomizawa,53,Japan
-,-,-
Ryozo Suzuki,53,Japan
-,-,-
-,-,-
Shigetatsu Matsunaga,53,Japan
Yoshihiro Natsuka,53,Japan
Yoshiteru Yamashita,53,Japan
-,-,-
Takuya Yamada,53,Japan
Kenichi Uemura,53,Japan
Yasuharu Sorimachi,53,Japan
Saburo Kawabuchi,53,Japan
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Naoto Otake,53,Japan
Keiji Kaimoto,53,Japan
Tomoyuki Hirase,53,Japan
Takashi Shimoda,53,Japan
Toshinobu Katsuya,53,Japan
Fuad Masum,53,Iraq
Avigdor Lieberman,53,Israel
Dana International,53,Israel
Michael Levitt,53,Israel
Ram Baran Yadav,53,Nepal
M.I.A.,53,Sri Lanka
Vanessa-Mae,53,Thailand
-,-,-
-,-,-
Ha Seok-jin,53,South Korea
-,-,-
,,
Jungkook,53,South Korea
-,-,-
Satoshi ﾅ・mura,53,Japan
-,-,-
Hamit Altﾄｱntop,53,Turkey
-,-,-
-,-,-
Viktor Zubkov,53,Russia
Sergey Karjakin,53,Russia
Rahul Gandhi,53,India
Lakshmi Mittal,53,India
-,-,-
Anil Kapoor,53,India
Jhumpa Lahiri,53,India
Zhang Yimou,53,People's Republic of China
Elena Dementieva,53,Russia
Aleksandr Dugin,53,Russia
Ilia II of Georgia,53,Georgia
Vanessa-Mae,53,Singapore
-,-,-
-,-,-
-,-,-
Yoshirﾅ・ Mori,52,Japan
-,-,-
Takahiro Futagawa,52,Japan
Hiroshige Yanagimoto,52,Japan
-,-,-
Akihiro Ienaga,52,Japan
Yasuhiko Okudera,52,Japan
-,-,-
-,-,-
Nobuhiro Takeda,52,Japan
-,-,-
-,-,-
Hiromitsu Isogai,52,Japan
Takahagi Yojiro,52,Japan
Daiki Niwa,52,Japan
,,
-,-,-
Yoshio Furukawa,52,Japan
-,-,-
-,-,-
-,-,-
Kazumichi Takagi,52,Japan
Kazuma Watanabe,52,Japan
Masato Kudo,52,Japan
-,-,-
Yukio Shimomura,52,Japan
-,-,-
-,-,-
Go Oiwa,52,Japan
-,-,-
Tadao Kobayashi,52,Japan
-,-,-
Yasutoshi Miura,52,Japan
Michihiro Ozawa,52,Japan
Katsumi Oenoki,52,Japan
-,-,-
Toshihiro Yamaguchi,52,Japan
Waichiro Omura,52,Japan
Osamu Maeda,52,Japan
Takahiro Yamada,52,Japan
Kenichi Shimokawa,52,Japan
-,-,-
Kazuaki Tasaka,52,Japan
-,-,-
Shinkichi Kikuchi,52,Japan
Kakuichi Mimura,52,Japan
Yuki Muto,52,Japan
Ryuji Michiki,52,Japan
Yoshiyuki Matsuyama,52,Japan
Hideto Suzuki,52,Japan
George Yonashiro,52,Japan
-,-,-
-,-,-
,,
Chikara Fujimoto,52,Japan
Mitsunori Yoshida,52,Japan
Yuji Sakakura,52,Japan
-,-,-
-,-,-
Masoud Barzani,52,Iraq
Yuya Kubo,52,Japan
-,-,-
-,-,-
Isaac Herzog,52,Israel
Nancy Ajram,52,Lebanon
Adunis,52,Lebanon
-,-,-
-,-,-
Nguyen Phu Trong,52,Vietnam
Bong Joon-ho,52,South Korea
Yusuke Minagawa,52,Japan
-,-,-
Maria Ressa,52,Philippines
Pavel Durov,52,Russia
Valentina Matviyenko,52,Russia
Konstantin Zyryanov,52,Russia
Yevgeny Kafelnikov,52,Russia
-,-,-
-,-,-
-,-,-
-,-,-
Ajay Devgn,52,India
Sushmita Sen,52,India
Lara Dutta,52,India
Karisma Kapoor,52,India
Carrie Lam,52,People's Republic of China
-,-,-
Chloﾃｩ Zhao,52,People's Republic of China
Natasha Korolyova,52,Russia
Levon Aronian,52,Armenia
Indians,52,India
,,
-,-,-
Anousheh Ansari,51,Iran
-,-,-
Farah Pahlavi,51,Iran
Tadao Ando,51,Japan
Yuto Sato,51,Japan
Mitsugu Nomura,51,Japan
Teruaki Kurobe,51,Japan
Kentaro Sawada,51,Japan
Naoki Sakai,51,Japan
-,-,-
Shuhei Terada,51,Japan
Satoshi Yamaguchi,51,Japan
Daisuke Sakata,51,Japan
Tsukasa Umesaki,51,Japan
-,-,-
Kazuki Ganaha,51,Japan
-,-,-
Naoshi Nakamura,51,Japan
Yuzo Tashiro,51,Japan
Takeshi Aoki,51,Japan
Koji Yamase,51,Japan
Chikashi Masuda,51,Japan
Hayuma Tanaka,51,Japan
Kunimitsu Sekiguchi,51,Japan
Naoki Yamada,51,Japan
-,-,-
-,-,-
Kazuhiko Chiba,51,Japan
Ryoichi Kawakatsu,51,Japan
-,-,-
Masahiro Ando,51,Japan
Hiroki Yamada,51,Japan
-,-,-
Hisashi Kato,51,Japan
-,-,-
-,-,-
,,
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Takashi Kawanishi,51,Japan
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Teruo Abe,51,Japan
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
Yahiro Kazama,51,Japan
-,-,-
Hiroshi Ninomiya,51,Japan
-,-,-
-,-,-
Kazushi Kimura,51,Japan
-,-,-
Koki Yonekura,51,Japan
Naoyuki Fujita,51,Japan
Taishi Taguchi,51,Japan
Daniel Barenboim,51,Israel
Thein Sein,51,Myanmar
Haitham bin Tarik Al Said,51,Oman
-,-,-
-,-,-
,,
-,-,-
Alpay ﾃ・zalan,51,Turkey
-,-,-
Sertab Erener,51,Turkey
Rﾃｼﾅ・tﾃｼ Reﾃｧber,51,Turkey
-,-,-
-,-,-
Sergei Ignashevich,51,Russia
-,-,-
-,-,-
-,-,-
Sonakshi Sinha,51,India
Tank Man,51,People's Republic of China
-,-,-
-,-,-
Nona Gaprindashvili,51,Georgia
Kim Yo-jong,51,North Korea
0,0,0
