0,1,2
Belize,2,2012: Kurse a di Xtabai
Romania,41,"4 Months, 3 Weeks and 2 Days"
Bahrain,3,A Bahraini Tale
Lithuania,15,A Gentle Creature
Yemen,7,A New Day in Old Sana'a
Chad,11,A Screaming Man
Brunei,4,Ada Apa Dengan Rina
Nicaragua,12,Alsino and the Condor
France,74,Amelie
Guinea,11,Amok
Haiti,7,Ayiti Mon Amour
Ghana,10,Azali
Maldives,2,Bageecha
Barbados,2,Barrows: Freedom Fighter
Timor-Leste,8,Beatriz's War
Timor-Leste,8,Beatriz's War
Switzerland,45,Before Sunrise
North Macedonia,29,Before the Rain
Zambia,3,Between Rings
Sierra Leone,2,Big Wata
Serbia,35,"Black Cat, White Cat"
Hungary,56,Blade Runner 2049
Grenada,3,Blinded
Bolivia,10,Blood of the Condor
Seychelles,4,Bolot Feray
Russia,39,Burnt by the Sun
Azerbaijan,8,Buta
Egypt,17,Cairo Station
Lebanon,32,Capernaum
Bahamas,69,Casino Royale
Czech Republic,69,Casino Royale
Malaysia,8,Cemetery of Splendour
Papua New Guinea,2,"Chauka, Please Tell Us the Time"
Brazil,54,City of God
Singapore,47,Cloud Atlas
China,59,"Crouching Tiger, Hidden Dragon"
Taiwan,59,"Crouching Tiger, Hidden Dragon"
Argentina,42,Dancer in the Dark
Iceland,42,Dancer in the Dark
El Salvador,3,Days of Light
Djibouti,6,Dhalinyaro
Mozambique,6,Disobedience
South Africa,52,District 9
Denmark,44,Dogville
Finland,44,Dogville
Andorra,1,Dont Take The Name Of God In Vain
Austria,58,Downfall
Jordan,50,Dune
Norway,50,Dune
United Arab Emirates,50,Dune
Armenia,12,Earthquake
Colombia,29,Embrace of the Serpent
Albania,12,Enclave
Madagascar,6,"Fahavalo, Madagascar 1947"
Senegal,22,Felicite
Togo,3,Femmes aux yeux ouverts
Germany,91,Fight Club
Cape Verde,6,Fintar o Destino
Syria,15,For Sama
Venezuela,21,From Afar
India,64,Gandhi
Burundi,6,Gito l'ingrat
United Kingdom,92,Gladiator
Myanmar,5,Golden Kingdom
Croatia,31,Grbavica
Dominican Republic,10,Guantanamera
Monaco,19,Heartbreaker
Netherlands,12,Heli
Slovakia,27,Hostel: Part II
Cuba,23,I Am Cuba
Benin,5,In Search of Voodoo: Roots to Heaven
French protectorate in Morocco,4,Itto
Guatemala,18,Ixcanul
Gambia,6,Jaha's Promise
Bangladesh,8,Jalal's Story
South Sudan,3,Jamila
Pakistan,14,Jinnah
Namibia,4,Katutura
Comoros,5,Le Mythe de la cinquime le
Republic of the Congo,5,le ranon d'une alliance
Central African Republic,5,Le silence de la foret
Trinidad & Tobago,3,Limbo
Nigeria,11,Lionheart
Liechtenstein,31,Little Buddha
Sao Tome and Prinicipe,4,Little fruit from the Equator
Eswatini,5,Liyana
Mauritius,4,Lonbraz Kann
Tajikistan,14,Luna Papa
Sri Lanka,4,Machan
Uzbekistan,5,Maftuningman
Turkmenistan,6,Mankurt
Ecuador,21,Maria Full of Grace
Luxembourg,41,Match Point
Libya,34,"Mohammad, Messenger of God"
Kazakhstan,37,Mongol
Cameroon,12,Moolaad
Burkina Faso,12,Moolaad
Honduras,6,Morazan
Qatar,29,Mustang
Zimbabwe,6,Neria
Ivory Coast,8,Night of the Kings
Angola,6,Njinga: Queen Of Angola
Bosnia and Herzegovina,39,No Man's Land
Slovenia,39,No Man's Land
Cyprus,29,Only Lovers Left Alive
Israel,27,Paradise Now
South Korea,73,Parasite
Tunisia,15,Pirates
Uruguay,15,Plata Quemada
Vatican City,8,Pope Francis: A Man of His Word
Costa Rica,8,Presos
North Korea,25,Pulgasari
San Marino,2,Q16570768
Dominica,1,Q64995165
Morocco,27,Queen of the Desert
Kyrgyzstan,7,Queen of the Mountains
Liberia,4,Rainbow Town
Ireland,51,Room
Afghanistan,24,Russian Ark
Laos,8,Sabaidee Luang Prabang
Japan,64,Seven Samurai
Rhodesia,1,Shangani Patrol
Estonia,34,Tangerines
Georgia,34,Tangerines
Equatorial Guinea,8,Teresa
Ethiopia,10,Teza
Ukraine,32,The 9th Company
Gabon,5,The African Who Wanted to Fly
Belgium,66,The Artist
Algeria,38,The Battle of Algiers
Thailand,47,The Beach
Nepal,7,The Black Hen
Guinea-Bissau,8,The Blue Eyes of Yonta
Belarus,21,The Brest Fortress
Mongolia,8,The Cave of the Yellow Dog
Kuwait,5,The Cruel Sea
Bhutan,18,The Cup
Western Sahara,1,The Desert of the Desert
Italy,117,The Godfather
Botswana,42,The Gods Must Be Crazy
Kenya,15,The Good Lie
Spain,83,"The Good, the Bad and the Ugly"
Jamaica,18,The Harder They Come
Paraguay,18,The Heiresses
Fiji,6,The Land Has Eyes
New Zealand,85,The Lord of the Rings: The Fellowship of the Ring
Vietnam,25,The Lover
Australia,102,The Matrix
Rwanda,6,The Mercy of the Jungle
Cambodia,22,The Missing Picture
Chile,41,The Motorcycle Diaries
Peru,41,The Motorcycle Diaries
Portugal,43,The Ninth Gate
Montenegro,13,The Parade
Poland,68,The Pianist
United Arab Republic,3,The Poor Millionaire
Indonesia,28,The Raid
Malawi,4,The Road to Sunrise
Iran,44,The Salesman
Sweden,58,The Seventh Seal
Canada,67,The Shape of Water
Mexico,67,The Shape of Water
Somalia,2,The Somali Dervish
Latvia,19,The Soviet Story
Antigua & Barbuda,3,The Sweetest Mango
Panama,27,The Three Musketeers
Moldova,10,The Unsaved
Niger,8,The Wedding Ring
Philippines,20,The Woman Who Left
Lesotho,5,"This Is Not A Burial, It's A Resurrection"
Mauritania,27,Timbuktu
Eritrea,1,Tirisi
United States,118,Titanic
Malta,68,Troy
Iraq,28,Turtles Can Fly
Bulgaria,38,Underground
Democratic Republic of the Congo,16,Virunga
Saudi Arabia,30,Wadjda
Kingdom of Egypt,6,Weddad
Tanzania,7,White Shadow
Uganda,12,Who Killed Captain Alex
Turkey,39,Winter Sleep
Suriname,5,Wiren
Oman,1,Women of the Silk Road
Mali,15,Yeelen
Sudan,6,You Will Die at 20
Greece,44,Zorba the Greek
