0,1,2
New Zealand,24,John Ballance
Nicaragua,75,Ruben Dario
Niger,34,Yusuf ibn Tashfin
Nigeria,26,Antoine Gombaud
North Korea,44,Taejo of Joseon
Oman,32,Zayd ibn Harithah
Panama,23,Manuel Amador Guerrero
Paraguay,43,Francisco Solano López
Qatar,32,Zayd ibn Harithah
Senegal,42,Phillis Wheatley
Sierra Leone,15,Joseph Cinqué
Singapore,15,Abu Bakar of Johor
Slovakia,56,Elizabeth of Hungary
Slovenia,101,Jerome
Somalia,21,Mohammed Abdullah Hassan
South Africa,37,Christiaan Hendrik Persoon
Sri Lanka,27,the one eyed
Sudan,45,Muhammad Ahmad
Suriname,17,François Levaillant
Tanzania,38,Olaudah Equiano
Togo,15,Sara Forbes Bonetta
Tonga,25,George Tupou I
Trinidad & Tobago,23,Stephen Mallory
Uganda,19,Karoli Lwanga
United Arab Emirates,32,Zayd ibn Harithah
Vanuatu,21,Roy Mata
Vietnam,35,Nguyen Du
Yemen,32,Zayd ibn Harithah
Zimbabwe,20,Lobengula
Albania,73,Skanderbeg
Angola,36,Nzingha Mbande
Antigua & Barbuda,8,Mary Thomas
Bahrain,41,Isaac of Nineveh
Bangladesh,35,atisha
Barbados,25,Stede Bonnet
Belize,6,Emmett Wilson
Benin,19,Behanzin
Bhutan,12,Pema Lingpa
Botswana,6,Negro of Banyoles
Brunei,15,Muhammad Shah of Brunei
Burkina Faso,3,Guimbi Ouattara
Burundi,8,Ntare I Kivimira Savuyimba Semunganzashamba Rushatsi Cambarantama
Cambodia,43,Suryavarman II
Cameroon,37,Abram Petrovich Gannibal
Cape Verde,6,Simplício Rodrigues de Sá
Central African Republic,5,Georg Giese
Comoros,8,Fatima Soudi bint Abderremane
Ivory Coast,6,Pokou
Equatorial Guinea,3,Suzanne Amomba Paillé
Gabon,3,Suzanne Amomba Paillé
Guinea-Bissau,6,Domingo Bioho
Kenya,5,Mwana Kupona
Namibia,9,Jonker Afrikaner
Papua New Guinea,3,Howard Walter
Rwanda,6,Mutara II Rwogera
Samoa,6,Emma Forsayth
Seychelles,3,Josephine Cafrine
Sao Tome and Prinicipe,7,Caetano da Costa Alegre
Bahamas,9,"James Gambier, 1st Baron Gambier"
Timor-Leste,4,Dom Boaventura
Maldives,1,Muhammad Thakurufaanu Al Auzam
Sao Tome and Principe,7,Caetano da Costa Alegre
