0,1,2
United Kingdom,302,William Shakespeare
Greece,282,Aristotle 
China,282,Confucius
Germany,281,Karl Marx
Italy,281,Leonardo Da Vinci
United States,267,Abraham Lincoln
France,257,Napoleon
Austria,250,Wolgfgang Amadeus Mozart
Russia,249,Leo Tolstoy
Saudi Arabia,243,Muhammad
Nepal,240,Gautama Buddha
Netherlands,238,Vincent van Gogh
Spain,225,Miguel de Cervantes
Denmark,223,Hans Christian Andersen
Ireland,206,Oscar Wilde
Switzerland,205,Jean-Jacques Rousseau
Algeria,199,Augustine of Hippo
Sweden,195,Carl Linnaeus
India,192,Laozi
Poland,190,Nicolaus Corpernicus
Japan,184,Matsuo Basho
Mongolia,182,Genghis Khan
Turkey,179,Herodotos
Kyrgyzstan,172,Li Bai
Portugal,168,Ferdinand Magellan
Uzbekistan,166,Avicenna
Norway,161,Henrik Ibsen
Bolivia,157,Bolivar
Ecuador,157,Bolivar
Venezuela,157,Bolivar
Israel,157,Virgin Mary
Iran,154,Omar Khayyam
Weimar Republic,148,Max Weber
Bulgaria,148,Aesop
Pakistan,147,Akbar
Egypt,141,Cleopatra
Ukraine,140,Nikolai Gogol
Tunisia,140,Ibn Khaldun
Morocco,139,Ibn Battuta
Tajikistan,137,Rumi
Iraq,137,Saladin
Serbia,136,Constantine the Great
Belarus,119,Adam Mickiewicz
Belgium,113,"Charles V, Holy Roman Emperor"
North Macedonia,105,Justinian I
Libya,100,Eratosthenes
Iceland,98,Leif Erikson
Bosnia and Herzegovina,92,Gavrilo Princip
Hungary,92,Theodor Herzl
Saint Kitts and Nevis,91,Alexander Hamilton
Mexico,89,Emiliano Zapata
Cuba,85,Jose Marti
Georgia,85,Shota Rustaveli
Kazakhstan,85,Al-Farabi
Luxembourg,84,Gabriel Lippmann
Romania,83,Vlad III
Syria,83,Jude the Apostle
Crown of Aragon,82,Callixtus III
Philippines,81,Jose Rizal
Argentina,79,Jose de San Martin
Azerbaijan,79,Nezami Ganjavi
Cyprus,78,Zeno of Citium
Lebanon,76,Alexander Severus
Afghanistan,74,Abbas the Great
Kingdom of Denmark,73,Cnut the Great
Finland,72,Vissarion Belinsky
Lithuania,70,Władysław II. Jagiełło
Armenia,70,Tigranes the Great
Brazil,68,Pedro II of Brazil
Haiti,66,John James Audubon
South Korea,64,Sejong the Great
Thailand,63,Chulalongkorn
Monaco,61,Eleanor of Aquitaine
Canada,58,John A. Macdonald
Estonia,57,Fabian Gootlieb von Bellingshausen
Uruguay,56,Comte de Lautréamont
Chile,56,Bernardo O'Higgins
Peru,56,Bernardo O'Higgins
Jamaica,56,Thomas Stamford Raffles
Australia,54,Edmund Barton
Ethiopia,51,Menilek II
Turkmenistan,51,Roxana
countryLabel,-1,personLabel
Chad,34,Yusuf ibn Tashfin
Colombia,30,Francisco de Paula Santander
Costa Rica,20,José María Castro Madriz
Croatia,86,Diocletian
Czech Republic,133,Antonin Dvorak
Republic of the Congo,10,Isidore Bakanja
Dominica,24,Juan Pablo Duarte
El Salvador,32,Francisco Morazán
Eritrea,10,Werner Munzinger
Eswatini,10,Ngwane V
Fiji,33,Seru Epenisa Cakobau
Ghana,26,Antoine Gombaud
Grenada,37,Henri Christophe
Guatemala,24,Rafael Carrera
Guinea,28,Samori Toure
Gambia,42,Phillis Wheatley
Guyana,13,Andrew Watson
Honduras,32,Francisco Morazán
Indonesia,28,Kartini
Jordan,47,Al-Mansur
Kuwait,32,Zayd ibn Harithah
Laos,21,Fa Ngum
Latvia,74,Catherine I of Russia
Lesotho,26,Moshoeshoe I
Liberia,38,Joseph Jenkins Roberts
Liechtenstein,27,Franz Joseph I
Madagascar,37,Ranavalona III
Malawi,14,John Chilembwe
Malaysia,24,James Brooke
Mali,34,Yusuf ibn Tashfin
Malta,22,Girolamo Cassar
Mauritania,34,Yusuf ibn Tashfin
Mauritius,18,Charles-Édouard Brown-Séquard
Moldova,54,Anton Rubinstein
Montenegro,44,Nicholas I of Montenegro
Mozambique,11,Mdungazwe Nxumalo
Myanmar,48,Saki
Nauru,14,Aweida
