0,1,2
Belgium,150319.0,Alexander De Croo
Chad,76599.0,Idriss Deby
Croatia,44876.0,Andrej Plenkovic
New Zealand,787318.0,Jacinda Ardern
Indonesia,15162095.0,Joko Widodo
Iceland,38340.0,Katrin Jakobsdottir
Turkey,17441971.0,Recep Tayyip Erdocan
Cyprus,101770.0,Nikos Anastasiades
Finland,198224.0,Sanna Marin
Brazil,7262828.0,Jair Bolsonaro
Switzerland,175824.0,Alain Berset
Estonia,12815.0,Kaja Kallas
Poland,345468.0,Mateusz Morawiecki
Fiji,47729.0,Frank Bainimarama
Argentina,1989792.0,Alberto Fernandez
Hungary,38062.0,Viktor Orban
Paraguay,590620.0,Mario Abdo Benitez
Lithuania,3497.0,Ingrida simonytc
Spain,1525927.0,Pedro Sanchez
Czech Republic,82137.0,Petr Fiala
Greece,291270.0,Kyriakos Mitsotakis
Bosnia and Herzegovina,4916.0,Denis Zvizdic
Cuba,51472.0,Manuel Marrero Cruz
Latvia,22287.0,Krisjcnis Karios
India,74221173.0,Narendra Modi
Barbados,18735.0,Mia Mottley
Colombia,2392610.0,Ivan Duque
Slovenia,93373.0,Janez Jansa
Singapore,777813.0,Lee Hsien Loong
Ireland,152773.0,Micheal Martin
Georgia,5032.0,Mamuka Bakhtadze
Ethiopia,581980.0,Abiy Ahmed Ali
Albania,357586.0,Edi Rama
Peru,382849.0,Pedro Castillo
Serbia,37616.0,Ana Brnabic
Australia,510414.0,Scott Morrison
Austria,12114.0,Alexander Schallenberg
Armenia,143573.0,Nikol Pashinyan
Portugal,180966.0,Antonio Costa
France,247673.0,Jean Castex
Uruguay,386502.0,Luis Lacalle Pou
Chile,2500979.0,Sebastian Pinera
Venezuela,2630004.0,Juan Guaido
Andorra,3062.0,Xavier Espot Zamora
United States,29300000.0,Joe Biden
Ecuador,627693.0,Guillermo Lasso
Germany,111682.0,Olaf Scholz
Venezuela,4030603.0,Nicolas Maduro
South Africa,1743830.0,Matamela Cyril Ramaphosa
Japan,11500.0,Fumio Kishida
Japan,21447.0,Fumio Kishida
Sweden,2810.0,Magdalena Andersson
Mexico,8454836.0,Andres Manuel Lopez Obrador
United States of America,7246958.0,Joe Biden
Luxembourg,97088.0,Xavier Bettel
Ghana,1821948.0,Nana Akufo-Addo
Tuvalu,862000.0,Elizabeth II
United Kingdom,4364350.0,Elizabeth II
Tuvalu,4364350.0,Elizabeth II
New Zealand,862000.0,Elizabeth II
Moldova,8034.0,Maia Sandu
New Zealand,4364350.0,Elizabeth II
Slovenia,84328.0,Borut Pahor
Cuba,574911.0,Miguel Diaz-Canel
Armenia,39253.0,Armen Sarkissian
Slovakia,121305.0,Zuzana caputova
Kazakhstan,180791.0,Kassym-Jomart Tokayev
Mongolia,311001.0,Khaltmaagiin Battulga
Malta,3936.0,George William Vella
Lithuania,17958.0,Gitanas Nauscda
Serbia,352439.0,Aleksandar Vucic
Australia,862000.0,Elizabeth II
Solomon Islands,862000.0,Elizabeth II
Australia,4364350.0,Elizabeth II
Papua New Guinea,862000.0,Elizabeth II
Solomon Islands,4364350.0,Elizabeth II
Canada,862000.0,Elizabeth II
Austria,229459.0,Alexander Van der Bellen
Czech Republic,7832.0,Milos Zeman
Papua New Guinea,4364350.0,Elizabeth II
Belize,862000.0,Elizabeth II
Canada,4364350.0,Elizabeth II
Albania,20175.0,Ilir Meta
Belize,4364350.0,Elizabeth II
United Kingdom,862000.0,Elizabeth II
North Macedonia,13141.0,Stevo Pendarovski
Haiti,392188.0,Jovenel Moise
Afghanistan,775995.0,Ashraf Ghani
Zambia,116842.0,Edgar Lungu
Libya,67277.0,Abdulhamid Dbeibeh
Islamic Republic of Afghanistan,804492.0,Abdullah Abdullah
Gambia,27716.0,Adama Barrow
Republic of the Congo,17729.0,Felix Tshisekedi
Saudi Arabia,9443848.0,Salman of Saudi Arabia
Zimbabwe,653250.0,Emmerson Mnangagwa
Niger,59012.0,Mohamed Bazoum
Nigeria,3897848.0,Muhammadu Buhari
El Salvador,3310300.0,Nayib Bukele
Panama,299498.0,Laurentino Cortizo
Iraq,754906.0,Mustafa Al-Kadhimi
Jamaica,182924.0,Andrew Holness
Islamic Republic of Afghanistan,597584.0,Amrullah Saleh
Madagascar,106208.0,Andry Rajoelina
Bolivia,184710.0,Luis Arce
Uganda,267298.0,Ruhakana Rugunda
Mauritius,15873.0,Pravind Jugnauth
Botswana,106899.0,Mokgweetsi Masisi
Maldives,120992.0,Ibrahim Mohamed Solih
Rwanda,2241844.0,Paul Kagame
Iraq,1014782.0,Barham Salih
Israel,41500.0,Naftali Bennett
Senegal,1584920.0,Macky Sall
Pakistan,2949779.0,Arif Alvi
Gabon,210216.0,Ali Bongo Ondimba
Dominica,741832.0,Danilo Medina
Lebanon,370750.0,Michel Aoun
Somalia,505278.0,Mohamed Abdullahi Farmajo
Rwanda,17206.0,Odouard Ngirente
Israel,286756.0,Naftali Bennett
Israel,74778.0,Isaac Herzog
Dominican Republic,538645.0,Luis Abinader
Jordan,2234.0,Bisher Al-Khasawneh
Pakistan,13117509.0,Imran Khan
Philippines,186280.0,Rodrigo Duterte
Honduras,433664.0,Juan Orlando Hernandez Alvarado
Ivory Coast,1025484.0,Alassane Ouattara
Islamic Republic of Afghanistan,185315.0,Hamid Karzai
Kyrgyzstan,268000.0,Sadyr Zhaparov
Taiwan,26800.0,Su Tseng-chang
Taiwan,111106.0,Su Tseng-chang
Egypt,86800.0,Abdel Fattah el-Sisi
Romania,172958.0,Klaus Johannis
France,6547254.0,Emmanuel Macron
Georgia,24381.0,Salome Zurabishvili
Poland,1234853.0,Andrzej Duda
Andorra,6547254.0,Emmanuel Macron
Ukraine,389086.0,Volodymyr Zelenskyi
Estonia,53262.0,Kersti Kaljulaid
Taiwan,389000.0,Tsai Ing-wen
Saint Lucia,4364350.0,Elizabeth II
Togo,167374.0,Faure Essozimna Gnassingbe Eyadema
Yemen,613212.0,Abdrabbuh Mansour Hadi
Uganda,2494788.0,Yoweri Museveni
South Korea,1833359.0,Moon Jae-in
Grenada,862000.0,Elizabeth II
Bahamas,862000.0,Elizabeth II
Jordan,1887929.0,Abdullah II of Jordan
Taiwan,1456093.0,Tsai Ing-wen
Grenada,4364350.0,Elizabeth II
The Bahamas,4364350.0,Elizabeth II
Antigua & Barbuda,2466.0,Gaston Browne
Jamaica,862000.0,Elizabeth II
Iran,1142693.0,Hassan Rouhani
Jamaica,4364350.0,Elizabeth II
Saint Vincent and the Grenadines,862000.0,Elizabeth II
Liberia,113275.0,George Weah
Saint Kitts and Nevis,862000.0,Elizabeth II
Saint Vincent and the Grenadines,4364350.0,Elizabeth II
Saint Kitts and Nevis,4364350.0,Elizabeth II
Antigua and Barbuda,862000.0,Elizabeth II
Cameroon,758666.0,Paul Biya
Saint Lucia,862000.0,Elizabeth II
Antigua and Barbuda,4364350.0,Elizabeth II
Uzbekistan,106000.0,Shavkat Mirziyoyev
Uzbekistan,43850.0,Shavkat Mirziyoyev
Azerbaijan,663369.0,Ilham Aliyev
Finland,295287.0,Sauli Niinistoe
Argentina,5993033.0,Cristina Fernandez de Kirchner
Republic of Ireland,139981.0,Michael D. Higgins
Russia,3449110.0,Vladimir Putin
Malaysia,288665.0,Ismail Sabri Yaakob
Haiti,25344.0,Claude Joseph
Nepal,679730.0,Khadga Prasad Sharma Oli
Algeria,1038691.0,Abdelmadjid Tebboune
Angola,108.024,Joao Lourenco
Bahrain,0.0,Prince Salman Bin Hamad Bin Isa Al Khalifa
Bangladesh,63550.0,Sheikh Hasina
Belarus,0.0,Alexander Lukaschenko
Benin,25000.0,Patrice Talon
Bhutan,93000.0,Lotay Tshering
Brunei,0.0,Hassanal Bolkiah
Bulgaria,10149.0,Rumen Radew
Burkina Faso,400000.0,Roch KABORE
Burundi,88900.0,SE Evariste Ndayishimiye
Cambodia,4711.0,Hun Sen
Central African Republic,1800.0,Faustin Archange Touadera
China,0.0,Xi Jinping
Costa Rica,200000.0,Carlos Alvarado Quesada
Denmark,66000.0,Mette Frederiksen
Djibouti,92000.0,"Ismail Omar Guelleh"
Equatorial Guinea,838.0,Teodoro Obiang Nguema Mbasogo
Eritrea,0.0,Isaias Afwerki
Eswatini,0.0,Mswati III
Guatemala,330000.0,Alejandro Giammattei
Guinea,200000.0,Alpha Conde
Guinea-Bissau,2500.0,Umaro Sissoco Embalo
Guyana,862.0,Dr. Mohamed Irfaan Ali
Hong Kong,0.0,Carrie Lam
Italy,0.0,Mario Draghi
Kenya,3000000.0,Raila Odinga
Kuwait,107000.0,Khaled A. Al Sabah
Laos,0.0,Thongloun Sisoulith
Malawi,90000.0,Lazarus Chakwera
Mali,0.0,Bah Ndaw
Mauritania,2560.0,Mohamed Ould
Montenegro,35900.0,Zdravko Krivokapic
Morocco,5000.0,Mohammed VI
Mozambique,2000.0,Filipe Nyusi
Myanmar,32000.0,Aung San Suu Kyi
Namibia,263000.0,Hage Geingob
Netherlands,1200000.0,Mark Rutte
Nicaragua,2210.0,Jose Daniel Ortega Saavedra
Norway,343000.0,Erna Solberg
Oman,1448.0,Sultan Haitham Tariq Bin Said
Qatar,646000.0,Mohammed bin Abdulrahman
Samoa,0.0,Sailele Tuilaepa Malielegaoi
Seychelles,2240.0,Danny Faure
Sierra Leone,78000.0,Julius Maada Bio 
South Sudan,5609.0,Salva Kiir Mayardit
Sri Lanka,339000.0,Gotabaya Rajapaksa
Sudan,69000.0,A.fatah Alburhan
Suriname,1381.0,Chan Santokhi
Syria,0.0,al-Assad
Tajikistan,2113.0,Emomali Rahmon
Tanzania,906000.0,Samia Suluhu
Thailand,105000.0,Prayut Chan-o-cha
Timor-Leste,746.0,Francisco Guterres Lu Olo
Trinidad & Tobago,0.0,Paula Mae Weekes
Tunisia,0.0,Kais Saied
Turkmenistan,0.0,Gurbanguly Berdimuhamedow
United Arab Emirates,4000000.0,Mohamed bin Zayed Al Nahyan
Vietnam,0.0,Nguy・Eｻ・En Xuan Phuc
