Unnamed: 0,0,1
0,Rwanda,56.25
1,Andorra,50.0
2,Cuba,45.22
3,Sweden,44.7
4,Seychelles,43.75
5,Senegal,42.67
6,Finland,42.5
7,South Africa,42.25
8,Nicaragua,40.22
9,Iceland,39.68
10,Norway,39.64
11,Mozambique,39.2
12,Denmark,39.11
13,Netherlands,38.67
14,Costa Rica,38.6
15,Timor-Leste,38.46
16,Belgium,38.0
17,Argentina,37.35
18,Mexico,36.8
19,Spain,36.0
20,Tanzania,36.0
21,Uganda,34.97
22,Angola,34.09
23,Serbia,33.2
24,Nepal,33.16
25,Germany,32.9
27,Ecuador,32.26
28,New Zealand,32.23
29,Slovenia,32.22
30,Algeria,31.6
31,Guyana,31.34
32,Burundi,30.48
33,Switzerland,29.0
34,Portugal,28.7
35,Trinidad & Tobago,28.57
36,Austria,27.87
37,Ethiopia,27.79
38,Afghanistan,27.71
39,France,26.86
40,Tunisia,26.73
41,Lesotho,26.67
42,Belarus,26.61
43,Sudan,26.51
44,El Salvador,26.19
45,Bolivia,25.38
46,Iraq,25.23
47,Laos,25.0
48,Canada,24.68
49,Australia,24.67
50,Lithuania,24.46
51,Vietnam,24.4
52,Namibia,24.36
53,Kazakhstan,24.3
54,Singapore,24.24
55,Liechtenstein,24.0
56,Croatia,23.84
57,Poland,23.7
58,Kyrgyzstan,23.33
59,Latvia,23.0
60,Bulgaria,22.92
61,Philippines,22.89
62,Pakistan,22.51
63,United Kingdom,22.46
64,Malawi,22.28
65,Mauritania,22.11
66,Eritrea,22.0
67,Czech Republic,22.0
68,Uzbekistan,22.0
69,Israel,21.67
70,Luxembourg,21.67
71,Peru,21.54
72,Italy,21.43
73,Bosnia and Herzegovina,21.43
74,China,21.32
75,Greece,21.0
76,Cape Verde,20.83
77,Estonia,20.79
78,Dominican Republic,20.77
79,Cambodia,20.33
80,Saudi Arabia,19.87
81,Moldova,19.8
82,Bangladesh,19.71
83,Honduras,19.53
84,Guinea,19.3
85,Monaco,19.05
86,Tajikistan,19.05
87,Mauritius,18.84
88,Slovakia,18.67
89,Indonesia,18.57
90,São Tomé & Príncipe,18.18
91,United States,17.78
92,United Arab Emirates,17.5
93,Madagascar,17.49
95,Montenegro,17.28
96,Venezuela,16.97
97,Morocco,16.96
98,Turkmenistan,16.8
100,San Marino,16.67
101,Libya,16.5
102,Azerbaijan,16.0
103,Thailand,15.8
104,Gabon,15.79
105,Burkina Faso,15.75
106,Albania,15.71
107,South Korea,15.67
109,Ireland,15.06
110,Zimbabwe,14.95
111,Chad,14.89
112,Mongolia,14.86
113,Turkey,14.18
114,Chile,14.17
115,Guinea-Bissau,14.0
116,Cameroon,13.89
117,Djibouti,13.85
118,Somalia,13.82
119,Eswatini,13.64
120,Russia,13.56
121,Romania,13.35
122,Grenada,13.33
123,Guatemala,13.29
124,Niger,13.27
125,Bahamas,13.16
126,Jamaica,12.7
127,Paraguay,12.5
128,Central African Republic,12.5
129,Dominica,12.5
130,Sierra Leone,12.4
131,Uruguay,12.12
132,Colombia,12.12
133,Syria,12.0
134,Jordan,12.0
135,Georgia,12.0
136,Suriname,11.76
137,Zambia,11.46
138,Togo,11.11
139,India,11.01
140,Liberia,10.96
141,Cyprus,10.71
142,Armenia,10.69
143,Antigua & Barbuda,10.53
144,Côte d’Ivoire,10.44
145,Malaysia,10.41
146,Ghana,10.26
147,Mali,10.2
148,Equatorial Guinea,10.0
149,Barbados,10.0
150,Bahrain,10.0
151,Kenya,9.82
152,Ukraine,9.44
153,Republic of the Congo,8.94
154,Hungary,8.81
155,Malta,8.7
156,Kiribati,8.7
157,Brazil,8.58
158,Bhutan,8.51
159,Fiji,8.5
160,Panama,8.45
161,Benin,8.43
162,Botswana,7.94
163,Japan,7.92
165,Gambia,7.55
167,Tuvalu,6.67
168,Nigeria,6.67
169,Maldives,6.49
170,Kuwait,6.15
171,Myanmar,6.03
172,Sri Lanka,5.78
173,Haiti,4.21
174,Samoa,4.08
175,Tonga,3.57
176,Lebanon,3.12
177,Belize,3.12
178,Iran,3.1
179,Comoros,3.03
180,Marshall Islands,3.03
181,Papua New Guinea,2.7
182,Solomon Islands,2.0
183,Egypt,1.97
184,Oman,1.19
185,Yemen,0.33
186,Micronesia,0.0
187,Qatar,0.0
188,Palau,0.0
189,Nauru,0.0
190,Vanuatu,0.0
