0,1,2
Lebanon,3088,Qurnat as Sawda'
Eritrea,3047,Dega
Equatorial Guinea,3011,Pico Basile
Malawi,3002,Sapitwa
Brazil,2994,Pico da Neblina
Oman,2980,Jebel Akhdar
Timor-Leste,2963,Tatamailau
Germany,2962,Zugspitze
Andorra,2942,Coma Pedrosa
Philippines,2938,Mount Dulang-dulang
United Kingdom,2934,Mount Paget
Bulgaria,2925,Musala
Greece,2918,Mount Olympus
Algeria,2918,Mount Tahat
Madagascar,2878,Ankaizina Field
Slovenia,2864,Triglav
Laos,2850,Phou Bia
Honduras,2849,Cerro Las Minas
Cape Verde,2829,Pico do Fogo
Syria,2814,Mount Hermon
Guyana,2810,Mount Roraima
North Macedonia,2764,Korab
Albania,2764,Korab
Australia,2745,Mawson Peak
North Korea,2744,Baekdu Mountain
El Salvador,2730,Cerro El Pital
Croatia,2694,Dinaric Alps
Bosnia and Herzegovina,2694,Dinaric Alps
Serbia,2694,Dinaric Alps
Burundi,2684,Mount Heha
Haiti,2674,Pic la Selle
Slovakia,2654,Gerlachovsky stit
Egypt,2637,Mount Catherine
Angola,2619,Mount Moco
Liechtenstein,2599,Grauspitz
Zimbabwe,2592,Mount Nyangani
Namibia,2573,Brandberg
Thailand,2565,Doi Inthanon
Romania,2544,Moldoveanu Peak
Montenegro,2534,Zla Kolata
Sri Lanka,2524,Pidurutalagala
Poland,2503,Rysy
Norway,2469,Galdhopiggen
Mozambique,2436,Monte Binga
Nigeria,2419,Chappal Waddi
Portugal,2351,Mount Pico
Zambia,2339,Mafinga Central
Solomon Islands,2335,Mount Popomanaseu
Eswatini,2298,Sheba's Breast Mountain
Libya,2267,Bikku Bitti
Sudan,2260,Jebel Oda
Jamaica,2256,Blue Mountain Peak
Israel,2224,Mitzpe Shelegim
Sweden,2135,Kebnekaise
Iceland,2110,Hvannadalshnukur
Nicaragua,2107,Mogoton
Somalia,2084,Bahaya
Ukraine,2061,Hoverla
Djibouti,2028,Mousa Ali
Sao Tome & Principe,2024,Pico de Sao Tome
Niger,2022,Mont Idoukal-n-Taghes
Cuba,1974,Pico Turquino
Cyprus,1952,Mount Olympus
South Korea,1950,Hallasan
Sierra Leone,1945,Mount Bintumani
United Arab Emirates,1925,Jabal Bil Ays
Vanuatu,1879,Mount Tabwemasana
Samoa,1858,Silisili
Brunei,1850,Bukit Pagon
Cambodia,1813,Phnom Aural
Guinea,1752,Mount Richard-Molard
Ivory Coast,1752,Mount Richard-Molard
Czech Republic,1603,Snczka
Comoros,1595,Mont Ntringui
Tunisia,1544,Jebel ech Chambi
Botswana,1494,Monalanong Hill
Dominica,1447,Morne Diablotins
Liberia,1440,Mount Wuteve
Central African Republic,1410,Mont Ngaoui
Fiji,1324,Mount Tomanivi
Finland,1317,Ridnitsohkka
Suriname,1280,Julianatop
Bangladesh,1280,Tazing Dong
Puerto Rico,1205,Cerro Maravilla
Monaco,1148,Mont Agel
Belize,1124,Doyle's Delight
Gabon,1070,Mont Bengoue
Ireland,1039,Carrauntoohil
Tonga,1030,Kao
Republic of the Congo,1020,Mont Nabemba
Palestinian Territories,1020,Mount Nabi Yunis
Hungary,1014,Kekes
Togo,986,Mount Agou
Trinidad & Tobago,940,El Cerro del Aripo
Mauritania,915,Kediet ej Jill
Ghana,907,Leklata
Seychelles,905,Morne Seychellois
Mali,890,Mont Essali
Netherlands,887,Mount Scenery
Faroe Islands,880,Slaettaratindur
Paraguay,842,Cerro Tres Kandu
Grenada,840,Mount Saint Catherine
Mauritius,828,Piton de la Petite Riviere Noire
Micronesia,791,Dolohmwar
San Marino,756,Monte Titano
Burkina Faso,749,Mount Tenakourou
Falkland Islands,705,Wickham Heights
Belgium,694,Signal de Botrange
Benin,658,Mont Sokbaro
Senegal,645,Nepen Diakha
Isle of Man,561,North Barrule
Luxembourg,559,Buurgplaatz
Uruguay,514,Cerro Catedral
Hong Kong,495,Lion Rock
Moldova,430,Bclcnesti Hill
Antigua & Barbuda,402,Mount Obama
Sint Maarten,390,Mount Flagstaff
Belarus,342,Lysaja
Barbados,340,Mount Hillaby
Lithuania,294,Aukstojas Hill
Malta,253,Ta' Dmejrek
Palau,242,Mount Ngerchelchuus
Aruba,188,Mount Jamanota
Jersey,136,Les Platons
Bahrain,134,Mountain of Smoke
Guernsey,114,Le Moulin
Qatar,103,Qurayn Abu al Bawl
Nauru,70,Command Ridge
Bahamas,63,Mount Alvernia
Maldives,51,Mount Villingili
Caribbean Netherlands,13,Ceru Bentana
Denmark,172,Yding Skovhoj
Kuwait,140,The Mutla Ridge
Gambia,31,Mamayungebi Hill
Guinea-Bissau,266,Dongol Ronde
Latvia,311,Gaizinkalns Hill
Singapore,164,Bukit Timah Hill
