0,1,2
China,8850,Mount Everest
Nepal,8850,Mount Everest
Pakistan,8610,K2
India,8586,Kanchenjunga
Bhutan,7570,Gangkhar Puensum
Tajikistan,7495,Ismoil Somoni Peak
Afghanistan,7492,Noshaq
Kyrgyzstan,7439,Jengish Chokusu
Kazakhstan,7010,Khan Tengri
Argentina,6961,Aconcagua
Chile,6893,Ojos del Salado
Peru,6768,Huascaran
Bolivia,6542,Nevado Sajama
Ecuador,6263,Chimborazo
United States,6190,Denali
Canada,5959,Mount Logan
Tanzania,5895,Mount Kilimanjaro
Myanmar,5881,Hkakabo Razi
Colombia,5775,Pico Cristobal Colon
Russia,5642,Mount Elbrus
Mexico,5636,Pico de Orizaba
Iran,5610,Damavand
Kenya,5199,Batian
Georgia,5193,Shkhara
Turkey,5165,Greater Ararat
Democratic Republic of the Congo,5109,Mount Stanley
Uganda,5109,Mount Stanley
Venezuela,4978,Pico Bolivar
Indonesia,4884,Puncak Jaya
Italy,4810,Mont Blanc
France,4810,Mont Blanc
Jordan,4780,Mount Hor
Uzbekistan,4643,Khazret Sultan
Switzerland,4634,Dufourspitze
Ethiopia,4533,Ras Dashen
Papua New Guinea,4509,Mount Wilhelm
Rwanda,4507,Mount Karisimbi
Mongolia,4374,Hueiten Peak
Azerbaijan,4243,Mount Shahdagh
Guatemala,4220,Volcan Tajumulco y Tacana
Morocco,4167,Jbel Toubkal
Malaysia,4095,Mount Kinabalu
Cameroon,4095,Mount Cameroon
Armenia,4090,Mount Aragats
Taiwan,3952,Yushan Main Peak
Costa Rica,3820,Cerro Chirripo
Austria,3798,Grossglockner
Japan,3777,Mount Fuji
New Zealand,3724,Aoraki - Mount Cook
Spain,3715,Teide
Greenland,3694,Gunnbjorn Fjeld
Yemen,3666,Jabal an Nabi Shu'ayb
Saudi Arabia,3660,Yemeni Mountains
Iraq,3611,Cheekha Dar
Lesotho,3482,Thabana Ntlenyana
Panama,3475,Volcan Baru
South Africa,3450,Mafadi
Chad,3376,Tarso Emi Chi
South Sudan,3187,Kinyeti
Vietnam,3143,Fansipan
Turkmenistan,3139,Ayrybaba
Dominican Republic,3098,Pico Duarte
