Unnamed: 0,0,1,2
108,Liberia,1824.0,Monrovia
109,Sierra Leone,1792.0,Freetown
110,Nigeria,1828.0,Abuja
111,Cameroon,1888.0,Yaoundé
112,Equatorial Guinea,1827.0,Malabo
113,Gabon,1849.0,Libreville
114,Central African Republic,1889.0,Bangui
115,Democratic Republic of the Congo,1881.0,Kinshasa
116,Republic of the Congo,1880.0,Brazzaville
117,Rwanda,1907.0,Kigali
118,Qatar,1850.0,Doha
119,Tanzania,1906.0,Dodoma
120,Malawi,1902.0,Lilongwe
121,Zambia,1905.0,Lusaka
122,Mozambique,1781.0,Maputo
123,Angola,1575.0,Luanda
124,Eswatini,1902.0,Mbabane
125,Lesotho,1869.0,Maseru
126,Madagascar,1625.0,Antananarivo
127,Botswana,1968.0,Gaborone
128,Zimbabwe,1890.0,Harare
129,Mauritius,1735.0,Port Louis
130,São Tomé & Príncipe,1485.0,São Tomé
131,Namibia,1840.0,Windhoek
132,Afghanistan,1200.0,Kabul
134,South Korea,1394.0,Seoul
135,Bhutan,1955.0,Thimphu
136,Laos,1560.0,Vientiane
137,Kyrgyzstan,1825.0,Bishkek
138,Tajikistan,1700.0,Dushanbe
139,Turkmenistan,1881.0,Ashgabat
140,Haiti,1749.0,Port-au-Prince
141,Jamaica,1692.0,Kingston
142,Dominica,1496.0,Santo Domingo
143,Antigua & Barbuda,1632.0,Saint John's
144,Myanmar,2005.0,Naypyidaw
147,Burundi,1912.0,Gitega
148,Belgium,979.0,Brussels
149,Benin,1730.0,Porto-Novo
150,Brunei,1400.0,Brunei
151,Bulgaria,-500.0,Sofia
152,Burkina Faso,1100.0,Ougadougou
153,Cape Verde,1615.0,Praia
154,China,-1000.0,Beijing
155,Comoros,1000.0,Moroni
156,Côte d’Ivoire,1901.0,Yamoussoukro 
157,Cyprus,-700.0,Nicosia
158,Fiji,1868.0,Suva
159,Ghana,1500.0,Accra
160,Grenada,1650.0,St Grorges
161,Guinea,1887.0,Conakry
162,Jordan,-800.0,Amman
