Unnamed: 0,0,1,2
0,Russia,1147.0,Moscow
1,Estonia,1285.0,Tallinn
2,United States,1790.0,"Washington, D.C."
3,Germany,1237.0,Berlin
4,Switzerland,1191.0,Bern
5,United Kingdom,47.0,London
6,Egypt,969.0,Cairo
7,France,-300.0,Paris
8,Lithuania,1201.0,Vilnius
9,Italy,-752.0,Rome
10,Poland,1300.0,Warsaw
11,Singapore,1965.0,Singapore
12,Slovenia,1144.0,Ljubljana
13,Norway,1048.0,Oslo
14,India,1911.0,New Delhi
15,Georgia,455.0,Tbilisi
16,Czech Republic,800.0,Prague
17,Uruguay,1726.0,Montevideo
18,Croatia,1094.0,Zagreb
19,Argentina,1580.0,Buenos Aires
20,Mexico,1325.0,Mexico City
21,Japan,1943.0,Tokyo
22,Bolivia,1548.0,La Paz
23,Kazakhstan,1830.0,Nur-Sultan
24,Greece,-7000.0,Athens
25,Venezuela,1567.0,Caracas
26,Cuba,1515.0,Havana
27,Austria,-100.0,Vienna
28,Sweden,1187.0,Stockholm
29,Finland,1550.0,Helsinki
30,Ireland,841.0,Dublin
31,Iceland,1786.0,Reykjavík
32,Latvia,1201.0,Riga
33,Slovakia,907.0,Bratislava
34,Hungary,1873.0,Budapest
35,San Marino,301.0,San Marino
36,Cambodia,1372.0,Phnom Penh
37,Andorra,900.0,Andorra la Vella
38,Ukraine,482.0,Kyiv
39,Canada,1850.0,Ottawa
40,Armenia,-781.0,Yerevan
41,Belarus,1067.0,Minsk
42,Colombia,1538.0,Bogotá
43,Brazil,1960.0,Brasília
44,Peru,1535.0,Lima
45,Chile,1541.0,Santiago
46,Ecuador,1534.0,Quito
48,Paraguay,1537.0,Asunción
49,Suriname,1613.0,Paramaribo
50,Belize,1970.0,Belmopan
51,Australia,1913.0,Canberra
52,Algeria,944.0,Algiers
53,Ethiopia,1886.0,Addis Ababa
54,Indonesia,1527.0,Jakarta
55,Chad,1900.0,N'Djamena
56,Kenya,1899.0,Nairobi
57,Bahrain,1345.0,Manama
58,South Africa,1855.0,Pretoria
60,Azerbaijan,100.0,Baku
61,Timor-Leste,1520.0,Dili
62,Guyana,1781.0,Georgetown
63,Bosnia and Herzegovina,1462.0,Sarajevo
64,North Korea,-2332.0,Pyongyang
65,Romania,1459.0,Bucharest
66,Albania,1614.0,Tirana
67,Moldova,1436.0,ChiȁEināEu
68,Mongolia,1639.0,Ulaanbaatar
69,New Zealand,1839.0,Wellington
70,Malta,1566.0,Valletta
71,Barbados,1628.0,Bridgetown
72,Papua New Guinea,1873.0,Port Moresby
74,Tonga,1795.0,Nuku'alofa
75,Palau,2006.0,Ngerulmud
79,Denmark,1167.0,Copenhagen
82,Netherlands,1300.0,Amsterdam
83,Israel,-4000.0,Jerusalem
84,Bangladesh,1608.0,Dhaka
85,Pakistan,1960.0,Islamabad
86,Philippines,1571.0,Manila
87,Iraq,762.0,Baghdad
88,Guatemala,1776.0,Guatemala City
89,Vietnam,1010.0,Hanoi
90,Thailand,1782.0,Bangkok
91,Malaysia,1857.0,Kuala Lumpur
92,Taiwan,1709.0,Taipei
93,Sudan,1922.0,Juba
94,Bahamas,1695.0,Nassau
95,Costa Rica,1737.0,San José
96,El Salvador,1525.0,San Salvador
97,Honduras,1578.0,Tegucigalpa
98,Nicaragua,1819.0,Managua
99,Panama,1519.0,Panama City
100,Morocco,1146.0,Rabat
101,Libya,-601.0,Tripoli
102,Djibouti,1888.0,Djibouti
103,Iran,1794.0,Tehran
104,Eritrea,1897.0,Asmara
105,Saudi Arabia,1701.0,Riyadh
106,Gambia,1816.0,Banjul
107,Guinea-Bissau,1687.0,Bissau
