0,1,2,3,4,5,6,7,8
Malawi,28,Cate Campbell,http://www.wikidata.org/entity/Q261594,wd:Q261594,18442258,"Australian swimmer, Olympic gold medallist, world champion, former world record-holder","Cate Natalie Campbell,  (born 20 May 1992) is a Malawian-born Australian competitive swimmer, and a current multiple world record holder, who won two bronze medals at the 2008 Summer Olympics, a gold medal at the 2012 Summer Olympics, a gold and a silver medal at the 2016 Summer Olympics and a gold medal at the 2020 Summer Olympics. She is the current world record holder in the Long Course 4 x 100 m Freestyle Relay with Team Australia and the short course 100 m freestyle. Campbell was one of the flagbearers for Australia at the Tokyo 2020 Olympics alongside basketball player Patty Mills.
She is coached by Simon Cusack at the Commercial Swimming Club.",https://en.wikipedia.org/wiki/Cate_Campbell
Malaysia,21,Pandelela Rinong,http://www.wikidata.org/entity/Q455843,wd:Q455843,26536750,Malaysian Olympic diver,"Dato Pandelela Rinong Pamg,  (born 2 March 1993) is a Malaysian diver. She has won two Olympic medals and seven World Championships medals.
Pandelela represented Malaysia at the 2008 Summer Olympics where she finished 27th in 10m platform. She won the gold medal at the 2010 Commonwealth Games. She was chosen to be the flagbearer of Malaysia at the 2012 Summer Olympics. She went on to win the bronze medal in the 10m platform, becoming the first Malaysian female athlete to win an Olympic medal, as well as the first in any sport other than badminton. At the 2016 Summer Olympics, she won the silver medal in the 10m synchronized platform with Cheong Jun Hoong.",https://en.wikipedia.org/wiki/Pandelela_Rinong
Maldives,9,Afa Ismail,http://www.wikidata.org/entity/Q4688777,wd:Q4688777,36645326,Olympic sprinter,Afa Ismail (born 1 November 1993 in Malé) is a Maldivian sprinter. She competed in the 100 metres competition at the 2012 Summer Olympics and 200 metres event for the Maldives at the 2016 Summer Olympics in Rio de Janeiro. She was the flag bearer for the Maldives during the closing ceremony.She is the current national record holder in the 200 metres and the 4×100 metres relay.,https://en.wikipedia.org/wiki/Afa_Ismail
Mali,10,Djénébou Danté,http://www.wikidata.org/entity/Q21284885,wd:Q21284885,48044647,Malian sprinter,"Djénébou Danté (born 7 August 1989) is a Malian athlete specialising in the sprinting events. She represented her country in the 100 metres at the 2011 World Championships.
She competed in the Women's 400 metres at the 2016 Summer Olympics in Rio de Janeiro. She placed 5th in her heat with a time of 52.85 seconds. She was the flagbearer for Mali during the Parade of Nations. She won the gold medal at the 2017 Francophony Games with the time of 52.23 seconds.
She competed in the women's 100 metres at the 2020 Summer Olympics.",https://en.wikipedia.org/wiki/Dj%C3%A9n%C3%A9bou_Dant%C3%A9
Malta,9,Virginia Leng,http://www.wikidata.org/entity/Q7934379,wd:Q7934379,2654300,equestrian,"Virginia Helen Antoinette Elliott MBE (née Holgate, formerly Leng; born 1 February 1955), sometimes known as Ginny Leng, is a British equestrian competitor who competed in eventing. She is the 1986 World Champion  and three-time Individual European Champion (1985, 1987, 1989). She also won two World team golds (1982 and 1986) and four European team golds (1981, 1985–89). A four-time Olympic medallist, she won Individual bronze and team silver in both 1984 and 1988. From 2008 to 2013, she was the manager of the Irish eventing team.",https://en.wikipedia.org/wiki/Virginia_Elliott
Marshall Islands,7,Colleen Furgeson,http://www.wikidata.org/entity/Q26605688,wd:Q26605688,51396688,Marshallese swimmer,"Colleen Furgeson (born 21 November 1998) is a Marshallese swimmer. She competed in the women's 50 metre freestyle event at the 2016 Summer Olympics, where she ranked 58th with a time of 28.16 seconds. She did not advance to the semifinals. She competed at the 2020 Summer Olympics, in Women's 100 m freestyle.She competed at the 2016 FINA World Swimming Championships, 2017 FINA World Championships, and 2018 Oceania Swimming Championships.

",https://en.wikipedia.org/wiki/Colleen_Furgeson
Mauritania,11,Houlèye Ba,http://www.wikidata.org/entity/Q26790018,wd:Q26790018,51506226,Mauritanian athletics competitor,"Houleye Ba (born July 17, 1992) is a Mauritanian middle-distance runner. 
She competed at the 2016 Summer Olympics in the women's 800 metres race; her time of 2:43.52 in the heats did not qualify her for the semifinals. At the 2020 Summer Games she ran in the 100 metres and ran a time of 15.26 which was a personal best.",https://en.wikipedia.org/wiki/Houl%C3%A8ye_Ba
Mauritius,11,Christianne Legentil,http://www.wikidata.org/entity/Q2371684,wd:Q2371684,36582990,Mauritian judoka,"Marie Christianne Legentil (born May 27, 1992, in Port Mathurin) is a Mauritian judoka who competes in the women's 52 kg category. At the 2012 Summer Olympics, she won against later double world champion Majlinda Kelmendi and was defeated in the quarter finals. In 2014 and 2015 she was runner up at the African Championships. In 2014, she was winner of the African Open Port Louis 2014 –52 kg. At the 2016 Summer Olympics, she again met Majlinda Kelmendi but this time she lost to the eventual gold medalist in the quarter finals.
In 2019, she competed in the women's 52 kg event at the 2019 World Judo Championships held in Tokyo, Japan.",https://en.wikipedia.org/wiki/Christianne_Legentil
Mexico,23,Ana Guevara,http://www.wikidata.org/entity/Q237002,wd:Q237002,836500,Mexican athlete and politician,"Ana Gabriela Guevara Espinoza (born March 4, 1977) is a Mexican former track and field athlete who specialized in the 400 meters and is the 7th fastest female 300-meter runner in the world, running 300 meters in 35.3 seconds on May 3, 2003. She served as a Mexican Senator for the 2012–2018 term.

",https://en.wikipedia.org/wiki/Ana_Guevara
Moldova,31,Lia Manoliu,http://www.wikidata.org/entity/Q261329,wd:Q261329,4828786,Romanian athletics competitor (1932-1998),Lia Manoliu (Romanian pronunciation: [ˈli.a manoˈli.u]; 25 April 1932 – 9 January 1998) was a Romanian discus thrower who won one gold and two bronze Olympic medals. She was the first track and field athlete to compete at six Olympics (1952–1972).,https://en.wikipedia.org/wiki/Lia_Manoliu
Monaco,50,"Charlene, Princess of Monaco",http://www.wikidata.org/entity/Q208466,wd:Q208466,4106584,"Zimbabwean-South African former Olympic swimmer; wife of Albert II, Prince of Monaco","Charlene (French: Charlène [ʃaʁlɛn]; née Charlene Lynette Wittstock; born 25 January 1978) is the Princess of Monaco and a former Olympic swimmer. She is married to Albert II, the reigning prince of Monaco and head of the House of Grimaldi.
Charlene was born in Bulawayo, Rhodesia (now Zimbabwe). She relocated to South Africa in 1989. She began her swimming career in 1996 (winning the South African Championship) and represented South Africa at the 2000 Sydney Olympics, with her team finishing fifth in the 4 × 100-metre medley relay. Charlene retired from professional swimming in 2007.
Charlene met Prince Albert at the Mare Nostrum swimming competition in Monte Carlo, Monaco, in 2000. The couple married on 1 July 2011. On 10 December 2014, she gave birth to twins Princess Gabriella and Hereditary Prince Jacques. Princess Charlene's charity work primarily revolves around sports, AIDS, and underprivileged children. Charlene founded the Princess Charlene of Monaco Foundation in 2012 to support her personal humanitarian endeavours.","https://en.wikipedia.org/wiki/Charlene,_Princess_of_Monaco"
Mongolia,24,Urantsetseg Munkhbat,http://www.wikidata.org/entity/Q2260632,wd:Q2260632,36568268,Mongolian judoka,"Mönkhbatyn Urantsetseg (Mongolian: Мөнхбатын Уранцэцэг, born 14 March 1990) is a Mongolian sambist and retired judoka who competed in the 48 kg category, and World Champion in both sports. In 2021, she won one of the bronze medals in the women's 48 kg event at the 2020 Summer Olympics in Tokyo, Japan.In 2013, she became the first female world champion in judo from Mongolia. At the 2012 Summer Olympics, she was defeated in the quarterfinals. At the 2016 Summer Olympics, she lost to Ami Kondo in the bronze medal match. In 2017, she is gold medalist in the Asian Judo Championship and silver medalist in the World Judo Championship. In 2019, she is bronze medalist in the World Judo Championship in Tokyo.
In 2021, she won one of the bronze medals in her event at the 2021 Judo World Masters held in Doha, Qatar and the Summer Olympics held in Tokyo, Japan. 
She is also two-time World Champion in sambo, in 2010 and 2014.",https://en.wikipedia.org/wiki/M%C3%B6nkhbatyn_Urantsetseg
Montenegro,27,Katarina Bulatović,http://www.wikidata.org/entity/Q335421,wd:Q335421,30008387,Montenegrin handball player,"Katarina Bulatović (born 15 November 1984) is a retired
Montenegrin handball player that played the right back position.

",https://en.wikipedia.org/wiki/Katarina_Bulatovi%C4%87
Morocco,33,Nawal El Moutawakel,http://www.wikidata.org/entity/Q239993,wd:Q239993,22104,Moroccan hurdler and IOC member,"Nawal El Moutawakel (Amazigh: ⵏⴰⵡⴰⵍ ⵍⵎⵓⵜⴰⵡⴰⵇⵇⵉⵍ ; Arabic: نوال المتوكل; born 15 April 1962) is a Moroccan former hurdler, who won the inaugural women's 400 metres hurdles event at the 1984 Summer Olympics, and was the first Moroccan to become an Olympic medalist (gold). In 2007, El Moutawakel was named the Minister of Sports in the upcoming cabinet of Morocco.

",https://en.wikipedia.org/wiki/Nawal_El_Moutawakel
Mozambique,40,Maria Mutola,http://www.wikidata.org/entity/Q228807,wd:Q228807,66748,Mozambican athlete,"Maria de Lurdes Mutola ( mə-REE-ə moo-TOH-lə; born 27 October 1972) is a retired female track and field athlete from Mozambique who specialised in the 800 metres running event. She is only the fourth female track and field athlete to compete at six Olympic Games. She is a three-time world champion in this event and a one-time Olympic champion.
Although Mutola never broke the world record in her favourite event, she is regarded by many track insiders and fans as one of the greatest 800 metres female runners of all time due to her consistently good results in major championships and her exceptional longevity which saw her compete at the highest level for two decades before retiring from athletics in 2008 at the age of 35. She is also the only athlete ever to have won Olympic, World, World indoor, Commonwealth Games, Continental Games and Continental Championships titles in the same event.  She is also the main coach and mentor of Caster Semenya.",https://en.wikipedia.org/wiki/Maria_Mutola
Myanmar,12,Thet Htar Thuzar,http://www.wikidata.org/entity/Q60039670,wd:Q60039670,61257448,badminton player,"Thet Htar Thuzar (Burmese: သက်ထားသူဇာ; born 15 March 1999) is a Burmese badminton player. She participated at the 2013 Southeast Asian Games in her home country Myanmar. She won her first International title at the Egypt International 2018. As of 2019 she had reached eight finals, most of them in the African Badminton Circuit, winning six events (in Uganda, Kenya, Mauritius, Benin, Ivory Coast and again in Egypt).",https://en.wikipedia.org/wiki/Thet_Htar_Thuzar
Namibia,29,Esther Brand,http://www.wikidata.org/entity/Q268987,wd:Q268987,6803382,South African former athlete,"Esther Cornelia Brand (née van Heerden; 29 September 1922 – 20 June 2015) was a South African athlete. She competed at the 1952 Summer Olympics and won a gold medal in the high jump, placed 20th in the discus throw. She was the first African woman to win an Olympic track and field event. Brand was ranked world #1 in the high jump in 1940–41 and 1952, #3 in 1951 and #5 in 1939. In 1941 she equaled the world record of 1.66 m.Born in Springbok, Northern Cape, she attended Maitland High School in Cape Town, South Africa. She died after a fall in 2015.",https://en.wikipedia.org/wiki/Esther_Brand
Nauru,9,Reanna Solomon,http://www.wikidata.org/entity/Q442768,wd:Q442768,17592441,Nauruan weightlifter,"Reanna Solomon (16 December 1981 – 1 July 2022) was a Nauruan weightlifter. She was the first female Nauruan athlete to win a Commonwealth Games gold medal, and remains one of the only three Nauruans ever to have won a Commonwealth Games gold, the others being Marcus Stephen and Yukio Peter.
Solomon competed in the 2002 Commonwealth Games. She lifted 127.5 kg in the Women's 75 kg+ Clean and Jerk, winning the gold medal, and won another gold medal by lifting 227.5 kg in the Women's 75 kg+ Combined. In the Women's 75 kg+ Snatch she took the bronze, lifting 100 kg.Solomon also took part in the 2004 Summer Olympic Games.Solomon died from COVID-19 on 1 July 2022, at the age of 40. The Oceania Weightlifting Federation released a statement in tribute to her. Her death was the first in Nauru to be caused by COVID-19. President of Nauru Lionel Aingimea offered condolences to her family. In August 2022, 2022 Commonwealth Games bronze medalist Maximina Uepa dedicated her medal to Solomon.",https://en.wikipedia.org/wiki/Reanna_Solomon
Nepal,21,Gaurika Singh,http://www.wikidata.org/entity/Q23762473,wd:Q23762473,49362400,Nepalese swimmer,"Gaurika Singh (Nepali: गौरिका सिंह; born 26 November 2002) is a Nepali swimmer. She has held many national records since beginning her swimming career at the young age of eight. She has set the record of winning 4  gold medals in a season of the 2019 South Asian games held in Nepal. She won two silver and three bronze medals for swimming at the 2016 South Asian Games. She also participated at the 2016 Summer Olympics, Rio de Janeiro, Brazil, as the youngest Olympian, representing Nepal in the Women's 100m backstroke. She has been included in Forbes 30 Under 30 Asia 2021 Entertainment and Sports list.",https://en.wikipedia.org/wiki/Gaurika_Singh
Netherlands,42,Ireen Wüst,http://www.wikidata.org/entity/Q239546,wd:Q239546,4051628,Dutch speed skater,"Irene Karlijn (Ireen) Wüst (Dutch pronunciation: [iˈreːn ʋyst]; born 1 April 1986) is a Dutch former long track speed skater of German ancestry. Wüst became the most successful speed skating Olympian ever by achieving at least one gold medal in each of five consecutive Winter Olympic appearances. Wüst is also the only athlete to win an individual gold medal in five consecutive Olympics, Summer or Winter.Wüst is both the youngest Dutch Olympic gold medalist and the oldest speed skating gold medalist in the history of the Winter Games. At the age of nineteen, on 12 February 2006, she won the gold medal at the 2006 Winter Olympic Games 3000 metre event; four years later at the 2010 Winter Olympic Games she won the 1500 metre event; at the 2014 Winter Olympic Games she won two gold and three silver medals, making her the most decorated athlete at the Sochi Games. Following her record sixth speed skating gold medal in the 1500 metres and bronze in the team pursuit event at the 2022 Winter Olympics she has won a record thirteen Olympic medals, more than any other speed skater, making her the most successful athlete of the Netherlands at the Olympics. She is also a seven-time world allround champion, a fifteen-time world single distance champion, and a five-time European allround champion. In 2014, she was elected by Reuters as the Sportswoman of the World.",https://en.wikipedia.org/wiki/Ireen_W%C3%BCst
New Zealand,38,Valerie Adams,http://www.wikidata.org/entity/Q6357,wd:Q6357,2913271,New Zealand shot putter (1984-),"Dame Valerie Kasanita Adams  (formerly Vili; born 6 October 1984) is a retired New Zealand shot putter. She is a four-time World champion, four-time World Indoor champion, two-time Olympic, three-time Commonwealth Games champion and twice IAAF Continental Cup winner. She has a personal best throw of 21.24 metres outdoors and 20.98 m indoors. These marks are Oceanian, Commonwealth and New Zealand national records. She also holds the Oceanian junior record (18.93 m) and the Oceanian youth record (17.54 m), as well as the World Championships record, World Indoor Championships record and Commonwealth Games record.
Adams was the third woman to win world championships at the youth, junior, and senior level of an athletics event, following the feats of Yelena Isinbayeva and Jana Pittman. She was the first woman to win four consecutive individual titles at the IAAF World Championships. Adams had a winning streak that extended to 56 wins at elite-level competitions, which started in August 2010 and ended in July 2015. She was the IAAF World Athlete of the Year in 2014 and the Track & Field News Athlete of the Year in 2012 and 2013. She had the longest shot put performance of the season every year from 2006 to 2014, bar 2008 when she was second to Natallia Mikhnevich (later banned for doping that year).
Adams won silver medals at the 2012 Summer Olympics (amended to a gold after prior winner Nadzeya Astapchuk was disqualified for doping), 2016 Summer Olympics, 2005 World Championships in Athletics, and the Commonwealth Games in 2002 and 2018. She was also a bronze medallist at the 2016 IAAF World Indoor Championships. While still a teenager, Adams was a finalist at the 2003 World Championships in Athletics and the 2004 Summer Olympics.
At national level, she has won fifteen shot put titles at the New Zealand Athletics Championships between 2001 and 2018, as well as having a hammer throw national title in 2003. Adams also won four times at the Australian Athletics Championships between 2004 and 2008. From 2006 to 2012 she was chosen as the New Zealand Sportswoman of the Year seven times consecutively and has been awarded the Lonsdale Cup on five occasions in recognition as the leading national athlete in an Olympic sport.
Adams retired from athletics competition in 2022. In that year she was appointed to the board of High Performance Sport New Zealand, and was the subject of the documentary Dame Valerie Adams: More than Gold.",https://en.wikipedia.org/wiki/Valerie_Adams
Nicaragua,27,Claudia Maria Poll,http://www.wikidata.org/entity/Q233560,wd:Q233560,1191769,Costa Rican swimmer,"Claudia María Poll Ahrens (born 21 December 1972) is a former Costa Rican swimmer who competed in the 200 m to 800 m freestyle events. She is Costa Rica's only Olympic gold-medalist, having won the country's first Olympic gold medals at the 1996 Olympics in the 200 meter freestyle. She is a multiple national record holder in the freestyle events.
Her sister, Silvia, won Costa Rica's first Olympic medal, the silver medal, at the 1988 Games. As of 2021, Claudia and Silvia are the only Costa Ricans to have won a medal at an Olympics. Claudia also competed at the 2000 Olympics, where she won two bronze medals.
Moreover, she was the first person from Central America to win a gold medal, and the only person to do so, until the 2008 Olympic Games when Irving Saladino of Panama won a gold medal.",https://en.wikipedia.org/wiki/Claudia_Poll
Niger,10,Aminatou Seyni,http://www.wikidata.org/entity/Q65048587,wd:Q65048587,61925575,Nigerien athletics competitor,"Aminatou Seyni (born 24 October 1996) is a Nigerien track and field sprinter.She has the Nigerien national records for the 200 metres and 400 metres.
Seyni competed in the women's 100 metres and 200 metres at the 2019 African Games. She reached the semifinals in the women's 100 metres. She finished in 4th place in the women's 200 metres final.
She competed in the women's 200 metres at the 2019 World Athletics Championships. She could not compete in the women's 400 metres due to the IAAF's regulations on testosterone levels for athletes with XY disorders of sex development in women's competition.She competed in the women's 200 metres at the 2020 Summer Olympics.",https://en.wikipedia.org/wiki/Aminatou_Seyni
Nigeria,29,Blessing Okagbare,http://www.wikidata.org/entity/Q177199,wd:Q177199,12469647,Nigerian track and field athlete,"Blessing Oghnewresem Okagbare-Otegheri (born 9 October 1988) is a former Nigerian track and field athlete who specialized in long jump and sprints. She is an Olympic and World Championships medallist in the long jump and a world medalist in the 200 metres. Okagbare also holds the women's 100 metres Commonwealth Games record at 10.85 seconds. She is currently serving an 11-year ban for breaching multiple World Athletics anti-doping rules. Her ban expires on 30 July 2032.Her 100 m best of 10.79 made her the African record holder for the event until it was eclipsed by Murielle Ahouré in 2016. On June 17, 2021, Okagbare ran a wind-aided 10.63 100 m. She was the African record holder over the 200 m with a time of 22.04 seconds in 2018, thus making her the second-fastest African female athlete over the distance behind Christine Mboma, who ran an African record of 21.78 s in 2021. Okagbare was the African 100 m and long jump champion in 2010. She has also won medals at the All-Africa Games, IAAF Continental Cup and World Relays.
Okagbare was suspended after failing a drugs test on 31 July 2021 during the 2020 Tokyo Olympics. On 18 February 2022 it was announced that she had been banned from athletics for a period of 10 years commencing 30 July 2021 for multiple breaches of World Athletics Anti-Doping rules. Following a hearing at the Athletics Integrity Unit that found her to have taken both human growth hormone and EPO over an extended period,  and to have failed to cooperate with the investigation, Okagbare was banned for ten years, effectively ending her athletics career in disgrace. On 23 June 2022, the AIU announced that Okagbare's ban had been extended by a year for further anti-doping offences.",https://en.wikipedia.org/wiki/Blessing_Okagbare
North Korea,27,An Kum-ae,http://www.wikidata.org/entity/Q235961,wd:Q235961,10552673,North Korean judoka,"An Kum-ae (Korean: 안금애, Korean pronunciation: [an.ɡɯm.ɛ]; born 3 June 1980) is a North Korean judoka.",https://en.wikipedia.org/wiki/An_Kum-ae
North Macedonia,22,Milka Babović,http://www.wikidata.org/entity/Q12636953,wd:Q12636953,41563936,Yugoslavian athlete and journalist,"Milena ""Milka"" Babović (27 October 1928 – 26 December 2020) was a Croatian sprint and hurdles runner and journalist. She won numerous sprinting events in the former Yugoslavia, and was selected the best athlete several times. She also had a noted career as a sports journalist and editor in television.",https://en.wikipedia.org/wiki/Milka_Babovi%C4%87
Norway,57,Sonja Henie,http://www.wikidata.org/entity/Q204205,wd:Q204205,29491,Norwegian figure skater (1912–1969),"Sonja Henie (8 April 1912 – 12 October 1969) was a Norwegian figure skater and film star. She was a three-time Olympic champion (1928, 1932, 1936) in women's singles, a ten-time World champion (1927–1936) and a six-time European champion (1931–1936). Henie has won more Olympic and World titles than any other ladies' figure skater. She is one of only two skaters to defend a ladies' singles Olympic title, the other being Katarina Witt, and her six European titles has only been matched by Witt.
At the height of her acting career, she was one of the highest-paid stars in Hollywood and starred in a series of box-office hits, including Thin Ice (1937), Happy Landing, My Lucky Star (1938), Second Fiddle (1939) and Sun Valley Serenade (1941).",https://en.wikipedia.org/wiki/Sonja_Henie
Oman,14,Fatma Al-Nabhani,http://www.wikidata.org/entity/Q5437905,wd:Q5437905,31090920,Omani tennis player,"Fatma Al-Nabhani (Arabic: فاطمة النبهاني; born 20 May 1991) is an inactive Omani tennis player.
She has won ten singles titles and fourteen doubles titles on the ITF Women's Circuit. On 4 October 2010, she reached her best singles ranking of world No. 362. On 28 April 2014, she peaked at No. 238 in the doubles rankings.
Al-Nabhani made her WTA Tour main-draw debut at the 2009 Dubai Tennis Championships, having received a wildcard with Magali de Lattre in the doubles tournament, but they lost to Chan Yung-jan and Sun Tiantian in the first round.
Playing for Oman in Fed Cup competitions, Al Nabhani has a win–loss record of 13–7.Al-Nabhani is the younger sister of Mohammed Al-Nabhani, who is also a tennis player.",https://en.wikipedia.org/wiki/Fatma_Al-Nabhani
Pakistan,15,Rani Hamid,http://www.wikidata.org/entity/Q432748,wd:Q432748,2179931,Bangladeshi female chess player,"Rani Hamid (born 14 July 1944) is a Bangladeshi chess player who became the country's first Woman International Master in 1985. She has become the national champion a total of 20 times. She is the current national champion crowned on the 38th Women National Championship at the age of 75. She won her 20th National Women's Chess Championship title on September, 2019. She is also a three-time winner of the British Women's Chess Championship.
She became Zonal Champion in 2018, got the Journalists Choice Award in Chess World Cup 2018 in Russia
and won Gold Medal in Commonwealth Chess 2017 in Delhi.",https://en.wikipedia.org/wiki/Rani_Hamid
Palau,8,Ruby Joy Gabriel,http://www.wikidata.org/entity/Q5681603,wd:Q5681603,36628389,Palauan sprinter,Ruby Joy Gabriel (born 22 November 1994) is a Palauan female sprinter who competed in the 100 metres event at the 2012 Summer Olympics.,https://en.wikipedia.org/wiki/Ruby_Joy_Gabriel
Panama,20,Adelaide Lambert,http://www.wikidata.org/entity/Q129930,wd:Q129930,14853729,"American swimmer, Olympic gold medalist, former world record-holder (1907-1996)","Adelaide T. Lambert (October 27, 1907 – April 17, 1996), also known by her married name Adelaide Ballard, was an American competition swimmer who earned a gold medal as a member of winning U.S. team in the women's 4×100-meter freestyle relay at the 1928 Summer Olympics, setting a new world record in the process.  Lambert was the Amateur Athletic Union (AAU) champion in freestyle, backstroke, and the individual medley events.",https://en.wikipedia.org/wiki/Adelaide_Lambert
Papua New Guinea,11,Annie La Fleur,http://www.wikidata.org/entity/Q2053066,wd:Q2053066,35909664,Olympic medalist in basketball,"Annie Lilian La Fleur (née Burgess, born 3 November 1969) is an Australian-Papua New Guinean former basketball player who competed in the 2000 Summer Olympics and the WNBA from 1999 to 2003. She also played for the Sydney Flames in the WNBL, the Australian domestic competition.",https://en.wikipedia.org/wiki/Annie_La_Fleur
Paraguay,25,Leryn Franco,http://www.wikidata.org/entity/Q232677,wd:Q232677,26207432,athletics competitor,"Leryn Dahiana Franco Steneri (born 1 March 1982 in Asunción) is a Paraguayan model, actress and former athlete who currently works for the athletics department of Club Sol de América. Franco participated at the 2004, 2008 and 2012 Olympics competing in the javelin throw.
On 8 June 2012, Franco achieved a personal best throw of 57.77 m in Barquisimeto, Venezuela at the 2012 Ibero-American Championships in Athletics. Her achievement also became the new national record, having surpassed the previous record of 55.66 m, which Franco threw at the 2011 South American Championships in Athletics.
In 2013, she was cast in Irish film Eliza Lynch: Queen of Paraguay, portraying the role of the younger Eliza Lynch.",https://en.wikipedia.org/wiki/Leryn_Franco
People's Republic of China,65,Li Na,http://www.wikidata.org/entity/Q180446,wd:Q180446,1800772,Chinese tennis player,"Li Na (born 26 February 1982) is a Chinese former professional tennis player.
She achieved a career-high WTA ranking of world No. 2 on 17 February 2014. Over the course of her career, Li won nine WTA Tour singles titles including two Grand Slam singles titles at the 2011 French Open and 2014 Australian Open. Those victories made her the first Grand Slam singles champion from Asia, male or female. She also became the first player representing an Asian country to appear in a Grand Slam singles final, finishing as the runner-up at the 2011 Australian Open. Li was also the runner-up at the 2013 Australian Open and 2013 WTA Tour Championships, a three-time quarterfinalist at Wimbledon and a semifinalist at the 2008 Beijing Olympic Games and 2013 US Open. Among her other most notable achievements, she was the first Chinese player to win a WTA tour title at the Guangzhou International Women's Open in 2004, the first to reach a Grand Slam singles quarterfinal at the 2006 Wimbledon Championships, and the first to break into the world's top ten.
Li retired from professional tennis on 19 September 2014, at the age of 32. In 2019, she was inducted into the International Tennis Hall of Fame.

",https://en.wikipedia.org/wiki/Li_Na
Peru,22,Valentina Shevchenko,http://www.wikidata.org/entity/Q4522047,wd:Q4522047,44159133,Kyrgyzstani-Peruvian mixed martial arts (MMA) fighter and muay thai fighter,"Valentina Anatolievna Shevchenko (Russian: Валентина Анатольевна Шевченко;
born (1988-03-07)March 7, 1988) is a Kyrgyzstani and Peruvian professional mixed martial artist and former Muay Thai fighter. She currently competes in the women's Flyweight division for the Ultimate Fighting Championship (UFC), where she is the former UFC Women's Flyweight Champion. As of March 7, 2023, she is ranked #1 in the women’s flyweight rankings, and #3 in the UFC women's pound-for-pound rankings.",https://en.wikipedia.org/wiki/Valentina_Shevchenko
Philippines,35,Hidilyn Diaz,http://www.wikidata.org/entity/Q1844358,wd:Q1844358,18839387,"Filipino Olympic weightlifter, Philippines' first Olympic Gold Medalist","Hidilyn Francisco Diaz-Naranjo  (Tagalog: [haɪdɪˈlin ˈdɪas naˈɾanho]; born February 20, 1991) is a Filipino World and Olympic champion weightlifter and airwoman, the first Filipino to ever win an Olympic gold medal for the Philippines. She is also an Olympic weightlifting record holder by winning the women's 55 kg category for weightlifting at the 2020 Summer Olympics.
In her early weightlifting years, she was a bronze medalist in the 2007 SEA Games in Thailand and achieved 10th place at the 2006 Asian Games in the 53-kilogram class. While she was a student and representing Universidad de Zamboanga, she won two golds and one silver in the Asian Youth/Junior Weightlifting Championship held in Jeonju, South Korea.
She competed in the 2008 Summer Olympics, where she was the youngest competitor in the women's 58-kg category.In the 2016 Summer Olympics, Diaz won the silver medal in the women's 53-kg weight division, the first Filipino to win a medal in a non-boxing event since 1936 and ending the Philippines' 20-year Olympic medal drought.
On July 26, 2021, at the 2020 Summer Olympics for the women's 55 kg category for weightlifting, Diaz won the first ever gold medal for the Philippines, setting Olympic records for the 55 kg division in the clean and jerk at 127 kg and in the total at 224 kg.",https://en.wikipedia.org/wiki/Hidilyn_Diaz
Poland,53,Agnieszka Radwańska,http://www.wikidata.org/entity/Q207352,wd:Q207352,4418261,Polish tennis player,"Agnieszka Roma Radwańska (Polish: [aɡˈɲɛʂka raˈdvaj̃ska] (listen); born 6 March 1989) is a Polish former professional tennis player.  She won 20 career singles WTA Tour titles, two doubles titles, and achieved a career-high singles ranking of world No. 2 on 9 July 2012. Her achievements include winning the season-ending 2015 WTA Finals, the Women's Tennis Association (WTA) Fan Favourite Award six times, Shot of the Year five times, and Shot of the Month on a regular basis.Radwańska holds a number of tennis accolades. She is the first Polish player in the Open Era to reach a major singles final (at the 2012 Wimbledon Championships), the first to win the WTA Finals (in 2015), the first to claim a WTA Tour singles title (the 2007 Nordic Light Open), and was part of the first Polish team to win the Hopman Cup in 2015. In addition, she won the WTA award for Most Impressive Newcomer in 2006, and finished with a top 10 year-end ranking eight times (including six consecutive times from 2011 to 2016). Radwańska is widely considered one of the best tennis players to have never won a major; her accomplishments among Polish players have only recently been surpassed by those of Iga Świątek.
Radwańska was voted the WTA's Fan Favorite Singles Player for six consecutive years (2011–2016), the most of any player, in polls held by WTATennis.com. Radwańska also won WTA's Fan Favorite Shot of the Year for five consecutive years (2013–2017). For her accomplishments in sport and for representing her country with distinction, in 2013 she was awarded the Gold Cross of Merit by Polish President Bronisław Komorowski. On 14 November 2018, Radwańska announced her retirement from professional tennis at the age of 29.",https://en.wikipedia.org/wiki/Agnieszka_Radwa%C5%84ska
