Country,Amount,Date
"Burundi","$138.67",2013
"Ireland","$136.56",2014
"Oman","$129.87",2014
"Swaziland","$111.10",2014
"Australia","$107.23",2014
"Sweden","$107.10",2014
"Norway","$103.87",2014
"The Bahamas","$103.12",2014
"Netherlands","$102.42",2014
"New Zealand","$100.33",2014
"United Kingdom","$99.77",2014
"Uganda","$99.48",2014
"Japan","$98.17",2014
"Greenland","$91.49",2013
"Guam","$89.00",2013
"Germany","$87.40",2014
"Jersey","$83.80",2014
"Iceland","$82.05",2014
"Switzerland","$79.16",2014
"Canada","$79.09",2014
"Nigeria","$78.33",2014
"Singapore","$77.34",2014
"Mauritius","$73.18",2014
"El Salvador","$72.46",2014
"Israel","$66.81",2014
"Denmark","$65.88",2014
"Spain","$65.00",2014
"Bermuda","$65.00",2014
"United States","$65.00",2014
"France","$64.86",2014
"Finland","$63.50",2014
"Turkey","$62.66",2014
"Gabon","$62.45",2014
"Croatia","$62.42",2014
"Austria","$61.45",2014
"Belgium","$61.45",2014
"Guyana","$60.00",2014
"Grenada","$60.00",2014
"Hong Kong","$59.72",2014
"Luxembourg","$58.04",2014
"Ghana","$57.50",2014
"Brazil","$55.71",2014
"Faroe Islands","$54.90",2014
"Greece","$54.62",2014
"Cyprus","$54.62",2014
"Monaco","$54.62",2013
"United Arab Emirates","$54.45",2014
"Lebanon","$52.23",2014
"Slovenia","$50.53",2014
"Sudan","$50.00",2014
"Guernsey","$49.88",2014
"Jamaica","$48.31",2014
"Qatar","$48.06",2014
"Peru","$48.00",2014
"Portugal","$47.79",2014
"Italy","$47.79",2014
"Kenya","$46.24",2014
"Reunion","$45.06",2014
"Belize","$45.00",2014
"Cambodia","$45.00",2014
"Hungary","$43.84",2014
"South Korea","$43.17",2014
"Chile","$43.00",2014
"Jordan","$42.38",2014
"Saudi Arabia","$39.99",2014
"Lithuania","$39.55",2014
"Costa Rica","$39.45",2014
"Latvia","$38.97",2014
"Kuwait","$37.19",2014
"South Africa","$37.03",2014
"Serbia","$36.98",2014
"Malta","$36.87",2014
"Uruguay","$36.40",2014
"Haiti","$36.38",2014
"Trinidad and Tobago","$35.67",2014
"Bulgaria","$35.04",2014
"Colombia","$35.00",2014
"Yemen","$35.00",2014
"Iraq","$35.00",2014
"Bosnia and Herzegovina","$34.84",2014
"New Caledonia","$34.60",2013
"Slovakia","$34.14",2014
"Russia","$33.19",2014
"Cameroon","$33.00",2014
"Taiwan","$32.82",2014
"Papua New Guinea","$31.33",2014
"Poland","$31.33",2014
"Malaysia","$30.48",2014
"Maldives","$30.02",2014
"Mali","$30.00",2014
"Puerto Rico","$30.00",2014
"Senegal","$30.00",2014
"Montenegro","$28.68",2014
"Honduras","$27.50",2014
"Czech Republic","$27.44",2014
"Andorra","$27.31",2014
"Estonia","$27.31",2014
"Gibraltar","$26.60",2014
"Republic of Macedonia","$26.56",2014
"Thailand","$25.04",2014
"Morocco","$24.35",2014
"Libya","$23.90",2014
"Brunei","$23.68",2014
"Dominican Republic","$23.58",2014
"Seychelles","$22.61",2014
"Mexico","$22.48",2014
"Tanzania","$21.60",2014
"Azerbaijan","$21.48",2014
"Zimbabwe","$21.00",2014
"Syria","$21.00",2014
"Kazakhstan","$20.89",2014
"Uzbekistan","$20.00",2014
"Barbados","$20.00",2014
"Lesotho","$18.52",2014
"Namibia","$18.46",2014
"Panama","$18.00",2014
"Botswana","$17.97",2014
"Argentina","$17.34",2014
"Georgia","$17.20",2014
"Ecuador","$17.00",2014
"China","$16.31",2014
"Iran","$16.13",2014
"Fiji","$15.98",2014
"Bolivia","$15.64",2014
"Rwanda","$15.30",2014
"Romania","$15.17",2014
"Laos","$15.00",2014
"Tunisia","$14.86",2014
"Mongolia","$14.72",2014
"Albania","$13.66",2014
"Guatemala","$13.43",2014
"Belarus","$13.00",2014
"Indonesia","$12.89",2014
"Suriname","$12.00",2014
"Armenia","$11.61",2014
"Bangladesh","$11.59",2014
"Philippines","$11.20",2014
"Venezuela","$10.82",2014
"Algeria","$10.29",2014
"Nepal","$10.06",2014
"Egypt","$10.06",2014
"Ukraine","$10.00",2014
"India","$9.66",2014
"Pakistan","$9.53",2014
"Sri Lanka","$9.16",2014
"Afghanistan","$8.00",2014
"Nicaragua","$8.00",2014
"Vietnam","$7.11",2014
"Moldova","$6.36",2014
"Ethiopia","$6.00",2014
"Gambia","$5.25",2014
"Kyrgyzstan","$5.20",2014
"Tajikistan","$4.00",2013
"Burma","$3.19",2014
"Turkmenistan","$3.00",2013
"Bahrain","$1.00",2014
"Cuba","$1.00",2014
